right_foot_X,right_foot_Y,right_foot_Z,left_foot_X,left_foot_Y,left_foot_Z,right_ank_X,right_ank_Y,right_ank_Z,left_ank_X,left_ank_Y,left_ank_Z,right_knee_X,right_knee_Y,right_knee_Z,left_knee_X,left_knee_Y,left_knee_Z,right_hip_X,right_hip_Y,right_hip_Z,hip_central_X,hip_central_Y,hip_central_Z,left_hip_X,left_hip_Y,left_hip_Z,spine_X,spine_Y,spine_Z,right_hand_X,right_hand_Y,right_hand_Z,left_hand_X,left_hand_Y,left_hand_Z,right_wrist_X,right_wrist_Y,right_wrist_Z,left_wrist_X,left_wrist_Y,left_wrist_Z,right_elbow_X,right_elbow_Y,right_elbow_Z,left_elbow_X,left_elbow_Y,left_elbow_Z,right_shoulder_X,right_shoulder_Y,right_shoulder_Z,shoulder_center_X,shoulder_center_Y,shoulder_center_Z,left_shoulder_X,left_shoulder_Y,left_shoulder_Z,head_X,head_Y,head_Z
0.6897974598696193,0.30069493918901863,0.14573628495398794,0.6918686526024114,0.2942977140243084,0.29380704292699034,0.7200965987583013,0.35024386682693814,0.13132805677083892,0.7257998699352708,0.32646147118427005,0.30683326526212984,0.6880559917580875,0.4989797491650306,0.17369602481726557,0.713474411734955,0.47982507547004993,0.2987251041453093,0.7269802954296285,0.7365197224583576,0.2075242954267229,0.7135010848110294,0.7269422721084161,0.2648628963028892,0.70002187419243,0.7173648217584745,0.3222014971790555,0.7221292006576241,0.8038199416482383,0.2805634255633066,0.7095231643974954,0.6082099682756108,0.14734461469005022,0.6398953126030035,0.5973614039726584,0.373366132212377,0.7564418997295735,0.6541730129670649,0.1416531477680242,0.6806304343838696,0.6331655252557482,0.3863816853170868,0.7573710307965746,0.7481780132494589,0.16541511296944386,0.6873808791772762,0.7233162092941618,0.3896805205640109,0.7379755048997646,0.9007243998852988,0.2083253957285668,0.711040919177356,0.8908442384975254,0.2874708820811228,0.6841063334549474,0.8809640771097518,0.3666163684336789,0.716697608948279,0.9999517841586535,0.28942280643800433
0.6899477371152472,0.30045147643080733,0.14575626138543088,0.6918639990019049,0.2943008920929471,0.29380238932648367,0.7204852311518283,0.34976851856055646,0.13152872910487973,0.7257966918666322,0.32646828133135286,0.3067928583894383,0.6885894532795761,0.4984723932073595,0.17380680320981298,0.7135450102597136,0.479834609675966,0.298633167159691,0.7264114211433093,0.7362936255752077,0.20674385257103028,0.7133096061755503,0.7268695170370811,0.2642537286463298,0.7002077912077914,0.7174454084989546,0.32176360472162935,0.7221138399925373,0.8037764323752092,0.2797232804181878,0.7074751261647848,0.6080129280200142,0.14676529817820394,0.6406621351645304,0.59746264815929,0.37343604972242744,0.7542871691925653,0.6538878948091968,0.14047226826386103,0.6813804585825923,0.6332449769717147,0.38587773443295714,0.7560155845221881,0.7478343278266787,0.1642551179163347,0.6881869735869807,0.7234417430053887,0.3890607971794732,0.7375242191530755,0.9004746944922618,0.20715132637148642,0.7113171841440162,0.8908049666493478,0.2865710346465779,0.6851101491349569,0.8811352388064336,0.3659907429216693,0.7172208098481627,0.9999693997391076,0.2884368787443323
0.6901151532310335,0.30019269084165967,0.14577657832422802,0.6918477681513574,0.2943002110782387,0.29379137958869983,0.7208897538885486,0.34925185540187226,0.13171805119378246,0.7257898817195494,0.32646828133135286,0.30673792320297016,0.6891061164382603,0.4979604971516333,0.17395117832796905,0.7136199218776247,0.4798228054210223,0.29850468238472827,0.7258863588032228,0.7360423311478511,0.2059482003868527,0.7131681821211302,0.7268446600002287,0.26378712006870436,0.7004500054390375,0.7176469888526064,0.3216260397505561,0.7221171693977777,0.80370250444521,0.2789070464561599,0.7053925831868546,0.6078163417742231,0.14626180130387983,0.6412546179607369,0.5975575362086439,0.37343377967339986,0.7522704576364359,0.6535069805823638,0.13945074620143613,0.682154091291202,0.6333398650210686,0.38538831186260425,0.754673304532162,0.7475040356931612,0.16310488407404428,0.6889549311730214,0.7235470732802698,0.3884061150399102,0.7371206044359664,0.9001936624226435,0.20593957420054776,0.7116102474734808,0.8907414052765745,0.2856491677364651,0.6860998905109953,0.8812891481305056,0.3653587612723825,0.7177273939891643,0.9999819304097403,0.2874387835878724
0.6902810938149517,0.299924938558853,0.14581437464053776,0.691676719957127,0.2943797762966565,0.2938053403902196,0.7213437636940707,0.3487115837333008,0.13188104071396492,0.7257826175626609,0.32646782732154733,0.3066825340066965,0.6895846427732807,0.49737686754663446,0.17412234002465093,0.7136410333335814,0.4798214433916059,0.29841615047265146,0.7253549403258591,0.7357883126616614,0.20513801988889835,0.7129563865468541,0.7266967663060799,0.26300656371056036,0.7005578327678489,0.7176052199504983,0.3208751075322224,0.7221261739255872,0.8035956608043103,0.27810170872946444,0.7032696333362328,0.6076247496362926,0.14583049198863376,0.64186162907072,0.5976310857971386,0.37343786576164956,0.7502042590115044,0.6531346925418356,0.1384487465606487,0.6829231839017567,0.633427034903729,0.38489207914516854,0.7533187662773866,0.7471494540350484,0.16187451750107917,0.6896883840138426,0.7236546736041786,0.38774621178758367,0.7366448021597791,0.8999421409903842,0.20477549305918888,0.711865627989087,0.8906971393205362,0.2847273008263523,0.687086453818395,0.881452137650688,0.3646791085935157,0.7182454191772651,0.9999751202626572,0.28645839481382784
0.6904085570678521,0.2996819298104472,0.14576352554231925,0.691647549827122,0.2943852244143228,0.2937998922725533,0.7217809751367886,0.3481281811332049,0.13202359979289888,0.7257594630625793,0.3264691893509639,0.30663758703594973,0.6900191301571654,0.4967877898239695,0.174267623162418,0.7137034596818408,0.47981713029845335,0.29831104720267304,0.7247638195590692,0.7354959303469052,0.20430037179770993,0.7127409588941337,0.7265875769478518,0.26234756847784496,0.7007180982291983,0.7176792235487985,0.32039476515798,0.7224824202863204,0.8037292910237357,0.27697394837254735,0.7010940183481706,0.6074644841749434,0.1454523018206338,0.6424713642395363,0.597669676630608,0.3734274235361225,0.7481149058864914,0.6527710306876123,0.13745174102772204,0.6836582257768969,0.6335132967667781,0.38438358816298374,0.7519272262234611,0.7468482185290846,0.1606557281781549,0.6904211558399554,0.723755009771199,0.3870794983881744,0.7362298371975318,0.8996697351070709,0.20359597558444228,0.712146887063608,0.8906299458693189,0.2837931756514904,0.6880639369296843,0.8815901566315668,0.3639903757185386,0.7186526659728186,1.0,0.2853710413296022
0.6904942514186444,0.29941610706931404,0.14571449248332285,0.6916196282240825,0.294387380960899,0.2937972817161716,0.7220043479611055,0.34761878213140895,0.13215026852863956,0.7257349465330811,0.3264841716745462,0.30657947378084294,0.6904788150852567,0.4961469549834749,0.17440723117761606,0.7137826843929044,0.4798078230974401,0.29819028059440417,0.7241740608216961,0.7351402136642787,0.2034581836084663,0.7125445996532455,0.7264169827634268,0.26160560295317037,0.7009151384847949,0.7176937518625752,0.3197530222978744,0.7224373219789718,0.8036054220151292,0.27612525270942456,0.6989256675169968,0.6072751620860406,0.14519079217265302,0.6430615769867151,0.5976964632091338,0.37339564284973603,0.7459742496534543,0.652415995019694,0.13646517772032232,0.6843723832009834,0.6335487095316089,0.3838755511906044,0.7505361401793411,0.7464788815522921,0.15952501675750191,0.691128503116959,0.7237956436487932,0.38639280855732205,0.7358044300097575,0.8994086794688958,0.2024232682567785,0.7124065806723666,0.890507136216925,0.2828560994128927,0.6890087313349759,0.8816055929649546,0.3632889305690068,0.7191439045823936,0.9999720329959798,0.28438284358690263
0.6905440789948005,0.29918603760036566,0.1456144968236566,0.691599197782834,0.2943794357893024,0.2937970547112688,0.722404784609576,0.34703946561956267,0.13224470256818818,0.7257199642094989,0.32648871177260136,0.3065322567610686,0.6909448561506252,0.4955390358538807,0.17449213101124872,0.7138986838982153,0.47980555304841244,0.2980949385352445,0.7235477542949781,0.7347552133491958,0.20258398772793335,0.7123389332113439,0.7263219812116214,0.2610630612355713,0.7011301121277097,0.717888749074047,0.3195421347432093,0.7224059953023907,0.8034506803397471,0.2752348638124946,0.6967060135777988,0.6071080864776085,0.14502053849558222,0.6436454335966165,0.5976905610816621,0.3733307194475463,0.7438095309007245,0.6520296326751946,0.1355249234130859,0.6850829085466256,0.6335673239336354,0.3833516238750318,0.7492149716452715,0.7461061395019585,0.15845990975374688,0.6913861536815927,0.7238153930753334,0.38572836520694037,0.7353522362434574,0.8990972287423075,0.20124375078203188,0.7126553780457929,0.890394314780253,0.28190290582619887,0.6899585198481282,0.8816914008181982,0.36256206087036585,0.7196542116038005,0.999913102523223,0.28340236401089697
0.6905453275217657,0.2989488174769803,0.14547772636974304,0.6915843289617032,0.29437659822801787,0.29381135602014274,0.7227466539931342,0.34650328003924097,0.13236229110781841,0.7257258663369707,0.32647963157649096,0.3064909418687661,0.6914760476230861,0.4949529091949516,0.17456908567328472,0.7140512311928707,0.4797892086954137,0.29801821087811126,0.7231550358132014,0.7343204989604083,0.20163533423929475,0.7121938770784795,0.726076702414188,0.26016593785985953,0.7012327183437577,0.7178329058679678,0.31869654148042426,0.7223730795914904,0.8032762649061255,0.27433055194819544,0.6939982990976646,0.6070508812421126,0.14479580364184874,0.6442288361967126,0.5976610504443031,0.37326897411399534,0.7416098533929696,0.6516478104287505,0.13457967499798873,0.6857661933039365,0.6335541576492753,0.38287082749098383,0.7478388679247339,0.7456786892700594,0.15738390651465933,0.6922678407239168,0.7238424066587621,0.38510319370473634,0.7349522536047924,0.8988234608295775,0.20006514132689632,0.7129252868751756,0.8902824013631916,0.28093200585708966,0.6908983201455592,0.8817413418968058,0.3617988703872831,0.7201591613095022,0.9998442746367058,0.28242152122704683
0.6905439654923492,0.2987350923610308,0.1453233630358655,0.6915686656234127,0.29437251213976817,0.2938278138755929,0.7230612827883611,0.34601521949830466,0.13249032187297569,0.7257340385134701,0.3264741834588247,0.30645371306471325,0.6920288045613093,0.4943926610949372,0.1746060874724348,0.7142246629385802,0.4797572010041244,0.2979430722552973,0.7225514297767598,0.7340160853858058,0.20066534228979663,0.7119736823228013,0.725938002418601,0.25943225801413566,0.7013959348688429,0.7178599194513963,0.3181991737384747,0.7223227601713785,0.8030898182126579,0.2734021775642035,0.6924128968567811,0.6073627859785065,0.14519578628051374,0.6448190489438914,0.5975893168950306,0.37317862616269637,0.7394147159832699,0.6512582700156124,0.1337129702792469,0.6864331337082485,0.6334964984039739,0.38237232472452043,0.7465860278663954,0.7452639513127148,0.15633695990312518,0.6926843947204833,0.7237804343203083,0.38436974086391523,0.7345395586915727,0.8985356186128765,0.1988792677148724,0.713174992268213,0.890150057504882,0.2799470315840093,0.6918104258448532,0.8817644963968873,0.36101479545314624,0.7206722831917034,0.9998190316915189,0.2814749107825331
0.6905779027253118,0.29852874490442094,0.14519703480747898,0.6915656010572253,0.2943702420907406,0.29384642827761936,0.7233722795051438,0.3454944702513707,0.1326074564028004,0.7257512908860799,0.32647872355687985,0.30642647247638194,0.6926092560976694,0.49389234228925183,0.17467555097267967,0.714433961458926,0.47973245746972343,0.2978581724216647,0.7217818831563996,0.7336905603552463,0.19980726375735972,0.7116581455079635,0.7257996429303681,0.2587276347959652,0.7015344078595271,0.7179087255054899,0.3176480058345708,0.7223262409132207,0.8028725745207155,0.2725031624809686,0.6904207018301498,0.6075076151064681,0.14543459543821843,0.6453829291223501,0.5974926128064543,0.3730701178191766,0.7372204865931813,0.6508741777201407,0.1328898505018352,0.6870669313967575,0.6334206787664518,0.3818842641835841,0.7451876776653871,0.7448287829141218,0.15532519905151904,0.6933104742422985,0.7237239100995208,0.38369031518995134,0.7341232316999089,0.8982436903079257,0.19768295187732146,0.7134178875141672,0.8900077254308507,0.27895842523248476,0.6927125433284257,0.8817717605537757,0.36023389858764815,0.7211951208837428,0.9997520198442237,0.2805106847575651
