NO_OF_FRAMES	2501
NO_OF_CAMERAS	13
NO_OF_MARKERS	64
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-03-22, 11:53:45.085	10377.00540055
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RTHMB	RMID	RPNKY	LTHMB	LMID	LPNKY	LFRM	LFSH	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RMID X	RMID Y	RMID Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LMID X	LMID Y	LMID Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
1630	16.29000	01:58:17:08	99.457	1655.233	602.927	118.922	1601.400	665.713	22.856	1607.392	604.084	229.530	1417.724	551.070	311.481	1219.351	590.730	296.893	1075.090	589.631	315.532	978.233	597.475	81.217	983.340	673.171	88.508	1109.622	611.622	73.293	1254.019	563.629	281.114	1316.374	669.756	108.171	1440.642	713.299	20.589	1330.152	712.216	110.180	1308.910	780.099	11.590	1086.696	797.040	-76.519	1133.396	782.754	-133.799	948.680	756.578	-66.443	948.519	703.575	144.324	1360.950	380.158	299.889	1289.032	494.139	106.992	1263.233	394.764	224.272	1247.244	357.368	105.268	1302.837	478.791	157.675	994.274	351.701	80.832	1036.704	312.985	46.962	1004.181	364.488	14.557	828.573	362.624	52.593	850.330	439.670	154.125	988.879	761.319	80.177	974.582	545.354	312.381	996.694	723.378	249.206	960.160	485.811	167.240	799.284	815.420	306.601	866.852	780.901	171.252	438.464	738.451	149.196	446.069	634.870	162.974	295.422	691.798	246.950	37.152	669.420	308.133	13.778	620.081	96.325	-11.930	624.362	114.498	15.586	627.707	151.650	2.874	691.707	5.519	712.313	594.595	155.882	841.882	470.357	-30.616	452.990	661.120	47.121	444.138	734.238	11.461	316.153	606.057	110.178	148.839	415.245	184.586	169.072	423.132	98.604	27.371	378.255	99.312	8.287	423.626	82.838	41.366	375.675	43.427	713.528	475.259	21.504	653.400	449.495	20.441	676.562	409.775	-96.824	802.135	669.416	-121.369	749.152	702.061	-119.766	774.293	742.392	-73.060	1088.153	723.848	80.180	1338.029	628.960	83.941	1535.927	474.291	209.145	1524.701	548.412	-22.407	754.950	446.254	-161.818	848.794	688.735
1631	16.30000	01:58:17:08	99.177	1653.002	604.066	118.478	1599.188	666.901	22.705	1604.939	604.856	230.073	1416.722	552.836	313.372	1218.638	592.440	300.050	1073.310	591.815	317.687	975.931	600.066	81.510	982.849	670.999	91.161	1108.026	610.665	74.717	1252.133	563.854	281.981	1315.156	671.518	108.339	1438.566	713.783	20.370	1328.819	713.244	109.414	1308.036	781.480	8.579	1087.269	802.125	-79.111	1134.316	786.375	-135.622	949.470	757.703	-67.233	949.890	706.147	145.270	1361.479	381.911	301.610	1289.128	495.508	107.950	1264.017	395.476	224.684	1248.664	357.193	107.283	1301.840	479.725	157.029	996.063	346.191	79.884	1039.151	309.728	46.906	1006.797	361.526	13.141	831.451	361.900	53.389	853.551	437.910	152.284	987.607	761.534	85.189	972.423	547.330	312.185	994.791	725.872	253.267	957.820	487.389	164.295	798.639	815.577	304.718	865.049	783.557	167.085	437.499	739.304	145.600	445.388	635.392	160.198	294.218	691.957	246.726	37.021	669.333	308.365	13.618	619.797	96.268	-11.972	624.358	114.439	15.554	627.632	151.644	2.899	691.642	5.023	712.866	592.362	159.034	840.115	470.909	-36.016	454.325	659.303	39.960	444.984	734.193	6.674	317.190	605.280	109.352	149.675	416.270	183.520	169.659	426.548	97.902	27.206	379.052	98.994	7.942	424.792	83.086	41.935	376.435	43.659	717.627	475.165	20.997	657.134	450.423	19.372	679.844	410.519	-95.575	803.827	670.825	-120.730	750.448	701.518	-120.299	775.301	742.075	-74.741	1089.287	727.501	81.274	1335.861	629.508	84.549	1533.664	475.234	209.426	1522.725	549.981	-22.521	759.022	447.049	-161.638	850.059	688.234
1632	16.31000	01:58:17:09	98.935	1650.606	605.156	118.083	1596.826	668.108	22.567	1602.415	605.612	230.740	1415.592	554.628	315.265	1217.715	594.250	303.102	1071.901	593.638	320.141	973.730	603.223	82.437	982.201	669.371	93.699	1106.424	609.734	75.880	1250.338	563.601	282.797	1313.777	673.314	108.594	1436.302	714.275	20.066	1327.415	714.441	108.707	1306.933	782.988	5.651	1087.822	807.263	-81.652	1135.252	790.061	-137.322	950.307	759.024	-68.064	951.476	708.826	146.073	1361.962	384.052	303.290	1289.411	495.305	108.959	1264.785	396.130	225.181	1250.060	357.094	109.229	1300.776	480.678	155.970	998.365	339.998	79.040	1041.777	305.954	46.789	1009.524	358.257	12.038	834.410	360.922	54.016	857.024	435.941	151.538	986.864	761.560	88.552	971.639	545.940	311.940	992.836	728.406	257.301	955.585	489.042	161.320	797.850	815.281	302.693	863.203	786.219	163.093	436.422	739.996	142.178	444.629	635.931	157.522	293.070	692.103	246.514	36.904	669.288	308.338	13.393	619.804	96.193	-11.978	624.424	114.395	15.520	627.553	151.618	2.921	691.530	4.572	713.550	589.720	162.493	838.376	471.382	-41.550	455.670	656.748	32.526	445.925	733.577	1.878	318.221	604.059	108.440	150.076	417.694	182.481	170.172	429.886	97.193	26.972	379.930	98.298	8.362	425.393	83.266	42.385	376.976	43.626	722.002	475.123	20.601	661.149	451.376	18.600	683.361	411.273	-94.536	806.074	671.815	-120.045	751.958	701.107	-120.832	776.927	741.549	-76.500	1090.341	731.247	82.393	1333.541	630.030	85.160	1531.361	476.216	209.727	1520.620	551.540	-22.631	763.278	447.544	-161.459	851.390	687.921
1633	16.32000	01:58:17:09	98.715	1648.191	606.345	117.714	1594.433	669.349	22.451	1599.813	606.427	231.437	1414.439	556.529	317.079	1216.817	596.192	305.977	1070.289	595.633	322.273	971.414	606.017	83.292	981.690	667.651	96.392	1104.862	608.630	77.165	1248.323	563.675	283.631	1312.326	675.165	108.902	1433.937	714.842	20.233	1325.832	715.489	108.125	1305.772	784.666	2.809	1088.390	812.331	-84.124	1136.214	793.779	-139.252	951.363	759.848	-68.945	953.035	711.529	148.478	1363.009	386.159	305.076	1289.229	496.697	109.950	1265.524	396.739	225.771	1251.328	357.360	111.205	1299.669	481.673	155.278	1000.528	334.759	78.316	1044.547	301.935	46.676	1012.328	354.739	11.027	837.515	359.741	54.352	860.745	433.820	150.694	985.919	761.449	92.004	970.727	544.540	311.563	990.829	730.968	261.468	953.275	490.835	158.219	797.070	815.287	300.519	861.356	788.883	159.047	435.333	740.608	138.942	443.788	636.465	155.142	291.635	692.031	246.349	36.763	669.255	308.302	13.370	619.895	96.111	-11.990	624.485	114.374	15.493	627.490	151.636	2.974	691.465	3.450	714.119	586.381	166.211	836.442	471.714	-47.194	457.059	653.616	25.000	446.867	732.719	-3.051	319.295	602.201	107.572	150.534	418.874	181.290	170.694	432.829	96.480	26.672	380.886	97.617	8.480	426.152	83.121	43.345	377.707	43.349	726.599	475.085	20.327	665.431	452.284	18.078	687.138	411.979	-94.374	809.261	672.117	-119.108	753.681	700.723	-121.671	777.883	741.528	-78.203	1091.410	734.982	83.523	1331.128	630.587	85.800	1528.990	477.241	210.063	1518.508	553.181	-22.731	767.695	447.740	-161.308	852.795	687.815
1634	16.33000	01:58:17:09	98.496	1645.714	607.620	117.344	1591.975	670.633	22.357	1597.149	607.305	232.179	1413.226	558.462	318.855	1215.691	598.141	308.731	1068.597	597.843	324.219	969.117	608.929	84.180	981.003	665.935	99.685	1103.291	607.506	79.044	1246.227	564.775	284.444	1310.791	677.042	109.162	1431.597	715.536	19.664	1324.324	716.501	107.636	1304.518	786.377	0.066	1088.993	817.295	-86.507	1137.217	797.505	-140.923	952.394	761.293	-69.868	954.611	714.210	149.576	1363.380	388.411	306.932	1288.143	500.059	110.867	1266.252	397.288	226.483	1252.477	357.690	113.217	1298.510	482.716	154.214	1002.294	329.383	77.567	1047.482	297.858	46.607	1015.195	350.918	8.430	840.922	357.726	54.558	864.667	431.528	149.707	984.908	761.292	98.915	965.223	551.582	311.018	988.851	733.602	265.566	951.000	492.647	155.088	796.346	815.315	298.204	859.558	791.535	155.036	434.216	741.087	135.755	442.879	636.991	152.533	290.479	692.159	246.221	36.509	669.180	308.279	13.334	620.012	96.063	-11.975	624.550	114.359	15.467	627.448	151.654	2.989	691.447	3.076	714.527	582.890	170.021	834.587	472.039	-52.937	458.575	649.854	16.956	447.874	731.050	-8.051	320.338	599.934	106.760	150.980	419.735	180.072	171.197	435.500	95.765	26.310	381.915	96.940	8.571	426.701	83.252	43.812	377.935	42.930	731.372	474.961	20.178	669.961	453.066	17.828	691.147	412.556	-93.404	811.436	673.473	-118.237	755.219	700.370	-121.847	779.231	741.523	-79.842	1092.511	738.693	84.543	1328.642	631.002	86.530	1526.638	478.264	210.419	1516.387	554.846	-22.817	772.249	447.634	-161.206	854.271	687.934
1635	16.34000	01:58:17:09	98.280	1643.205	608.867	117.008	1589.460	671.934	22.291	1594.420	608.133	232.908	1411.992	560.526	320.608	1214.588	600.156	311.364	1067.305	599.631	326.061	966.875	611.952	84.965	980.267	664.141	102.133	1101.602	606.700	80.313	1244.210	564.821	285.202	1309.175	678.943	109.372	1429.279	716.180	19.410	1322.855	717.801	107.354	1302.932	787.523	-2.591	1089.641	822.167	-88.786	1138.277	801.215	-142.514	953.495	762.843	-70.299	956.288	717.095	150.723	1363.741	390.611	308.725	1287.858	501.640	111.796	1266.962	397.864	227.284	1253.505	358.084	115.269	1297.335	483.780	154.387	1004.371	323.324	76.832	1050.501	293.640	46.427	1018.322	347.054	9.666	844.025	356.847	54.666	868.773	429.064	148.534	983.870	760.998	99.618	967.467	543.971	310.435	986.940	735.970	269.635	948.833	494.596	151.828	795.584	815.223	295.855	857.724	794.125	151.106	433.121	741.724	132.624	441.929	637.571	150.797	289.009	691.740	246.119	36.307	669.169	308.326	13.271	620.037	96.043	-11.987	624.569	114.366	15.447	627.420	151.667	3.002	691.416	2.917	714.837	578.963	173.883	832.815	472.375	-58.747	460.154	645.419	8.807	448.881	728.551	-13.122	321.520	597.020	106.134	151.499	420.231	179.138	171.882	437.766	95.050	25.888	383.013	96.377	8.392	426.523	83.183	44.505	378.523	42.463	736.281	474.666	20.145	674.711	453.639	17.753	695.411	412.965	-92.682	813.855	674.565	-117.444	757.119	700.259	-121.814	780.264	741.885	-81.352	1093.703	742.319	85.644	1326.172	631.455	87.271	1524.317	479.347	210.837	1514.333	556.477	-22.898	776.933	447.235	-161.176	855.828	688.318
1636	16.35000	01:58:17:10	98.081	1640.705	610.186	116.699	1586.936	673.260	22.256	1591.680	609.061	233.632	1410.754	562.504	322.334	1213.466	602.311	313.805	1065.315	602.278	328.217	964.803	615.136	85.741	979.482	662.386	104.485	1099.928	605.817	81.681	1242.203	564.870	285.939	1307.564	680.971	109.515	1426.950	716.757	19.165	1321.260	719.007	106.791	1302.063	789.616	-5.152	1090.368	826.923	-90.951	1139.412	804.897	-144.004	954.645	764.497	-71.122	957.951	719.867	151.832	1364.004	392.960	310.508	1287.781	502.990	112.734	1267.662	398.462	227.882	1254.730	358.281	117.350	1296.142	484.856	154.023	1006.801	317.788	76.396	1053.621	289.099	46.121	1021.633	343.291	6.867	847.903	354.106	54.704	873.061	426.452	147.294	982.744	760.502	102.075	967.429	540.746	309.798	984.997	738.583	273.593	946.692	496.592	148.662	794.849	814.851	293.365	856.046	796.722	147.179	432.023	742.406	129.447	440.982	638.191	148.344	287.773	691.968	246.010	36.141	669.193	308.317	13.211	620.045	96.034	-11.984	624.605	114.378	15.429	627.402	151.681	3.009	691.375	2.814	715.164	574.620	177.854	831.096	472.620	-64.364	461.654	640.314	0.352	450.030	725.779	-18.099	322.732	593.626	105.442	152.217	420.490	177.982	172.378	439.919	94.335	25.410	384.176	95.671	8.568	427.061	83.248	45.063	378.824	42.014	741.317	474.137	20.210	679.648	453.930	17.759	699.884	413.130	-92.005	816.038	676.365	-116.805	759.169	700.467	-122.081	781.753	742.242	-82.793	1094.924	745.955	86.763	1323.739	631.951	88.075	1521.864	480.422	211.286	1512.344	558.235	-22.966	781.739	446.550	-161.199	857.487	688.927
1637	16.36000	01:58:17:10	97.921	1638.286	611.530	116.424	1584.457	674.649	22.263	1588.960	610.038	234.443	1409.500	564.501	324.064	1212.295	604.336	315.990	1063.718	604.657	329.812	962.644	618.069	86.441	978.600	660.469	106.771	1098.226	604.967	83.140	1240.276	564.865	286.613	1305.982	682.825	109.671	1424.718	717.264	18.867	1319.760	720.246	106.255	1301.080	791.214	-7.603	1091.213	831.534	-92.997	1140.644	808.546	-145.377	956.000	766.294	-71.917	959.678	722.664	153.009	1364.382	395.307	312.300	1287.475	504.598	113.697	1268.390	399.072	228.448	1255.866	358.559	119.495	1295.000	485.991	153.345	1009.400	312.384	75.538	1057.130	285.062	45.846	1025.114	339.323	6.196	851.551	352.273	54.715	877.526	423.697	145.969	981.672	759.946	105.366	966.429	539.293	308.728	983.149	741.241	276.778	944.339	498.362	145.324	794.191	814.680	290.770	854.397	799.284	143.246	430.994	743.184	126.195	440.060	638.844	145.892	286.628	692.429	245.931	35.989	669.256	308.311	13.164	620.037	96.034	-11.981	624.640	114.393	15.427	627.420	151.679	2.980	691.388	3.370	715.386	569.878	182.299	829.155	474.088	-70.183	463.400	634.631	-8.316	451.264	722.090	-23.083	323.999	589.717	105.017	152.982	420.483	176.910	172.833	442.011	93.622	24.877	385.398	94.941	8.781	427.700	83.380	45.658	378.999	41.648	746.477	473.320	20.354	684.742	453.875	17.718	704.539	412.991	-91.812	818.599	677.145	-116.314	761.079	700.898	-122.264	783.292	742.716	-84.167	1096.227	749.548	87.873	1321.346	632.312	88.887	1519.489	481.591	211.823	1510.220	559.952	-23.004	786.667	445.590	-161.270	859.260	689.784
1638	16.37000	01:58:17:10	97.831	1635.804	612.920	115.930	1582.021	676.033	22.322	1586.322	611.059	235.239	1408.349	566.482	325.541	1211.231	606.590	318.066	1062.162	606.900	331.497	960.362	621.176	87.109	977.656	658.611	108.990	1096.575	604.087	84.640	1238.376	564.898	287.207	1304.316	684.837	109.559	1422.580	717.592	18.708	1318.443	721.405	106.035	1299.713	792.122	-9.941	1092.197	836.042	-94.928	1141.990	812.157	-146.577	957.376	768.226	-72.679	961.540	725.510	154.185	1364.719	397.659	314.091	1287.153	506.168	114.672	1269.181	399.690	229.175	1257.273	359.084	121.618	1293.913	487.133	152.726	1012.266	306.941	74.887	1060.865	280.835	45.594	1028.829	335.278	5.530	855.383	350.466	54.724	882.180	420.832	144.397	980.756	759.389	108.571	965.184	537.895	307.943	981.594	743.476	281.394	942.468	500.468	140.497	794.532	815.745	288.088	852.812	801.811	139.418	429.860	743.901	122.950	439.107	639.534	142.830	285.581	693.266	245.869	35.841	669.344	308.311	13.118	620.073	96.061	-11.958	624.662	114.412	15.432	627.456	151.702	2.986	691.442	3.436	715.722	564.911	186.883	826.603	475.958	-75.915	465.225	628.268	-17.551	452.334	717.660	-27.939	325.390	585.353	104.664	153.613	420.424	177.143	172.235	446.292	92.913	24.294	386.676	94.209	9.017	428.238	83.531	46.258	379.282	41.428	751.762	472.177	20.559	689.967	453.430	17.618	709.356	412.494	-91.655	820.960	678.594	-115.936	763.195	701.718	-122.091	784.742	743.414	-85.437	1097.705	753.161	88.880	1319.206	632.744	89.702	1517.223	482.832	212.080	1508.095	561.559	-23.005	791.718	444.364	-161.378	861.140	690.887
1639	16.38000	01:58:17:10	97.771	1633.425	614.420	115.736	1579.557	677.470	22.413	1583.659	612.104	235.943	1407.221	568.501	327.085	1210.108	608.641	319.992	1060.674	609.304	332.859	958.311	624.090	87.412	976.874	656.695	111.140	1095.020	603.264	86.003	1236.819	564.404	287.782	1302.928	686.798	109.731	1420.483	717.995	18.548	1317.220	722.528	105.543	1299.189	793.974	-12.174	1093.339	840.449	-96.751	1143.464	815.727	-147.629	958.886	770.389	-73.387	963.531	728.321	155.257	1365.215	400.022	315.754	1286.902	507.730	115.724	1270.028	400.330	230.067	1258.470	359.595	123.695	1292.900	488.272	152.146	1015.415	301.633	74.326	1064.849	276.567	45.407	1032.805	331.139	4.797	859.678	348.235	54.753	887.019	417.859	142.927	979.670	758.109	111.744	963.912	536.516	306.441	979.260	746.326	284.988	940.082	502.548	136.869	793.777	815.785	285.357	851.363	804.259	135.680	428.734	744.639	119.695	438.160	640.320	141.909	284.223	692.856	245.847	35.662	669.402	308.300	13.088	620.044	96.085	-11.927	624.663	114.446	15.453	627.517	151.733	2.935	691.475	3.690	715.902	559.588	191.260	824.837	476.877	-81.536	467.116	621.236	-26.458	453.923	712.863	-32.667	326.837	580.464	104.578	154.244	420.354	176.201	172.957	447.869	92.210	23.663	388.005	93.588	9.150	428.685	84.082	46.783	379.294	41.381	757.176	470.698	20.811	695.303	452.577	17.432	714.335	411.618	-91.752	823.456	679.860	-115.770	764.436	702.729	-122.546	786.684	744.738	-86.593	1099.291	756.696	89.898	1317.062	632.993	90.559	1515.017	484.039	212.597	1505.894	563.553	-22.960	796.896	442.886	-161.502	863.117	692.225
1640	16.39000	01:58:17:11	97.704	1631.009	615.966	115.574	1577.087	678.985	22.518	1581.078	613.211	236.573	1406.244	570.563	328.549	1209.080	610.859	321.790	1059.125	611.597	333.477	956.714	627.614	87.832	976.001	654.720	113.078	1093.614	602.453	87.606	1235.104	564.456	288.379	1301.386	688.590	109.993	1418.525	718.472	18.473	1316.022	723.767	105.409	1297.926	794.699	-14.302	1094.653	844.747	-98.480	1145.075	819.252	-148.621	960.510	772.509	-74.024	965.643	731.147	156.393	1365.679	402.337	317.469	1286.686	509.370	116.693	1271.000	400.907	230.889	1260.072	360.101	125.697	1291.971	489.429	151.544	1018.875	296.621	74.048	1069.375	272.316	45.268	1037.117	327.115	3.082	864.505	347.370	54.828	892.062	414.798	141.450	978.696	757.347	114.877	962.634	535.147	305.160	977.614	748.852	288.647	938.028	504.832	133.900	792.725	814.657	282.480	849.894	806.650	131.961	427.644	745.469	116.445	437.093	641.057	139.798	282.994	693.306	245.830	35.461	669.483	308.287	13.062	620.062	96.102	-11.897	624.732	114.485	15.481	627.601	151.741	2.895	691.541	3.761	716.410	553.765	195.327	822.944	477.758	-87.010	469.075	613.628	-35.428	455.639	707.359	-37.242	328.401	574.992	105.064	154.950	420.421	175.254	173.308	449.861	91.514	22.986	389.381	92.971	9.299	429.156	84.887	47.139	379.255	41.554	762.721	468.878	21.097	700.741	451.316	17.176	719.452	410.342	-91.885	825.749	681.534	-116.076	767.808	704.417	-122.873	788.528	746.014	-87.685	1101.035	760.268	90.848	1314.973	633.294	91.428	1512.965	485.273	214.311	1503.816	567.131	-22.860	802.208	441.171	-161.618	865.181	693.772
1641	16.40000	01:58:17:11	97.654	1628.680	617.560	115.399	1574.599	680.486	22.641	1578.480	614.303	237.058	1405.047	572.703	329.891	1207.941	612.884	324.132	1058.002	614.590	334.445	955.070	630.905	88.744	975.128	652.511	115.002	1092.242	601.677	89.200	1233.484	564.587	288.942	1299.909	690.500	110.313	1416.526	718.929	18.458	1315.075	724.813	105.173	1297.101	795.946	-16.341	1096.144	848.942	-100.127	1146.827	822.730	-149.443	962.306	774.878	-74.545	967.810	734.092	157.466	1366.255	404.742	319.114	1286.520	511.034	117.651	1272.075	401.458	231.821	1261.634	360.546	127.613	1291.138	490.611	150.996	1022.672	291.395	73.684	1073.948	268.096	45.264	1041.668	323.067	2.494	869.351	344.948	54.961	897.286	411.632	139.442	977.769	756.818	117.891	961.382	533.913	304.013	975.982	751.375	292.086	936.035	507.122	130.734	791.917	814.050	279.496	848.518	808.950	128.337	426.519	746.258	113.240	436.060	641.777	137.642	281.794	693.877	245.885	35.245	669.526	308.288	13.017	620.034	96.145	-11.844	624.829	114.541	15.521	627.709	151.793	2.880	691.665	4.270	716.852	548.068	199.363	821.204	477.661	-92.277	471.146	605.376	-43.747	457.735	701.348	-41.544	330.056	568.969	105.323	155.283	420.596	174.309	173.489	452.286	90.827	22.268	390.799	90.412	10.849	430.682	86.925	46.989	378.225	41.942	768.380	466.732	21.413	706.281	449.666	16.861	724.720	408.693	-91.975	828.197	683.051	-116.163	770.073	706.196	-123.236	790.555	747.737	-88.739	1102.961	763.802	91.768	1313.057	633.580	92.393	1510.910	486.476	215.138	1502.206	568.946	-22.703	807.659	439.239	-161.713	867.309	695.518
1642	16.41000	01:58:17:11	97.606	1626.378	619.133	115.227	1572.158	681.991	22.769	1575.934	615.325	237.746	1404.147	574.777	331.223	1206.937	615.032	325.897	1056.557	616.935	335.307	953.221	634.071	89.328	974.252	650.752	116.810	1090.942	600.956	90.741	1231.931	564.628	289.679	1298.658	691.811	110.716	1414.609	719.377	18.458	1314.189	726.031	104.800	1296.771	797.771	-18.313	1097.799	853.058	-101.706	1148.721	826.150	-150.282	964.203	777.151	-75.108	970.112	736.988	158.559	1366.894	406.884	320.743	1286.285	512.579	118.523	1273.247	401.939	232.822	1263.328	361.136	129.463	1290.360	491.822	150.534	1026.618	286.185	73.382	1078.837	263.871	45.374	1046.471	319.007	2.033	874.431	342.362	55.149	902.687	408.385	137.761	976.858	755.832	120.828	960.150	532.745	302.613	974.271	753.702	295.386	934.128	509.632	127.600	791.190	813.492	276.550	847.059	811.142	124.771	425.385	747.043	110.044	434.920	642.382	135.486	280.573	694.486	245.986	35.081	669.594	308.289	12.956	620.012	96.193	-11.785	624.886	114.607	15.573	627.830	151.814	2.852	691.738	4.910	717.405	542.094	203.276	819.242	478.711	-97.260	473.314	596.555	-52.536	459.797	694.453	-45.843	331.679	562.791	105.693	155.573	420.908	173.268	173.605	454.930	90.150	21.510	392.255	89.822	10.951	431.176	88.281	47.321	378.263	42.516	774.146	464.291	21.760	711.928	447.659	16.594	730.157	406.680	-92.000	830.599	684.686	-116.295	772.255	708.253	-123.450	792.710	749.778	-89.758	1104.980	767.272	92.714	1311.120	633.816	93.351	1509.037	487.721	215.998	1500.738	570.644	-22.488	813.248	437.110	-161.762	869.488	697.403
1643	16.42000	01:58:17:11	97.549	1624.123	620.676	115.040	1569.575	683.574	22.907	1573.458	616.353	238.860	1402.153	576.204	332.451	1205.818	617.040	327.424	1055.006	619.357	336.065	951.362	637.105	89.816	973.245	648.867	118.530	1089.713	600.312	92.208	1230.460	564.777	290.128	1297.080	693.765	111.146	1412.770	719.878	18.440	1313.441	727.222	104.867	1295.606	798.415	-20.237	1099.606	857.110	-103.231	1150.760	829.508	-151.582	966.433	779.242	-75.604	972.501	739.928	159.807	1367.793	409.006	322.336	1286.039	514.205	119.412	1274.479	402.405	233.717	1265.160	361.639	131.248	1289.668	493.044	150.111	1030.867	281.105	73.224	1083.906	259.648	45.592	1051.481	314.926	1.683	879.783	339.572	55.389	908.259	405.042	136.186	975.817	755.056	124.066	959.007	531.390	301.034	972.639	756.045	298.609	932.280	511.748	124.547	790.351	812.781	273.450	845.647	813.283	121.159	424.152	747.788	106.709	433.906	644.060	133.296	279.305	695.056	246.078	34.915	669.630	308.267	12.935	619.953	96.249	-11.734	624.955	114.679	15.630	627.961	151.831	2.796	691.851	5.683	718.096	535.982	206.990	817.434	479.633	-101.870	475.416	586.995	-61.800	461.907	686.517	-49.923	333.368	556.146	106.115	155.834	421.348	172.172	173.722	457.834	89.485	20.716	393.744	89.285	10.940	431.587	89.732	47.596	378.383	43.241	780.015	461.595	22.144	717.691	445.336	16.419	735.781	404.330	-91.809	833.089	686.492	-116.129	774.550	710.498	-123.425	794.966	751.918	-90.821	1107.038	770.745	93.680	1309.388	634.169	94.436	1507.097	488.938	216.726	1499.215	572.269	-22.216	818.976	434.806	-161.753	871.714	699.401
