NO_OF_FRAMES	2501
NO_OF_CAMERAS	13
NO_OF_MARKERS	64
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-03-22, 11:53:45.085	10377.00540055
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RTHMB	RMID	RPNKY	LTHMB	LMID	LPNKY	LFRM	LFSH	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RMID X	RMID Y	RMID Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LMID X	LMID Y	LMID Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
2128	21.27000	01:58:22:08	-644.756	816.222	197.131	-655.771	731.833	203.101	-638.499	799.507	107.241	-422.415	776.871	160.628	-201.969	820.241	156.498	-51.393	819.589	127.865	71.226	815.900	112.570	-40.407	585.533	106.474	-143.608	580.646	100.455	-302.061	591.548	104.210	-278.931	805.374	234.495	-392.375	680.011	329.882	-262.199	665.646	346.233	-294.735	781.736	324.706	-71.280	838.334	282.339	-82.132	823.430	379.922	92.673	902.464	385.429	110.675	826.148	351.852	-412.540	755.050	-35.432	-300.101	839.876	97.978	-310.673	769.834	-57.465	-343.950	860.452	47.170	-362.175	648.389	31.042	-121.389	946.683	73.290	-164.740	977.198	-5.498	-113.090	980.895	-38.522	17.725	1102.396	25.675	43.684	1038.925	-25.197	-1.715	619.605	212.418	-57.445	649.940	-1.405	67.591	772.431	225.841	27.721	810.325	-12.861	52.561	575.114	283.044	169.443	658.943	253.608	26.969	221.666	335.331	-55.054	216.322	252.991	94.206	139.650	214.236	278.606	115.543	17.076	272.461	127.362	-67.207	275.248	-6.544	89.217	262.432	8.152	75.604	318.541	38.479	75.326	-120.744	583.306	-90.227	49.497	691.206	-105.077	-286.937	359.265	-58.211	-318.099	404.939	38.283	-274.219	224.407	38.140	-144.619	42.148	177.850	-132.749	17.656	255.752	-272.432	-10.127	97.231	-258.150	12.693	104.411	-187.791	9.762	93.950	124.253	1131.495	-94.704	127.390	1230.542	-69.107	145.981	1199.122	7.052	243.826	829.077	403.233	283.916	946.211	445.706	258.946	933.235	329.565	-21.844	791.868	376.522	-352.946	600.196	207.021	-483.824	813.855	133.964	-494.965	732.764	251.597	66.259	1153.485	-37.098	197.886	912.994	416.116
2129	21.28000	01:58:22:08	-636.098	829.226	213.459	-649.040	745.229	222.140	-634.281	809.878	123.614	-417.494	783.231	169.847	-197.086	822.803	156.917	-48.017	820.456	122.894	74.010	816.282	104.411	-38.578	586.271	103.920	-143.834	581.865	100.909	-302.324	595.215	110.564	-270.764	809.824	237.055	-382.585	688.253	338.936	-251.242	671.895	350.065	-282.758	788.593	327.817	-61.254	840.621	273.166	-67.037	827.218	371.558	109.148	903.383	368.038	124.101	826.480	333.310	-415.072	758.646	-27.036	-296.793	843.184	101.771	-313.772	771.996	-52.214	-342.851	864.037	52.587	-363.990	652.251	39.070	-119.635	948.920	71.972	-163.205	977.677	-7.175	-111.513	979.139	-40.816	22.170	1100.006	17.578	46.814	1033.896	-30.135	3.385	621.437	208.050	-59.145	649.768	-4.828	73.479	773.910	217.533	26.454	809.850	-19.691	59.972	577.391	277.649	176.093	660.602	243.740	35.341	224.639	334.255	-49.678	218.178	255.715	99.224	140.218	213.008	278.154	111.900	11.804	270.178	120.862	-72.718	275.353	-6.499	88.569	262.994	7.260	74.673	318.881	37.563	72.029	-123.897	583.067	-92.489	45.480	690.192	-111.611	-289.768	359.393	-56.858	-319.046	405.402	40.148	-275.770	224.585	39.343	-144.813	41.988	177.001	-132.166	17.629	255.199	-272.654	-10.084	97.439	-258.640	12.602	104.698	-188.442	9.902	94.054	133.953	1119.974	-99.603	135.629	1221.712	-81.029	152.615	1192.805	-0.936	260.656	827.511	376.527	304.996	944.311	415.254	272.620	931.492	300.694	-7.499	794.645	365.515	-348.874	605.843	215.347	-478.237	821.219	143.578	-486.168	743.026	263.502	74.386	1147.016	-47.028	216.608	912.347	391.596
2130	21.29000	01:58:22:08	-626.657	843.122	229.936	-641.203	759.276	240.633	-629.148	821.045	140.937	-411.916	790.758	178.514	-191.312	824.866	155.986	-44.548	821.277	118.321	76.467	816.796	96.205	-36.816	587.212	101.518	-144.036	583.277	101.828	-302.856	598.927	117.028	-262.045	813.870	240.701	-371.815	696.823	347.825	-239.905	678.344	353.360	-270.640	795.588	330.377	-51.159	842.860	263.894	-52.685	831.113	363.295	124.507	904.292	349.521	136.675	826.728	315.159	-415.953	764.784	-21.383	-293.112	846.893	105.760	-316.796	774.804	-46.789	-341.144	867.941	58.014	-365.560	656.490	47.599	-117.180	951.151	69.943	-161.864	978.918	-9.029	-110.424	978.167	-43.755	26.829	1097.557	8.566	49.524	1029.158	-36.605	8.178	623.487	204.103	-59.593	650.402	-6.656	79.195	775.461	209.635	25.010	809.279	-26.045	67.194	579.800	272.056	182.410	662.367	234.145	44.073	227.809	332.870	-43.394	220.480	256.742	104.310	140.918	211.563	277.307	107.997	6.227	267.974	114.288	-78.004	275.431	-6.983	87.704	263.557	6.566	73.792	319.476	36.691	69.150	-127.192	582.916	-94.484	41.306	689.310	-117.806	-292.839	359.669	-55.758	-319.950	405.948	42.238	-277.300	224.920	40.731	-144.807	42.501	177.031	-131.587	17.506	254.703	-272.867	-10.025	97.646	-259.114	12.512	104.992	-189.087	10.040	94.135	141.318	1107.255	-108.588	144.538	1212.393	-93.442	159.660	1185.839	-10.018	275.924	825.901	350.338	323.158	942.086	385.630	286.126	928.842	273.925	6.485	797.215	354.983	-344.237	611.517	224.276	-472.089	829.038	153.167	-476.745	753.803	275.062	82.542	1140.522	-57.802	234.000	911.644	367.170
2131	21.30000	01:58:22:08	-616.107	857.225	245.463	-632.380	774.413	258.671	-622.928	833.011	157.330	-404.541	798.894	188.304	-185.823	827.588	155.757	-41.311	822.428	113.913	78.659	817.396	88.154	-35.118	588.397	99.321	-144.156	585.085	103.162	-302.319	602.922	124.588	-253.166	819.268	243.177	-359.475	705.265	355.117	-228.029	685.210	356.112	-258.248	802.746	332.633	-41.083	845.048	254.466	-38.654	834.918	354.935	139.293	905.208	330.169	148.470	827.016	297.431	-417.802	769.707	-12.038	-289.123	850.950	109.794	-319.629	777.946	-41.044	-339.049	872.365	63.674	-366.713	661.366	56.589	-113.996	953.045	67.145	-160.305	980.350	-11.232	-109.682	977.628	-47.397	31.483	1095.069	-1.218	51.818	1024.696	-44.591	13.267	625.542	199.658	-60.924	650.485	-9.085	84.707	777.186	201.736	23.389	808.817	-31.979	74.243	582.293	266.383	188.572	664.164	224.180	52.298	230.917	330.931	-36.991	222.827	257.162	109.293	141.822	209.797	277.502	104.759	1.910	265.937	108.351	-83.011	276.097	-7.015	86.869	264.074	6.093	72.967	320.044	35.950	65.896	-130.519	582.918	-96.204	35.984	688.996	-124.799	-295.483	360.017	-53.995	-320.685	406.451	44.522	-278.718	225.258	42.136	-144.918	42.538	176.698	-131.059	17.291	254.208	-273.058	-9.942	97.845	-259.567	12.410	105.311	-189.741	10.147	94.250	149.596	1094.303	-117.556	153.859	1202.546	-106.273	166.845	1178.260	-20.135	289.784	824.322	324.759	340.348	940.239	355.944	296.330	926.955	245.031	20.515	800.451	344.497	-339.761	617.314	233.387	-465.289	837.011	162.547	-466.391	765.175	286.308	90.519	1133.943	-69.467	250.114	910.837	343.000
2132	21.31000	01:58:22:09	-604.633	871.546	260.721	-622.453	789.895	276.500	-615.778	845.629	173.734	-396.628	806.205	197.239	-180.351	830.602	155.679	-38.099	823.816	109.342	80.664	818.222	80.269	-33.465	589.832	97.252	-144.063	587.068	105.044	-300.679	607.930	132.192	-243.825	825.463	245.711	-347.711	714.615	363.531	-216.189	692.258	359.078	-245.629	809.974	334.748	-31.461	847.221	244.598	-24.382	838.960	345.694	153.009	905.869	312.338	159.560	827.084	280.092	-419.385	775.231	-2.411	-284.988	855.712	113.854	-322.312	781.439	-35.032	-335.600	876.921	67.360	-367.390	666.426	66.382	-110.255	954.580	63.618	-158.438	981.292	-13.858	-108.934	976.950	-51.321	35.494	1092.510	-12.558	53.566	1020.400	-53.956	18.168	627.760	195.334	-62.686	650.534	-11.600	90.386	778.982	193.818	21.591	808.656	-37.989	81.128	584.857	260.471	194.477	666.076	214.201	60.233	234.058	328.707	-30.992	225.446	257.528	114.134	143.009	207.581	277.517	102.274	-3.029	263.747	103.409	-87.984	276.888	-6.985	85.920	264.320	6.184	72.426	320.199	35.926	62.483	-133.835	583.032	-97.705	31.962	688.425	-129.975	-298.032	360.470	-52.121	-321.358	407.164	47.276	-279.994	225.645	43.594	-144.974	42.573	176.458	-130.478	17.115	253.692	-273.244	-9.851	98.060	-259.984	12.282	105.644	-190.313	10.267	94.306	156.503	1081.729	-127.821	163.335	1192.066	-119.535	173.865	1170.144	-31.357	302.372	822.777	299.922	356.338	938.862	326.657	304.233	924.846	217.597	32.534	803.048	333.352	-333.994	625.763	241.646	-457.817	846.025	171.375	-455.498	776.786	297.670	98.097	1127.220	-82.154	265.008	909.887	319.227
2133	21.32000	01:58:22:09	-592.371	886.433	275.154	-611.509	805.834	293.821	-607.759	858.609	189.418	-391.721	814.270	204.480	-175.195	834.404	156.350	-34.952	825.316	104.788	82.670	819.035	72.814	-31.866	591.647	95.435	-143.902	589.501	106.983	-298.284	614.390	140.133	-234.229	831.010	247.754	-334.984	724.520	371.307	-204.188	699.641	361.832	-232.612	817.523	336.546	-22.376	849.427	234.393	-11.364	843.125	336.760	165.910	906.584	294.651	169.903	826.607	262.562	-420.548	781.392	7.933	-280.176	860.071	117.630	-324.852	785.282	-28.863	-332.109	882.225	72.801	-367.740	672.083	76.349	-106.032	955.734	59.455	-156.657	982.222	-16.328	-108.529	976.153	-55.878	38.846	1089.949	-25.143	54.811	1016.254	-64.582	23.132	630.134	190.895	-64.153	651.017	-14.248	95.491	781.022	185.906	19.676	808.722	-43.734	87.800	587.597	254.664	199.972	668.110	204.322	67.695	237.450	326.262	-25.148	228.367	257.340	118.579	144.628	205.334	278.135	101.669	-6.918	261.581	99.062	-92.437	277.614	-7.025	84.789	264.553	6.490	71.911	320.427	35.653	58.932	-137.176	583.331	-99.021	27.789	688.029	-134.595	-300.515	360.962	-50.118	-322.318	407.975	49.737	-281.149	226.076	45.006	-144.967	42.579	176.118	-129.839	16.968	253.235	-273.420	-9.757	98.282	-260.357	12.120	105.973	-190.799	10.358	94.369	162.485	1069.060	-138.784	172.686	1180.820	-133.270	180.432	1161.543	-43.766	313.872	821.132	275.925	370.510	936.711	298.584	312.720	923.231	192.664	45.186	805.518	322.576	-328.207	633.337	252.436	-448.638	854.645	180.632	-444.091	788.945	308.453	105.033	1120.259	-95.922	278.711	908.800	296.087
2134	21.33000	01:58:22:09	-579.321	901.624	288.825	-599.515	821.794	310.840	-598.829	872.248	204.935	-383.078	822.336	214.209	-169.424	838.107	156.458	-31.991	828.068	99.197	84.125	819.789	64.677	-30.283	593.665	93.611	-143.517	592.370	109.362	-296.400	620.417	147.956	-224.555	836.939	249.827	-321.860	735.090	378.792	-191.954	707.510	364.402	-219.148	825.178	338.011	-14.065	851.739	222.708	2.089	846.854	328.054	178.434	907.028	277.144	179.502	826.510	246.223	-421.167	787.951	18.423	-274.884	864.852	120.888	-327.095	789.346	-22.433	-328.659	888.165	77.582	-367.739	678.296	86.367	-101.592	956.523	54.445	-154.757	982.640	-19.486	-108.197	974.969	-60.826	41.447	1087.464	-39.085	55.506	1012.220	-76.228	27.900	632.862	186.770	-65.671	651.637	-15.796	100.533	783.298	178.042	17.640	808.927	-49.223	94.294	590.595	248.925	205.152	670.220	194.635	74.502	241.237	323.809	-19.724	231.693	257.022	123.109	146.818	203.235	277.327	99.112	-11.204	259.728	94.620	-96.220	278.208	-7.056	84.123	264.661	6.876	71.482	320.414	35.416	55.917	-140.469	583.812	-100.124	23.122	688.006	-139.497	-302.926	361.475	-48.131	-322.750	408.567	52.293	-282.305	226.579	46.506	-144.956	42.622	175.839	-129.229	16.843	252.774	-273.591	-9.664	98.509	-260.690	11.926	106.289	-191.301	10.458	94.470	167.495	1055.998	-149.960	181.589	1168.688	-147.508	186.203	1152.514	-57.342	324.478	819.348	252.774	383.535	934.117	271.559	320.745	921.395	168.779	57.260	808.422	312.115	-321.546	641.553	261.037	-440.885	864.240	189.281	-432.261	801.732	318.492	111.106	1112.953	-110.773	291.410	907.538	273.644
2135	21.34000	01:58:22:09	-565.639	917.266	301.609	-586.762	838.579	326.995	-588.802	885.719	219.576	-374.603	831.402	222.649	-162.946	842.282	156.895	-29.062	829.151	95.392	85.912	821.256	56.493	-28.699	595.877	91.759	-143.009	595.697	112.023	-294.207	626.784	156.120	-214.578	843.372	251.681	-308.816	746.418	385.855	-179.330	715.502	366.932	-205.445	832.982	339.235	-6.240	854.015	210.331	15.906	850.377	320.295	189.608	908.553	261.867	189.119	825.857	232.450	-421.092	794.829	28.835	-269.549	870.309	124.504	-328.957	793.313	-15.632	-324.559	892.854	83.291	-367.272	684.901	96.572	-96.899	956.670	48.740	-152.895	982.750	-22.588	-110.587	974.300	-68.852	43.339	1084.657	-53.596	55.444	1008.143	-88.831	32.581	635.794	182.545	-67.053	652.520	-16.971	105.173	785.803	169.910	15.466	809.296	-54.530	100.699	593.846	243.146	210.108	672.511	184.845	80.756	245.331	321.327	-14.684	235.429	256.521	126.833	148.819	201.550	276.546	95.941	-14.706	257.775	90.334	-99.180	278.596	-7.076	83.718	264.672	7.287	71.179	320.390	35.196	53.710	-143.708	584.330	-101.113	18.457	688.068	-144.089	-305.249	362.125	-45.983	-323.246	409.299	54.638	-283.428	227.113	48.034	-144.976	42.691	175.588	-128.634	16.739	252.354	-273.759	-9.572	98.737	-260.992	11.707	106.584	-191.766	10.565	94.540	171.275	1042.540	-161.335	189.671	1155.620	-162.239	190.843	1143.120	-72.004	334.357	817.461	230.645	395.662	931.202	245.675	329.452	919.127	147.395	69.223	811.064	301.878	-314.090	649.974	267.774	-432.581	873.651	198.376	-419.515	814.574	328.871	116.092	1105.181	-126.628	303.267	906.162	252.011
2136	21.35000	01:58:22:10	-551.326	932.933	313.783	-573.017	855.545	342.543	-578.281	899.564	233.944	-367.119	839.436	229.848	-157.111	845.978	156.006	-26.185	831.522	90.671	86.801	822.008	50.199	-27.113	598.275	89.896	-142.376	599.329	114.958	-291.397	633.542	164.498	-204.493	850.533	252.948	-293.052	757.401	392.295	-165.946	723.907	368.868	-191.462	841.254	339.553	1.500	856.187	197.934	30.310	853.691	310.068	200.447	908.551	244.854	198.821	826.905	217.083	-422.672	800.192	44.621	-264.032	875.837	127.940	-330.523	797.393	-8.640	-319.572	898.695	88.515	-366.299	691.857	106.933	-92.463	957.040	42.338	-151.035	984.022	-26.076	-106.812	971.425	-69.873	44.400	1081.500	-69.313	54.473	1003.833	-102.350	37.033	639.028	178.381	-68.270	653.560	-17.716	109.786	789.109	162.118	13.193	809.719	-59.651	106.858	597.419	237.385	214.784	674.979	175.137	86.118	249.456	318.876	-10.094	239.466	255.610	130.395	151.142	200.030	276.304	93.859	-17.502	256.233	86.647	-101.510	278.896	-7.044	83.400	264.626	7.699	71.013	320.288	34.892	51.636	-146.842	584.931	-101.915	13.651	688.250	-148.407	-307.476	362.841	-43.833	-323.774	409.925	56.748	-284.515	227.671	49.591	-144.364	43.572	174.396	-128.094	16.638	251.885	-273.928	-9.487	98.964	-261.270	11.500	106.817	-192.496	10.921	94.483	172.067	1028.993	-174.299	196.530	1141.660	-177.403	194.022	1133.387	-87.588	343.693	815.438	209.657	406.936	928.116	220.868	336.729	916.406	124.788	81.390	813.434	291.930	-305.885	659.476	275.960	-423.288	883.675	206.806	-406.373	828.122	338.460	119.773	1096.873	-143.366	314.429	904.721	231.232
2137	21.36000	01:58:22:10	-536.352	949.198	325.701	-558.477	872.967	357.569	-567.205	913.594	247.593	-356.876	850.500	237.269	-151.204	850.547	156.126	-23.524	833.964	86.287	87.836	824.840	41.843	-25.483	600.906	88.203	-141.602	603.324	118.194	-289.859	640.456	173.689	-194.099	857.697	254.122	-277.455	769.785	399.395	-152.698	732.577	370.675	-177.317	850.017	339.452	9.710	858.137	186.387	43.176	857.259	301.538	211.158	908.827	229.290	207.797	826.899	202.497	-421.568	807.454	56.120	-257.977	881.821	131.223	-331.792	801.640	-1.570	-314.701	904.745	93.041	-364.739	699.240	117.735	-88.566	957.332	35.518	-149.717	983.882	-30.844	-107.236	969.744	-76.134	44.417	1078.060	-85.937	52.387	999.166	-116.664	41.272	642.529	174.426	-68.753	654.646	-17.553	114.115	791.906	154.178	10.790	810.270	-64.573	112.777	601.252	231.554	219.135	677.707	165.508	91.576	253.938	316.544	-5.535	243.647	255.063	133.487	153.495	198.549	274.274	91.465	-20.654	254.650	83.163	-103.407	279.120	-7.041	82.950	264.683	7.748	70.770	320.289	34.449	49.653	-149.970	585.503	-102.502	8.949	688.392	-152.287	-309.489	363.471	-41.746	-324.232	410.697	59.151	-285.543	228.252	51.136	-144.484	43.681	174.166	-127.649	16.557	251.501	-274.089	-9.416	99.168	-261.561	11.341	107.012	-193.034	11.082	94.588	172.728	1015.911	-184.928	201.760	1126.947	-192.897	195.479	1123.399	-103.845	352.657	813.347	189.872	416.436	925.168	198.458	341.687	913.427	103.915	93.125	815.649	281.995	-298.758	669.119	285.954	-413.912	894.046	214.976	-393.279	841.459	347.675	121.942	1087.983	-160.791	325.033	903.272	211.339
2138	21.37000	01:58:22:10	-520.753	965.233	336.537	-543.120	890.519	371.919	-555.313	927.888	261.042	-347.051	861.025	244.566	-145.243	855.330	155.463	-21.024	836.521	81.784	88.757	826.609	34.380	-23.765	603.646	86.576	-140.705	607.677	121.690	-284.632	647.795	182.598	-183.550	865.295	255.127	-261.896	782.176	404.834	-139.183	741.707	372.147	-163.048	859.445	338.697	18.677	859.760	176.021	55.865	861.050	292.995	221.749	909.112	214.075	216.949	826.675	189.598	-419.808	814.958	67.552	-252.520	888.339	133.802	-332.481	806.155	5.482	-309.356	910.432	97.160	-362.482	706.951	128.898	-85.046	957.334	27.486	-148.913	982.849	-37.482	-108.836	967.867	-83.082	42.947	1073.955	-103.309	49.117	994.032	-131.551	45.299	646.361	170.589	-70.203	655.872	-18.266	118.075	795.437	146.810	8.381	810.951	-69.350	118.236	605.327	225.719	223.120	680.758	156.174	96.942	258.497	314.293	-1.137	247.968	254.519	136.591	156.071	197.268	274.006	89.702	-22.582	252.304	79.394	-105.403	279.301	-7.108	82.646	264.721	7.784	70.575	320.236	34.028	48.012	-153.347	585.797	-102.802	4.168	688.573	-155.951	-311.405	364.288	-39.562	-324.565	411.394	61.529	-286.467	228.852	52.627	-144.621	43.688	173.985	-127.212	16.405	251.104	-274.236	-9.351	99.345	-261.887	11.248	107.193	-193.559	11.194	94.668	170.523	1001.867	-196.507	204.986	1111.695	-208.605	194.959	1113.307	-120.597	361.398	811.353	171.351	427.012	922.164	174.346	347.184	909.325	83.497	104.638	818.331	272.777	-289.516	678.977	294.611	-403.842	904.465	222.987	-378.581	855.367	356.226	122.366	1078.522	-178.712	335.253	901.906	192.353
2139	21.38000	01:58:22:10	-504.699	981.311	346.745	-527.003	908.367	385.636	-542.796	942.492	273.999	-336.843	871.164	251.732	-139.102	860.294	154.962	-18.704	839.128	77.295	89.290	828.297	27.209	-22.122	606.580	85.331	-139.712	612.136	125.491	-280.429	656.203	191.704	-172.819	872.159	255.678	-245.843	794.908	409.728	-125.487	751.223	373.257	-148.481	868.502	337.381	28.807	860.981	168.206	68.506	865.551	285.069	232.124	909.307	199.371	226.289	826.713	177.568	-417.340	822.833	78.440	-246.711	894.439	136.033	-333.015	810.542	13.057	-304.533	916.937	100.311	-359.615	714.932	140.485	-81.700	956.961	18.766	-148.742	982.304	-42.833	-111.804	966.259	-90.511	40.039	1069.282	-121.296	44.393	988.256	-146.984	49.155	650.307	166.834	-71.379	657.305	-18.632	121.444	798.763	138.523	5.713	811.501	-73.890	123.301	609.514	219.938	227.072	683.926	146.544	102.179	263.216	312.087	3.404	252.234	254.240	139.711	158.767	196.166	273.478	88.145	-24.508	250.703	76.475	-106.874	279.430	-7.165	82.551	264.732	7.814	70.436	320.187	33.629	46.561	-156.116	586.827	-103.192	-0.952	689.162	-159.868	-313.073	364.908	-37.340	-324.966	412.325	63.735	-287.351	229.455	54.217	-144.759	43.718	173.892	-126.827	16.205	250.751	-274.364	-9.294	99.493	-262.257	11.220	107.372	-194.089	11.298	94.789	166.141	987.860	-208.740	205.900	1096.159	-224.409	192.250	1103.330	-137.811	370.046	809.555	154.136	436.461	919.366	152.471	352.174	904.955	64.715	115.712	821.458	264.447	-281.214	689.655	304.160	-393.293	915.348	230.474	-363.746	869.696	363.877	120.796	1068.521	-196.974	345.179	900.701	174.296
2140	21.39000	01:58:22:11	-488.278	997.601	356.223	-510.205	926.279	397.232	-529.657	957.680	286.630	-326.543	881.661	258.533	-133.383	865.780	154.395	-16.462	841.344	72.251	89.503	830.246	20.091	-20.558	609.674	84.435	-138.546	616.867	129.451	-275.365	664.683	200.660	-162.040	879.719	255.806	-229.922	808.265	413.058	-111.524	761.149	374.092	-133.866	877.640	335.412	39.851	861.831	162.486	80.473	869.755	276.939	242.280	909.407	184.711	235.689	826.698	166.970	-414.609	831.479	88.855	-240.644	900.513	137.812	-333.491	814.982	21.280	-298.804	923.037	104.722	-356.091	723.209	152.287	-79.626	956.462	9.512	-149.558	981.561	-48.909	-115.492	964.140	-97.893	35.555	1063.981	-139.559	38.187	981.939	-162.663	52.852	654.204	163.384	-72.725	658.817	-18.938	124.993	800.953	131.142	3.015	812.310	-78.182	127.652	613.604	214.685	230.462	687.045	137.550	107.399	267.947	309.866	7.777	256.579	253.806	142.787	161.519	195.089	272.972	86.590	-26.190	249.053	73.696	-108.150	279.554	-7.163	82.466	264.734	7.973	70.508	320.054	33.217	45.203	-159.008	587.588	-103.378	-5.508	689.480	-162.796	-314.623	365.609	-35.125	-325.075	413.063	66.071	-288.087	230.010	55.748	-144.928	43.758	173.835	-126.544	16.037	250.538	-274.472	-9.244	99.615	-262.658	11.252	107.560	-194.629	11.407	94.928	159.593	974.107	-221.834	204.274	1080.590	-240.195	187.197	1093.708	-155.476	378.751	808.020	138.127	445.300	916.888	131.592	363.984	900.819	49.306	127.167	824.690	256.466	-270.607	700.390	312.008	-382.437	926.603	237.852	-348.351	884.387	371.355	117.011	1058.136	-215.501	354.867	899.724	157.185
2141	21.40000	01:58:22:11	-471.519	1014.011	364.877	-492.731	944.318	409.416	-515.566	972.859	297.736	-315.629	892.846	264.056	-127.387	871.952	153.506	-14.085	844.517	68.231	89.646	832.172	13.270	-19.040	612.902	83.817	-137.166	621.847	133.586	-270.262	673.573	210.131	-151.454	887.867	254.452	-212.966	822.130	416.511	-97.841	771.441	374.594	-119.217	887.021	332.695	51.560	862.341	158.404	92.396	873.862	269.214	252.249	910.000	171.163	245.111	826.381	156.852	-411.363	839.570	101.149	-234.410	907.314	139.643	-333.796	819.589	29.945	-293.522	929.800	108.297	-351.730	731.921	164.117	-78.611	955.794	0.059	-151.291	980.804	-55.065	-119.808	961.571	-105.444	28.975	1058.186	-158.170	30.393	975.237	-178.266	56.490	658.210	160.083	-73.938	660.591	-19.029	128.081	803.803	123.212	0.300	813.183	-82.191	132.497	617.926	209.135	233.468	690.190	128.894	112.671	272.626	307.605	12.128	260.960	253.496	146.055	163.853	194.687	272.316	85.059	-27.926	247.399	71.010	-109.324	279.706	-7.240	82.291	264.724	8.136	70.618	318.830	32.799	43.599	-161.804	588.399	-103.469	-10.005	689.889	-165.415	-315.945	366.375	-32.948	-325.024	413.773	68.371	-288.811	230.565	57.308	-145.132	43.745	173.791	-126.304	15.834	250.390	-274.273	-8.724	99.659	-262.931	11.376	107.733	-195.189	11.490	95.057	151.946	960.539	-234.365	199.955	1065.216	-255.863	179.773	1084.615	-173.606	387.620	806.841	123.269	454.435	914.918	110.983	370.239	896.020	32.601	138.881	828.226	249.193	-259.905	711.663	320.088	-371.026	938.286	244.688	-332.656	899.502	378.233	110.812	1047.506	-234.171	364.423	899.050	141.058
