NO_OF_FRAMES	740
NO_OF_CAMERAS	16
NO_OF_MARKERS	70
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-07-08, 11:39:23.814	10092.39355540
DATA_INCLUDED	3D
MARKER_NAMES	RKneeIn_A	RKneeIn_B	RKneeOut_A	RKneeOut_B	LKneeIn_B	HeadFront_B	HeadFront_A	LKneeIn_A	HeadL_A	HeadL_B	HeadR_A	HeadR_B	Chest_A	Chest_B	WaistLFront_A	WaistLFront_B	WaistRFront_A	WaistRFront_B	LShoulderTop_A	LShoulderTop_B	RShoulderTop_A	RShoulderTop_B	SpineThoracic2_A	SpineThoracic2_B	SpineThoracic12_A	SpineThoracic12_B	WaistL_A	WaistL_B	WaistR_A	WaistR_B	WaistBack_A	WaistBack_B	LHeelBack_A	LHeelBack_B	RHeelBack_A	RHeelBack_B	LAnkleOut_A	LAnkleOut_B	RAnkleOut_A	RAnkleOut_B	LForefoot2_A	RForefoot2_A	LForefoot2_B	RForefoot2_B	LForefoot5_A	RForefoot5_A	LForefoot5_B	RForefoot5_B	LHand2_A	LHand2_B	RHand2_A	RHand2_B	LWristIn_A	LWristIn_B	RWristIn_A	RWristIn_B	LWristOut_A	RWristOut_A	LWristOut_B	RWristOut_B	LElbowIn_A	LElbowIn_B	RElbowIn_A	RElbowIn_B	LElbowOut_A	LElbowOut_B	RElbowOut_A	RElbowOut_B	LKneeOut_A	LKneeOut_B
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured
Frame	Time	SMPTE	RKneeIn_A X	RKneeIn_A Y	RKneeIn_A Z	RKneeIn_B X	RKneeIn_B Y	RKneeIn_B Z	RKneeOut_A X	RKneeOut_A Y	RKneeOut_A Z	RKneeOut_B X	RKneeOut_B Y	RKneeOut_B Z	LKneeIn_B X	LKneeIn_B Y	LKneeIn_B Z	HeadFront_B X	HeadFront_B Y	HeadFront_B Z	HeadFront_A X	HeadFront_A Y	HeadFront_A Z	LKneeIn_A X	LKneeIn_A Y	LKneeIn_A Z	HeadL_A X	HeadL_A Y	HeadL_A Z	HeadL_B X	HeadL_B Y	HeadL_B Z	HeadR_A X	HeadR_A Y	HeadR_A Z	HeadR_B X	HeadR_B Y	HeadR_B Z	Chest_A X	Chest_A Y	Chest_A Z	Chest_B X	Chest_B Y	Chest_B Z	WaistLFront_A X	WaistLFront_A Y	WaistLFront_A Z	WaistLFront_B X	WaistLFront_B Y	WaistLFront_B Z	WaistRFront_A X	WaistRFront_A Y	WaistRFront_A Z	WaistRFront_B X	WaistRFront_B Y	WaistRFront_B Z	LShoulderTop_A X	LShoulderTop_A Y	LShoulderTop_A Z	LShoulderTop_B X	LShoulderTop_B Y	LShoulderTop_B Z	RShoulderTop_A X	RShoulderTop_A Y	RShoulderTop_A Z	RShoulderTop_B X	RShoulderTop_B Y	RShoulderTop_B Z	SpineThoracic2_A X	SpineThoracic2_A Y	SpineThoracic2_A Z	SpineThoracic2_B X	SpineThoracic2_B Y	SpineThoracic2_B Z	SpineThoracic12_A X	SpineThoracic12_A Y	SpineThoracic12_A Z	SpineThoracic12_B X	SpineThoracic12_B Y	SpineThoracic12_B Z	WaistL_A X	WaistL_A Y	WaistL_A Z	WaistL_B X	WaistL_B Y	WaistL_B Z	WaistR_A X	WaistR_A Y	WaistR_A Z	WaistR_B X	WaistR_B Y	WaistR_B Z	WaistBack_A X	WaistBack_A Y	WaistBack_A Z	WaistBack_B X	WaistBack_B Y	WaistBack_B Z	LHeelBack_A X	LHeelBack_A Y	LHeelBack_A Z	LHeelBack_B X	LHeelBack_B Y	LHeelBack_B Z	RHeelBack_A X	RHeelBack_A Y	RHeelBack_A Z	RHeelBack_B X	RHeelBack_B Y	RHeelBack_B Z	LAnkleOut_A X	LAnkleOut_A Y	LAnkleOut_A Z	LAnkleOut_B X	LAnkleOut_B Y	LAnkleOut_B Z	RAnkleOut_A X	RAnkleOut_A Y	RAnkleOut_A Z	RAnkleOut_B X	RAnkleOut_B Y	RAnkleOut_B Z	LForefoot2_A X	LForefoot2_A Y	LForefoot2_A Z	RForefoot2_A X	RForefoot2_A Y	RForefoot2_A Z	LForefoot2_B X	LForefoot2_B Y	LForefoot2_B Z	RForefoot2_B X	RForefoot2_B Y	RForefoot2_B Z	LForefoot5_A X	LForefoot5_A Y	LForefoot5_A Z	RForefoot5_A X	RForefoot5_A Y	RForefoot5_A Z	LForefoot5_B X	LForefoot5_B Y	LForefoot5_B Z	RForefoot5_B X	RForefoot5_B Y	RForefoot5_B Z	LHand2_A X	LHand2_A Y	LHand2_A Z	LHand2_B X	LHand2_B Y	LHand2_B Z	RHand2_A X	RHand2_A Y	RHand2_A Z	RHand2_B X	RHand2_B Y	RHand2_B Z	LWristIn_A X	LWristIn_A Y	LWristIn_A Z	LWristIn_B X	LWristIn_B Y	LWristIn_B Z	RWristIn_A X	RWristIn_A Y	RWristIn_A Z	RWristIn_B X	RWristIn_B Y	RWristIn_B Z	LWristOut_A X	LWristOut_A Y	LWristOut_A Z	RWristOut_A X	RWristOut_A Y	RWristOut_A Z	LWristOut_B X	LWristOut_B Y	LWristOut_B Z	RWristOut_B X	RWristOut_B Y	RWristOut_B Z	LElbowIn_A X	LElbowIn_A Y	LElbowIn_A Z	LElbowIn_B X	LElbowIn_B Y	LElbowIn_B Z	RElbowIn_A X	RElbowIn_A Y	RElbowIn_A Z	RElbowIn_B X	RElbowIn_B Y	RElbowIn_B Z	LElbowOut_A X	LElbowOut_A Y	LElbowOut_A Z	LElbowOut_B X	LElbowOut_B Y	LElbowOut_B Z	RElbowOut_A X	RElbowOut_A Y	RElbowOut_A Z	RElbowOut_B X	RElbowOut_B Y	RElbowOut_B Z	LKneeOut_A X	LKneeOut_A Y	LKneeOut_A Z	LKneeOut_B X	LKneeOut_B Y	LKneeOut_B Z	
2087	20.86000	00:56:40:03	-2039.632	1162.071	384.054	2123.787	1244.644	410.213	-2152.208	1075.631	397.023	2222.732	1336.499	411.891	2236.272	883.047	387.363	2027.501	1697.645	903.137	-1894.665	1210.393	1554.320	-1835.010	1165.501	449.613	-1990.194	1284.781	1473.944	1953.979	1567.351	959.984	-1932.810	1081.721	1473.020	2145.478	1616.698	981.872	-1857.432	1135.334	1160.272	2082.391	1397.631	759.636	-1897.867	1231.059	836.841	2086.447	1076.148	797.175	-2025.867	1032.477	845.668	2312.810	1238.455	770.119	-1890.707	1294.012	1247.824	1968.633	1414.188	863.403	-1955.895	1009.711	1261.581	2187.387	1502.905	805.095	-2057.770	1190.131	1301.262	2110.036	1427.034	991.632	-2105.608	1198.008	1189.982	2161.840	1323.874	1002.646	-2025.274	1344.432	905.579	2083.924	1074.757	882.888	-2152.181	1075.618	923.955	2327.920	1258.049	816.089	-2125.138	1209.639	1042.904	2212.031	1206.746	974.154	-1770.988	1275.309	61.518	2383.665	540.278	167.657	-2261.214	1288.840	35.211	2270.072	1148.447	28.653	-1703.934	1298.193	104.682	2292.079	561.261	209.851	-2238.723	1195.046	62.388	2257.816	1247.364	92.638	-1548.571	1210.065	32.110	-2122.076	1109.615	35.241	2166.681	621.547	29.596	2085.448	1351.229	48.936	-1566.118	1260.438	42.572	-2183.410	1091.022	23.635	2180.778	542.418	47.070	2148.981	1364.427	22.484	-1842.291	1400.958	738.611	1875.782	1298.372	472.582	-1748.046	1060.411	888.301	2385.693	1422.023	380.403	-1868.024	1343.476	785.259	1960.700	1313.951	531.604	-1811.364	1109.879	911.645	2332.526	1440.762	422.416	-1917.279	1414.647	749.563	-1808.320	1035.006	843.566	1936.378	1235.798	481.710	2337.278	1340.990	406.451	-1946.608	1319.000	946.062	2024.307	1205.938	705.636	-1966.329	1025.371	987.715	2257.979	1345.459	602.263	-2000.387	1409.931	948.471	1931.586	1175.601	709.598	-1989.103	920.551	963.990	2351.105	1318.973	638.359	-1781.306	1284.486	469.421	2173.782	759.796	438.205
2088	20.87000	00:56:40:04	-2041.341	1162.534	384.690	2125.420	1243.636	410.570	-2153.680	1075.697	397.311	2225.690	1335.027	411.853	2236.383	883.136	389.969	2029.370	1701.408	899.933	-1899.571	1211.019	1555.267	-1838.245	1165.039	449.897	-1994.771	1285.063	1474.180	1956.073	1571.254	957.439	-1936.825	1082.109	1473.867	2147.602	1620.895	978.556	-1860.334	1135.580	1160.707	2085.437	1400.863	756.785	-1900.614	1231.197	837.355	2085.166	1079.635	797.280	-2028.616	1032.352	846.060	2313.407	1239.227	771.034	-1893.851	1294.320	1247.984	1971.277	1421.114	858.455	-1958.767	1009.344	1261.729	2189.841	1505.016	803.385	-2060.893	1190.110	1301.708	2109.231	1431.374	989.604	-2108.643	1197.929	1190.393	2160.140	1327.946	1002.112	-2028.356	1344.481	906.192	2081.787	1078.941	882.776	-2154.867	1075.621	924.441	2328.852	1258.754	817.824	-2128.058	1209.479	1043.419	2210.044	1210.112	975.035	-1774.951	1275.509	61.671	2378.639	539.530	170.652	-2261.497	1288.727	35.017	2267.803	1146.902	28.644	-1707.817	1297.849	104.881	2287.432	560.645	212.017	-2239.026	1194.977	62.267	2257.167	1245.918	92.902	-1552.838	1208.949	32.181	-2122.056	1109.686	35.349	2163.302	620.834	30.188	2087.175	1353.614	47.922	-1570.176	1259.426	42.575	-2183.332	1091.010	23.750	2177.101	541.716	47.774	2151.260	1365.759	22.329	-1846.657	1399.699	737.818	1877.972	1315.474	461.982	-1754.964	1060.349	883.225	2388.727	1417.761	378.543	-1871.251	1342.125	785.191	1960.371	1330.523	523.855	-1817.387	1110.202	908.134	2340.248	1439.908	424.874	-1922.607	1413.170	748.612	-1816.188	1035.643	839.653	1938.328	1253.055	471.268	2336.847	1340.752	407.851	-1950.159	1318.463	946.023	2021.392	1213.768	695.705	-1971.595	1026.516	987.074	2260.320	1344.548	603.473	-2003.580	1409.519	948.488	1929.887	1188.977	698.478	-1995.561	922.087	963.546	2354.478	1319.129	640.220	-1784.431	1283.976	469.615	2172.012	760.392	440.765
2089	20.88000	00:56:40:04	-2042.772	1162.937	385.313	2126.124	1244.449	412.522	-2155.039	1076.028	397.575	2228.503	1334.553	412.992	2236.402	883.030	392.363	2031.097	1704.953	896.698	-1904.317	1211.633	1556.314	-1841.507	1164.618	450.134	-1999.150	1285.328	1474.396	1958.119	1574.962	954.907	-1940.779	1082.487	1474.909	2149.730	1624.766	975.339	-1863.037	1135.859	1161.255	2086.281	1404.996	753.773	-1903.340	1231.380	837.905	2082.863	1082.977	798.051	-2030.428	1032.596	846.822	2313.188	1240.252	772.508	-1896.774	1294.712	1248.156	1971.675	1427.008	854.857	-1961.407	1009.029	1261.926	2191.445	1506.638	801.594	-2063.652	1189.883	1302.255	2108.464	1435.315	987.739	-2111.405	1197.874	1190.826	2158.469	1332.011	1001.482	-2031.071	1344.524	906.741	2080.161	1082.881	882.758	-2157.116	1075.297	924.626	2329.369	1260.307	817.979	-2130.169	1210.152	1043.972	2208.262	1213.568	975.413	-1778.863	1275.679	61.712	2373.161	538.805	173.508	-2261.659	1288.724	34.802	2266.645	1146.182	28.807	-1711.502	1297.611	104.979	2282.406	560.082	213.831	-2239.270	1194.990	62.149	2256.128	1244.826	93.188	-1557.180	1207.881	32.319	-2122.152	1109.809	35.372	2159.796	620.203	30.252	2086.632	1353.002	46.822	-1574.210	1258.553	42.698	-2183.420	1091.044	23.738	2173.369	541.127	47.917	2151.188	1364.950	22.300	-1850.801	1398.560	737.171	1882.000	1331.990	449.902	-1761.450	1060.215	879.122	2389.212	1416.929	376.474	-1875.424	1341.164	784.657	1962.545	1346.745	513.787	-1823.171	1110.618	904.721	2346.158	1440.903	426.576	-1925.537	1412.663	748.694	-1823.831	1036.360	835.844	1942.244	1269.992	460.400	2335.340	1343.043	407.924	-1953.327	1318.093	946.110	2020.954	1226.338	685.937	-1976.169	1027.759	986.531	2261.570	1345.045	604.109	-2006.715	1409.194	948.565	1929.013	1202.892	686.666	-2001.468	923.629	962.587	2356.037	1320.026	640.428	-1787.241	1283.393	469.979	2170.612	761.038	443.342
2090	20.89000	00:56:40:04	-2044.207	1163.268	385.848	2126.061	1244.510	413.947	-2156.418	1076.222	397.856	2229.363	1333.422	413.218	2236.562	882.664	394.849	2032.680	1708.359	893.673	-1908.937	1212.202	1557.274	-1844.789	1164.264	450.278	-2003.376	1285.621	1474.621	1960.105	1578.336	952.274	-1944.476	1082.906	1475.683	2151.727	1628.460	972.161	-1865.556	1136.183	1161.863	2086.570	1409.193	751.187	-1904.787	1231.794	838.906	2083.079	1086.299	797.696	-2032.925	1032.443	847.127	2313.980	1240.986	772.627	-1899.454	1295.079	1248.500	1977.314	1432.930	848.694	-1963.877	1008.927	1262.338	2193.471	1508.276	801.397	-2066.382	1189.898	1302.618	2108.044	1439.156	985.727	-2114.079	1197.819	1191.294	2157.060	1335.706	1000.661	-2033.684	1344.522	907.292	2078.730	1086.474	882.718	-2159.318	1075.030	924.901	2330.093	1260.748	818.445	-2132.655	1210.089	1044.295	2206.645	1216.895	975.553	-1782.832	1275.939	61.686	2367.288	538.129	176.242	-2261.891	1288.692	34.557	2265.601	1145.695	28.826	-1715.298	1297.470	104.999	2276.944	559.558	215.354	-2239.540	1194.997	61.990	2255.083	1244.018	93.780	-1561.512	1207.025	32.344	-2122.264	1109.912	35.403	2156.332	619.696	29.546	2085.150	1351.983	46.586	-1578.309	1257.764	42.525	-2183.517	1091.153	23.708	2169.562	540.672	47.463	2148.907	1364.442	22.240	-1854.884	1397.564	736.522	1888.397	1348.703	437.081	-1767.938	1060.456	873.804	2386.868	1420.135	373.939	-1879.503	1340.320	784.136	1966.329	1363.271	504.557	-1828.621	1111.067	901.334	2347.776	1444.038	427.595	-1930.610	1411.629	747.993	-1831.209	1037.197	832.203	1948.207	1286.792	449.797	2333.348	1346.910	407.561	-1956.730	1317.758	945.993	2026.793	1253.372	673.867	-1980.689	1029.047	985.961	2261.829	1346.570	604.299	-2009.806	1409.040	948.497	1929.326	1217.221	674.390	-2007.155	925.226	961.932	2356.911	1321.648	639.508	-1790.122	1282.951	470.209	2168.952	761.626	445.644
2091	20.90000	00:56:40:04	-2045.469	1163.594	386.362	2125.759	1244.273	414.726	-2157.725	1076.616	398.148	2229.395	1332.733	413.213	2238.477	880.849	396.914	2034.087	1711.595	891.044	-1913.386	1212.769	1558.168	-1848.026	1163.978	450.314	-2007.440	1285.892	1474.810	1962.099	1581.500	949.966	-1948.052	1083.299	1476.541	2153.755	1632.013	968.995	-1867.870	1136.500	1162.431	2096.201	1409.044	746.345	-1906.796	1232.055	839.579	2081.937	1089.354	797.792	-2033.987	1033.050	847.813	2314.851	1241.626	772.733	-1902.033	1295.552	1248.626	1980.574	1437.861	844.433	-1966.118	1008.891	1262.779	2194.957	1509.310	800.158	-2068.939	1189.918	1302.956	2108.162	1442.566	983.832	-2116.583	1197.768	1191.681	2155.983	1339.027	999.902	-2036.120	1344.597	907.836	2077.637	1089.934	882.570	-2161.407	1074.928	925.165	2330.614	1261.088	818.481	-2135.023	1210.039	1044.570	2205.403	1219.962	975.661	-1786.604	1276.335	61.695	2360.910	537.412	178.768	-2261.940	1288.601	34.391	2264.992	1145.317	28.871	-1718.903	1297.394	104.936	2271.060	559.066	216.538	-2239.709	1195.052	61.909	2254.156	1243.243	94.084	-1565.731	1206.225	32.294	-2121.921	1109.181	35.266	2152.930	619.353	28.137	2085.259	1352.185	45.743	-1582.238	1257.040	42.327	-2182.801	1090.314	23.770	2165.713	540.354	46.320	2149.824	1364.440	22.721	-1858.801	1396.685	735.904	1897.534	1365.967	424.518	-1774.383	1060.843	867.969	2381.025	1427.951	371.710	-1883.463	1339.626	783.681	1971.645	1379.245	496.452	-1833.815	1111.485	898.043	2344.671	1449.250	428.555	-1933.342	1411.392	747.985	-1838.348	1038.118	828.426	1956.363	1303.385	440.179	2330.826	1352.544	406.419	-1959.857	1317.674	945.983	2028.265	1264.198	664.535	-1984.883	1030.253	985.389	2261.948	1348.313	604.524	-2012.872	1408.927	948.588	1931.013	1231.805	662.159	-2012.500	926.795	961.425	2357.515	1323.904	637.765	-1792.876	1282.505	470.387	2167.116	762.197	447.645
2092	20.91000	00:56:40:05	-2046.661	1163.905	386.897	2125.205	1243.916	415.153	-2158.949	1076.947	398.404	2229.613	1331.174	411.813	2239.969	879.888	400.328	2035.348	1714.692	888.594	-1917.780	1213.319	1559.101	-1851.408	1163.827	450.276	-2011.424	1286.212	1475.065	1964.090	1584.413	947.857	-1951.631	1083.711	1477.376	2155.673	1635.514	966.078	-1870.088	1136.878	1163.061	2098.704	1411.842	743.026	-1908.692	1232.456	840.370	2081.003	1092.425	797.875	-2035.611	1033.559	848.462	2315.510	1242.183	772.825	-1904.355	1295.974	1249.034	1983.960	1442.623	840.640	-1968.044	1008.657	1262.806	2196.933	1510.716	799.278	-2071.459	1189.980	1303.327	2108.196	1445.671	981.986	-2118.985	1197.805	1192.025	2155.246	1341.954	999.111	-2038.302	1344.527	908.179	2076.434	1093.322	882.364	-2163.238	1074.834	925.434	2330.954	1261.386	818.325	-2137.268	1210.019	1044.836	2204.486	1222.414	975.700	-1790.296	1276.920	61.586	2353.949	536.641	181.425	-2262.145	1288.658	34.252	2264.241	1144.676	28.929	-1722.434	1297.368	104.848	2264.619	558.664	217.397	-2239.878	1194.997	61.777	2253.269	1242.444	94.161	-1569.763	1205.473	32.322	-2121.940	1109.184	35.358	2149.655	619.259	26.052	2086.477	1350.935	45.106	-1586.122	1256.431	42.192	-2182.843	1090.242	23.551	2161.797	540.322	44.591	2150.240	1363.683	22.475	-1862.732	1395.992	735.411	1909.578	1384.636	412.732	-1780.548	1060.966	862.558	2370.460	1440.071	369.953	-1886.959	1339.128	783.499	1978.973	1395.287	489.201	-1837.527	1111.926	895.559	2336.242	1456.368	429.806	-1938.372	1410.552	747.430	-1845.032	1039.195	824.701	1964.858	1319.053	431.987	2326.885	1359.851	405.209	-1962.657	1317.813	946.171	2031.686	1274.742	656.233	-1988.666	1031.581	984.860	2261.677	1349.966	604.827	-2015.935	1408.962	948.718	1934.300	1246.061	650.451	-2017.628	928.418	960.863	2358.792	1327.201	634.822	-1795.777	1282.066	470.324	2165.075	762.815	449.425
2093	20.92000	00:56:40:05	-2047.852	1164.185	387.376	2124.814	1243.636	414.980	-2160.268	1077.200	398.730	2228.075	1332.420	412.267	2239.686	879.454	401.762	2036.455	1717.501	886.834	-1921.896	1213.865	1559.959	-1854.553	1163.824	450.199	-2015.098	1286.505	1475.267	1966.023	1586.847	946.360	-1954.896	1084.116	1478.096	2157.484	1638.746	963.497	-1872.024	1137.280	1163.683	2100.419	1414.904	739.847	-1910.368	1232.777	840.929	2080.255	1095.321	797.704	-2036.888	1034.383	849.213	2315.697	1242.751	772.790	-1906.545	1296.393	1249.276	1987.283	1447.140	837.349	-1969.783	1008.544	1262.865	2199.275	1512.114	798.874	-2073.683	1190.030	1303.676	2108.336	1448.338	980.542	-2121.186	1197.766	1192.364	2154.827	1344.429	998.347	-2040.504	1344.687	908.641	2075.193	1096.449	882.024	-2165.053	1074.815	925.812	2331.049	1261.734	818.191	-2140.040	1209.086	1045.409	2203.845	1224.213	975.669	-1793.639	1277.237	61.544	2346.880	535.947	183.843	-2262.273	1288.604	34.076	2263.691	1144.299	28.925	-1725.703	1297.463	104.705	2258.099	558.360	218.042	-2240.045	1195.018	61.702	2252.426	1241.900	94.383	-1573.482	1204.853	32.351	-2121.988	1109.440	35.398	2146.712	619.439	23.658	2085.046	1352.042	45.406	-1589.631	1255.887	41.932	-2182.812	1090.311	23.603	2157.928	540.526	42.690	2149.968	1364.112	22.366	-1866.563	1395.463	734.952	1922.867	1402.275	402.834	-1786.358	1061.320	857.307	2355.812	1453.533	369.289	-1890.471	1338.745	783.389	1988.019	1409.357	482.928	-1841.860	1112.306	892.478	2323.165	1463.962	431.753	-1941.044	1410.552	747.642	-1851.543	1040.160	821.133	1977.222	1334.456	423.965	2320.695	1368.043	404.413	-1965.731	1317.910	946.218	2036.816	1284.257	649.390	-1992.336	1032.722	984.186	2261.172	1351.113	606.119	-2018.881	1409.022	948.903	1939.020	1258.763	640.056	-2022.255	929.954	960.354	2359.749	1331.429	631.800	-1798.219	1281.705	470.429	2162.891	763.339	450.894
2094	20.93000	00:56:40:05	-2048.525	1164.128	388.244	2124.597	1243.502	414.338	-2161.324	1077.706	399.064	2229.187	1331.129	411.455	2239.276	879.119	403.224	2037.370	1720.115	885.535	-1925.769	1214.380	1560.772	-1857.599	1163.954	450.085	-2018.596	1286.835	1475.459	1967.971	1588.990	945.169	-1958.076	1084.498	1478.863	2159.303	1641.842	961.427	-1873.878	1137.697	1164.246	2103.550	1417.908	737.783	-1912.144	1233.076	841.384	2080.772	1098.066	796.838	-2037.042	1035.724	850.362	2315.885	1243.197	772.940	-1908.461	1296.732	1249.771	1990.607	1451.640	834.295	-1971.323	1008.510	1262.896	2201.823	1514.265	799.201	-2075.815	1190.041	1304.099	2108.185	1450.810	979.415	-2123.094	1197.789	1192.755	2154.280	1346.681	997.855	-2043.761	1346.873	910.341	2073.745	1099.346	881.678	-2166.363	1074.565	926.055	2331.094	1262.175	818.293	-2141.926	1209.035	1045.691	2203.112	1225.993	975.711	-1796.628	1277.698	61.272	2339.621	535.164	186.135	-2262.375	1288.617	33.958	2263.382	1144.059	28.971	-1728.566	1297.543	104.543	2251.428	558.235	218.466	-2240.238	1195.050	61.638	2251.875	1241.505	94.447	-1576.753	1204.274	32.285	-2122.193	1109.609	35.354	2143.579	620.049	21.315	2084.712	1351.994	45.444	-1592.751	1255.446	41.785	-2182.910	1090.359	23.671	2153.956	541.118	40.773	2150.073	1363.391	22.626	-1870.274	1395.145	734.528	1937.320	1417.516	394.058	-1791.896	1061.830	852.325	2337.689	1466.083	369.509	-1893.993	1338.557	783.268	1998.568	1422.309	476.738	-1846.334	1112.771	889.250	2307.169	1471.507	434.036	-1945.811	1409.890	747.316	-1857.683	1041.022	817.763	1990.059	1348.529	416.204	2311.643	1376.557	404.004	-1968.219	1318.297	946.509	2043.265	1293.571	643.086	-1995.284	1033.869	983.563	2259.972	1352.470	607.344	-2021.685	1409.194	949.282	1943.317	1270.609	631.682	-2026.081	931.576	960.066	2360.196	1336.784	628.520	-1800.585	1281.538	470.454	2160.504	763.985	452.233
2095	20.94000	00:56:40:05	-2049.200	1163.957	388.960	2124.001	1243.613	413.506	-2162.504	1077.903	399.313	2229.016	1330.819	410.154	2239.866	879.244	404.961	2038.167	1722.341	884.835	-1929.465	1214.853	1561.572	-1860.421	1164.265	449.840	-2021.829	1287.180	1475.675	1969.938	1590.853	944.808	-1961.065	1084.880	1479.507	2161.025	1644.805	959.921	-1875.604	1138.152	1164.764	2106.610	1420.876	736.253	-1913.463	1233.382	841.860	2079.735	1100.581	796.843	-2037.365	1036.697	851.096	2315.970	1243.547	773.110	-1910.317	1297.164	1250.254	1994.070	1456.085	831.363	-1972.753	1008.511	1262.874	2204.206	1516.346	799.955	-2077.850	1190.088	1304.516	2108.219	1453.031	978.611	-2124.943	1197.804	1193.114	2153.457	1348.737	997.595	-2045.509	1346.974	910.663	2072.492	1102.042	881.391	-2167.633	1074.423	926.321	2331.201	1262.611	818.432	-2143.650	1209.026	1045.882	2202.103	1227.820	975.868	-1799.328	1277.988	60.976	2332.439	534.119	188.114	-2262.578	1288.563	33.698	2263.193	1143.965	28.958	-1731.241	1297.670	104.253	2244.317	558.091	218.884	-2240.487	1195.053	61.526	2251.578	1241.225	94.452	-1579.718	1203.760	32.249	-2122.142	1109.804	35.475	2140.373	621.151	19.371	2084.511	1352.021	45.432	-1595.499	1255.125	41.609	-2182.922	1090.500	23.692	2149.712	542.334	39.206	2149.869	1363.284	22.708	-1874.034	1395.026	734.121	1952.135	1430.495	385.154	-1797.106	1062.705	847.742	2317.062	1477.367	368.885	-1897.470	1338.549	783.070	2009.941	1434.384	470.214	-1850.618	1113.554	886.025	2290.299	1478.565	435.858	-1949.431	1409.717	747.183	-1863.457	1041.694	814.571	2006.755	1362.114	407.578	2299.549	1384.771	403.769	-1970.738	1318.675	946.616	2050.350	1303.755	637.401	-1997.766	1034.983	982.992	2257.957	1354.481	608.722	-2024.327	1409.451	949.634	1952.011	1281.381	622.325	-2029.790	932.887	959.622	2359.515	1342.923	625.058	-1802.883	1281.654	470.338	2157.837	764.763	453.208
2096	20.95000	00:56:40:06	-2050.331	1164.401	389.421	2123.521	1244.045	412.640	-2163.577	1078.244	399.625	2228.412	1331.586	410.119	2239.313	878.893	406.067	2038.751	1724.239	884.682	-1932.885	1215.300	1562.283	-1862.967	1164.696	449.579	-2024.815	1287.532	1475.837	1971.839	1592.397	945.058	-1963.918	1085.281	1480.088	2162.652	1647.657	959.108	-1877.221	1138.653	1165.252	2110.930	1423.192	735.515	-1914.798	1233.634	842.141	2078.783	1103.039	796.936	-2037.519	1037.685	852.018	2316.086	1243.840	773.464	-1912.100	1297.593	1250.712	1997.649	1460.195	828.986	-1974.060	1008.588	1262.916	2206.885	1519.186	801.903	-2079.732	1190.149	1304.845	2108.154	1454.925	978.266	-2127.086	1197.513	1193.535	2152.536	1350.476	997.581	-2046.969	1347.057	910.943	2071.086	1104.491	881.209	-2168.754	1074.362	926.626	2331.399	1263.078	818.850	-2145.127	1209.012	1046.054	2201.052	1229.533	976.085	-1801.682	1278.565	60.693	2325.468	532.665	189.588	-2262.844	1288.568	33.690	2263.109	1143.885	28.957	-1733.597	1297.916	104.059	2237.949	558.194	219.195	-2240.681	1195.062	61.459	2251.376	1241.218	94.468	-1582.277	1203.418	32.318	-2122.348	1110.008	35.506	2136.483	622.831	18.535	2084.402	1352.103	45.505	-1597.903	1254.817	41.464	-2183.107	1090.717	23.638	2144.684	544.132	38.302	2149.953	1363.260	22.765	-1877.560	1395.053	733.842	1966.986	1441.718	376.568	-1801.957	1063.623	843.561	2294.693	1486.272	369.326	-1900.699	1338.666	782.951	2021.733	1445.745	464.509	-1854.830	1114.498	882.463	2271.024	1484.519	437.608	-1952.885	1409.702	747.253	-1868.929	1042.419	811.622	2021.601	1372.785	401.355	2284.956	1392.094	403.463	-1973.326	1319.091	946.802	2057.637	1315.135	632.337	-1999.842	1036.014	982.490	2254.662	1357.934	609.547	-2026.760	1409.859	950.047	1959.794	1292.290	614.669	-2032.985	934.037	959.259	2357.417	1349.833	621.735	-1805.177	1281.876	470.252	2154.812	765.859	453.791
