NO_OF_FRAMES	721
NO_OF_CAMERAS	16
NO_OF_MARKERS	70
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-07-08, 11:37:28.534	9977.11328250
DATA_INCLUDED	3D
MARKER_NAMES	RKneeIn_A	RKneeIn_B	RKneeOut_A	RKneeOut_B	LKneeIn_B	HeadFront_B	HeadFront_A	LKneeIn_A	HeadL_A	HeadL_B	HeadR_A	HeadR_B	Chest_A	Chest_B	WaistLFront_A	WaistLFront_B	WaistRFront_A	WaistRFront_B	LShoulderTop_A	LShoulderTop_B	RShoulderTop_A	RShoulderTop_B	SpineThoracic2_A	SpineThoracic2_B	SpineThoracic12_A	SpineThoracic12_B	WaistL_A	WaistL_B	WaistR_A	WaistR_B	WaistBack_A	WaistBack_B	LHeelBack_A	LHeelBack_B	RHeelBack_A	RHeelBack_B	LAnkleOut_A	LAnkleOut_B	RAnkleOut_A	RAnkleOut_B	LForefoot2_A	RForefoot2_A	LForefoot2_B	RForefoot2_B	LForefoot5_A	RForefoot5_A	LForefoot5_B	RForefoot5_B	LHand2_A	LHand2_B	RHand2_A	RHand2_B	LWristIn_A	LWristIn_B	RWristIn_A	RWristIn_B	LWristOut_A	RWristOut_A	LWristOut_B	RWristOut_B	LElbowIn_A	LElbowIn_B	RElbowIn_A	RElbowIn_B	LElbowOut_A	LElbowOut_B	RElbowOut_A	RElbowOut_B	LKneeOut_A	LKneeOut_B
TRAJECTORY_TYPES	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	RKneeIn_A X	RKneeIn_A Y	RKneeIn_A Z	RKneeIn_B X	RKneeIn_B Y	RKneeIn_B Z	RKneeOut_A X	RKneeOut_A Y	RKneeOut_A Z	RKneeOut_B X	RKneeOut_B Y	RKneeOut_B Z	LKneeIn_B X	LKneeIn_B Y	LKneeIn_B Z	HeadFront_B X	HeadFront_B Y	HeadFront_B Z	HeadFront_A X	HeadFront_A Y	HeadFront_A Z	LKneeIn_A X	LKneeIn_A Y	LKneeIn_A Z	HeadL_A X	HeadL_A Y	HeadL_A Z	HeadL_B X	HeadL_B Y	HeadL_B Z	HeadR_A X	HeadR_A Y	HeadR_A Z	HeadR_B X	HeadR_B Y	HeadR_B Z	Chest_A X	Chest_A Y	Chest_A Z	Chest_B X	Chest_B Y	Chest_B Z	WaistLFront_A X	WaistLFront_A Y	WaistLFront_A Z	WaistLFront_B X	WaistLFront_B Y	WaistLFront_B Z	WaistRFront_A X	WaistRFront_A Y	WaistRFront_A Z	WaistRFront_B X	WaistRFront_B Y	WaistRFront_B Z	LShoulderTop_A X	LShoulderTop_A Y	LShoulderTop_A Z	LShoulderTop_B X	LShoulderTop_B Y	LShoulderTop_B Z	RShoulderTop_A X	RShoulderTop_A Y	RShoulderTop_A Z	RShoulderTop_B X	RShoulderTop_B Y	RShoulderTop_B Z	SpineThoracic2_A X	SpineThoracic2_A Y	SpineThoracic2_A Z	SpineThoracic2_B X	SpineThoracic2_B Y	SpineThoracic2_B Z	SpineThoracic12_A X	SpineThoracic12_A Y	SpineThoracic12_A Z	SpineThoracic12_B X	SpineThoracic12_B Y	SpineThoracic12_B Z	WaistL_A X	WaistL_A Y	WaistL_A Z	WaistL_B X	WaistL_B Y	WaistL_B Z	WaistR_A X	WaistR_A Y	WaistR_A Z	WaistR_B X	WaistR_B Y	WaistR_B Z	WaistBack_A X	WaistBack_A Y	WaistBack_A Z	WaistBack_B X	WaistBack_B Y	WaistBack_B Z	LHeelBack_A X	LHeelBack_A Y	LHeelBack_A Z	LHeelBack_B X	LHeelBack_B Y	LHeelBack_B Z	RHeelBack_A X	RHeelBack_A Y	RHeelBack_A Z	RHeelBack_B X	RHeelBack_B Y	RHeelBack_B Z	LAnkleOut_A X	LAnkleOut_A Y	LAnkleOut_A Z	LAnkleOut_B X	LAnkleOut_B Y	LAnkleOut_B Z	RAnkleOut_A X	RAnkleOut_A Y	RAnkleOut_A Z	RAnkleOut_B X	RAnkleOut_B Y	RAnkleOut_B Z	LForefoot2_A X	LForefoot2_A Y	LForefoot2_A Z	RForefoot2_A X	RForefoot2_A Y	RForefoot2_A Z	LForefoot2_B X	LForefoot2_B Y	LForefoot2_B Z	RForefoot2_B X	RForefoot2_B Y	RForefoot2_B Z	LForefoot5_A X	LForefoot5_A Y	LForefoot5_A Z	RForefoot5_A X	RForefoot5_A Y	RForefoot5_A Z	LForefoot5_B X	LForefoot5_B Y	LForefoot5_B Z	RForefoot5_B X	RForefoot5_B Y	RForefoot5_B Z	LHand2_A X	LHand2_A Y	LHand2_A Z	LHand2_B X	LHand2_B Y	LHand2_B Z	RHand2_A X	RHand2_A Y	RHand2_A Z	RHand2_B X	RHand2_B Y	RHand2_B Z	LWristIn_A X	LWristIn_A Y	LWristIn_A Z	LWristIn_B X	LWristIn_B Y	LWristIn_B Z	RWristIn_A X	RWristIn_A Y	RWristIn_A Z	RWristIn_B X	RWristIn_B Y	RWristIn_B Z	LWristOut_A X	LWristOut_A Y	LWristOut_A Z	RWristOut_A X	RWristOut_A Y	RWristOut_A Z	LWristOut_B X	LWristOut_B Y	LWristOut_B Z	RWristOut_B X	RWristOut_B Y	RWristOut_B Z	LElbowIn_A X	LElbowIn_A Y	LElbowIn_A Z	LElbowIn_B X	LElbowIn_B Y	LElbowIn_B Z	RElbowIn_A X	RElbowIn_A Y	RElbowIn_A Z	RElbowIn_B X	RElbowIn_B Y	RElbowIn_B Z	LElbowOut_A X	LElbowOut_A Y	LElbowOut_A Z	LElbowOut_B X	LElbowOut_B Y	LElbowOut_B Z	RElbowOut_A X	RElbowOut_A Y	RElbowOut_A Z	RElbowOut_B X	RElbowOut_B Y	RElbowOut_B Z	LKneeOut_A X	LKneeOut_A Y	LKneeOut_A Z	LKneeOut_B X	LKneeOut_B Y	LKneeOut_B Z	
937	9.36000	00:54:33:09	-1631.173	983.808	395.004	1976.080	902.288	378.830	-1724.054	881.896	433.239	2036.415	1022.833	402.705	1951.546	462.642	410.479	1702.614	687.301	1156.798	-1530.950	1125.462	1581.419	-1583.884	1091.225	440.108	-1615.632	1219.268	1511.316	1815.045	584.010	1113.093	-1602.983	1009.012	1505.790	1829.498	782.412	1115.841	-1491.776	1081.208	1206.046	1866.986	685.203	814.467	-1507.863	1168.030	854.736	2113.592	538.432	688.728	-1574.902	941.989	867.890	2146.396	813.441	709.325	-1557.896	1234.894	1278.758	1840.808	558.226	908.037	-1590.944	929.554	1286.620	1860.524	812.029	904.606	-1714.206	1106.318	1309.018	1962.812	664.167	1023.719	-1747.476	1104.741	1190.486	2066.322	665.394	969.928	-1660.285	1245.589	931.868	2138.806	513.818	767.951	-1715.198	951.270	940.205	2145.799	818.202	774.544	-1741.806	1098.348	1043.811	2162.833	662.825	893.629	-1699.847	1190.684	22.721	2161.869	495.273	34.631	-1883.671	993.495	57.219	2215.759	894.317	26.915	-1622.729	1215.787	66.456	2124.774	411.619	103.222	-1844.439	913.070	87.337	2159.426	971.098	93.892	-1473.021	1122.747	29.110	-1713.088	855.660	41.170	1933.771	347.119	30.875	1962.369	995.776	44.905	-1491.201	1173.403	26.055	-1771.347	825.648	45.996	2007.927	313.634	17.226	2014.678	1036.647	22.295	-1527.770	1313.844	740.769	1944.269	532.850	380.505	-1564.261	837.744	734.858	1973.301	802.635	381.352	-1536.861	1261.699	801.888	1900.369	590.466	462.407	-1568.177	906.023	786.751	1938.084	792.174	442.443	-1602.575	1317.302	757.450	-1637.499	832.314	768.694	1998.474	574.960	436.270	2028.536	759.992	451.083	-1607.994	1246.598	964.808	1972.896	601.020	667.487	-1642.642	922.727	974.037	1971.723	751.016	656.573	-1658.879	1342.116	965.249	1985.183	497.858	653.037	-1702.783	835.018	995.443	2027.517	839.267	660.326	-1550.022	1220.082	438.917	2019.974	334.731	396.589
938	9.37000	00:54:33:09	-1632.878	982.879	394.806	1974.220	901.274	377.518	-1726.189	882.138	433.379	2034.181	1021.905	402.199	1950.751	461.281	408.995	1700.438	685.325	1151.810	-1531.778	1125.018	1581.450	-1583.886	1090.940	440.054	-1616.368	1218.771	1511.175	1813.022	582.062	1108.460	-1603.648	1008.511	1505.779	1827.492	780.438	1111.434	-1492.229	1080.643	1205.991	1866.079	683.474	809.942	-1508.115	1167.536	854.769	2113.347	536.159	685.603	-1575.270	941.543	867.764	2145.514	811.830	706.086	-1558.358	1234.314	1278.694	1839.246	556.409	903.256	-1591.446	929.005	1286.486	1859.160	810.297	900.084	-1714.694	1105.759	1308.926	1961.016	662.158	1019.850	-1747.876	1104.229	1190.363	2064.771	663.460	966.370	-1660.541	1245.134	931.862	2138.136	512.055	764.639	-1715.597	950.839	940.100	2144.806	816.432	771.160	-1742.181	1097.874	1043.724	2161.707	660.982	890.416	-1699.865	1190.800	22.774	2161.753	495.374	34.661	-1887.222	993.711	58.555	2215.687	894.247	26.973	-1622.741	1215.714	66.508	2124.284	411.444	103.248	-1848.250	913.050	88.458	2159.109	970.794	94.001	-1473.033	1122.730	29.117	-1717.417	855.035	41.372	1933.702	347.107	30.698	1962.272	995.696	44.793	-1491.212	1173.349	26.106	-1775.892	825.291	46.550	2007.857	313.649	17.184	2014.612	1036.618	22.278	-1527.604	1313.402	740.929	1952.176	531.011	376.172	-1563.697	837.346	735.155	1981.083	800.915	377.517	-1536.936	1261.328	802.053	1913.657	583.844	456.734	-1567.160	905.197	787.397	1944.425	790.357	437.689	-1602.384	1316.983	757.525	-1637.070	831.941	768.714	2004.519	573.543	433.564	2036.057	755.073	446.055	-1608.304	1246.373	964.705	1973.617	599.737	663.773	-1643.038	921.854	974.138	1973.067	748.407	652.795	-1659.097	1341.924	965.190	1986.416	496.672	649.371	-1703.231	834.151	995.333	2028.646	836.990	657.417	-1550.053	1219.795	438.915	2018.317	333.204	395.590
939	9.38000	00:54:33:10	-1634.640	981.942	394.562	1972.142	900.482	376.466	-1727.752	881.296	433.983	2031.966	1020.961	401.655	1949.027	459.838	408.053	1698.389	683.399	1147.190	-1532.691	1124.423	1581.447	-1583.944	1090.589	440.003	-1617.178	1218.143	1511.019	1811.064	580.160	1104.021	-1604.392	1007.877	1505.760	1825.649	778.534	1107.337	-1492.678	1079.995	1205.980	1865.100	681.841	805.809	-1508.436	1166.940	854.728	2113.191	533.566	682.784	-1575.724	940.977	867.619	2144.516	810.115	702.914	-1558.856	1233.644	1278.689	1837.783	554.671	898.852	-1591.991	928.347	1286.375	1857.730	808.782	896.147	-1715.217	1105.093	1308.816	1959.338	660.270	1016.116	-1748.360	1103.580	1190.264	2063.283	661.594	963.065	-1660.412	1243.970	931.599	2137.551	510.326	761.546	-1716.028	950.311	940.011	2143.679	814.795	767.973	-1742.580	1097.265	1043.606	2160.587	659.346	887.265	-1699.863	1190.744	22.747	2161.689	495.443	34.722	-1890.271	993.924	59.997	2215.608	894.206	26.984	-1622.713	1215.691	66.569	2123.911	411.304	103.214	-1851.931	912.850	89.341	2158.848	970.563	94.103	-1473.026	1122.736	29.081	-1721.650	854.338	41.431	1933.635	347.089	30.566	1962.193	995.630	44.717	-1491.210	1173.346	26.080	-1780.306	824.810	47.179	2007.837	313.658	17.188	2014.607	1036.627	22.279	-1527.395	1312.876	741.151	1959.909	529.236	372.162	-1562.970	836.925	735.543	1988.479	799.215	374.012	-1535.020	1262.548	803.311	1919.307	582.095	451.798	-1566.196	904.390	788.061	1950.506	788.568	433.348	-1602.202	1316.610	757.634	-1636.469	831.533	768.769	2010.569	572.022	430.770	2041.615	753.341	443.935	-1608.583	1246.072	964.717	1974.288	598.515	660.285	-1643.524	920.925	974.256	1974.132	745.965	649.266	-1659.406	1341.667	965.184	1987.503	495.660	646.100	-1703.744	833.226	995.228	2029.724	834.649	654.621	-1550.099	1219.440	438.982	2015.820	331.454	394.578
940	9.39000	00:54:33:10	-1636.463	981.019	394.434	1970.301	899.441	375.438	-1729.762	880.666	434.189	2029.850	1020.047	401.028	1947.306	458.232	406.915	1696.503	681.618	1142.884	-1533.589	1123.747	1581.480	-1584.051	1090.215	439.915	-1618.023	1217.395	1510.913	1809.294	578.384	1099.928	-1605.122	1007.131	1505.748	1823.961	776.751	1103.601	-1493.246	1079.253	1205.934	1864.289	680.241	801.952	-1508.812	1166.248	854.677	2113.372	530.062	680.395	-1576.270	940.334	867.497	2143.439	808.530	700.054	-1559.422	1232.873	1278.649	1836.298	553.045	894.820	-1592.555	927.583	1286.245	1856.545	807.120	892.202	-1715.716	1104.322	1308.653	1957.668	658.507	1012.635	-1748.893	1102.842	1190.134	2061.862	659.902	960.053	-1661.169	1243.936	931.910	2136.955	508.750	758.711	-1716.589	949.693	939.893	2142.428	813.191	764.822	-1742.922	1096.813	1043.684	2159.494	657.784	884.423	-1699.906	1190.697	22.783	2161.624	495.460	34.768	-1893.658	993.937	61.030	2215.596	894.192	27.045	-1622.784	1215.639	66.555	2123.591	411.127	103.209	-1855.491	912.611	90.216	2158.624	970.372	94.206	-1473.025	1122.713	29.069	-1725.758	853.525	41.595	1933.586	347.038	30.435	1962.151	995.559	44.673	-1491.220	1173.346	26.097	-1784.629	824.276	47.695	2007.831	313.616	17.140	2014.562	1036.578	22.236	-1527.178	1312.275	741.462	1967.107	527.579	368.869	-1562.099	836.575	735.965	1995.626	797.655	371.002	-1537.047	1260.371	802.524	1924.284	580.363	447.347	-1565.637	903.708	788.806	1956.115	786.789	429.661	-1602.039	1316.184	757.799	-1635.788	831.157	768.853	2016.046	570.587	428.468	2047.078	751.328	442.014	-1608.958	1245.703	964.528	1974.878	597.432	657.185	-1643.945	919.929	974.449	1975.031	743.659	646.005	-1659.696	1341.320	965.215	1988.263	494.926	643.179	-1704.332	832.232	995.054	2030.802	832.392	652.294	-1550.209	1219.015	439.023	2013.980	329.786	393.513
941	9.40000	00:54:33:10	-1638.403	980.114	394.248	1968.536	898.528	374.362	-1731.912	880.053	434.384	2027.842	1019.156	400.436	1945.535	456.596	405.924	1694.797	679.858	1139.067	-1534.516	1122.954	1581.493	-1584.153	1089.774	439.839	-1618.932	1216.510	1510.794	1807.670	576.679	1096.179	-1605.884	1006.276	1505.678	1822.314	775.032	1100.158	-1493.809	1078.412	1205.879	1863.414	678.710	798.466	-1509.180	1165.448	854.705	2113.697	526.131	678.279	-1576.868	939.621	867.356	2142.274	806.655	697.326	-1559.989	1231.957	1278.691	1834.791	551.296	891.131	-1593.158	926.716	1286.091	1855.166	805.761	888.884	-1716.408	1103.449	1308.646	1956.111	656.912	1009.467	-1749.425	1102.018	1190.001	2060.490	658.353	957.116	-1661.591	1243.210	931.929	2136.270	507.206	756.104	-1717.174	949.035	939.740	2141.301	811.730	762.137	-1743.595	1095.875	1043.407	2158.407	656.333	881.641	-1699.848	1190.620	22.789	2161.517	495.548	34.844	-1896.876	993.798	61.919	2215.568	894.168	27.034	-1622.749	1215.568	66.631	2123.236	410.933	103.216	-1858.905	912.297	91.013	2158.454	970.238	94.274	-1472.986	1122.675	29.073	-1729.774	852.617	41.640	1933.547	346.934	30.275	1962.108	995.494	44.647	-1491.250	1173.314	26.081	-1788.777	823.636	48.236	2007.794	313.588	17.065	2014.551	1036.559	22.260	-1526.972	1311.611	741.806	1973.554	526.052	366.144	-1561.058	836.231	736.465	2002.387	796.154	368.407	-1537.138	1259.760	802.776	1928.938	578.600	443.295	-1565.084	903.110	789.549	1961.535	785.165	426.103	-1601.874	1315.655	757.931	-1634.956	830.773	768.938	2021.167	569.245	426.547	2052.015	749.456	440.479	-1609.247	1245.730	965.110	1975.438	596.481	654.471	-1644.343	918.872	974.552	1975.754	741.451	643.029	-1660.029	1340.931	965.206	1989.118	493.832	640.530	-1704.801	831.191	994.872	2031.624	830.139	650.010	-1550.266	1218.528	439.092	2012.297	328.092	392.552
942	9.41000	00:54:33:10	-1640.494	979.153	394.062	1966.839	897.670	373.339	-1734.161	879.495	434.529	2025.877	1018.319	399.904	1943.761	454.917	404.945	1693.189	678.171	1135.581	-1535.471	1122.027	1581.486	-1584.208	1089.246	439.792	-1619.842	1215.546	1510.664	1806.183	575.042	1092.734	-1606.698	1005.314	1505.623	1820.770	773.391	1097.125	-1494.421	1077.423	1205.779	1862.554	677.268	795.256	-1509.365	1164.618	854.813	2113.826	522.654	676.294	-1577.624	938.806	867.112	2141.149	805.137	694.630	-1560.634	1230.923	1278.711	1833.290	549.887	887.829	-1593.834	925.743	1285.945	1853.946	804.417	885.689	-1717.015	1102.437	1308.502	1954.595	655.401	1006.561	-1750.071	1101.073	1189.858	2059.144	656.858	954.490	-1662.018	1242.431	931.954	2135.050	505.957	753.984	-1717.859	948.295	939.581	2140.052	810.276	759.411	-1744.032	1095.265	1043.459	2157.295	654.892	879.135	-1699.852	1190.682	22.771	2161.357	495.615	34.995	-1900.075	993.598	62.687	2215.570	894.182	27.085	-1622.731	1215.493	66.668	2122.786	410.752	103.206	-1862.303	911.902	91.582	2158.314	970.120	94.313	-1472.963	1122.653	29.057	-1733.691	851.653	41.616	1933.424	346.809	30.075	1962.094	995.450	44.598	-1491.208	1173.311	26.071	-1792.834	822.900	48.615	2007.725	313.547	16.971	2014.528	1036.574	22.292	-1526.796	1310.775	742.160	1979.390	524.615	364.044	-1559.919	835.858	737.010	2008.582	794.692	366.321	-1537.296	1259.038	803.128	1933.228	577.294	439.845	-1564.552	902.559	790.236	1965.739	783.745	423.421	-1601.708	1315.088	758.125	-1633.993	830.347	769.042	2025.780	570.127	426.021	2056.616	747.806	439.251	-1609.884	1244.680	965.123	1975.405	595.815	652.435	-1644.736	917.699	974.708	1976.302	739.385	640.350	-1660.170	1340.733	965.252	1989.881	492.800	637.994	-1705.340	830.076	994.678	2032.394	828.008	648.153	-1550.357	1217.962	439.151	2010.745	326.450	391.506
943	9.42000	00:54:33:11	-1642.646	978.205	393.788	1965.335	896.857	372.250	-1736.468	878.881	434.655	2024.082	1017.445	399.285	1942.115	453.233	403.940	1691.764	676.555	1132.590	-1536.448	1120.994	1581.484	-1584.326	1088.706	439.657	-1620.772	1214.457	1510.515	1804.767	573.519	1089.627	-1607.546	1004.210	1505.546	1819.417	771.858	1094.444	-1495.106	1076.370	1205.690	1861.684	675.921	792.387	-1509.921	1163.615	854.799	2113.771	519.610	674.448	-1578.477	937.841	866.887	2140.118	803.825	692.497	-1561.294	1229.788	1278.714	1831.778	548.605	884.985	-1594.608	924.629	1285.808	1852.686	803.062	882.816	-1717.698	1101.366	1308.337	1953.209	653.929	1003.969	-1750.733	1100.077	1189.752	2057.837	655.455	952.147	-1662.449	1241.556	931.963	2134.190	504.607	751.607	-1718.666	947.491	939.406	2139.560	808.589	756.777	-1744.676	1094.363	1043.327	2156.253	653.540	876.855	-1699.846	1190.549	22.864	2161.134	495.724	35.200	-1903.097	993.299	63.294	2215.558	894.208	27.121	-1622.742	1215.431	66.685	2122.294	410.592	103.247	-1865.605	911.451	92.122	2158.119	970.071	94.361	-1472.933	1122.644	29.038	-1737.431	850.578	41.659	1933.271	346.666	29.792	1962.056	995.421	44.551	-1491.210	1173.270	26.085	-1796.828	822.104	49.036	2007.647	313.485	16.860	2014.498	1036.517	22.215	-1526.625	1309.907	742.517	1984.848	523.296	362.113	-1558.541	835.488	737.682	2013.398	792.725	365.338	-1537.512	1258.212	803.546	1937.119	576.107	436.820	-1563.871	902.042	791.063	1968.141	782.424	421.958	-1601.540	1314.427	758.349	-1632.883	829.932	769.101	2029.772	568.915	425.005	2060.688	746.027	438.282	-1610.357	1244.065	964.856	1976.458	596.109	650.414	-1645.158	916.525	974.911	1976.665	737.443	637.980	-1660.618	1340.207	965.358	1990.026	491.820	636.159	-1705.907	828.898	994.379	2032.999	825.905	646.351	-1550.398	1217.334	439.264	2009.263	324.824	390.640
944	9.43000	00:54:33:11	-1644.786	977.211	393.568	1963.797	896.073	371.312	-1738.901	878.227	434.759	2022.310	1016.674	398.864	1940.419	451.646	403.315	1690.498	675.055	1129.996	-1537.453	1119.827	1581.445	-1584.504	1088.121	439.606	-1621.787	1213.237	1510.378	1803.475	572.097	1086.848	-1608.435	1003.012	1505.427	1818.123	770.426	1092.034	-1495.905	1075.111	1205.605	1860.742	674.644	789.889	-1510.749	1162.492	854.728	2113.545	516.977	672.749	-1579.415	936.845	866.603	2139.047	802.448	690.413	-1562.042	1228.519	1278.666	1830.274	547.349	882.308	-1595.389	923.434	1285.579	1851.444	801.794	880.319	-1718.478	1100.177	1308.232	1951.796	652.596	1001.590	-1751.509	1098.960	1189.684	2056.547	654.046	950.014	-1662.966	1240.606	931.997	2133.256	503.343	749.320	-1719.554	946.597	939.240	2138.462	807.321	754.781	-1745.390	1093.380	1043.210	2155.170	652.127	874.805	-1699.854	1190.577	22.825	2160.895	495.819	35.356	-1905.960	993.048	63.727	2215.531	894.193	27.197	-1622.762	1215.338	66.764	2121.816	410.464	103.321	-1868.970	910.970	92.308	2157.919	969.979	94.483	-1472.899	1122.607	29.048	-1741.110	849.439	41.529	1933.169	346.515	29.559	1962.006	995.377	44.452	-1491.216	1173.264	26.082	-1800.731	821.207	49.216	2007.615	313.419	16.792	2014.451	1036.530	22.213	-1526.436	1308.847	742.944	1989.460	522.001	360.669	-1557.034	835.134	738.407	2016.166	791.625	365.148	-1537.650	1257.292	803.851	1940.522	575.052	434.211	-1562.624	901.577	792.101	1975.585	780.730	418.061	-1601.335	1313.628	758.574	-1631.696	829.501	769.234	2033.343	567.769	424.037	2064.093	744.015	437.707	-1610.798	1243.827	965.460	1974.539	595.224	649.726	-1645.478	915.274	975.009	1976.820	735.599	635.883	-1661.096	1339.575	965.423	1990.225	491.009	634.446	-1706.375	827.645	994.043	2033.354	823.898	645.008	-1550.494	1216.738	439.325	2007.866	323.276	389.793
945	9.44000	00:54:33:11	-1646.942	976.154	393.369	1962.370	895.384	370.455	-1741.298	877.549	434.735	2020.686	1016.003	398.328	1938.861	450.192	402.721	1689.324	673.600	1127.740	-1538.275	1118.458	1581.512	-1584.659	1087.454	439.545	-1622.784	1211.904	1510.234	1802.348	570.724	1084.451	-1609.349	1001.691	1505.321	1817.027	769.041	1090.070	-1496.698	1073.778	1205.451	1859.735	673.518	787.713	-1511.144	1161.343	854.783	2113.159	514.733	671.205	-1580.421	935.780	866.345	2138.025	801.368	688.823	-1562.767	1227.146	1278.618	1828.770	546.222	880.070	-1596.300	922.129	1285.411	1850.300	800.695	878.223	-1719.261	1098.868	1308.089	1950.513	651.324	999.585	-1752.311	1097.750	1189.549	2055.275	652.731	948.136	-1663.548	1239.600	932.022	2132.370	502.141	747.177	-1720.490	945.664	938.989	2137.430	806.076	752.957	-1746.171	1092.319	1043.097	2154.074	650.825	872.916	-1699.875	1190.580	22.882	2160.746	495.954	35.643	-1908.621	992.728	64.081	2215.485	894.199	27.284	-1622.745	1215.214	66.746	2121.372	410.365	103.399	-1872.126	910.486	92.486	2157.705	969.861	94.609	-1472.938	1122.607	28.989	-1744.708	848.142	41.338	1933.073	346.399	29.337	1961.948	995.356	44.381	-1491.199	1173.234	26.097	-1804.501	820.251	49.623	2007.229	313.414	16.627	2014.436	1036.522	22.173	-1526.130	1307.741	743.445	1993.743	520.874	359.295	-1555.374	834.756	739.168	2025.166	789.641	361.660	-1537.816	1256.245	804.221	1943.295	573.929	431.984	-1560.745	900.933	793.539	1979.284	779.359	416.216	-1601.168	1312.796	758.850	-1630.374	829.008	769.339	2036.085	567.166	423.704	2066.957	740.146	437.552	-1611.560	1242.567	965.045	1974.180	594.489	648.359	-1645.941	913.973	975.165	1976.757	733.850	634.092	-1661.577	1338.873	965.493	1990.140	490.211	632.955	-1706.997	826.371	993.614	2033.589	821.945	643.928	-1550.573	1216.022	439.414	2006.521	321.856	389.042
946	9.45000	00:54:33:11	-1648.807	974.947	393.437	1961.033	894.750	369.783	-1743.787	876.863	434.717	2019.010	1015.349	398.045	1937.317	448.827	402.278	1688.292	672.280	1125.853	-1539.601	1117.104	1581.291	-1584.858	1086.763	439.431	-1623.811	1210.473	1510.070	1801.256	569.436	1082.368	-1610.336	1000.239	1505.236	1816.005	767.725	1088.337	-1497.548	1072.314	1205.293	1858.654	672.473	785.923	-1511.761	1160.054	854.816	2112.626	512.856	669.825	-1581.572	934.617	866.035	2136.966	800.205	687.178	-1563.568	1225.643	1278.568	1827.349	545.200	878.362	-1597.276	920.705	1285.196	1849.121	799.338	876.246	-1720.196	1097.487	1307.970	1949.274	650.081	997.844	-1753.193	1096.472	1189.397	2054.079	651.451	946.498	-1664.093	1238.501	932.053	2131.305	501.861	744.934	-1721.749	944.492	938.546	2136.561	804.950	751.553	-1747.051	1091.172	1042.998	2153.019	649.501	871.215	-1699.832	1190.536	22.862	2160.517	496.034	35.839	-1911.121	992.442	64.292	2215.462	894.218	27.371	-1622.703	1215.155	66.856	2120.937	410.285	103.472	-1872.512	909.567	94.576	2157.515	969.782	94.686	-1472.913	1122.553	28.956	-1748.287	846.839	41.137	1932.986	346.235	29.079	1961.877	995.334	44.315	-1491.195	1173.202	26.073	-1808.152	819.278	49.672	2006.948	313.357	16.522	2014.379	1036.509	22.143	-1525.864	1306.466	743.955	1997.022	519.618	358.356	-1553.623	834.331	739.953	2028.790	788.387	360.976	-1538.065	1255.126	804.688	1945.365	572.881	430.294	-1558.912	900.591	794.963	1982.459	778.191	414.523	-1600.924	1311.858	759.056	-1628.566	828.841	769.370	2037.811	567.245	423.980	2068.604	737.785	438.045	-1612.144	1242.123	965.713	1973.355	593.837	647.240	-1646.312	912.592	975.315	1976.469	732.193	632.619	-1662.129	1338.122	965.533	1989.781	489.401	631.764	-1707.456	824.990	993.144	2033.590	820.130	642.984	-1550.690	1215.282	439.522	2005.259	320.588	388.321
