NO_OF_FRAMES	287
NO_OF_CAMERAS	16
NO_OF_MARKERS	41
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-07-07, 11:43:37.424	11577.76636880
DATA_INCLUDED	3D
MARKER_NAMES	Federico_HeadFront	Federico_HeadL	Federico_HeadR	Federico_Chest	Federico_WaistLFront	Federico_WaistRFront	Federico_LShoulderTop	Federico_RShoulderTop	Federico_SpineThoracic2	Federico_SpineThoracic12	Federico_WaistBack	Federico_WaistL	Federico_WaistR	Federico_LThighFrontLow	Federico_RThighFrontLow	Federico_LKneeOut	Federico_LKneeIn	Federico_RKneeOut	Federico_RKneeIn	Federico_LShinFrontHigh	Federico_RShinFrontHigh	Federico_LHeelBack	Federico_RHeelBack	Federico_LAnkleOut	Federico_RAnkleOut	Federico_LForefoot2	Federico_RForefoot2	Federico_LForefoot5	Federico_RForefoot5	Federico_LHand2	Federico_RHand2	Federico_LWristIn	Federico_RWristIn	Federico_LWristOut	Federico_RWristOut	Federico_LArm	Federico_RArm	Federico_LElbowIn	Federico_RElbowIn	Federico_LElbowOut	Federico_RElbowOut
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Mixed	Measured	Measured
Frame	Time	SMPTE	Federico_HeadFront X	Federico_HeadFront Y	Federico_HeadFront Z	Federico_HeadL X	Federico_HeadL Y	Federico_HeadL Z	Federico_HeadR X	Federico_HeadR Y	Federico_HeadR Z	Federico_Chest X	Federico_Chest Y	Federico_Chest Z	Federico_WaistLFront X	Federico_WaistLFront Y	Federico_WaistLFront Z	Federico_WaistRFront X	Federico_WaistRFront Y	Federico_WaistRFront Z	Federico_LShoulderTop X	Federico_LShoulderTop Y	Federico_LShoulderTop Z	Federico_RShoulderTop X	Federico_RShoulderTop Y	Federico_RShoulderTop Z	Federico_SpineThoracic2 X	Federico_SpineThoracic2 Y	Federico_SpineThoracic2 Z	Federico_SpineThoracic12 X	Federico_SpineThoracic12 Y	Federico_SpineThoracic12 Z	Federico_WaistBack X	Federico_WaistBack Y	Federico_WaistBack Z	Federico_WaistL X	Federico_WaistL Y	Federico_WaistL Z	Federico_WaistR X	Federico_WaistR Y	Federico_WaistR Z	Federico_LThighFrontLow X	Federico_LThighFrontLow Y	Federico_LThighFrontLow Z	Federico_RThighFrontLow X	Federico_RThighFrontLow Y	Federico_RThighFrontLow Z	Federico_LKneeOut X	Federico_LKneeOut Y	Federico_LKneeOut Z	Federico_LKneeIn X	Federico_LKneeIn Y	Federico_LKneeIn Z	Federico_RKneeOut X	Federico_RKneeOut Y	Federico_RKneeOut Z	Federico_RKneeIn X	Federico_RKneeIn Y	Federico_RKneeIn Z	Federico_LShinFrontHigh X	Federico_LShinFrontHigh Y	Federico_LShinFrontHigh Z	Federico_RShinFrontHigh X	Federico_RShinFrontHigh Y	Federico_RShinFrontHigh Z	Federico_LHeelBack X	Federico_LHeelBack Y	Federico_LHeelBack Z	Federico_RHeelBack X	Federico_RHeelBack Y	Federico_RHeelBack Z	Federico_LAnkleOut X	Federico_LAnkleOut Y	Federico_LAnkleOut Z	Federico_RAnkleOut X	Federico_RAnkleOut Y	Federico_RAnkleOut Z	Federico_LForefoot2 X	Federico_LForefoot2 Y	Federico_LForefoot2 Z	Federico_RForefoot2 X	Federico_RForefoot2 Y	Federico_RForefoot2 Z	Federico_LForefoot5 X	Federico_LForefoot5 Y	Federico_LForefoot5 Z	Federico_RForefoot5 X	Federico_RForefoot5 Y	Federico_RForefoot5 Z	Federico_LHand2 X	Federico_LHand2 Y	Federico_LHand2 Z	Federico_RHand2 X	Federico_RHand2 Y	Federico_RHand2 Z	Federico_LWristIn X	Federico_LWristIn Y	Federico_LWristIn Z	Federico_RWristIn X	Federico_RWristIn Y	Federico_RWristIn Z	Federico_LWristOut X	Federico_LWristOut Y	Federico_LWristOut Z	Federico_RWristOut X	Federico_RWristOut Y	Federico_RWristOut Z	Federico_LArm X	Federico_LArm Y	Federico_LArm Z	Federico_RArm X	Federico_RArm Y	Federico_RArm Z	Federico_LElbowIn X	Federico_LElbowIn Y	Federico_LElbowIn Z	Federico_RElbowIn X	Federico_RElbowIn Y	Federico_RElbowIn Z	Federico_LElbowOut X	Federico_LElbowOut Y	Federico_LElbowOut Z	Federico_RElbowOut X	Federico_RElbowOut Y	Federico_RElbowOut Z	
1731	17.30000	00:58:23:15	1918.557	983.033	1499.107	2061.962	902.870	1425.295	2040.618	1091.668	1441.425	2029.018	991.360	1117.618	2221.982	892.865	868.209	2154.635	1129.668	866.666	2103.690	873.129	1276.406	2049.846	1138.942	1261.596	2186.190	1029.053	1306.205	2317.412	1044.818	1102.744	2364.796	1074.501	933.581	2310.214	878.966	899.402	2225.540	1203.980	894.430	2088.581	824.084	569.758	1964.524	1096.230	632.447	2165.153	819.748	401.816	2064.924	939.588	437.432	1973.941	1169.006	487.675	1988.908	1015.326	486.558	2079.409	838.899	318.887	1897.141	1107.992	424.731	2304.700	1055.241	25.964	2157.507	1119.264	47.090	2289.303	961.481	54.863	2089.493	1184.070	75.181	2142.812	892.458	36.385	1930.424	1107.836	45.511	2188.437	872.766	26.132	1935.510	1160.805	33.815	1752.365	914.952	1077.774	1810.267	1132.988	1063.696	1837.654	948.731	1066.467	1832.593	1077.384	1014.412	1795.121	921.206	979.047	1781.334	1157.013	999.495	2144.652	805.018	1057.432	2075.243	1266.335	1037.145	2065.793	886.365	938.513	2029.066	1173.497	924.038	2020.350	791.030	980.664	1967.224	1274.409	956.881
1732	17.31000	00:58:23:16	1923.280	984.417	1509.471	2066.259	904.018	1435.076	2045.188	1092.816	1451.199	2030.001	991.945	1127.366	2218.281	892.513	874.013	2150.254	1128.747	871.967	2107.444	873.593	1284.916	2053.262	1140.509	1270.031	2190.228	1030.212	1313.236	2317.058	1045.059	1106.968	2361.893	1074.649	937.386	2306.976	878.985	904.378	2221.120	1203.659	899.277	2088.018	825.113	571.016	1962.789	1095.829	633.249	2166.522	821.657	405.127	2065.760	941.376	438.433	1973.405	1169.665	488.641	1989.142	1015.759	486.560	2080.627	840.292	320.372	1896.412	1108.576	425.790	2304.778	1055.751	26.153	2148.295	1119.561	42.915	2289.251	961.624	54.916	2080.469	1184.172	72.393	2142.810	892.508	36.408	1920.988	1107.033	45.899	2188.424	872.791	26.137	1925.569	1159.632	34.269	1756.434	917.606	1093.614	1814.488	1133.247	1077.764	1841.187	951.486	1079.920	1835.613	1077.387	1029.316	1796.104	923.392	993.990	1783.591	1156.947	1014.245	2145.860	806.233	1064.732	2076.656	1265.969	1044.112	2065.701	887.970	946.928	2028.071	1174.184	931.079	2020.215	793.626	989.846	1967.799	1273.845	965.367
1733	17.32000	00:58:23:16	1927.855	985.748	1519.489	2070.489	905.178	1444.589	2049.692	1094.002	1460.660	2030.921	992.576	1137.021	2214.638	891.896	879.895	2145.858	1128.236	877.687	2111.164	874.091	1293.110	2056.722	1141.984	1278.352	2194.263	1031.330	1319.948	2316.545	1045.347	1110.992	2358.825	1074.940	941.153	2303.948	879.108	909.671	2216.488	1203.419	904.342	2087.436	826.127	572.102	1961.120	1095.336	633.803	2167.953	823.017	408.673	2066.853	943.130	439.563	1973.153	1170.285	488.980	1989.614	1016.320	486.383	2081.934	841.653	321.941	1896.105	1108.629	426.526	2304.605	1055.605	25.954	2138.403	1119.642	38.921	2289.185	961.739	55.007	2072.039	1184.097	69.562	2142.758	892.534	36.365	1912.454	1105.794	47.420	2188.399	872.821	26.154	1916.250	1158.828	35.438	1760.636	919.609	1108.597	1818.586	1133.409	1091.396	1844.368	954.096	1092.812	1838.159	1077.244	1042.894	1796.946	926.111	1008.146	1785.727	1156.745	1028.570	2146.785	807.475	1071.644	2077.707	1265.682	1050.832	2065.474	889.453	955.056	2027.484	1173.422	939.314	2020.270	795.409	998.546	1967.852	1273.472	973.749
1734	17.33000	00:58:23:16	1932.307	987.112	1529.137	2074.608	906.315	1453.786	2054.037	1095.135	1469.798	2031.902	993.228	1146.259	2210.821	891.316	885.602	2141.208	1127.138	882.381	2114.865	874.571	1301.080	2060.008	1143.408	1286.455	2198.097	1032.422	1326.346	2315.894	1045.721	1114.816	2355.632	1075.387	944.786	2300.626	879.162	914.134	2211.633	1203.078	909.382	2086.759	827.143	573.340	1959.438	1094.616	634.189	2169.473	824.667	411.141	2068.055	944.879	440.669	1973.073	1170.708	489.014	1990.262	1016.791	486.055	2083.291	843.041	323.320	1895.921	1108.787	426.943	2304.483	1055.506	26.003	2130.417	1120.024	34.872	2289.168	961.861	55.078	2063.956	1183.970	67.028	2142.768	892.588	36.261	1904.099	1104.581	48.638	2189.017	873.331	25.823	1907.035	1157.685	36.402	1764.424	920.776	1122.150	1822.506	1133.351	1104.741	1847.307	956.680	1105.382	1840.487	1077.013	1055.979	1797.668	929.362	1021.611	1787.000	1157.079	1042.142	2147.522	808.818	1078.454	2078.381	1265.595	1057.459	2065.020	891.123	963.149	2026.628	1172.788	947.306	2019.937	797.158	1007.078	1967.551	1273.158	982.164
1735	17.34000	00:58:23:16	1936.645	988.355	1538.480	2078.744	907.455	1462.576	2058.267	1096.349	1478.683	2032.925	993.944	1155.237	2207.187	890.952	891.118	2136.807	1126.462	887.765	2118.150	875.199	1308.794	2063.039	1144.793	1294.442	2201.838	1033.546	1332.499	2315.147	1046.130	1118.542	2352.372	1076.000	948.299	2297.844	879.231	920.094	2206.709	1202.783	914.214	2086.134	828.146	574.438	1957.868	1093.715	634.347	2170.797	826.474	413.029	2068.893	946.479	442.073	1973.162	1170.992	489.001	1991.076	1017.135	485.786	2084.719	844.444	324.757	1895.893	1108.740	427.274	2304.341	1055.508	26.061	2122.222	1120.208	31.258	2289.069	961.964	55.176	2055.899	1183.777	64.643	2142.749	892.622	36.050	1896.898	1102.990	49.800	2188.952	873.360	25.683	1899.381	1155.980	36.816	1768.459	922.189	1135.443	1826.257	1133.298	1117.208	1849.956	959.243	1117.586	1842.446	1076.752	1068.709	1798.100	933.483	1034.079	1788.622	1156.832	1055.907	2148.012	810.200	1084.994	2078.595	1265.650	1064.114	2064.219	893.379	971.327	2025.654	1172.212	955.306	2019.398	799.073	1015.215	1966.890	1272.869	990.525
1736	17.35000	00:58:23:17	1940.906	989.678	1547.498	2082.603	908.614	1471.017	2062.396	1097.542	1487.259	2031.610	994.499	1165.144	2203.387	890.498	896.455	2132.233	1125.906	893.104	2121.424	875.903	1316.281	2065.931	1146.192	1302.375	2204.927	1035.419	1338.546	2314.316	1046.565	1122.193	2349.027	1076.794	951.589	2293.249	878.469	922.850	2201.742	1202.459	919.043	2085.600	829.215	575.453	1956.411	1092.628	634.411	2172.098	828.302	414.094	2069.739	948.252	443.116	1973.223	1171.175	489.104	1992.134	1017.318	485.479	2086.090	845.971	326.099	1895.987	1108.421	427.710	2304.107	1055.541	26.127	2114.497	1120.486	27.688	2288.907	962.079	55.275	2048.019	1183.465	62.285	2142.606	892.648	35.754	1889.882	1100.912	51.163	2188.632	873.257	25.629	1891.452	1153.896	38.024	1773.021	924.165	1148.842	1829.902	1132.976	1129.674	1851.621	962.101	1129.309	1844.030	1076.530	1081.006	1797.952	936.244	1047.128	1790.495	1156.477	1069.773	2148.365	811.648	1091.412	2078.388	1265.847	1070.765	2063.245	895.686	979.281	2024.474	1171.772	963.110	2018.554	801.241	1023.392	1965.992	1272.631	998.856
1737	17.36000	00:58:23:17	1945.095	990.951	1556.474	2086.392	909.850	1479.229	2066.309	1098.727	1495.522	2032.790	995.203	1173.463	2199.650	890.159	901.787	2127.817	1125.063	898.491	2124.083	876.446	1323.381	2068.592	1147.568	1310.192	2208.107	1036.588	1344.354	2313.354	1047.188	1125.739	2345.646	1077.664	954.850	2289.909	878.590	927.749	2196.678	1202.170	923.879	2085.119	830.389	576.413	1955.157	1091.559	634.497	2173.489	830.249	415.500	2070.424	950.150	444.193	1973.270	1171.409	489.344	1993.541	1017.496	485.257	2087.508	847.644	327.445	1896.291	1107.782	428.077	2303.897	1055.621	26.167	2107.298	1120.609	24.352	2288.761	962.204	55.427	2040.659	1182.868	59.937	2142.449	892.599	35.510	1883.607	1098.367	52.512	2188.382	873.202	25.579	1884.140	1151.358	39.183	1777.773	926.002	1161.935	1833.339	1132.695	1141.844	1853.140	966.825	1139.121	1845.329	1076.328	1092.835	1797.456	939.174	1059.630	1792.218	1156.448	1083.467	2148.492	813.173	1097.576	2077.904	1266.224	1077.469	2062.009	897.843	987.062	2023.066	1171.346	970.846	2017.524	803.625	1031.230	1964.881	1272.384	1007.178
1738	17.37000	00:58:23:17	1949.168	992.287	1565.072	2089.944	911.011	1487.122	2070.124	1099.941	1503.480	2033.976	995.768	1181.633	2196.000	890.117	907.019	2122.173	1124.268	902.441	2126.899	877.219	1330.425	2070.916	1148.871	1317.704	2211.459	1036.921	1349.796	2312.247	1047.908	1129.372	2342.212	1078.485	958.151	2286.228	878.706	932.226	2192.175	1201.787	928.706	2084.727	831.669	577.390	1954.044	1090.505	634.562	2175.020	832.143	417.241	2070.990	952.253	445.370	1973.231	1171.670	489.713	1994.817	1017.649	485.309	2088.960	849.416	329.119	1896.840	1106.917	428.296	2303.750	1055.664	26.146	2100.787	1120.491	21.661	2288.670	962.415	55.568	2033.876	1182.021	57.900	2142.327	892.623	35.362	1878.041	1095.581	53.570	2188.150	873.220	25.585	1877.583	1148.602	39.982	1782.748	927.967	1174.415	1836.535	1132.568	1153.645	1855.480	969.493	1149.803	1846.575	1076.285	1104.456	1796.842	941.516	1071.713	1793.706	1156.693	1096.844	2148.321	814.747	1103.569	2077.214	1266.667	1084.108	2060.495	900.067	994.793	2021.464	1171.160	978.651	2016.322	805.947	1039.169	1963.610	1272.182	1015.422
1739	17.38000	00:58:23:17	1953.126	993.619	1573.554	2093.284	912.222	1494.715	2073.776	1101.132	1511.033	2034.992	996.765	1189.619	2192.200	890.054	912.308	2118.044	1124.064	908.362	2129.153	877.888	1337.095	2073.044	1150.135	1325.007	2213.974	1038.001	1355.153	2310.946	1048.632	1133.055	2338.651	1079.264	961.409	2282.095	877.789	935.456	2187.009	1201.657	933.439	2084.376	833.130	578.518	1953.067	1089.494	634.654	2177.999	835.691	417.852	2071.933	954.473	446.322	1973.194	1171.935	490.239	1996.082	1017.708	485.606	2090.559	851.433	330.667	1897.650	1106.039	428.444	2303.688	1055.762	26.089	2095.194	1119.996	20.205	2288.735	962.609	55.761	2027.744	1180.843	56.070	2142.251	892.686	35.317	1873.132	1092.885	53.657	2187.985	873.253	25.622	1871.951	1145.941	39.799	1788.027	929.868	1186.527	1839.665	1133.390	1165.425	1856.201	975.218	1158.579	1849.416	1076.761	1117.493	1796.171	943.446	1083.644	1794.952	1157.185	1109.619	2147.864	816.378	1109.355	2076.370	1267.257	1090.767	2058.862	902.371	1002.156	2019.677	1171.100	986.288	2014.909	808.550	1046.897	1962.418	1272.149	1023.799
1740	17.39000	00:58:23:18	1956.959	994.972	1581.814	2096.495	913.386	1502.193	2077.314	1102.363	1518.354	2035.422	997.425	1197.331	2189.072	889.048	917.579	2112.881	1123.009	912.719	2131.172	878.623	1343.503	2075.011	1151.331	1332.156	2216.218	1039.099	1360.459	2309.483	1049.573	1136.628	2334.966	1080.074	964.756	2278.446	878.262	940.040	2181.736	1201.683	938.137	2084.062	834.808	579.687	1952.132	1088.663	634.831	2179.117	837.174	420.744	2073.035	956.861	447.578	1973.327	1172.188	490.897	1997.349	1017.792	485.917	2092.286	853.448	332.517	1898.737	1105.343	428.544	2303.687	1055.839	25.991	2090.953	1119.524	20.748	2288.911	962.863	55.957	2022.533	1179.401	54.952	2142.276	892.738	35.415	1869.000	1090.495	51.810	2187.944	873.338	25.633	1867.504	1143.685	38.336	1793.352	931.929	1198.111	1842.943	1133.676	1176.878	1857.393	979.207	1167.705	1848.807	1076.770	1127.277	1795.477	945.304	1095.273	1796.225	1157.829	1122.333	2147.459	817.824	1114.971	2075.418	1267.892	1097.452	2057.004	904.844	1009.305	2017.679	1171.183	993.919	2013.421	811.099	1054.434	1961.018	1272.270	1032.134
1741	17.40000	00:58:23:18	1960.690	996.298	1589.844	2099.627	914.506	1509.315	2080.648	1103.502	1525.443	2035.854	998.550	1204.760	2185.508	888.948	922.832	2108.489	1123.254	918.179	2132.963	879.461	1349.658	2076.568	1152.552	1339.149	2217.996	1040.061	1365.688	2307.842	1050.433	1140.311	2331.049	1080.883	968.241	2275.236	879.692	945.694	2176.344	1201.847	942.867	2083.811	836.556	580.931	1951.146	1087.974	635.108	2180.550	839.179	423.342	2074.362	959.289	448.674	1973.775	1172.483	491.680	2000.631	1018.310	485.374	2094.296	855.554	334.183	1900.019	1104.992	428.726	2303.765	1055.844	25.895	2088.587	1118.790	22.038	2289.111	963.073	56.063	2018.725	1177.854	54.483	2142.289	892.870	35.521	1866.015	1088.607	47.801	2187.952	873.391	25.721	1864.645	1141.885	35.914	1798.379	934.201	1209.160	1845.573	1133.544	1187.693	1858.534	983.048	1176.574	1849.740	1077.171	1138.118	1794.769	947.104	1106.790	1797.497	1158.555	1134.688	2146.270	819.772	1120.645	2074.318	1268.551	1104.001	2054.952	907.693	1016.161	2015.530	1171.354	1001.354	2011.551	813.159	1061.688	1959.583	1272.622	1040.265
1742	17.41000	00:58:23:18	1964.278	997.606	1597.668	2102.650	915.673	1516.312	2083.847	1104.657	1532.307	2035.999	999.633	1212.187	2181.747	888.892	928.099	2104.653	1123.123	922.830	2134.504	880.376	1355.551	2077.994	1153.715	1346.019	2219.721	1041.053	1370.753	2306.004	1051.321	1144.037	2326.605	1082.089	971.927	2271.455	880.176	950.096	2170.811	1201.984	947.675	2083.646	838.414	582.244	1950.006	1087.316	635.530	2182.507	841.883	425.593	2075.994	961.649	449.859	1974.487	1172.789	492.520	2002.419	1018.632	485.630	2096.537	857.468	335.918	1901.453	1104.919	428.901	2303.884	1055.882	25.838	2088.261	1117.938	22.819	2289.421	963.262	56.211	2017.380	1176.424	54.852	2142.399	892.918	35.789	1864.460	1088.426	43.065	2188.089	873.493	25.813	1863.546	1141.668	33.091	1803.131	936.382	1219.634	1847.916	1133.659	1197.739	1859.281	987.687	1184.763	1850.621	1077.743	1148.675	1794.035	949.138	1117.956	1798.662	1159.322	1146.938	2145.117	821.427	1126.225	2073.027	1269.207	1110.414	2052.439	910.753	1022.658	2013.374	1171.793	1008.583	2010.012	815.625	1069.005	1957.993	1273.089	1048.269
1743	17.42000	00:58:23:18	1967.760	998.796	1605.210	2105.541	916.720	1523.074	2086.944	1105.789	1538.981	2035.732	999.827	1219.909	2177.323	888.719	932.706	2098.932	1123.256	928.371	2135.835	881.290	1361.222	2079.128	1154.854	1352.654	2221.085	1041.986	1375.388	2304.030	1052.250	1147.847	2322.088	1083.194	975.443	2267.702	880.859	954.655	2165.172	1202.170	952.350	2083.533	840.190	583.687	1948.777	1086.610	636.015	2184.662	844.787	427.982	2077.749	963.911	451.159	1975.437	1173.010	493.060	2003.893	1018.715	486.256	2098.929	859.303	337.889	1902.891	1104.979	429.053	2304.058	1055.923	25.737	2088.462	1116.311	22.390	2289.812	963.494	56.409	2019.049	1175.527	55.109	2142.689	892.929	36.308	1863.454	1090.096	42.164	2188.414	873.565	25.985	1863.620	1142.663	31.903	1807.412	938.418	1229.634	1850.487	1134.424	1207.918	1860.082	990.788	1193.664	1851.372	1078.501	1159.024	1793.438	951.414	1128.703	1799.732	1160.330	1158.702	2144.108	822.934	1131.507	2071.775	1269.761	1116.850	2050.226	912.914	1029.144	2011.019	1172.293	1015.559	2008.036	817.572	1076.027	1956.275	1273.766	1056.131
1744	17.43000	00:58:23:19	1971.118	999.887	1612.383	2108.433	917.788	1529.530	2089.857	1106.824	1545.410	2034.805	1001.554	1226.029	2173.297	889.343	938.430	2094.420	1122.714	932.421	2137.086	882.220	1366.812	2080.073	1155.999	1359.150	2222.375	1043.003	1380.126	2301.709	1053.054	1151.414	2317.372	1084.459	978.933	2264.304	881.545	958.980	2159.483	1202.477	956.839	2083.520	842.050	585.144	1947.609	1086.038	636.340	2186.992	847.805	430.604	2079.669	965.991	452.516	1976.660	1173.235	493.327	2005.245	1018.390	487.045	2101.563	860.974	339.808	1904.498	1105.021	429.255	2304.232	1056.090	25.493	2088.294	1114.909	21.690	2290.377	963.787	56.657	2022.112	1175.289	55.206	2143.216	892.969	37.120	1864.198	1090.962	42.887	2189.043	873.656	26.102	1863.573	1144.113	31.603	1811.201	940.409	1239.160	1852.974	1135.335	1217.805	1860.625	993.702	1202.551	1852.068	1079.427	1169.216	1792.608	953.841	1139.066	1800.783	1161.545	1170.136	2142.707	824.559	1136.769	2070.391	1270.422	1123.014	2047.938	914.810	1035.360	2008.791	1172.892	1022.276	2005.977	819.568	1082.782	1954.528	1274.608	1063.626
1745	17.44000	00:58:23:19	1974.427	1000.968	1619.237	2111.229	918.800	1535.662	2092.732	1107.906	1551.474	2034.133	1002.851	1232.646	2169.275	890.057	944.014	2087.493	1123.062	938.390	2138.133	883.164	1372.035	2080.915	1157.112	1365.327	2223.520	1043.997	1384.624	2298.905	1053.865	1154.613	2312.500	1085.862	982.302	2260.408	882.432	963.490	2153.793	1202.799	961.043	2083.660	844.017	586.498	1946.709	1085.774	636.369	2189.512	850.835	433.415	2081.817	967.877	453.827	1978.250	1173.627	493.349	2006.684	1017.966	487.703	2104.519	862.616	341.652	1906.487	1105.154	429.263	2304.536	1056.331	25.191	2088.448	1115.867	21.163	2291.122	964.196	56.831	2023.806	1175.608	54.903	2144.021	892.933	37.993	1863.811	1090.781	41.888	2190.031	873.788	26.274	1863.018	1144.455	30.660	1814.504	942.488	1247.941	1855.187	1136.037	1226.982	1861.133	996.218	1211.396	1852.504	1080.527	1178.883	1791.859	956.413	1149.255	1801.751	1162.938	1181.180	2141.244	826.151	1141.783	2069.052	1271.256	1129.086	2045.627	916.694	1041.523	2006.525	1173.723	1029.059	2003.846	821.497	1089.122	1952.744	1275.602	1071.026
1746	17.45000	00:58:23:19	1977.672	1001.892	1625.672	2113.916	919.842	1541.209	2095.415	1108.887	1557.068	2033.327	1003.997	1239.138	2165.188	890.737	949.465	2080.267	1122.588	943.928	2139.146	884.111	1377.033	2081.746	1158.178	1371.219	2224.591	1045.060	1388.825	2296.678	1055.010	1157.828	2307.579	1087.240	985.578	2256.619	883.377	967.950	2148.212	1203.311	965.274	2083.828	845.725	588.005	1946.152	1085.900	636.026	2192.233	853.622	436.069	2084.071	969.556	455.043	1980.237	1174.228	493.045	2008.522	1017.842	487.965	2107.657	864.063	343.599	1909.084	1105.493	429.032	2304.927	1056.792	24.787	2088.561	1117.046	20.725	2292.111	964.774	57.119	2022.837	1176.518	53.777	2145.372	892.730	39.362	1863.505	1091.564	40.892	2191.451	873.917	26.525	1862.518	1143.810	29.159	1817.467	944.350	1256.833	1857.394	1137.103	1235.772	1861.694	998.809	1219.863	1851.379	1080.917	1186.101	1790.906	959.421	1158.836	1802.687	1164.472	1191.915	2139.718	827.638	1146.557	2067.781	1272.187	1134.950	2043.205	918.484	1047.627	2004.107	1174.547	1035.745	2001.692	823.250	1095.408	1950.923	1276.738	1078.207
1747	17.46000	00:58:23:19	1980.882	1002.810	1631.809	2116.640	920.833	1546.452	2098.120	1109.853	1562.349	2032.474	1005.165	1245.375	2161.055	891.347	954.560	2074.868	1122.576	948.138	2140.240	885.132	1381.930	2082.698	1159.287	1376.612	2225.666	1045.991	1392.730	2294.477	1056.137	1160.798	2302.609	1088.573	988.698	2252.519	884.232	971.732	2141.878	1202.631	967.333	2084.227	846.920	589.226	1945.641	1086.195	635.358	2195.138	856.232	438.515	2090.023	972.439	454.058	1982.504	1175.030	492.498	2010.760	1018.060	487.629	2111.127	865.427	345.203	1912.067	1106.093	428.502	2305.252	1057.438	24.473	2088.817	1118.094	20.446	2293.344	965.554	57.448	2021.151	1177.481	52.941	2147.176	892.348	40.999	1863.736	1092.093	40.901	2193.458	873.985	27.089	1862.716	1144.453	28.658	1820.049	946.025	1265.339	1859.605	1138.350	1244.149	1862.256	1001.121	1228.374	1852.647	1081.876	1196.559	1790.239	961.695	1168.865	1803.658	1166.128	1202.280	2138.153	829.003	1151.039	2066.471	1273.329	1140.750	2040.606	920.450	1053.559	2001.617	1175.658	1041.912	1999.375	825.101	1101.223	1949.117	1278.034	1085.278
1748	17.47000	00:58:23:20	1984.028	1003.688	1637.319	2119.279	921.703	1551.246	2100.698	1110.803	1567.140	2031.661	1006.283	1251.125	2157.615	891.818	958.951	2069.477	1122.506	952.011	2140.875	885.947	1386.122	2083.701	1160.265	1381.806	2226.745	1046.900	1396.153	2292.240	1057.107	1163.396	2297.668	1089.844	991.521	2248.980	885.239	976.035	2136.319	1203.307	971.317	2084.671	847.927	590.274	1944.925	1086.379	634.624	2198.129	858.617	440.809	2089.927	973.075	456.331	1984.566	1175.705	491.871	2013.027	1018.984	486.949	2114.803	866.567	346.824	1914.747	1106.775	427.622	2305.502	1058.188	24.051	2088.959	1118.745	20.307	2294.696	966.412	57.979	2020.977	1178.080	52.599	2149.371	891.743	42.628	1863.901	1092.386	41.178	2195.886	873.955	27.884	1862.523	1145.008	28.434	1822.303	947.532	1273.566	1861.679	1140.226	1252.288	1862.859	1003.325	1236.471	1853.399	1083.525	1205.973	1789.671	963.992	1178.535	1804.510	1167.896	1212.442	2136.445	830.176	1155.218	2065.192	1274.419	1146.204	2038.027	922.054	1059.151	1998.977	1176.875	1048.266	1997.074	826.799	1107.009	1947.193	1279.493	1092.177
1749	17.48000	00:58:23:20	1986.822	1004.315	1643.491	2121.881	922.671	1555.511	2103.242	1111.717	1571.492	2030.867	1007.393	1256.645	2153.006	892.658	962.229	2064.267	1122.227	955.409	2141.720	886.895	1390.227	2084.841	1161.224	1386.637	2227.838	1047.792	1399.056	2290.006	1057.979	1165.475	2292.829	1091.000	994.221	2245.016	885.883	979.126	2130.782	1203.636	974.856	2084.956	848.691	591.443	1944.004	1086.217	633.910	2201.104	860.921	442.923	2090.337	973.739	458.220	1986.030	1176.062	491.878	2015.134	1020.154	486.511	2118.545	867.563	348.230	1916.244	1107.159	427.043	2305.672	1059.206	23.634	2088.953	1119.212	20.223	2296.148	967.430	58.654	2021.935	1178.291	52.513	2152.023	891.091	44.312	1863.858	1092.521	41.021	2198.746	874.100	28.669	1862.440	1144.921	28.124	1824.486	948.953	1281.402	1863.712	1141.622	1259.921	1863.515	1005.200	1244.269	1853.557	1085.729	1214.128	1789.084	966.361	1187.693	1805.500	1169.832	1222.287	2134.472	831.793	1159.440	2063.839	1275.661	1151.278	2035.439	923.592	1064.334	1996.075	1178.239	1054.217	1994.704	828.436	1112.542	1945.296	1281.073	1098.953
