NO_OF_FRAMES	421
NO_OF_CAMERAS	13
NO_OF_MARKERS	62
FREQUENCY	95.8
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-03-21, 11:52:52.295	331924.95677212
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RTHMB	RMID	RPNKY	LTHMB	LMID	LPNKY	LFRM	LFSH	RBHD	LBHD	LPLM
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RMID X	RMID Y	RMID Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LMID X	LMID Y	LMID Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	LPLM X	LPLM Y	LPLM Z	
1459	15.18750	00:00:00:00	742.950	1579.272	-271.049	673.653	1535.519	-319.707	792.477	1568.126	-341.630	723.112	1327.168	-291.985	696.262	1168.182	-239.970	707.449	1066.332	-229.597	713.776	962.313	-184.893	780.452	989.245	-453.448	819.154	1149.150	-451.957	638.270	1260.378	-333.562	703.076	1339.734	-497.552	713.442	1184.022	-521.637	597.271	1202.893	-498.095	606.171	995.036	-480.406	648.190	1013.173	-571.075	659.648	784.006	-544.903	704.054	799.749	-472.273	931.967	1265.428	-260.105	772.391	1221.770	-215.807	938.347	1137.457	-331.574	920.732	1122.888	-210.927	893.493	1199.009	-367.373	935.565	917.321	-288.162	1001.048	953.020	-330.404	959.946	969.539	-391.862	855.105	891.896	-523.841	813.624	961.828	-487.954	598.992	915.674	-394.430	876.056	898.232	-356.368	593.323	970.758	-235.590	841.878	936.141	-206.325	530.132	757.711	-345.265	524.575	861.654	-231.554	543.865	410.163	-270.850	650.958	404.936	-272.604	571.193	303.520	-268.409	573.596	75.321	-178.427	636.820	8.812	-112.060	552.340	-5.199	-338.407	569.175	19.520	-296.967	527.934	6.478	-251.423	890.813	655.463	-348.596	876.790	819.507	-217.008	913.673	421.221	-350.417	816.782	399.930	-342.368	895.320	316.267	-386.095	969.189	98.227	-424.872	932.947	17.415	-375.866	936.083	-12.587	-615.497	936.967	16.485	-565.544	1005.248	1.043	-542.966	717.969	926.902	-523.623	688.425	888.734	-551.383	721.380	855.032	-555.047	696.858	681.044	-438.146	663.901	620.226	-471.494	641.830	648.719	-493.624	695.285	957.651	-544.200	757.904	1223.841	-483.568	851.023	1440.908	-292.702	716.926	1411.185	-247.943	721.462	690.747	-486.643
1460	15.19792	00:00:00:00	750.532	1576.779	-278.424	680.760	1533.741	-327.008	799.909	1565.141	-348.948	728.030	1325.271	-298.750	699.234	1167.176	-245.546	709.482	1065.409	-234.030	714.194	962.196	-188.019	782.813	986.019	-457.416	822.899	1145.383	-457.203	642.397	1259.104	-340.172	709.060	1336.859	-504.288	718.424	1181.231	-527.526	601.922	1201.053	-504.199	610.803	993.482	-486.027	652.805	1010.515	-576.230	663.613	781.303	-548.299	708.347	797.511	-476.017	936.013	1262.257	-266.160	776.211	1220.348	-221.466	941.466	1133.755	-336.606	924.379	1120.395	-216.157	897.054	1195.259	-372.700	937.691	913.964	-291.450	1003.600	949.088	-333.844	963.145	964.945	-395.696	858.748	886.428	-527.612	817.774	955.674	-493.174	600.946	914.131	-397.939	878.062	894.980	-358.173	594.207	970.442	-239.625	842.417	935.353	-208.213	531.820	756.998	-348.948	524.927	861.422	-235.517	544.686	408.851	-277.087	651.855	403.706	-277.885	572.151	301.948	-273.232	573.811	75.042	-179.994	636.176	9.211	-112.042	552.992	-6.142	-338.796	570.352	18.500	-297.898	528.147	6.395	-252.185	891.015	654.108	-348.087	876.976	818.523	-217.348	913.091	419.723	-350.170	815.578	398.544	-343.581	894.712	314.648	-385.907	968.094	96.379	-424.245	931.526	15.137	-375.849	936.893	-12.627	-615.778	936.693	16.607	-565.511	1005.108	1.213	-542.691	722.014	922.465	-528.656	692.464	885.375	-555.740	753.932	851.156	-550.663	701.258	679.014	-440.948	668.217	617.960	-473.858	645.783	646.380	-495.944	699.673	955.006	-548.871	762.583	1220.447	-489.540	857.210	1437.283	-299.759	722.825	1409.103	-255.055	725.601	688.290	-489.711
1461	15.20833	00:00:00:00	757.979	1574.273	-285.895	687.804	1531.921	-334.575	807.351	1562.061	-356.313	732.761	1323.285	-305.572	701.888	1166.438	-250.942	710.911	1064.815	-238.057	714.287	962.008	-190.833	784.844	982.447	-460.591	826.495	1141.335	-462.159	646.615	1257.781	-346.828	714.982	1333.737	-511.213	723.130	1178.122	-533.482	606.791	1198.902	-510.936	614.071	991.256	-491.838	657.382	1007.429	-581.496	667.424	778.364	-551.645	712.305	795.095	-479.635	939.850	1258.930	-271.918	779.587	1218.904	-227.083	944.343	1130.088	-341.341	927.621	1117.689	-221.110	900.540	1191.238	-377.703	939.832	910.533	-294.914	1006.060	944.979	-337.177	966.224	960.525	-399.469	862.396	881.293	-531.480	821.766	951.230	-497.888	600.939	912.355	-402.557	880.398	891.698	-359.418	594.773	969.986	-243.530	842.631	934.633	-209.642	533.497	756.151	-352.489	524.880	861.111	-239.198	545.350	407.287	-283.046	652.639	402.415	-282.888	573.195	300.195	-277.695	574.133	74.742	-181.239	635.942	9.506	-112.149	553.205	-7.089	-339.034	570.741	17.772	-298.254	528.154	6.337	-252.417	891.378	653.409	-347.702	876.669	817.369	-217.172	912.959	418.452	-349.671	815.240	397.627	-344.509	894.693	313.422	-385.855	967.114	94.957	-423.833	930.180	13.050	-375.926	937.493	-12.736	-616.001	937.015	16.720	-565.529	1004.991	1.233	-542.619	728.548	919.322	-532.371	696.636	881.889	-559.974	758.515	846.436	-554.721	705.353	676.834	-443.494	683.785	615.239	-472.040	650.961	644.601	-497.823	703.965	952.048	-553.643	767.221	1216.724	-495.337	863.614	1433.338	-306.057	728.441	1406.918	-262.434	729.546	685.804	-492.527
1462	15.21875	00:00:00:00	765.168	1571.678	-293.601	694.707	1530.088	-342.472	814.688	1558.895	-363.787	737.289	1321.400	-312.371	704.295	1165.772	-256.252	712.111	1064.351	-241.841	714.002	961.764	-193.330	787.385	978.566	-463.381	829.997	1137.065	-466.710	650.791	1256.694	-353.553	721.017	1330.246	-518.066	728.138	1174.723	-539.347	611.755	1196.497	-517.964	618.253	988.013	-497.169	661.782	1004.086	-586.871	671.015	775.067	-554.906	716.039	792.444	-483.063	943.450	1255.583	-277.359	782.601	1217.528	-232.617	947.028	1126.353	-345.784	930.497	1114.825	-225.835	903.851	1187.138	-382.367	941.793	906.971	-298.120	1008.262	940.957	-340.241	969.040	956.223	-403.028	865.977	876.525	-535.326	825.329	946.781	-502.420	605.030	910.034	-404.205	875.749	886.474	-360.136	595.016	969.325	-247.318	842.461	933.956	-210.655	535.130	754.998	-355.865	524.422	860.702	-242.716	545.667	405.546	-288.748	653.181	401.042	-287.243	574.154	298.308	-281.732	574.694	74.449	-182.372	636.222	9.718	-112.402	552.708	-8.694	-339.596	570.766	17.164	-298.444	528.117	6.308	-252.411	891.932	652.960	-347.332	875.948	816.354	-216.712	912.950	417.452	-349.134	815.126	396.947	-345.151	894.859	312.444	-385.665	965.925	93.605	-423.518	929.278	11.223	-375.745	937.742	-12.835	-616.089	936.944	16.708	-565.490	1004.891	1.249	-542.525	730.626	913.677	-539.036	700.918	878.280	-564.076	762.164	841.901	-559.160	709.093	674.472	-445.832	687.331	612.655	-473.708	653.183	641.148	-499.603	708.159	948.708	-558.412	771.858	1212.644	-500.767	869.382	1429.634	-313.040	733.717	1404.850	-270.102	733.355	683.133	-495.164
1463	15.22917	00:00:00:00	772.109	1569.223	-301.487	701.534	1528.232	-350.723	821.939	1555.672	-371.490	741.551	1319.508	-319.024	705.732	1165.920	-260.062	713.164	1064.141	-245.437	713.392	961.515	-195.620	790.214	974.487	-466.091	833.453	1132.639	-470.948	654.624	1255.428	-360.232	726.924	1326.551	-524.787	733.135	1171.067	-545.087	616.708	1193.800	-525.010	622.201	984.868	-502.564	666.496	1000.431	-592.160	674.414	771.574	-558.040	719.544	789.560	-486.381	946.850	1252.197	-282.358	785.376	1216.273	-238.028	949.681	1122.549	-349.830	932.932	1111.949	-230.107	907.580	1182.779	-386.576	943.578	903.396	-301.283	1010.191	936.950	-342.817	971.709	952.099	-406.303	869.566	871.996	-539.073	828.401	942.881	-506.898	607.168	907.606	-406.940	877.410	883.085	-361.144	594.979	968.636	-250.911	841.936	933.352	-211.518	536.709	753.796	-358.983	522.777	860.413	-246.988	545.682	403.798	-294.003	653.290	399.636	-290.775	574.651	296.682	-285.725	575.410	74.172	-183.639	636.932	9.985	-112.906	552.240	-9.595	-339.636	570.741	16.544	-298.814	528.043	6.293	-252.382	892.638	652.494	-346.993	875.059	815.562	-216.126	913.071	416.385	-348.295	815.170	396.251	-345.433	895.104	311.556	-385.269	966.161	92.605	-422.659	929.136	9.874	-375.629	941.548	-14.734	-612.275	936.926	16.705	-565.342	1004.891	1.268	-542.430	733.662	909.292	-543.128	705.288	874.554	-568.040	766.797	837.527	-563.379	712.754	672.129	-448.002	690.953	610.096	-475.125	656.692	638.166	-501.036	712.340	945.030	-563.123	776.313	1208.370	-505.978	874.940	1425.921	-319.798	738.775	1402.895	-278.119	736.982	680.154	-497.527
1464	15.23958	00:00:00:00	778.875	1566.842	-309.810	708.223	1526.390	-359.168	829.102	1552.305	-379.274	745.651	1317.581	-325.539	708.368	1165.219	-264.747	714.119	1063.921	-248.944	712.425	961.353	-197.859	792.735	970.543	-468.291	836.834	1128.127	-474.892	658.437	1254.036	-366.706	732.557	1322.628	-531.370	737.483	1167.464	-549.978	621.712	1190.785	-532.076	626.046	981.672	-507.975	670.853	996.510	-597.341	677.684	767.771	-561.134	722.794	786.470	-489.638	950.087	1248.826	-287.121	788.005	1215.005	-243.268	952.263	1118.739	-353.640	934.827	1108.989	-234.011	910.713	1178.477	-390.686	944.970	899.861	-304.079	1011.846	932.794	-344.924	974.841	948.087	-409.608	873.015	867.600	-542.567	831.855	938.153	-510.841	609.116	905.121	-409.666	878.482	881.161	-361.010	594.681	967.932	-254.443	841.202	932.834	-212.320	538.253	752.402	-361.846	521.764	859.512	-250.555	545.599	402.075	-299.068	653.328	398.190	-295.292	574.807	295.000	-289.694	576.090	73.911	-184.986	637.598	10.321	-113.597	551.682	-10.575	-339.827	570.606	15.900	-299.315	527.946	6.243	-252.456	893.817	652.116	-347.746	873.971	814.972	-215.597	913.193	415.050	-346.509	815.315	395.467	-345.091	895.480	310.769	-384.547	966.275	91.837	-422.165	929.436	8.920	-375.322	941.578	-14.750	-612.218	936.499	16.586	-565.382	1005.049	1.258	-542.420	737.161	905.127	-547.530	709.724	870.715	-571.860	771.010	833.244	-567.692	716.078	669.428	-450.101	694.101	607.126	-476.367	660.058	635.017	-502.398	716.501	941.096	-567.749	780.576	1203.897	-510.953	880.267	1422.248	-326.501	743.548	1401.084	-285.612	740.378	677.064	-499.852
1465	15.25000	00:00:00:00	785.584	1564.535	-318.274	714.769	1524.450	-367.754	836.136	1548.796	-387.212	749.621	1315.534	-331.967	710.676	1164.580	-269.730	714.501	1063.765	-252.273	711.503	961.231	-200.139	795.240	966.562	-470.463	840.223	1123.503	-478.642	661.988	1252.506	-372.993	737.905	1318.579	-537.742	742.236	1163.597	-555.274	626.613	1187.461	-539.021	629.857	978.391	-513.172	675.626	992.332	-602.315	680.827	763.881	-564.165	725.835	783.022	-492.754	953.157	1245.398	-291.719	790.702	1213.833	-248.425	954.780	1114.969	-357.139	936.528	1106.065	-237.555	913.732	1174.184	-394.574	946.114	896.316	-306.483	1013.399	928.842	-347.279	977.081	944.028	-412.137	876.321	863.392	-545.859	835.116	933.963	-514.677	610.893	902.623	-412.186	879.352	879.236	-360.898	594.179	967.140	-258.013	840.318	932.355	-213.183	538.949	751.206	-364.952	520.802	858.290	-253.859	545.375	400.366	-303.811	653.153	396.798	-299.899	574.640	293.368	-293.560	576.660	73.634	-186.252	638.118	10.631	-114.221	551.485	-11.428	-340.202	570.761	15.378	-299.915	527.780	6.513	-252.886	894.809	651.003	-346.866	873.158	814.358	-215.025	913.451	414.182	-345.434	815.583	394.572	-344.066	895.781	310.100	-383.620	966.612	91.222	-421.665	930.086	8.134	-374.956	937.986	-12.734	-615.868	936.814	16.444	-565.398	1005.288	1.069	-542.587	740.907	901.129	-552.073	714.206	866.769	-575.528	774.700	829.044	-571.919	719.156	666.627	-452.172	697.163	604.135	-477.577	663.282	631.769	-503.766	720.410	936.996	-572.547	785.164	1199.133	-515.639	885.375	1418.452	-332.962	748.091	1399.345	-292.955	743.601	673.755	-502.160
1466	15.26042	00:00:00:00	792.137	1562.180	-326.915	721.140	1522.383	-376.415	842.962	1545.135	-395.204	753.462	1313.510	-338.199	712.598	1163.614	-274.666	714.552	1063.324	-254.419	710.603	961.047	-202.290	797.423	962.647	-472.536	843.457	1118.896	-482.199	665.288	1250.794	-379.133	743.006	1314.521	-543.872	746.905	1159.661	-560.329	631.258	1183.938	-545.584	633.619	974.989	-518.139	679.862	988.198	-607.095	683.966	759.977	-567.157	728.887	779.660	-495.805	956.103	1241.902	-296.217	793.145	1212.288	-253.369	957.218	1111.145	-360.325	937.855	1103.254	-240.751	916.513	1169.813	-398.278	946.053	892.836	-307.810	1014.685	924.829	-348.806	979.159	939.839	-414.176	879.719	859.087	-548.357	838.332	929.959	-518.325	612.227	900.110	-414.729	880.034	877.310	-360.798	593.743	966.203	-261.301	839.157	932.127	-214.378	539.915	749.827	-367.066	520.296	856.796	-256.470	544.984	398.657	-308.457	652.735	395.330	-304.652	574.335	291.684	-297.197	577.091	73.389	-187.550	638.497	10.974	-114.810	551.404	-12.086	-340.636	571.151	14.862	-300.570	527.682	6.568	-253.279	895.654	649.340	-344.620	872.522	814.097	-214.591	913.715	413.291	-344.307	816.538	393.820	-341.452	896.024	309.409	-382.462	967.099	90.809	-421.199	930.802	7.526	-374.641	937.883	-12.686	-615.765	937.323	16.541	-564.946	1005.535	1.013	-542.576	744.684	897.246	-556.588	718.710	862.721	-579.037	750.915	823.758	-584.509	722.176	663.626	-454.344	701.550	602.430	-478.796	666.364	628.596	-505.255	724.387	932.841	-576.486	789.063	1194.560	-520.142	890.278	1414.779	-339.301	752.483	1397.668	-300.193	746.682	670.284	-504.476
1467	15.27083	00:00:00:00	798.459	1559.722	-335.556	727.295	1520.182	-385.072	849.555	1541.328	-403.285	757.060	1311.235	-344.324	711.671	1164.221	-280.174	713.979	1062.583	-257.317	709.818	960.810	-204.521	799.288	958.778	-474.520	846.497	1114.287	-485.603	668.455	1248.936	-385.029	747.840	1310.286	-549.879	751.341	1155.661	-565.189	635.712	1180.374	-551.746	638.015	971.321	-523.455	683.932	984.042	-611.622	687.099	756.036	-570.113	731.854	776.079	-498.758	958.935	1238.263	-300.779	795.316	1210.656	-258.121	959.462	1107.224	-363.238	938.916	1100.427	-243.786	919.036	1165.426	-401.745	946.187	889.352	-309.295	1015.782	920.710	-349.967	981.153	935.560	-415.822	882.935	854.694	-550.814	841.335	926.490	-521.666	613.330	897.542	-416.906	880.538	875.387	-360.699	593.356	965.156	-264.443	838.365	931.851	-215.348	540.407	748.442	-368.786	519.918	855.394	-258.813	544.512	397.003	-312.839	652.149	393.772	-309.260	573.845	290.050	-300.674	577.424	73.145	-188.656	638.901	11.321	-115.324	549.639	-12.350	-337.941	571.439	14.410	-301.279	527.502	6.570	-253.499	896.688	647.896	-343.631	872.894	814.322	-213.836	913.951	412.439	-343.192	816.614	392.916	-340.344	896.131	308.776	-381.189	967.336	90.298	-420.585	931.590	6.964	-374.338	937.815	-12.614	-615.563	937.365	16.531	-564.680	1005.755	0.968	-542.537	748.279	893.426	-560.903	723.216	858.576	-582.379	754.332	819.695	-588.343	725.216	660.186	-456.767	703.341	599.571	-480.823	670.291	625.375	-507.090	728.075	928.734	-580.546	792.658	1189.917	-524.444	894.963	1411.009	-345.664	756.695	1395.975	-307.232	749.674	666.716	-506.729
1468	15.28125	00:00:00:00	804.537	1557.135	-344.174	733.266	1517.776	-393.670	855.859	1537.442	-411.429	760.452	1308.868	-350.340	715.111	1162.007	-283.041	714.324	1061.738	-260.533	709.618	960.291	-206.815	800.654	954.889	-476.406	849.240	1109.640	-488.871	671.336	1246.946	-390.836	752.240	1305.619	-555.721	755.538	1151.594	-569.893	639.901	1176.737	-557.536	641.438	967.863	-528.045	687.200	979.937	-615.967	690.249	752.141	-572.957	734.783	772.587	-501.571	961.519	1234.587	-305.118	796.310	1209.162	-262.125	961.588	1103.201	-365.891	939.753	1097.498	-246.574	921.359	1161.058	-404.988	946.264	885.839	-310.699	1016.571	916.269	-350.639	983.070	931.118	-417.083	885.337	850.603	-552.379	844.482	922.575	-524.700	614.113	895.045	-419.049	880.879	873.469	-360.588	593.135	964.070	-267.332	837.691	931.467	-216.294	540.558	747.070	-370.228	519.702	854.087	-260.805	543.877	395.289	-316.967	651.438	392.311	-313.888	573.428	288.434	-303.860	577.749	72.674	-189.740	639.277	11.622	-115.746	549.291	-12.775	-337.798	571.715	14.141	-301.535	527.452	6.527	-253.644	897.595	646.458	-342.525	872.736	813.794	-213.662	914.135	412.097	-343.141	816.722	391.952	-338.858	896.222	308.096	-379.923	967.735	89.805	-420.038	932.256	6.233	-373.957	937.749	-12.502	-615.362	937.426	16.501	-564.408	1006.003	0.937	-542.480	751.841	889.755	-564.982	727.700	854.340	-585.550	757.693	815.840	-591.999	727.986	656.555	-459.088	705.623	596.500	-482.775	672.992	621.996	-509.122	731.659	924.631	-584.355	796.114	1185.335	-528.788	899.429	1407.243	-352.028	760.789	1394.208	-314.142	752.585	663.130	-509.028
1469	15.29167	00:00:00:00	810.424	1554.438	-352.791	738.921	1515.278	-402.071	861.853	1533.340	-419.522	763.663	1306.433	-356.117	716.786	1160.116	-287.941	714.656	1060.737	-263.647	709.086	959.760	-208.616	801.753	951.150	-478.094	851.708	1104.968	-491.973	674.075	1244.803	-396.488	756.756	1301.323	-561.304	759.449	1147.429	-574.469	643.716	1172.977	-562.811	644.741	964.189	-532.475	690.942	975.711	-620.189	693.432	748.189	-575.728	737.684	768.898	-504.323	963.469	1230.971	-308.669	798.039	1207.266	-266.707	963.843	1099.013	-368.284	940.488	1094.435	-249.065	923.361	1156.632	-408.094	946.136	882.278	-311.733	1017.106	912.130	-350.930	984.786	926.698	-418.011	888.249	846.074	-554.163	847.674	918.886	-527.183	614.372	893.244	-420.887	881.067	871.556	-360.454	593.042	962.865	-269.859	836.776	931.139	-217.094	540.471	745.725	-371.409	519.539	852.847	-262.481	543.156	393.641	-320.874	650.587	390.758	-318.140	573.079	286.838	-306.841	577.921	72.301	-190.546	639.528	11.894	-116.041	549.095	-13.114	-337.819	572.016	13.911	-301.680	527.402	6.532	-253.796	898.168	645.298	-340.919	872.593	813.277	-213.215	914.114	411.079	-341.904	816.725	390.948	-337.498	896.248	307.209	-378.733	968.060	89.070	-419.294	932.855	5.253	-373.508	937.750	-12.423	-615.139	937.377	16.440	-564.107	1006.245	0.886	-542.422	755.406	886.265	-568.993	732.143	850.016	-588.540	761.134	811.930	-595.375	730.846	652.959	-461.429	707.968	592.984	-484.870	675.680	618.418	-511.363	735.102	920.548	-587.897	799.478	1180.726	-533.110	903.715	1403.460	-358.123	764.743	1392.398	-320.913	756.105	658.886	-511.732
1470	15.30208	00:00:00:00	816.067	1551.674	-361.337	744.276	1512.608	-410.336	867.518	1529.223	-427.532	766.673	1303.848	-361.735	718.111	1158.735	-292.395	714.981	1059.727	-266.606	708.754	959.174	-210.211	802.354	947.459	-479.606	853.871	1100.296	-494.924	676.352	1242.831	-401.694	760.892	1296.983	-566.669	763.059	1143.215	-578.852	647.421	1169.149	-567.836	648.160	960.420	-537.540	694.518	971.461	-624.265	696.601	744.159	-578.482	740.326	765.316	-506.841	964.994	1227.499	-311.657	799.844	1205.336	-271.166	965.404	1094.841	-370.439	940.811	1091.426	-251.469	924.784	1152.421	-411.122	945.893	878.643	-312.672	1016.908	907.928	-351.206	987.627	921.986	-418.671	891.528	840.923	-556.075	850.459	914.416	-529.845	614.896	890.138	-422.176	881.115	869.653	-360.287	593.103	961.754	-272.022	836.547	930.974	-216.341	540.197	744.491	-372.460	519.513	851.616	-263.839	542.397	392.060	-324.623	649.681	389.255	-322.161	572.659	285.323	-309.673	577.917	72.029	-191.182	639.650	12.184	-116.218	548.990	-13.373	-337.965	572.155	13.771	-301.734	527.339	6.444	-253.884	898.274	643.985	-339.803	872.431	812.431	-212.748	913.849	410.002	-340.799	816.494	389.778	-336.423	896.145	306.265	-377.687	968.209	88.243	-418.672	933.166	4.279	-373.260	937.767	-12.412	-615.004	937.471	16.443	-563.860	1006.418	0.851	-542.376	758.925	882.850	-572.801	736.520	845.611	-591.343	764.514	808.125	-598.556	733.720	649.217	-463.632	710.380	589.269	-487.036	678.183	614.775	-513.787	738.365	916.505	-591.269	802.593	1176.011	-537.388	907.623	1399.578	-365.004	768.474	1390.576	-327.561	758.844	655.074	-513.790
1471	15.31250	00:00:00:00	821.337	1548.839	-369.718	749.329	1509.754	-418.444	872.796	1525.070	-435.413	769.551	1301.203	-367.198	720.357	1157.178	-295.765	715.323	1058.612	-269.479	708.567	958.427	-211.618	802.823	943.765	-480.877	855.851	1095.738	-497.472	678.592	1240.579	-406.865	764.800	1292.431	-571.867	766.308	1138.814	-583.099	650.836	1165.185	-572.588	650.643	956.452	-540.995	697.890	967.040	-628.143	699.783	740.009	-581.084	742.802	761.455	-509.314	966.845	1223.849	-314.977	801.379	1203.433	-275.395	966.771	1090.665	-372.346	941.051	1088.487	-253.783	926.547	1148.066	-413.884	946.041	875.202	-313.803	1017.225	903.368	-350.305	988.789	917.513	-418.965	894.230	836.119	-557.184	853.295	910.116	-532.023	615.183	887.641	-423.448	881.036	867.760	-360.074	592.508	960.698	-273.637	836.343	930.093	-217.020	539.890	743.296	-373.377	519.450	850.466	-264.890	541.493	390.479	-328.166	648.727	387.847	-325.773	572.230	283.871	-312.412	577.818	71.753	-191.680	639.614	12.488	-116.278	548.894	-13.547	-338.023	572.286	13.723	-301.777	527.262	6.369	-253.932	897.994	642.505	-338.773	872.184	811.448	-212.232	913.265	408.369	-338.589	815.989	388.743	-335.562	895.823	305.905	-376.909	968.087	87.616	-418.220	933.127	3.512	-373.019	937.782	-12.445	-614.956	937.503	16.454	-563.732	1006.510	0.829	-542.324	762.403	879.291	-576.554	740.812	841.129	-593.952	767.637	804.152	-601.659	736.372	645.422	-465.760	712.810	585.582	-489.130	680.879	610.910	-516.269	741.574	912.306	-594.510	805.545	1171.335	-541.498	911.394	1395.826	-371.198	772.067	1388.625	-334.031	761.541	651.161	-515.729
1472	15.32292	00:00:00:00	826.275	1545.919	-378.007	754.051	1506.786	-426.378	877.740	1520.877	-443.156	772.302	1298.583	-372.433	720.605	1155.612	-300.532	715.598	1057.501	-272.121	708.363	957.728	-212.903	803.183	940.077	-481.967	857.536	1091.133	-499.972	680.987	1238.143	-411.875	768.406	1287.759	-576.927	769.202	1134.237	-587.131	653.879	1161.077	-577.077	653.336	952.289	-545.076	701.097	962.510	-631.915	702.874	735.766	-583.665	745.343	757.382	-511.592	968.581	1220.256	-318.174	802.705	1201.677	-279.300	967.950	1086.520	-374.155	941.182	1085.547	-255.876	928.224	1143.736	-416.532	945.232	871.808	-313.993	1017.081	899.259	-349.721	989.655	913.043	-419.004	896.818	831.289	-558.022	856.036	905.781	-533.964	615.336	885.165	-424.642	880.842	865.880	-359.804	592.561	959.609	-275.358	836.164	929.228	-217.589	539.291	742.269	-374.404	519.352	849.322	-265.738	540.599	388.997	-331.558	647.760	386.563	-329.065	571.697	282.415	-314.978	577.739	71.464	-192.286	639.466	12.814	-116.313	548.848	-13.692	-338.109	572.384	13.678	-301.797	527.205	6.316	-253.993	897.348	641.352	-337.989	871.854	810.588	-211.820	912.528	407.352	-337.681	815.209	387.835	-334.970	894.925	304.989	-376.346	967.664	86.960	-417.721	932.866	2.936	-372.796	937.908	-12.442	-614.966	937.467	16.467	-563.734	1006.482	0.833	-542.317	765.896	875.502	-579.984	744.995	836.576	-596.361	770.351	800.235	-605.025	738.961	641.562	-467.776	715.287	581.658	-491.230	682.285	606.607	-518.598	744.576	907.959	-597.660	808.260	1166.553	-545.422	914.808	1392.409	-377.653	775.490	1386.612	-340.287	764.253	647.145	-517.507
