NO_OF_FRAMES	421
NO_OF_CAMERAS	13
NO_OF_MARKERS	62
FREQUENCY	95.8
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-03-21, 11:52:52.295	331924.95677212
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RTHMB	RMID	RPNKY	LTHMB	LMID	LPNKY	LFRM	LFSH	RBHD	LBHD	LPLM
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RMID X	RMID Y	RMID Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LMID X	LMID Y	LMID Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	LPLM X	LPLM Y	LPLM Z	
1251	13.02083	00:00:00:00	724.267	1623.472	-183.605	669.360	1588.945	-112.703	677.130	1575.467	-238.874	797.242	1333.503	-210.101	821.039	1149.506	-227.896	812.106	1053.404	-222.075	835.797	963.279	-222.240	579.183	1026.180	-149.438	607.459	1188.524	-126.527	856.873	1232.891	-156.231	791.122	1307.249	-10.177	784.599	1149.375	9.523	882.145	1167.459	-72.330	827.132	959.070	-72.010	890.364	988.556	1.499	877.873	761.457	17.848	794.320	771.413	23.228	624.644	1303.059	-346.496	783.934	1244.033	-301.770	578.545	1160.189	-317.287	685.394	1165.217	-387.658	595.944	1241.139	-236.368	669.105	959.372	-356.113	604.501	980.090	-400.510	555.052	929.982	-364.111	555.102	744.492	-377.045	544.369	765.942	-291.303	658.249	921.998	-41.454	616.921	936.398	-309.578	820.830	957.343	-92.962	776.511	955.628	-338.855	690.142	754.964	-6.885	810.240	844.733	-40.816	772.923	418.051	-9.298	790.621	404.075	-112.956	765.100	318.915	-31.285	796.696	82.350	-0.487	873.242	14.717	-28.946	638.705	-14.690	-58.430	677.083	16.806	-57.187	695.878	7.481	5.350	671.511	655.444	-363.243	756.618	841.607	-372.384	761.444	416.939	-361.768	758.821	409.635	-263.944	762.118	308.670	-334.726	807.478	84.325	-372.052	867.668	5.218	-326.367	633.928	-13.810	-382.563	678.744	17.255	-358.262	711.026	0.004	-422.931	549.640	647.796	-271.305	554.528	590.841	-304.349	567.261	611.109	-338.306	773.551	654.529	36.433	804.694	595.051	26.921	840.222	616.205	6.650	847.198	932.971	29.243	682.064	1234.402	-54.652	770.145	1461.591	-234.675	778.077	1487.141	-93.896	808.622	673.069	70.330
1252	13.03125	00:00:00:00	724.108	1623.456	-183.653	669.211	1588.989	-112.738	676.949	1575.466	-238.895	796.875	1333.472	-210.152	820.721	1149.492	-227.907	812.112	1053.498	-222.245	835.526	963.261	-222.199	579.025	1026.143	-149.218	607.309	1188.457	-126.329	856.587	1232.918	-156.317	791.028	1307.345	-10.196	784.568	1149.498	9.538	882.039	1167.528	-72.420	827.071	959.128	-71.918	890.406	988.707	1.502	878.048	761.597	17.871	794.516	771.525	23.396	624.187	1302.937	-346.329	783.537	1243.958	-301.791	578.153	1160.061	-317.101	684.087	1165.259	-387.272	595.646	1241.041	-236.168	669.090	959.202	-356.186	601.350	980.064	-399.115	554.485	929.902	-363.762	554.262	744.447	-376.222	543.745	766.101	-290.505	658.098	921.953	-41.295	616.591	936.474	-309.214	820.568	957.358	-92.845	776.208	955.634	-338.770	690.010	754.935	-6.792	810.122	844.740	-40.758	772.869	418.052	-9.277	790.608	404.099	-112.948	765.057	318.918	-31.272	796.687	82.344	-0.452	873.256	14.704	-28.978	638.728	-14.718	-58.429	677.092	16.796	-57.228	695.892	7.476	5.347	671.272	655.411	-363.065	756.314	841.600	-372.361	761.240	416.957	-361.621	758.716	409.616	-263.788	761.964	308.667	-334.552	807.392	84.340	-371.960	867.638	5.316	-326.293	633.906	-13.836	-382.565	678.662	17.252	-358.179	710.990	-0.001	-422.884	548.895	648.046	-270.191	553.580	590.976	-302.912	566.324	611.120	-337.099	773.805	654.655	36.576	801.963	595.527	26.000	840.521	616.330	6.730	847.333	933.110	29.284	681.939	1234.424	-54.525	769.895	1461.543	-234.694	777.905	1487.089	-93.955	808.855	673.164	70.449
1253	13.04167	00:00:00:00	723.934	1623.438	-183.714	669.043	1589.017	-112.774	676.707	1575.455	-238.945	796.497	1333.441	-210.178	820.349	1149.493	-227.856	811.781	1053.488	-222.168	835.287	963.294	-222.122	578.893	1026.101	-149.005	607.133	1188.407	-126.172	856.324	1232.945	-156.358	790.880	1307.432	-10.193	784.527	1149.587	9.571	881.889	1167.649	-72.504	827.308	959.316	-72.140	890.458	988.901	1.471	878.256	761.755	17.878	794.718	771.641	23.530	623.775	1302.809	-346.203	783.162	1243.907	-301.768	577.752	1159.951	-316.920	683.536	1165.132	-387.170	595.343	1240.945	-235.974	668.596	959.060	-355.954	600.813	979.904	-399.020	553.924	929.890	-363.432	553.458	744.366	-375.393	543.087	766.285	-289.713	657.911	921.944	-41.119	616.413	936.074	-309.661	820.359	957.373	-92.746	775.895	955.638	-338.684	689.875	754.884	-6.679	810.017	844.720	-40.731	772.797	418.034	-9.240	790.598	404.089	-112.889	765.027	318.912	-31.240	796.687	82.337	-0.452	873.253	14.692	-28.976	638.750	-14.710	-58.424	677.097	16.766	-57.266	695.913	7.470	5.344	671.054	655.375	-362.895	756.061	841.604	-372.317	761.053	416.938	-361.485	758.613	409.611	-263.639	761.839	308.663	-334.451	807.300	84.366	-371.896	867.585	5.378	-326.246	633.900	-13.843	-382.560	678.644	17.223	-358.158	710.980	0.016	-422.825	547.280	648.704	-269.083	552.647	591.171	-301.719	565.077	611.078	-335.684	774.056	654.746	36.738	802.100	595.660	26.105	840.727	616.503	6.813	847.457	933.240	29.299	681.789	1234.437	-54.447	769.585	1461.488	-234.747	777.670	1487.057	-93.993	809.123	673.273	70.547
1254	13.05208	00:00:00:00	723.775	1623.406	-183.791	668.868	1589.032	-112.828	676.504	1575.429	-238.989	796.175	1333.437	-210.211	820.026	1149.479	-227.829	811.508	1053.472	-222.114	835.025	963.318	-222.069	578.745	1026.048	-148.813	606.927	1188.354	-126.000	856.024	1232.992	-156.350	790.678	1307.517	-10.181	784.482	1149.691	9.610	881.737	1167.837	-72.607	827.194	959.432	-72.018	890.536	989.075	1.406	878.501	761.954	17.866	794.946	771.758	23.654	623.344	1302.687	-346.074	782.786	1243.843	-301.743	577.375	1159.820	-316.720	683.047	1165.037	-387.052	595.018	1240.851	-235.802	668.048	958.910	-355.898	600.307	979.783	-398.906	553.398	929.873	-363.114	552.638	744.302	-374.580	542.483	766.530	-288.924	657.752	921.882	-40.965	619.209	934.873	-314.085	820.209	957.367	-92.757	775.601	955.646	-338.601	689.736	754.847	-6.594	809.911	844.725	-40.684	772.743	418.004	-9.180	790.574	404.102	-112.837	764.991	318.909	-31.212	796.661	82.331	-0.448	873.259	14.689	-28.975	638.771	-14.731	-58.437	677.111	16.748	-57.280	695.894	7.477	5.333	670.839	655.316	-362.713	755.772	841.594	-372.314	760.905	416.933	-361.382	758.558	409.589	-263.559	761.744	308.663	-334.363	807.253	84.349	-371.870	867.568	5.387	-326.218	633.881	-13.859	-382.522	678.620	17.204	-358.111	710.969	0.024	-422.799	547.240	648.673	-267.878	551.627	591.410	-300.325	564.338	611.205	-334.636	774.929	654.879	36.338	802.223	595.765	26.183	841.066	616.655	6.909	847.584	933.386	29.283	681.624	1234.459	-54.342	769.343	1461.405	-234.757	777.439	1487.029	-94.049	809.065	673.445	71.090
1255	13.06250	00:00:00:00	723.592	1623.360	-183.882	668.683	1589.062	-112.900	676.283	1575.375	-239.037	795.826	1333.410	-210.230	819.720	1149.491	-227.789	811.307	1053.506	-222.081	834.765	963.352	-222.008	578.581	1026.001	-148.645	606.705	1188.304	-125.843	855.722	1233.045	-156.340	790.443	1307.621	-10.168	784.416	1149.807	9.653	881.543	1168.049	-72.676	827.182	959.575	-72.046	890.598	989.249	1.320	878.729	762.132	17.883	795.183	771.947	23.799	622.929	1302.551	-345.982	782.380	1243.767	-301.719	576.930	1159.902	-316.279	682.616	1164.890	-386.924	594.709	1240.766	-235.643	667.543	958.786	-355.862	599.725	979.660	-398.752	552.845	929.855	-362.761	551.786	744.243	-373.754	541.269	766.966	-288.079	657.954	921.696	-40.883	619.229	934.655	-314.320	820.040	957.404	-92.733	775.336	955.647	-338.525	689.588	754.800	-6.501	809.803	844.709	-40.687	772.664	417.988	-9.137	790.530	404.111	-112.816	764.952	318.903	-31.183	796.659	82.327	-0.427	873.249	14.695	-28.984	638.782	-14.733	-58.423	677.137	16.733	-57.323	695.902	7.486	5.345	670.607	655.268	-362.594	755.513	841.620	-372.299	760.776	416.918	-361.298	758.492	409.601	-263.474	761.653	308.659	-334.304	807.233	84.385	-371.843	867.572	5.407	-326.204	633.874	-13.850	-382.551	678.611	17.201	-358.111	710.969	0.020	-422.800	545.597	649.362	-266.729	550.682	591.638	-298.999	563.101	611.198	-333.238	775.332	655.015	36.517	802.376	595.872	26.336	841.365	616.817	6.987	847.737	933.566	29.276	681.412	1234.470	-54.273	769.035	1461.331	-234.804	777.158	1487.009	-94.073	809.625	673.493	70.823
1256	13.07292	00:00:00:00	723.396	1623.331	-183.984	668.484	1589.067	-112.988	676.055	1575.360	-239.125	795.470	1333.410	-210.224	819.400	1149.488	-227.748	811.006	1053.496	-221.980	834.512	963.359	-221.933	578.391	1025.918	-148.494	606.482	1188.232	-125.694	855.374	1233.098	-156.337	790.217	1307.730	-10.152	784.320	1149.877	9.701	881.295	1168.238	-72.733	827.162	959.749	-72.071	890.629	989.459	1.262	878.991	762.344	17.819	795.406	772.056	23.867	622.516	1302.414	-345.888	782.011	1243.707	-301.675	576.562	1159.728	-316.204	682.206	1164.745	-386.763	594.375	1240.682	-235.527	667.069	958.630	-355.849	599.128	979.553	-398.571	552.322	929.790	-362.469	550.922	744.178	-372.955	540.627	767.202	-287.303	657.751	921.647	-40.728	618.985	934.575	-314.210	819.824	957.415	-92.696	775.080	955.668	-338.482	689.446	754.749	-6.432	809.677	844.707	-40.681	772.589	417.977	-9.123	790.517	404.096	-112.772	764.911	318.906	-31.158	796.649	82.326	-0.433	873.242	14.695	-28.989	638.791	-14.754	-58.417	677.138	16.720	-57.366	695.903	7.478	5.318	670.451	655.193	-362.468	755.288	841.596	-372.272	760.717	416.926	-361.245	758.449	409.609	-263.410	761.614	308.659	-334.254	807.238	84.402	-371.819	867.558	5.400	-326.188	633.875	-13.866	-382.525	678.614	17.200	-358.109	710.969	0.032	-422.801	544.753	649.680	-265.648	549.754	591.844	-297.579	562.039	611.192	-332.034	775.733	655.122	36.703	802.579	595.961	26.491	841.664	616.995	7.078	847.867	933.719	29.237	681.199	1234.441	-54.221	768.754	1461.242	-234.867	776.947	1486.970	-94.138	810.059	673.658	70.940
1257	13.08333	00:00:00:00	723.219	1623.299	-184.092	668.280	1589.103	-113.085	675.816	1575.295	-239.186	795.101	1333.415	-210.213	819.083	1149.493	-227.715	810.817	1053.533	-221.990	834.287	963.351	-221.902	578.243	1025.852	-148.390	606.266	1188.170	-125.604	855.039	1233.161	-156.335	789.888	1307.800	-10.121	783.584	1150.217	10.112	881.076	1168.406	-72.779	827.137	959.897	-72.095	890.665	989.647	1.200	879.235	762.506	17.712	795.632	772.179	23.919	622.109	1302.278	-345.764	781.647	1243.671	-301.628	576.148	1159.582	-316.063	681.770	1164.633	-386.671	594.028	1240.562	-235.410	666.555	958.464	-355.848	598.629	979.402	-398.473	551.783	929.753	-362.200	550.032	744.133	-372.159	539.927	767.421	-286.535	657.585	921.579	-40.647	618.844	934.490	-314.235	819.626	957.437	-92.713	774.818	955.668	-338.412	689.295	754.714	-6.376	809.568	844.712	-40.682	772.546	417.970	-9.082	790.486	404.104	-112.740	764.879	318.921	-31.141	796.650	82.316	-0.417	873.264	14.702	-28.991	638.796	-14.745	-58.401	677.143	16.724	-57.367	695.914	7.477	5.332	670.307	655.157	-362.427	755.074	841.587	-372.259	760.649	416.901	-361.188	758.411	409.592	-263.388	761.583	308.647	-334.230	807.202	84.408	-371.794	867.570	5.400	-326.188	633.903	-13.859	-382.539	678.615	17.193	-358.110	710.972	0.015	-422.791	543.910	649.974	-264.500	548.758	591.996	-296.345	561.059	611.286	-330.829	775.549	655.181	37.431	806.457	595.799	27.835	842.019	617.082	7.107	847.982	933.863	29.222	680.941	1234.427	-54.183	768.449	1461.144	-234.895	776.684	1486.957	-94.201	810.760	673.811	70.728
1258	13.09375	00:00:00:00	723.021	1623.260	-184.214	668.061	1589.143	-113.182	675.590	1575.284	-239.319	794.705	1333.419	-210.208	818.768	1149.537	-227.680	810.587	1053.518	-221.932	832.465	963.426	-222.017	578.039	1025.779	-148.308	606.015	1188.095	-125.501	854.718	1233.223	-156.331	789.581	1307.873	-10.077	783.995	1150.078	9.775	880.823	1168.576	-72.798	827.115	960.073	-72.121	890.695	989.815	1.112	879.473	762.644	17.654	795.866	772.260	23.956	621.698	1302.146	-345.691	781.256	1243.644	-301.582	575.963	1159.405	-315.857	681.307	1164.522	-386.614	593.689	1240.465	-235.290	665.998	958.307	-355.815	598.113	979.255	-398.367	551.263	929.743	-361.987	549.156	744.044	-371.393	539.301	767.609	-285.844	657.396	921.540	-40.550	618.680	934.402	-314.247	819.335	957.457	-92.604	774.561	955.666	-338.370	689.147	754.675	-6.341	809.437	844.712	-40.699	772.472	417.971	-9.073	790.457	404.092	-112.702	764.857	318.914	-31.119	796.641	82.341	-0.415	873.253	14.713	-29.005	638.814	-14.765	-58.416	677.160	16.727	-57.401	695.908	7.488	5.335	670.205	655.092	-362.396	754.881	841.583	-372.233	760.613	416.876	-361.145	758.333	409.578	-263.350	761.539	308.661	-334.191	807.219	84.411	-371.775	867.571	5.407	-326.180	633.891	-13.873	-382.543	678.614	17.176	-358.105	710.970	0.031	-422.774	543.068	650.237	-263.422	547.793	592.142	-295.102	560.071	611.330	-329.690	775.871	655.256	37.488	806.789	595.879	27.924	842.375	617.217	7.136	848.084	933.995	29.203	680.687	1234.399	-54.127	768.137	1461.072	-234.949	776.435	1486.926	-94.247	811.103	673.991	70.987
1259	13.10417	00:00:00:00	722.794	1623.222	-184.355	667.843	1589.164	-113.269	675.351	1575.203	-239.378	794.337	1333.413	-210.190	818.486	1149.528	-227.645	810.378	1053.541	-221.917	832.117	963.372	-221.930	577.854	1025.694	-148.270	605.759	1188.008	-125.414	854.388	1233.285	-156.287	789.250	1307.928	-10.045	783.817	1150.117	9.821	880.541	1168.780	-72.807	827.014	960.129	-72.038	890.685	989.952	1.113	879.711	762.758	17.598	796.079	772.339	24.026	621.301	1302.036	-345.612	780.906	1243.616	-301.545	575.355	1159.367	-315.712	680.831	1164.400	-386.554	593.364	1240.356	-235.203	665.498	958.164	-355.792	597.580	979.091	-398.218	550.745	929.698	-361.756	548.304	744.015	-370.650	538.616	767.816	-285.212	657.208	921.484	-40.518	618.503	934.356	-314.234	819.133	957.452	-92.597	774.351	955.684	-338.325	688.979	754.641	-6.297	809.301	844.716	-40.694	772.456	417.965	-9.056	790.414	404.093	-112.686	764.839	318.919	-31.090	796.639	82.334	-0.412	873.236	14.727	-29.012	638.820	-14.760	-58.413	677.170	16.701	-57.425	695.910	7.481	5.331	670.210	654.995	-362.268	754.763	841.553	-372.195	760.562	416.853	-361.101	758.259	409.581	-263.303	761.497	308.668	-334.156	807.209	84.426	-371.758	867.539	5.428	-326.146	633.894	-13.875	-382.539	678.612	17.178	-358.105	710.981	0.043	-422.770	542.235	650.489	-262.448	546.719	592.266	-293.872	559.050	611.383	-328.605	776.233	655.272	37.480	807.128	595.900	28.023	842.831	617.277	7.117	848.126	934.120	29.209	680.427	1234.345	-54.078	767.826	1460.955	-234.971	776.147	1486.911	-94.322	811.472	674.037	70.987
1260	13.11458	00:00:00:00	722.578	1623.167	-184.495	667.620	1589.180	-113.382	675.087	1575.167	-239.456	793.928	1333.428	-210.207	818.195	1149.537	-227.605	810.192	1053.568	-221.914	831.831	963.368	-221.865	577.644	1025.617	-148.210	605.491	1187.916	-125.331	854.057	1233.334	-156.261	788.910	1307.979	-10.013	783.611	1150.151	9.881	880.237	1168.927	-72.790	827.047	960.203	-72.072	890.630	990.086	1.119	879.925	762.861	17.588	796.332	772.346	23.981	620.859	1301.908	-345.553	780.549	1243.587	-301.549	575.002	1159.240	-315.615	680.393	1164.277	-386.489	593.034	1240.240	-235.128	664.995	958.008	-355.731	596.997	978.935	-398.042	550.166	929.672	-361.453	547.471	743.961	-369.953	537.891	767.971	-284.571	656.989	921.472	-40.471	618.349	934.281	-314.278	818.895	957.452	-92.539	774.145	955.664	-338.277	688.798	754.610	-6.321	809.162	844.742	-40.668	772.435	417.963	-9.049	790.402	404.102	-112.667	764.820	318.930	-31.048	796.648	82.348	-0.380	873.248	14.727	-29.004	638.821	-14.760	-58.408	677.174	16.711	-57.429	695.901	7.484	5.315	670.157	654.966	-362.324	754.617	841.545	-372.184	760.549	416.859	-361.071	758.171	409.583	-263.249	761.467	308.664	-334.117	807.207	84.421	-371.712	867.540	5.429	-326.139	633.875	-13.874	-382.525	678.598	17.190	-358.105	710.969	0.031	-422.770	541.354	650.718	-261.442	545.750	592.396	-292.858	558.072	611.480	-327.559	776.575	655.268	37.442	803.111	596.130	26.576	843.243	617.392	7.101	848.167	934.228	29.208	680.140	1234.297	-54.011	767.515	1460.849	-235.003	775.837	1486.875	-94.382	811.780	674.068	70.951
1261	13.12500	00:00:00:00	722.354	1623.130	-184.609	667.372	1589.189	-113.475	674.841	1575.141	-239.550	793.517	1333.435	-210.205	817.875	1149.560	-227.569	809.978	1053.577	-221.943	831.558	963.423	-221.828	577.483	1025.552	-148.198	605.210	1187.818	-125.278	853.742	1233.390	-156.224	788.528	1308.037	-9.953	783.401	1150.169	9.886	879.935	1169.046	-72.789	826.939	960.264	-72.023	890.575	990.177	1.141	880.128	762.979	17.563	796.530	772.361	23.956	620.462	1301.789	-345.487	780.197	1243.552	-301.527	574.607	1159.150	-315.489	680.024	1164.141	-386.419	592.684	1240.126	-235.051	664.502	957.859	-355.716	596.456	978.797	-397.877	549.634	929.628	-361.191	546.693	743.901	-369.270	537.205	768.105	-283.960	656.761	921.411	-40.484	618.222	934.201	-314.340	818.597	957.444	-92.439	773.986	955.665	-338.248	688.642	754.557	-6.336	809.008	844.737	-40.667	772.390	417.965	-9.039	790.358	404.092	-112.641	764.796	318.941	-31.020	796.664	82.357	-0.366	873.234	14.743	-29.028	638.841	-14.769	-58.402	677.193	16.690	-57.430	695.906	7.499	5.326	670.132	654.935	-362.364	754.514	841.548	-372.138	760.530	416.854	-361.036	758.120	409.558	-263.249	761.428	308.655	-334.121	807.200	84.425	-371.697	867.526	5.438	-326.101	633.886	-13.873	-382.544	678.601	17.169	-358.108	710.980	0.030	-422.776	540.488	650.926	-260.540	544.789	592.538	-291.794	557.078	611.499	-326.617	776.894	655.244	37.392	803.090	596.121	26.463	843.664	617.510	7.035	848.188	934.318	29.237	679.854	1234.250	-53.953	767.199	1460.746	-235.041	775.571	1486.841	-94.435	812.079	674.065	70.898
1262	13.13542	00:00:00:00	722.136	1623.081	-184.693	667.140	1589.216	-113.545	674.581	1575.134	-239.640	793.118	1333.426	-210.208	817.598	1149.582	-227.553	809.729	1053.583	-221.925	831.350	963.396	-221.756	577.280	1025.471	-148.209	604.893	1187.726	-125.268	853.375	1233.431	-156.196	788.093	1308.088	-9.923	783.147	1150.208	9.913	879.609	1169.177	-72.743	826.850	960.321	-71.970	890.458	990.350	1.189	880.317	763.114	17.528	796.714	772.378	23.940	620.088	1301.672	-345.475	779.811	1243.559	-301.536	574.211	1159.025	-315.456	679.640	1163.997	-386.356	592.331	1240.028	-235.016	663.983	957.698	-355.636	595.982	978.655	-397.838	549.100	929.568	-360.962	545.926	743.834	-368.635	536.582	768.217	-283.385	656.533	921.376	-40.464	618.067	934.131	-314.323	818.442	957.464	-92.444	773.842	955.707	-338.216	688.460	754.529	-6.351	808.850	844.750	-40.633	772.346	417.941	-9.020	790.323	404.095	-112.629	764.754	318.934	-30.993	796.653	82.359	-0.356	873.240	14.752	-29.012	638.845	-14.766	-58.388	677.195	16.716	-57.430	695.911	7.488	5.315	670.091	654.910	-362.406	754.438	841.560	-372.115	760.530	416.853	-361.024	758.013	409.533	-263.211	761.441	308.649	-334.117	807.217	84.419	-371.697	867.516	5.435	-326.092	633.870	-13.867	-382.565	678.607	17.165	-358.144	710.987	0.030	-422.802	539.654	651.120	-259.715	543.742	592.667	-290.734	556.080	611.491	-325.688	777.219	655.217	37.318	807.979	595.976	27.870	844.000	617.601	6.955	848.156	934.419	29.278	679.522	1234.189	-53.936	766.865	1460.651	-235.097	775.272	1486.773	-94.500	812.393	674.076	70.834
1263	13.14583	00:00:00:00	721.906	1623.046	-184.756	666.882	1589.225	-113.618	674.323	1575.114	-239.700	792.726	1333.441	-210.221	817.293	1149.607	-227.518	809.446	1053.601	-221.872	831.080	963.491	-221.738	577.061	1025.380	-148.210	604.599	1187.622	-125.257	852.968	1233.502	-156.192	787.666	1308.196	-9.924	782.837	1150.267	9.945	879.327	1169.291	-72.673	835.269	960.175	-78.747	890.351	990.502	1.193	880.511	763.275	17.572	796.884	772.443	23.954	619.711	1301.542	-345.439	779.430	1243.537	-301.521	573.819	1158.908	-315.389	679.156	1163.858	-386.360	591.965	1239.925	-235.002	663.452	957.512	-355.502	595.483	978.513	-397.756	548.540	929.525	-360.713	545.129	743.769	-368.018	535.922	768.338	-282.836	656.329	921.293	-40.510	617.898	934.090	-314.298	817.126	957.431	-91.640	773.664	955.705	-338.195	688.293	754.483	-6.369	808.695	844.756	-40.624	772.258	417.938	-9.005	790.283	404.067	-112.615	764.705	318.930	-30.976	796.644	82.372	-0.339	873.236	14.740	-29.017	638.854	-14.765	-58.366	677.226	16.683	-57.466	695.897	7.477	5.323	670.047	654.903	-362.451	754.371	841.579	-372.077	760.554	416.861	-361.050	757.948	409.481	-263.235	761.462	308.652	-334.141	807.270	84.442	-371.701	867.500	5.437	-326.081	633.877	-13.862	-382.588	678.597	17.213	-358.207	711.006	0.031	-422.856	538.738	651.312	-258.867	542.864	592.708	-289.904	555.155	611.551	-324.843	777.547	655.186	37.219	808.199	595.955	27.815	844.380	617.706	6.871	848.132	934.525	29.296	679.153	1234.147	-53.958	766.508	1460.566	-235.140	774.956	1486.739	-94.535	812.700	674.121	70.768
1264	13.15625	00:00:00:00	721.669	1623.014	-184.825	666.598	1589.195	-113.679	674.051	1575.071	-239.760	792.360	1333.435	-210.197	816.996	1149.640	-227.509	809.147	1053.609	-221.811	830.861	963.508	-221.710	576.847	1025.300	-148.258	604.287	1187.545	-125.269	852.601	1233.560	-156.120	787.234	1308.288	-9.897	782.508	1150.344	9.983	879.002	1169.442	-72.640	835.110	960.245	-78.625	889.927	990.749	1.339	880.647	763.435	17.569	797.048	772.496	23.934	619.290	1301.437	-345.433	779.060	1243.518	-301.511	573.595	1158.781	-315.217	678.687	1163.734	-386.352	591.604	1239.839	-235.011	662.926	957.375	-355.367	594.910	978.392	-397.569	547.977	929.465	-360.438	544.391	743.709	-367.494	535.216	768.404	-282.348	656.120	921.243	-40.519	617.968	933.876	-314.677	816.876	957.478	-91.583	773.519	955.730	-338.163	688.160	754.438	-6.417	808.551	844.757	-40.615	772.168	417.926	-9.009	790.222	404.065	-112.608	764.627	318.915	-30.980	796.623	82.362	-0.331	873.234	14.735	-28.991	638.861	-14.760	-58.355	677.215	16.697	-57.428	695.911	7.484	5.317	670.047	654.891	-362.472	754.289	841.592	-372.040	760.617	416.869	-361.091	757.858	409.458	-263.267	761.502	308.653	-334.185	807.356	84.472	-371.713	867.512	5.431	-326.074	633.904	-13.884	-382.605	678.646	17.235	-358.263	711.050	0.020	-422.895	537.950	651.449	-258.257	541.945	592.820	-289.001	554.206	611.500	-324.070	777.841	655.194	37.208	808.394	595.945	27.741	844.712	617.835	6.802	848.078	934.639	29.283	678.804	1234.112	-53.971	766.200	1460.482	-235.177	774.623	1486.683	-94.579	812.982	674.195	70.732
