NO_OF_FRAMES	2852
NO_OF_CAMERAS	13
NO_OF_MARKERS	58
FREQUENCY	95.8
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-03-21, 11:48:57.717	331690.37858269
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RMID	LFRM	LFSH	RBHD	LBHD	LPLM	RPLM	RFTHI
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RMID X	RMID Y	RMID Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	LPLM X	LPLM Y	LPLM Z	RPLM X	RPLM Y	RPLM Z	RFTHI X	RFTHI Y	RFTHI Z	
4623	48.14583	00:35:24:22	904.209	1626.218	-71.991	846.645	1583.388	-7.525	865.720	1578.216	-133.513	1006.653	1330.105	-49.841	1037.148	1148.257	-67.796	1023.403	1044.869	-77.035	1031.964	950.934	-83.067	773.910	1036.147	-93.225	794.210	1191.653	-71.602	1034.744	1227.077	20.573	906.209	1288.795	115.897	870.455	1134.959	118.614	994.206	1140.852	124.329	0.000	0.000	0.000	931.326	968.369	187.241	899.948	743.737	201.444	829.881	756.736	154.440	919.538	1317.375	-248.148	1038.349	1246.746	-143.936	877.436	1172.042	-267.533	1004.363	1185.379	-258.961	838.147	1244.998	-173.095	976.261	972.597	-248.290	963.904	998.190	-323.843	906.305	947.254	-344.126	925.661	761.614	-367.572	853.177	777.541	-320.393	813.242	927.719	42.731	849.050	948.009	-230.938	985.120	951.607	41.990	1007.423	950.964	-211.740	830.497	755.596	80.364	956.326	841.803	80.275	918.404	414.288	60.784	941.950	411.566	-44.409	914.994	314.142	25.516	953.140	75.477	31.560	1031.071	11.084	-10.162	794.043	-14.081	-8.239	832.223	16.309	-16.322	859.602	7.078	44.198	979.261	835.505	-250.172	906.086	421.432	-281.206	905.081	406.227	-184.352	906.705	306.600	-261.161	959.016	88.611	-323.891	1028.173	6.356	-292.165	791.306	-14.245	-306.793	837.788	17.740	-293.910	858.741	0.161	-363.558	875.756	602.348	-326.603	876.158	917.499	182.706	830.770	1232.536	22.714	966.785	1471.033	-126.958	960.493	1488.981	15.047	806.993	662.331	206.643	842.861	661.516	-302.908	859.432	667.326	-272.424
4624	48.15625	00:35:24:23	904.283	1626.456	-73.953	846.751	1583.524	-9.467	865.718	1578.512	-135.469	1006.391	1330.242	-51.961	1036.955	1148.272	-69.653	1023.060	1044.942	-78.528	1031.744	951.075	-84.649	773.661	1036.255	-95.212	794.007	1191.909	-73.786	1034.389	1227.324	18.623	905.706	1289.210	113.783	869.882	1135.313	116.194	993.764	1141.123	122.275	0.000	0.000	0.000	930.731	968.504	184.173	899.460	743.792	197.519	829.469	756.947	150.545	919.581	1317.527	-250.279	1038.176	1246.716	-145.982	877.300	1172.183	-269.529	1004.210	1185.388	-261.096	838.025	1245.225	-175.300	975.972	972.674	-250.317	963.214	998.167	-325.829	905.465	947.285	-345.706	923.778	761.610	-368.914	851.681	777.983	-321.255	813.030	927.749	40.846	848.525	948.183	-232.549	984.557	951.663	40.401	1007.237	951.181	-213.324	830.415	755.646	78.677	956.015	841.821	78.692	918.467	414.446	59.436	941.613	411.489	-45.749	915.042	314.275	24.408	953.157	75.601	31.107	1031.003	11.118	-10.462	793.939	-14.041	-8.139	832.128	16.306	-16.325	859.565	7.106	44.169	979.047	835.702	-251.688	907.284	421.490	-282.667	906.109	406.537	-185.812	907.757	306.888	-262.381	959.326	88.587	-324.392	1028.189	6.310	-292.406	791.270	-14.241	-306.852	837.791	17.774	-294.219	858.736	0.041	-363.843	873.456	602.691	-327.244	875.630	917.650	179.401	830.345	1232.973	20.504	966.716	1471.226	-129.131	960.545	1489.023	12.912	806.511	662.338	202.374	841.724	661.963	-304.151	860.219	667.349	-274.469
4625	48.16667	00:35:24:23	904.374	1626.701	-75.926	846.843	1583.663	-11.484	865.728	1578.765	-137.464	1006.094	1330.250	-53.954	1036.674	1148.412	-71.443	1022.729	1045.149	-80.473	1031.557	951.147	-86.354	773.464	1036.327	-97.210	793.786	1192.138	-75.924	1034.036	1227.444	17.271	905.142	1289.560	111.702	869.237	1135.648	113.879	993.275	1141.600	120.301	0.000	0.000	0.000	930.176	968.597	181.184	898.930	743.858	193.677	829.019	757.152	146.595	919.632	1317.641	-252.400	1037.972	1246.699	-147.853	877.114	1172.344	-271.426	1004.126	1185.401	-263.176	837.954	1245.363	-177.440	975.642	972.715	-252.283	962.650	998.132	-327.778	904.843	947.554	-347.399	921.865	761.588	-370.178	850.132	778.392	-322.187	812.805	927.789	39.049	848.358	948.275	-234.384	984.069	951.825	38.779	1007.094	951.311	-214.963	830.308	755.755	76.981	955.712	841.816	77.100	918.478	414.608	58.014	941.281	411.501	-47.280	915.016	314.333	23.300	953.110	75.696	30.675	1030.943	11.193	-10.792	793.836	-14.041	-8.025	832.029	16.297	-16.346	859.543	7.136	44.131	978.837	835.800	-253.267	908.496	421.533	-284.085	907.164	406.699	-187.209	908.791	307.191	-263.611	959.674	88.508	-324.846	1028.196	6.258	-292.567	791.255	-14.281	-306.900	837.790	17.819	-294.504	858.735	-0.049	-364.067	870.455	603.408	-328.276	875.109	917.708	176.113	829.920	1233.366	18.350	966.655	1471.395	-131.291	960.566	1489.054	10.776	805.898	662.355	198.025	840.521	662.396	-305.436	860.028	667.306	-275.821
4626	48.17708	00:35:24:23	904.504	1626.886	-77.938	846.946	1583.819	-13.504	865.775	1579.015	-139.485	1005.721	1330.124	-55.988	1036.389	1148.537	-73.231	1022.448	1045.325	-82.274	1031.367	951.295	-88.111	773.257	1036.410	-99.270	793.577	1192.330	-78.084	1033.765	1227.876	15.175	904.643	1289.893	109.617	868.680	1135.946	111.610	992.916	1141.950	118.107	0.000	0.000	0.000	929.713	968.628	178.270	898.289	743.826	189.805	828.562	757.384	142.588	919.725	1317.710	-254.551	1037.769	1246.594	-149.695	877.070	1172.459	-273.472	1004.042	1185.359	-265.221	837.895	1245.506	-179.565	975.473	972.714	-254.282	962.049	998.000	-329.682	904.165	947.625	-349.039	920.043	761.479	-371.390	848.603	778.786	-323.142	812.604	927.796	37.192	848.231	948.271	-236.170	983.732	951.909	37.090	1007.020	951.299	-216.806	830.232	755.825	75.260	955.486	841.898	75.355	918.596	414.739	56.696	941.070	411.349	-48.692	914.987	314.392	22.267	953.092	75.830	30.206	1030.898	11.230	-11.100	793.713	-14.007	-7.903	831.944	16.288	-16.362	859.504	7.179	44.097	978.697	835.813	-254.851	909.777	421.528	-285.452	908.164	406.965	-188.605	909.786	307.411	-264.678	960.001	88.403	-325.176	1028.232	6.172	-292.665	791.269	-14.256	-306.940	837.788	17.879	-294.714	858.765	-0.122	-364.237	867.986	603.668	-328.892	874.623	917.770	172.896	829.478	1233.705	16.161	966.566	1471.585	-133.481	960.594	1489.101	8.605	805.301	662.397	193.589	839.362	662.780	-306.793	860.638	667.225	-277.752
4627	48.18750	00:35:24:23	904.603	1627.009	-80.011	847.075	1583.983	-15.547	865.775	1579.220	-141.556	1005.558	1330.260	-58.008	1036.131	1148.547	-74.985	1022.195	1045.364	-84.492	1031.216	951.406	-89.952	773.010	1036.417	-101.257	793.374	1192.505	-80.270	1033.507	1228.188	13.650	904.198	1290.200	107.577	868.110	1136.206	109.308	992.543	1142.191	115.956	0.000	0.000	0.000	929.254	968.656	175.399	897.666	743.786	185.868	828.028	757.543	138.602	919.832	1317.673	-256.677	1037.630	1246.502	-151.702	877.037	1172.435	-275.552	1003.971	1185.244	-267.215	837.836	1245.617	-181.656	975.225	972.614	-256.160	961.573	997.773	-331.552	903.438	947.556	-350.485	918.221	761.351	-372.574	847.086	779.160	-324.076	812.424	927.828	35.358	848.085	948.270	-237.995	983.358	952.138	35.311	1006.829	951.415	-218.657	830.228	755.903	73.522	955.420	841.968	73.538	918.613	414.889	55.344	940.755	411.237	-50.083	914.951	314.474	21.167	953.040	75.939	29.804	1030.819	11.285	-11.401	793.616	-14.000	-7.789	831.839	16.289	-16.367	859.545	7.170	44.004	978.484	835.729	-256.363	910.967	421.455	-286.756	909.221	407.122	-189.876	910.802	307.610	-265.650	960.318	88.295	-325.481	1028.277	6.121	-292.723	791.226	-14.279	-306.942	837.792	17.905	-294.863	858.792	-0.185	-364.374	865.378	603.950	-329.533	874.174	917.845	169.692	829.067	1233.977	13.998	966.542	1471.696	-135.671	960.986	1489.034	6.290	804.545	662.438	189.102	837.045	662.991	-306.520	860.557	667.055	-279.414
4628	48.19792	00:35:24:24	904.757	1627.201	-82.082	847.215	1584.143	-17.590	865.808	1579.420	-143.631	1005.376	1330.314	-60.034	1035.936	1148.527	-76.863	1021.974	1045.377	-86.365	1031.096	951.479	-91.893	772.749	1036.322	-103.177	793.198	1192.580	-82.407	1033.256	1228.450	11.831	903.727	1290.439	105.504	867.614	1136.358	107.065	992.179	1142.502	113.999	0.000	0.000	0.000	928.793	968.619	172.440	896.993	743.728	182.012	827.961	757.539	134.030	919.997	1317.622	-258.796	1037.468	1246.434	-153.572	876.877	1172.418	-277.364	1003.927	1184.992	-269.171	837.778	1245.681	-183.822	974.956	972.455	-257.989	961.140	997.518	-333.375	902.911	947.588	-352.177	916.435	761.184	-373.736	845.588	779.469	-325.065	812.287	927.855	33.471	847.968	948.257	-239.896	983.028	952.258	33.437	1006.673	951.450	-220.475	830.056	756.055	71.930	955.329	841.965	71.456	918.739	415.030	54.073	940.487	411.164	-51.458	914.969	314.559	20.166	953.021	76.070	29.399	1030.747	11.316	-11.667	793.505	-13.955	-7.675	831.729	16.306	-16.370	859.570	7.193	43.973	978.247	835.611	-257.960	911.975	421.359	-288.043	910.628	407.216	-191.083	911.761	307.742	-266.528	960.581	88.164	-325.737	1028.308	6.015	-292.731	791.199	-14.307	-306.992	837.770	17.915	-295.004	858.814	-0.240	-364.498	862.789	604.173	-330.168	873.659	917.857	166.475	828.675	1234.177	11.864	966.498	1471.755	-137.888	960.766	1489.189	4.232	803.734	662.423	184.561	835.049	663.516	-307.329	860.631	666.950	-281.128
4629	48.20833	00:35:24:24	904.890	1627.321	-84.190	847.393	1584.276	-19.704	865.857	1579.566	-145.707	1005.177	1330.363	-61.977	1035.706	1148.574	-78.661	1021.793	1045.286	-88.547	1030.986	951.578	-93.842	772.485	1036.272	-105.116	792.995	1192.630	-84.531	1033.056	1228.643	10.161	903.287	1290.640	103.479	867.182	1136.489	104.822	991.939	1142.719	111.931	0.000	0.000	0.000	928.344	968.536	169.596	896.238	743.570	178.152	827.420	757.685	129.999	920.136	1317.514	-260.871	1037.323	1246.399	-155.460	876.921	1172.287	-279.388	1003.880	1184.765	-271.062	837.691	1245.615	-185.935	974.715	972.225	-259.734	960.758	997.197	-335.107	902.262	947.455	-353.727	915.145	760.841	-374.627	844.096	779.756	-326.091	812.085	927.911	32.136	848.224	948.179	-241.857	982.820	952.246	31.576	1006.550	951.424	-222.446	829.961	756.107	70.207	955.254	841.992	69.177	918.820	415.173	52.778	940.219	411.100	-52.774	915.018	314.626	19.188	953.032	76.193	29.030	1030.696	11.341	-11.922	793.420	-13.917	-7.576	831.671	16.277	-16.356	859.581	7.205	43.930	978.017	835.455	-259.597	912.779	421.311	-289.372	911.694	407.402	-192.239	912.679	307.874	-267.358	960.823	88.019	-325.951	1028.325	5.954	-292.783	791.163	-14.302	-307.027	837.752	17.958	-295.170	858.836	-0.280	-364.597	860.183	604.364	-330.770	873.015	917.925	163.520	828.281	1234.400	9.745	966.424	1471.848	-140.096	960.905	1489.226	1.997	802.890	662.394	180.004	833.436	664.167	-308.692	861.279	666.802	-283.345
4630	48.21875	00:35:24:24	905.047	1627.386	-86.343	847.546	1584.380	-21.807	865.951	1579.713	-147.838	1004.980	1330.445	-64.053	1035.465	1148.630	-80.518	1021.653	1045.236	-90.606	1030.877	951.654	-95.682	772.244	1036.210	-106.997	792.769	1192.642	-86.530	1032.872	1228.920	8.269	902.959	1290.759	101.429	866.759	1136.569	102.592	991.765	1142.797	109.838	0.000	0.000	0.000	927.858	968.368	166.824	895.457	743.366	174.306	826.830	757.845	125.990	920.221	1317.375	-262.936	1037.206	1246.257	-157.372	876.968	1172.175	-281.391	1003.928	1184.576	-272.961	837.656	1245.469	-187.963	974.409	971.920	-261.434	960.480	996.783	-336.840	901.819	947.262	-355.253	913.513	760.565	-375.719	842.596	780.040	-327.119	811.874	927.982	30.116	848.053	948.198	-243.635	982.594	952.308	29.775	1006.374	951.643	-224.422	829.842	756.162	68.508	955.108	841.914	66.776	919.032	415.304	51.564	940.185	410.891	-54.017	915.090	314.735	18.217	953.038	76.304	28.701	1030.654	11.380	-12.125	793.358	-13.907	-7.476	831.594	16.280	-16.348	859.598	7.213	43.898	977.753	833.480	-256.113	913.543	421.197	-290.610	912.680	407.580	-193.304	913.591	308.037	-268.222	961.111	87.865	-326.176	1028.344	5.870	-292.803	791.126	-14.321	-307.095	837.744	17.964	-295.336	858.858	-0.323	-364.717	857.517	604.576	-331.370	872.538	917.843	160.330	827.934	1234.503	7.667	966.386	1471.876	-142.314	960.980	1489.263	-0.196	801.940	662.352	175.446	830.210	663.998	-309.026	861.190	666.653	-285.038
4631	48.22917	00:35:24:24	905.207	1627.510	-88.520	847.729	1584.505	-23.917	865.968	1579.764	-149.989	1004.816	1330.476	-65.985	1035.315	1148.615	-82.392	1021.570	1045.343	-93.207	1030.770	951.678	-97.584	771.958	1036.151	-108.903	792.922	1192.577	-88.738	1032.884	1229.306	6.804	902.653	1290.875	99.385	866.416	1136.641	100.364	991.570	1142.909	107.726	0.000	0.000	0.000	927.543	968.124	164.035	894.588	743.239	170.618	826.111	757.907	121.997	920.338	1317.168	-265.051	1037.113	1246.272	-159.273	876.961	1172.016	-283.349	1003.906	1184.268	-274.845	837.845	1245.360	-190.013	974.127	971.576	-263.081	960.254	996.404	-338.497	901.149	946.860	-356.701	911.876	760.215	-376.779	841.198	780.232	-328.155	811.919	927.928	28.441	847.518	948.227	-245.450	982.330	952.308	27.960	1006.214	951.739	-226.184	829.751	756.185	66.748	954.951	841.823	64.466	919.142	415.408	50.328	940.159	410.834	-55.284	915.234	314.837	17.326	953.054	76.410	28.382	1030.599	11.391	-12.312	793.281	-13.866	-7.388	831.549	16.296	-16.322	859.625	7.226	43.888	977.412	833.132	-257.360	916.235	420.920	-290.937	913.625	407.785	-194.453	914.472	308.231	-269.109	961.368	87.750	-326.410	1028.380	5.821	-292.830	791.095	-14.312	-307.209	837.746	17.988	-295.483	858.890	-0.359	-364.793	854.523	604.965	-331.997	871.773	917.821	157.138	827.657	1234.533	5.607	966.342	1471.892	-144.524	961.083	1489.308	-2.357	800.992	662.301	170.896	828.063	664.321	-309.865	861.151	666.615	-286.663
4632	48.23958	00:35:25:00	905.333	1627.591	-90.705	847.903	1584.655	-26.060	866.055	1579.838	-152.133	1004.683	1330.479	-67.961	1035.205	1148.815	-84.343	1021.482	1045.406	-95.225	1030.662	951.798	-99.483	771.761	1036.116	-110.674	792.773	1192.566	-90.766	1032.842	1229.520	4.869	902.341	1290.949	97.421	866.123	1136.688	98.120	991.371	1142.894	105.777	0.000	0.000	0.000	927.040	967.950	161.285	893.696	743.067	166.863	825.469	758.008	118.021	920.432	1316.957	-267.088	1036.989	1246.203	-161.152	876.988	1171.797	-285.306	1003.923	1183.977	-276.713	837.835	1245.207	-192.028	973.803	971.197	-264.667	959.960	995.923	-340.107	900.651	946.616	-358.299	910.392	759.843	-377.762	839.788	780.421	-329.207	811.862	927.941	26.584	847.383	948.248	-247.389	982.097	952.357	26.092	1006.134	951.867	-228.243	829.593	756.222	65.049	954.722	841.925	62.029	919.435	415.579	49.198	940.266	410.705	-56.440	915.420	314.948	16.440	953.105	76.555	28.086	1030.563	11.455	-12.482	793.221	-13.843	-7.302	831.514	16.314	-16.301	859.662	7.243	43.868	977.269	833.075	-259.011	917.337	420.934	-292.170	914.529	408.025	-195.680	915.378	308.411	-270.023	961.630	87.624	-326.596	1028.380	5.760	-292.849	791.071	-14.280	-307.532	837.681	18.018	-295.626	858.921	-0.401	-364.922	851.981	605.240	-332.645	871.256	917.727	153.992	827.442	1234.580	3.522	966.356	1471.946	-146.698	961.228	1489.407	-4.593	799.946	662.278	166.338	825.977	664.620	-310.745	861.808	666.557	-288.828
4633	48.25000	00:35:25:00	905.446	1627.606	-92.899	848.059	1584.703	-28.201	866.096	1579.872	-154.260	1004.578	1330.488	-69.932	1035.069	1148.830	-86.200	1021.349	1045.425	-96.801	1030.505	951.905	-101.300	771.578	1036.108	-112.562	792.270	1192.617	-92.691	1032.616	1229.540	2.772	902.116	1291.028	95.411	865.816	1136.727	95.879	991.241	1142.973	103.781	0.000	0.000	0.000	926.525	967.733	158.537	892.821	742.865	163.162	824.871	758.135	114.069	920.510	1316.761	-269.123	1036.948	1246.080	-163.126	877.381	1171.625	-287.603	1003.950	1183.659	-278.569	837.591	1245.053	-194.113	973.492	970.871	-266.198	959.763	995.440	-341.692	900.188	946.317	-359.751	908.963	759.488	-378.746	838.466	780.568	-330.251	811.730	927.987	24.716	847.205	948.292	-249.172	981.929	952.382	24.279	1005.964	952.015	-230.030	829.425	756.252	63.348	954.506	841.920	59.702	919.640	415.702	48.004	940.351	410.600	-57.617	915.629	315.076	15.586	953.145	76.690	27.797	1030.535	11.440	-12.688	793.175	-13.832	-7.242	831.467	16.317	-16.274	859.720	7.252	43.864	977.143	833.128	-260.654	918.445	420.918	-293.413	915.519	408.222	-196.888	916.235	308.632	-270.949	961.853	87.530	-326.780	1028.282	5.825	-292.784	790.927	-14.298	-307.658	837.530	18.072	-295.981	858.915	-0.524	-365.150	849.675	605.443	-333.340	870.726	917.638	150.827	827.288	1234.563	1.505	966.424	1471.945	-148.878	961.350	1489.484	-6.722	798.888	662.283	161.904	823.995	664.981	-311.724	861.852	666.522	-290.312
4634	48.26042	00:35:25:00	905.549	1627.653	-95.097	848.180	1584.775	-30.320	866.167	1579.906	-156.414	1004.515	1330.508	-71.904	1035.016	1148.742	-88.117	1021.252	1045.438	-98.373	1030.386	951.941	-103.147	771.453	1036.117	-114.467	792.113	1192.609	-94.635	1032.527	1229.669	1.202	901.932	1291.103	93.444	865.558	1136.753	93.651	991.162	1142.979	101.794	0.000	0.000	0.000	925.989	967.557	155.772	891.916	742.743	159.535	824.222	758.200	110.163	920.609	1316.536	-271.200	1036.892	1245.983	-164.950	877.368	1171.374	-289.599	1003.943	1183.311	-280.435	837.540	1244.978	-196.125	973.066	970.560	-267.626	959.493	995.020	-343.207	899.724	946.053	-361.231	907.623	759.154	-379.713	837.260	780.689	-331.304	811.646	928.044	22.863	847.090	948.309	-251.020	981.703	952.423	22.583	1005.842	952.134	-231.785	829.284	756.285	61.647	954.317	842.077	57.709	919.944	415.822	46.912	940.567	410.564	-58.647	915.879	315.197	14.750	953.234	76.834	27.565	1030.485	11.441	-12.868	793.147	-13.808	-7.165	831.456	16.336	-16.224	859.760	7.254	43.847	977.025	833.209	-262.254	919.553	420.943	-294.623	916.513	408.459	-198.059	917.152	308.827	-271.970	961.995	87.430	-327.004	1028.324	5.741	-292.850	790.928	-14.302	-307.718	837.596	18.088	-295.979	858.963	-0.530	-365.193	847.473	605.550	-334.031	870.136	917.538	147.693	827.151	1234.603	-0.482	966.473	1471.941	-151.031	961.521	1489.549	-8.915	797.792	662.322	157.550	822.015	665.254	-312.620	862.012	666.424	-291.875
4635	48.27083	00:35:25:00	905.693	1627.693	-97.285	848.339	1584.873	-32.451	866.272	1579.917	-158.547	1004.521	1330.443	-73.826	1034.926	1148.715	-89.927	1021.140	1045.335	-100.142	1030.273	951.995	-104.945	771.328	1036.112	-116.302	792.326	1192.577	-96.696	1032.516	1229.809	-0.619	901.799	1291.174	91.483	865.327	1136.804	91.464	991.068	1142.979	99.819	0.000	0.000	0.000	925.451	967.391	153.002	890.965	742.616	155.907	822.961	758.587	106.912	920.765	1316.377	-273.252	1036.887	1245.825	-166.924	877.223	1171.226	-291.360	1003.932	1183.038	-282.305	837.727	1244.880	-198.046	972.765	970.250	-269.131	959.177	994.625	-344.718	899.006	945.608	-362.593	906.382	758.786	-380.733	836.021	780.811	-332.439	811.536	928.037	20.944	846.972	948.317	-252.961	981.562	952.458	20.778	1005.769	952.142	-233.618	829.151	756.308	59.964	954.959	842.022	58.178	920.284	415.910	45.836	940.705	410.422	-59.842	916.114	315.265	14.056	953.305	76.934	27.286	1030.459	11.446	-13.062	793.110	-13.807	-7.112	831.411	16.324	-16.209	859.797	7.276	43.852	976.912	833.267	-263.689	920.591	421.005	-295.828	917.559	408.660	-199.302	918.054	309.008	-272.965	962.383	87.327	-327.340	1028.383	5.660	-292.918	790.950	-14.294	-307.748	837.584	18.126	-296.094	858.999	-0.564	-365.280	845.396	605.637	-334.667	869.564	917.439	144.603	827.016	1234.656	-2.479	966.551	1471.955	-153.137	961.632	1489.610	-11.003	796.792	662.378	153.329	820.129	664.730	-314.281	862.407	666.424	-293.410
4636	48.28125	00:35:25:01	905.803	1627.682	-99.403	848.484	1584.865	-34.583	866.357	1579.903	-160.666	1004.491	1330.351	-75.744	1034.823	1148.663	-91.735	1020.985	1045.250	-101.984	1030.137	952.020	-106.634	771.265	1036.163	-118.163	792.312	1192.601	-98.629	1032.498	1229.767	-2.621	901.693	1291.275	89.569	865.100	1136.897	89.290	991.009	1142.983	97.875	0.000	0.000	0.000	924.885	967.211	150.311	890.076	742.455	152.391	822.258	758.726	103.228	920.921	1316.197	-275.238	1036.882	1245.772	-168.802	877.181	1171.091	-293.169	1003.960	1182.786	-284.189	837.726	1244.827	-200.003	972.402	969.968	-270.631	958.832	994.234	-346.252	898.410	945.250	-363.907	905.261	758.455	-381.662	834.944	780.853	-333.525	811.434	927.982	19.114	846.884	948.354	-254.781	981.244	952.407	19.074	1005.645	952.240	-235.362	829.209	756.302	58.261	954.863	842.027	56.378	920.541	415.975	44.754	940.914	410.302	-60.817	916.331	315.333	13.364	953.391	77.056	27.054	1030.438	11.448	-13.245	793.093	-13.773	-7.051	831.387	16.353	-16.149	859.836	7.279	43.839	976.798	833.231	-265.160	921.627	421.004	-297.074	918.540	408.809	-200.476	918.932	309.208	-273.891	962.677	87.238	-327.655	1028.420	5.608	-293.015	790.963	-14.290	-307.778	837.615	18.169	-296.237	859.038	-0.599	-365.400	843.516	605.667	-335.303	868.823	917.418	141.487	826.943	1234.723	-4.444	966.636	1471.887	-155.234	961.799	1489.629	-13.125	795.731	662.468	149.164	818.395	665.021	-315.698	862.683	666.268	-294.921
4637	48.29167	00:35:25:01	905.971	1627.660	-101.499	848.647	1584.877	-36.633	866.511	1579.898	-162.716	1004.521	1330.372	-77.717	1034.811	1148.513	-93.593	1020.851	1045.146	-103.690	1030.010	952.041	-108.335	771.216	1036.176	-120.057	792.355	1192.631	-100.632	1032.425	1229.765	-4.466	901.615	1291.374	87.608	864.841	1136.981	87.125	991.006	1142.953	95.880	0.000	0.000	0.000	924.342	967.041	147.617	889.206	742.381	148.802	821.597	758.880	99.416	921.025	1316.069	-277.205	1036.881	1245.644	-170.686	877.056	1170.917	-295.097	1003.870	1182.481	-286.090	837.785	1244.909	-202.059	971.900	969.688	-272.045	958.418	993.875	-347.733	898.108	945.078	-365.384	904.175	758.112	-382.633	833.885	780.873	-334.630	811.305	927.903	17.324	847.191	948.306	-256.651	981.046	952.381	17.342	1005.560	952.267	-237.063	829.337	756.274	56.538	954.782	841.936	54.669	920.872	416.073	43.766	941.086	410.161	-61.778	916.550	315.435	12.606	953.469	77.138	26.836	1030.399	11.464	-13.402	793.049	-13.788	-7.003	831.374	16.384	-16.102	859.880	7.283	43.843	979.888	839.985	-277.581	922.578	420.990	-298.296	919.593	408.992	-201.629	919.789	309.386	-274.858	962.873	87.136	-327.975	1028.456	5.541	-293.118	790.993	-14.302	-307.816	837.627	18.202	-296.367	859.062	-0.650	-365.505	841.755	605.723	-335.898	868.208	917.368	138.459	826.941	1234.820	-6.454	966.753	1471.863	-157.308	961.952	1489.661	-15.221	794.717	662.500	145.165	816.875	665.152	-316.613	863.047	666.137	-296.258
