NO_OF_FRAMES	2852
NO_OF_CAMERAS	13
NO_OF_MARKERS	58
FREQUENCY	95.8
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-03-21, 11:48:57.717	331690.37858269
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RMID	LFRM	LFSH	RBHD	LBHD	LPLM	RPLM	RFTHI
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RMID X	RMID Y	RMID Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	LPLM X	LPLM Y	LPLM Z	RPLM X	RPLM Y	RPLM Z	RFTHI X	RFTHI Y	RFTHI Z	
4507	46.93750	00:35:23:18	935.451	1628.263	-108.034	875.907	1589.275	-43.196	892.661	1583.085	-169.074	1018.642	1332.294	-87.089	1045.628	1149.086	-101.758	1030.266	1046.900	-110.302	1038.691	954.771	-115.561	776.022	1038.694	-124.702	800.021	1197.706	-106.720	1044.958	1231.171	-12.778	913.445	1294.366	79.889	871.975	1140.497	79.541	998.819	1142.912	91.758	0.000	0.000	0.000	925.527	967.996	139.849	887.099	743.755	140.585	818.735	762.141	84.579	926.758	1317.724	-285.506	1047.820	1247.436	-181.974	878.712	1172.755	-299.974	1006.549	1184.133	-299.369	844.468	1248.924	-209.295	971.733	970.857	-276.585	956.578	993.635	-352.501	898.211	943.211	-369.329	912.217	756.245	-385.473	840.705	776.253	-338.071	820.950	928.681	12.032	852.429	950.154	-261.734	990.580	955.105	9.756	1012.377	955.233	-243.974	841.709	756.260	51.558	965.921	842.647	47.798	930.461	417.547	41.047	948.252	409.873	-65.457	923.809	316.928	10.860	955.419	77.853	26.152	1030.103	10.987	-15.175	793.014	-14.061	-6.796	831.201	16.976	-14.489	860.384	7.422	44.802	986.306	843.306	-283.069	947.431	420.836	-273.176	951.466	417.228	-174.491	947.133	312.071	-237.889	980.454	84.188	-268.598	1043.304	4.471	-229.604	805.666	-11.660	-227.213	853.228	20.771	-220.936	867.760	-3.793	-289.833	856.862	600.735	-338.269	869.266	919.020	129.537	836.790	1239.735	-13.007	986.409	1469.256	-164.392	983.685	1487.164	-22.358	791.557	665.153	135.856	829.179	659.403	-318.335	874.736	663.607	-287.200
4508	46.94792	00:35:23:19	935.390	1628.252	-108.006	875.855	1589.341	-43.158	892.585	1583.126	-169.039	1018.458	1332.294	-87.068	1045.436	1149.098	-101.727	1030.105	1046.926	-110.302	1038.578	954.846	-115.549	776.063	1038.554	-124.846	799.890	1197.661	-106.684	1044.774	1231.206	-12.744	913.277	1294.339	79.957	871.843	1140.453	79.599	998.681	1142.927	91.827	0.000	0.000	0.000	925.439	967.959	139.865	887.078	743.717	140.630	818.660	762.039	84.573	926.553	1317.715	-285.435	1047.628	1247.459	-181.943	878.495	1172.757	-299.897	1006.349	1184.135	-299.348	844.278	1248.904	-209.204	971.592	970.840	-276.694	956.354	993.660	-352.597	897.975	943.302	-369.421	911.940	756.282	-385.697	840.475	776.289	-338.175	820.670	928.768	12.358	852.297	950.125	-261.691	990.499	955.172	9.746	1012.240	955.294	-243.935	841.631	756.265	51.621	965.873	842.667	47.839	930.418	417.561	41.066	948.180	409.895	-65.458	923.777	316.930	10.875	955.410	77.871	26.152	1030.112	11.001	-15.176	793.004	-14.044	-6.795	831.198	16.972	-14.496	860.396	7.428	44.793	986.193	843.334	-283.033	947.520	420.667	-272.933	951.438	417.225	-174.495	947.050	312.062	-237.865	980.415	84.170	-268.598	1043.328	4.496	-229.624	805.657	-11.662	-227.192	853.233	20.781	-220.920	867.769	-3.778	-289.848	856.617	600.757	-338.517	868.783	919.129	129.818	836.636	1239.668	-12.939	986.242	1469.238	-164.376	983.537	1487.135	-22.319	791.574	665.082	135.937	828.987	659.394	-318.471	874.665	663.611	-287.163
4509	46.95833	00:35:23:19	935.360	1628.255	-107.969	875.775	1589.387	-43.111	892.457	1583.132	-168.983	1018.250	1332.283	-87.008	1045.253	1149.106	-101.693	1029.951	1046.887	-110.278	1038.458	954.906	-115.547	775.819	1038.627	-124.621	799.734	1197.578	-106.614	1044.601	1231.177	-12.671	913.130	1294.285	79.998	871.709	1140.386	79.669	998.496	1142.932	91.902	0.000	0.000	0.000	925.359	967.925	139.908	887.055	743.663	140.681	818.615	761.978	84.634	926.332	1317.677	-285.366	1047.445	1247.466	-181.903	878.336	1172.748	-299.880	1006.169	1184.155	-299.293	844.108	1248.862	-209.140	971.383	970.822	-276.826	956.096	993.702	-352.705	897.795	943.370	-369.517	911.652	756.338	-385.911	840.240	776.296	-338.314	820.595	928.740	12.437	852.773	950.054	-261.811	990.372	955.177	9.808	1012.123	955.384	-243.966	841.613	756.222	51.684	965.825	842.690	47.893	930.351	417.553	41.076	948.097	409.895	-65.442	923.725	316.918	10.868	955.387	77.867	26.152	1030.106	11.012	-15.187	792.994	-14.049	-6.820	831.194	16.976	-14.495	860.366	7.422	44.793	986.066	843.377	-282.991	947.319	420.738	-273.056	951.374	417.204	-174.508	946.986	312.042	-237.872	980.383	84.158	-268.616	1043.312	4.499	-229.638	805.658	-11.679	-227.210	853.221	20.756	-220.908	867.761	-3.796	-289.850	856.412	600.782	-338.783	868.706	919.081	129.899	836.503	1239.602	-12.858	986.065	1469.176	-164.336	983.392	1487.082	-22.291	791.574	664.997	136.055	828.760	659.426	-318.687	874.568	663.576	-287.131
4510	46.96875	00:35:23:19	935.304	1628.236	-107.939	875.718	1589.424	-43.068	892.364	1583.153	-168.962	1018.087	1332.314	-86.934	1045.077	1149.118	-101.651	1029.775	1046.892	-110.240	1038.343	954.957	-115.503	775.724	1038.588	-124.543	799.582	1197.536	-106.519	1044.449	1231.187	-12.652	912.979	1294.243	80.084	871.568	1140.341	79.755	998.358	1142.885	91.971	0.000	0.000	0.000	925.254	967.886	139.965	887.026	743.594	140.770	818.548	761.941	84.734	926.163	1317.681	-285.289	1047.243	1247.468	-181.850	878.131	1172.758	-299.838	1005.933	1184.161	-299.220	843.922	1248.845	-209.034	971.145	970.802	-276.973	955.876	993.728	-352.829	897.543	943.432	-369.625	911.390	756.414	-386.139	840.015	776.338	-338.469	820.468	928.722	12.514	852.052	950.069	-261.639	990.247	955.205	9.862	1011.998	955.447	-243.935	841.530	756.226	51.750	965.735	842.697	47.979	930.296	417.530	41.097	948.011	409.899	-65.449	923.675	316.914	10.873	955.384	77.882	26.148	1030.101	11.014	-15.206	792.985	-14.048	-6.803	831.192	16.966	-14.486	860.384	7.432	44.788	985.957	843.433	-282.928	947.022	420.741	-273.124	951.299	417.200	-174.505	946.912	312.031	-237.879	980.375	84.155	-268.649	1043.336	4.509	-229.682	805.642	-11.688	-227.184	853.225	20.772	-220.923	867.760	-3.806	-289.856	856.150	600.826	-339.143	868.612	919.034	129.966	836.355	1239.521	-12.803	985.848	1469.105	-164.293	983.281	1487.052	-22.267	791.532	664.944	136.146	828.545	659.453	-318.906	874.489	663.603	-287.090
4511	46.97917	00:35:23:19	935.237	1628.232	-107.901	875.664	1589.484	-42.995	892.286	1583.156	-168.862	1017.910	1332.333	-86.859	1044.902	1149.098	-101.608	1029.633	1046.852	-110.302	1038.211	955.021	-115.473	775.641	1038.561	-124.466	799.439	1197.499	-106.398	1044.307	1231.187	-12.580	912.857	1294.192	80.186	871.456	1140.292	79.833	998.212	1142.874	92.059	0.000	0.000	0.000	925.165	967.846	140.054	886.971	743.552	140.898	818.470	761.849	84.849	925.958	1317.673	-285.191	1047.055	1247.470	-181.803	877.956	1172.756	-299.783	1005.662	1183.947	-299.062	843.746	1248.835	-208.951	970.923	970.822	-277.131	955.659	993.776	-352.952	897.402	943.580	-369.779	911.113	756.481	-386.376	839.761	776.378	-338.669	820.518	928.575	12.310	851.940	950.071	-261.594	990.106	955.214	9.981	1011.896	955.533	-243.927	841.492	756.216	51.843	965.684	842.678	48.071	930.234	417.536	41.106	947.940	409.932	-65.414	923.605	316.909	10.898	955.363	77.879	26.119	1030.079	11.032	-15.224	792.989	-14.055	-6.788	831.187	16.970	-14.501	860.367	7.422	44.793	985.867	843.441	-282.883	946.845	420.709	-273.171	951.229	417.189	-174.530	946.831	312.057	-237.922	980.390	84.156	-268.706	1043.354	4.511	-229.725	805.661	-11.678	-227.200	853.225	20.774	-220.939	867.766	-3.803	-289.871	855.896	600.846	-339.455	868.915	918.799	129.831	836.253	1239.479	-12.708	985.653	1469.063	-164.242	983.135	1487.022	-22.199	791.505	664.885	136.345	828.309	659.492	-319.111	874.465	663.595	-287.103
4512	46.98958	00:35:23:20	935.206	1628.219	-107.846	875.598	1589.537	-42.913	892.168	1583.181	-168.809	1017.739	1332.352	-86.781	1044.734	1149.133	-101.561	1029.473	1046.882	-110.188	1038.117	955.073	-115.408	775.555	1038.531	-124.413	799.302	1197.465	-106.301	1044.148	1231.184	-12.517	912.726	1294.139	80.300	871.344	1140.230	79.918	998.098	1142.807	92.112	0.000	0.000	0.000	925.054	967.791	140.162	886.908	743.517	141.044	818.393	761.854	84.979	925.776	1317.677	-285.087	1046.863	1247.488	-181.714	877.774	1172.779	-299.721	1005.452	1183.897	-299.000	843.568	1248.812	-208.859	970.749	970.808	-277.285	955.434	993.845	-353.065	897.164	943.660	-369.910	910.856	756.576	-386.675	839.523	776.443	-338.880	820.411	928.542	12.405	851.815	950.059	-261.512	990.060	955.243	10.037	1011.794	955.558	-243.812	841.374	756.222	51.862	965.627	842.698	48.211	930.128	417.541	41.137	947.813	409.951	-65.404	923.551	316.913	10.889	955.349	77.888	26.124	1030.072	11.046	-15.259	792.985	-14.049	-6.787	831.180	16.977	-14.498	860.379	7.431	44.777	985.784	843.511	-282.787	946.620	421.112	-273.657	951.115	417.200	-174.554	946.727	312.050	-237.989	980.364	84.183	-268.791	1043.361	4.490	-229.761	805.666	-11.671	-227.170	853.240	20.790	-220.928	867.772	-3.810	-289.869	855.692	600.915	-339.847	868.797	918.742	129.936	836.148	1239.414	-12.632	985.468	1468.995	-164.160	982.993	1486.952	-22.139	791.464	664.790	136.512	828.076	659.505	-319.408	874.411	663.602	-287.109
4513	47.00000	00:35:23:20	935.170	1628.214	-107.777	875.520	1589.583	-42.832	892.111	1583.257	-168.696	1017.564	1332.346	-86.697	1044.573	1149.158	-101.524	1029.312	1046.912	-110.115	1038.014	955.138	-115.296	775.472	1038.507	-124.321	799.162	1197.420	-106.197	1044.073	1231.202	-12.499	912.606	1294.088	80.422	871.251	1140.182	80.044	998.026	1142.702	92.130	0.000	0.000	0.000	924.958	967.736	140.298	886.832	743.470	141.223	818.299	761.828	85.109	925.576	1317.665	-284.964	1046.662	1247.507	-181.649	877.598	1172.782	-299.635	1005.251	1183.922	-298.992	843.399	1248.775	-208.756	970.608	970.815	-277.460	955.182	993.904	-353.214	896.824	943.663	-370.006	910.588	756.683	-386.954	839.297	776.480	-339.067	820.314	928.505	12.489	851.721	950.051	-261.453	989.894	955.212	10.148	1011.753	955.756	-243.925	841.295	756.195	51.980	965.530	842.717	48.349	930.014	417.534	41.154	947.723	409.962	-65.377	923.458	316.909	10.896	955.321	77.895	26.127	1030.067	11.103	-15.289	792.986	-14.055	-6.785	831.160	16.998	-14.504	860.361	7.436	44.756	985.687	843.555	-282.663	946.401	421.033	-273.666	950.956	417.180	-174.648	946.603	312.047	-238.060	980.382	84.172	-268.882	1043.398	4.476	-229.813	805.670	-11.685	-227.174	853.238	20.779	-220.942	867.747	-3.835	-289.893	855.490	600.979	-340.252	868.696	918.694	130.063	836.047	1239.365	-12.526	985.273	1468.939	-164.083	982.823	1486.936	-22.061	791.413	664.718	136.696	827.779	659.600	-319.866	874.305	663.653	-287.069
4514	47.01042	00:35:23:20	935.140	1628.218	-107.681	875.469	1589.652	-42.721	892.030	1583.301	-168.593	1017.387	1332.406	-86.561	1044.398	1149.197	-101.441	1029.161	1046.967	-110.031	1037.909	955.219	-115.167	775.379	1038.512	-124.230	799.041	1197.391	-106.041	1043.911	1231.239	-12.444	912.498	1294.046	80.554	871.156	1140.151	80.162	997.908	1142.686	92.208	0.000	0.000	0.000	924.865	967.719	140.437	886.775	743.447	141.400	818.200	761.817	85.257	925.370	1317.678	-284.814	1046.493	1247.539	-181.537	877.400	1172.809	-299.543	1005.054	1183.950	-298.948	843.235	1248.771	-208.648	970.485	970.807	-277.646	954.929	993.998	-353.359	896.549	943.776	-370.162	910.312	756.776	-387.223	839.072	776.541	-339.240	820.213	928.494	12.613	851.626	950.024	-261.318	989.790	955.260	10.289	1011.644	955.709	-243.665	841.194	756.234	52.016	965.469	842.757	48.507	929.906	417.601	41.184	947.539	410.009	-65.359	923.359	316.925	10.901	955.297	77.912	26.110	1030.058	11.124	-15.316	792.981	-14.046	-6.777	831.143	16.988	-14.522	860.368	7.434	44.755	985.661	843.625	-282.551	946.177	420.856	-273.603	950.772	417.176	-174.767	946.476	312.018	-238.153	980.390	84.144	-269.027	1043.465	4.437	-230.040	805.699	-11.680	-227.151	853.272	20.769	-220.995	867.709	-3.954	-289.905	855.244	601.027	-340.617	868.603	918.677	130.221	835.930	1239.335	-12.405	985.049	1468.880	-163.987	982.650	1486.881	-21.957	791.360	664.675	136.890	827.596	659.633	-320.146	874.261	663.688	-287.085
4515	47.02083	00:35:23:20	935.127	1628.223	-107.564	875.405	1589.711	-42.601	891.940	1583.338	-168.469	1017.226	1332.458	-86.431	1044.264	1149.246	-101.366	1029.046	1046.991	-109.862	1037.783	955.338	-115.049	775.297	1038.489	-124.128	798.937	1197.366	-105.904	1043.782	1231.235	-12.291	912.410	1294.023	80.705	871.088	1140.153	80.285	997.797	1142.690	92.339	0.000	0.000	0.000	924.785	967.707	140.582	886.705	743.436	141.592	818.135	761.823	85.430	925.126	1317.693	-284.651	1046.318	1247.574	-181.429	877.199	1172.822	-299.401	1004.811	1183.948	-298.854	843.068	1248.734	-208.499	970.246	970.834	-277.794	954.644	994.078	-353.492	896.385	943.970	-370.323	909.995	756.903	-387.548	838.832	776.616	-339.465	820.136	928.506	12.741	851.527	950.013	-261.177	989.684	955.374	10.466	1011.573	955.776	-243.525	840.956	756.322	52.004	965.402	842.818	48.695	929.706	417.636	41.202	947.369	410.054	-65.320	923.223	316.930	10.896	955.226	77.940	26.096	1030.019	11.185	-15.360	792.954	-14.041	-6.789	831.138	16.996	-14.524	860.348	7.434	44.745	985.617	843.676	-282.414	946.266	420.964	-273.718	950.568	417.138	-174.890	946.312	312.016	-238.285	980.400	84.145	-269.197	1043.685	4.438	-230.597	805.740	-11.654	-227.112	853.312	20.787	-221.004	867.707	-3.972	-289.930	855.057	601.080	-341.016	868.527	918.656	130.381	835.822	1239.295	-12.250	984.862	1468.851	-163.868	982.519	1486.848	-21.835	791.292	664.662	137.106	827.480	659.610	-320.331	874.201	663.737	-287.083
4516	47.03125	00:35:23:21	935.095	1628.260	-107.419	875.338	1589.793	-42.446	891.863	1583.392	-168.313	1017.081	1332.522	-86.351	1044.117	1149.315	-101.271	1028.912	1047.013	-109.826	1037.690	955.433	-114.894	775.231	1038.490	-123.945	798.834	1197.323	-105.715	1043.667	1231.286	-12.335	912.330	1294.007	80.890	871.024	1140.148	80.452	997.710	1142.674	92.472	0.000	0.000	0.000	924.721	967.715	140.738	886.638	743.443	141.784	818.011	761.825	85.636	924.908	1317.693	-284.464	1046.150	1247.625	-181.351	876.991	1172.845	-299.267	1004.556	1184.066	-298.794	842.889	1248.717	-208.312	970.104	970.869	-277.970	954.389	994.185	-353.637	896.147	944.087	-370.423	909.704	757.049	-387.849	838.606	776.664	-339.624	820.055	928.515	12.910	851.441	949.988	-261.026	989.588	955.428	10.594	1011.515	955.885	-243.373	841.019	756.363	52.237	965.368	842.913	48.955	929.487	417.670	41.238	947.171	410.114	-65.274	923.069	316.932	10.907	955.186	77.937	26.091	1029.996	11.192	-15.363	792.950	-14.024	-6.758	831.105	17.005	-14.525	860.330	7.442	44.735	985.591	843.726	-282.270	946.032	420.912	-273.768	950.379	417.094	-174.996	946.131	311.986	-238.410	980.419	84.144	-269.367	1043.743	4.322	-230.739	805.786	-11.606	-227.100	853.357	20.796	-221.029	867.696	-3.990	-289.933	854.881	601.146	-341.434	868.449	918.659	130.535	835.746	1239.263	-12.098	984.705	1468.811	-163.696	982.357	1486.842	-21.702	791.234	664.684	137.378	827.209	659.687	-320.816	874.110	663.777	-287.051
4517	47.04167	00:35:23:21	935.035	1628.299	-107.258	875.281	1589.874	-42.285	891.746	1583.484	-168.142	1016.984	1332.628	-86.266	1043.978	1149.393	-101.176	1028.799	1047.218	-109.504	1037.603	955.600	-114.735	775.187	1038.520	-123.785	798.738	1197.299	-105.491	1043.550	1231.322	-12.140	912.260	1294.027	81.073	870.994	1140.177	80.624	997.686	1142.688	92.579	0.000	0.000	0.000	924.672	967.756	140.918	886.573	743.492	142.009	820.020	760.451	91.775	924.667	1317.726	-284.249	1045.980	1247.683	-181.228	876.768	1172.858	-299.095	1004.240	1184.102	-298.697	842.714	1248.696	-208.082	969.942	970.908	-278.134	954.064	994.277	-353.740	895.983	944.266	-370.510	909.426	757.177	-388.111	838.404	776.724	-339.771	819.971	928.550	13.105	851.367	949.977	-260.864	989.517	955.495	10.838	1011.417	956.013	-243.088	841.076	756.545	52.498	965.293	843.003	49.239	929.248	417.686	41.361	946.983	410.185	-65.210	922.884	316.942	10.928	955.131	77.949	26.091	1029.976	11.252	-15.403	792.907	-14.003	-6.764	831.082	17.012	-14.530	860.321	7.448	44.709	985.585	843.794	-282.048	946.167	420.698	-273.492	950.121	417.067	-175.072	945.903	311.962	-238.496	980.437	84.156	-269.546	1043.819	4.281	-230.937	805.832	-11.568	-227.072	853.398	20.807	-221.051	867.702	-4.007	-289.952	854.713	601.170	-341.845	868.395	918.686	130.748	835.701	1239.243	-11.919	984.483	1468.816	-163.570	982.237	1486.840	-21.530	791.172	664.721	137.683	827.044	659.772	-320.969	874.095	663.857	-287.097
4518	47.05208	00:35:23:21	934.996	1628.346	-107.076	875.229	1589.977	-42.093	891.671	1583.594	-167.912	1016.811	1332.688	-86.090	1043.891	1149.546	-101.066	1028.676	1047.226	-109.443	1037.549	955.734	-114.483	775.141	1038.522	-123.536	798.635	1197.266	-105.244	1043.449	1231.428	-11.986	912.220	1294.055	81.313	870.928	1140.203	80.830	997.688	1142.710	92.631	0.000	0.000	0.000	924.659	967.798	141.131	886.534	743.532	142.196	819.928	760.483	92.104	924.437	1317.749	-284.039	1045.781	1247.782	-181.064	876.502	1172.893	-298.877	1003.981	1184.125	-298.604	842.531	1248.693	-207.838	969.738	970.930	-278.304	953.771	994.399	-353.837	895.699	944.387	-370.564	909.124	757.325	-388.391	838.201	776.802	-339.910	819.932	928.609	13.350	851.602	949.965	-260.644	989.493	955.579	10.985	1011.368	956.131	-242.883	841.079	756.642	52.713	965.260	843.068	49.490	929.000	417.709	41.478	946.779	410.250	-65.119	922.692	316.935	10.981	955.073	77.976	26.094	1029.937	11.289	-15.415	792.891	-14.005	-6.788	831.075	17.019	-14.540	860.316	7.462	44.715	985.579	843.858	-281.829	945.914	420.841	-273.639	949.839	417.027	-175.107	945.633	311.931	-238.551	980.378	84.144	-269.692	1043.885	4.243	-231.114	805.889	-11.546	-227.055	853.450	20.822	-221.067	867.677	-4.022	-289.973	854.550	601.258	-342.205	868.356	918.743	130.961	835.663	1239.224	-11.725	984.306	1468.825	-163.380	982.085	1486.845	-21.361	791.106	664.778	138.004	826.897	659.824	-321.156	873.954	663.968	-287.022
4519	47.06250	00:35:23:21	934.947	1628.394	-106.827	875.166	1590.056	-41.853	891.588	1583.651	-167.691	1016.679	1332.853	-85.925	1043.757	1149.670	-100.887	1028.560	1047.287	-109.287	1037.466	955.870	-114.208	775.117	1038.527	-123.268	798.574	1197.244	-104.992	1043.352	1231.554	-11.795	912.204	1294.108	81.549	870.905	1140.251	81.055	997.650	1142.746	92.882	0.000	0.000	0.000	924.620	967.863	141.337	886.488	743.606	142.394	819.892	760.543	92.417	924.136	1317.767	-283.783	1045.607	1247.893	-180.858	876.277	1172.921	-298.670	1003.729	1184.236	-298.477	842.361	1248.693	-207.573	969.569	970.970	-278.430	953.502	994.512	-353.887	895.396	944.569	-370.597	908.810	757.502	-388.708	837.966	776.922	-340.076	819.901	928.653	13.632	851.573	949.953	-260.402	989.463	955.676	11.242	1011.335	956.255	-242.622	841.018	756.706	52.949	965.295	843.181	49.832	928.743	417.731	41.593	946.542	410.284	-64.989	922.463	316.936	11.042	955.011	77.984	26.100	1029.919	11.316	-15.463	792.891	-13.999	-6.771	831.055	17.014	-14.553	860.297	7.457	44.707	985.610	843.938	-281.536	945.510	420.845	-273.658	949.480	416.998	-175.189	945.290	311.889	-238.614	980.341	84.163	-269.832	1043.939	4.198	-231.264	805.922	-11.535	-227.002	853.481	20.835	-221.127	867.679	-4.041	-290.011	854.407	601.372	-342.565	868.354	918.846	131.197	835.627	1239.203	-11.495	984.157	1468.829	-163.170	981.946	1486.853	-21.166	790.994	664.897	138.297	826.771	659.862	-321.369	873.879	664.037	-287.017
4520	47.07292	00:35:23:22	934.896	1628.456	-106.576	875.123	1590.146	-41.613	891.496	1583.748	-167.438	1016.575	1333.015	-85.726	1043.626	1149.789	-100.708	1028.470	1047.364	-109.072	1037.434	956.040	-113.892	775.092	1038.586	-122.949	798.494	1197.228	-104.680	1043.269	1231.689	-11.600	912.184	1294.177	81.804	870.888	1140.322	81.323	997.682	1142.828	93.011	0.000	0.000	0.000	924.651	967.974	141.572	886.438	743.691	142.659	819.786	760.659	92.700	923.865	1317.844	-283.494	1045.427	1248.003	-180.699	876.052	1172.948	-298.407	1003.451	1184.307	-298.294	842.185	1248.666	-207.251	969.407	971.040	-278.530	953.203	994.652	-353.917	895.132	944.742	-370.600	908.569	757.658	-388.935	837.771	777.032	-340.190	819.902	928.719	13.972	851.559	949.974	-260.095	989.464	955.860	11.563	1011.305	956.372	-242.382	841.067	756.863	53.283	965.331	843.245	50.145	928.520	417.769	41.733	946.296	410.348	-64.880	922.230	316.939	11.126	954.947	78.009	26.113	1029.875	11.383	-15.451	792.879	-13.993	-6.754	831.034	17.043	-14.527	860.283	7.459	44.692	985.624	844.008	-281.231	945.259	420.791	-273.573	949.094	416.969	-175.260	944.965	311.809	-238.693	980.310	84.169	-269.970	1044.018	4.124	-231.507	805.992	-11.506	-226.968	853.540	20.855	-221.157	867.675	-4.064	-290.033	854.300	601.513	-342.913	868.358	918.965	131.450	835.595	1239.220	-11.204	983.961	1468.846	-162.917	981.791	1486.890	-20.908	790.924	665.047	138.626	826.635	659.975	-321.563	873.811	664.176	-286.948
4521	47.08333	00:35:23:22	934.819	1628.522	-106.320	875.049	1590.280	-41.318	891.376	1583.845	-167.145	1016.391	1333.181	-85.486	1043.494	1149.904	-100.511	1028.394	1047.458	-108.874	1037.426	956.185	-113.504	775.065	1038.618	-122.574	798.403	1197.218	-104.299	1043.241	1231.798	-11.493	912.159	1294.255	82.131	870.901	1140.378	81.619	997.724	1142.946	93.218	0.000	0.000	0.000	924.688	968.077	141.851	886.397	743.799	142.925	819.681	760.786	93.017	923.506	1317.871	-283.125	1045.228	1248.166	-180.441	875.780	1173.032	-298.092	1003.099	1184.404	-298.039	841.992	1248.682	-206.884	969.263	971.109	-278.575	952.928	994.819	-353.922	894.867	944.908	-370.591	908.286	757.878	-389.159	837.544	777.155	-340.345	819.924	928.773	14.305	851.523	950.011	-259.730	989.458	956.013	11.899	1011.279	956.429	-242.067	841.153	756.953	53.669	965.405	843.343	50.534	928.266	417.813	41.910	945.932	410.471	-64.777	921.982	316.937	11.228	954.888	78.009	26.140	1029.861	11.423	-15.485	792.852	-13.988	-6.762	831.019	17.054	-14.537	860.278	7.471	44.680	985.654	844.068	-280.905	944.802	420.807	-273.634	948.594	416.934	-175.302	944.594	311.751	-238.780	980.289	84.135	-270.091	1044.091	4.058	-231.693	806.011	-11.496	-226.859	853.618	20.876	-221.222	867.656	-4.077	-290.061	854.134	601.628	-343.199	868.390	919.084	131.750	835.540	1239.225	-10.873	983.774	1468.885	-162.674	981.742	1486.947	-20.681	790.826	665.191	138.974	826.470	660.064	-321.750	873.660	664.325	-286.805
