NO_OF_FRAMES	351
NO_OF_CAMERAS	13
NO_OF_MARKERS	62
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2017-12-04, 15:56:10.395	23248.19755621
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RMT1	RMT5	RTHMB	RINDX	RPNKY	LTHMB	LINDX	LPNKY	LFRM	LFSH	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
2044	20.43000	02:12:56:20	361.355	1648.656	-17.607	406.090	1585.549	-130.075	480.765	1585.406	-8.459	285.711	1346.984	-55.340	262.230	1177.325	-71.816	273.855	1058.818	-63.979	260.019	964.951	-71.269	486.915	888.659	-31.438	518.523	1075.108	-9.906	499.457	1209.137	-13.836	288.778	1239.111	-156.292	443.934	1334.099	-214.152	513.504	1175.225	-244.490	399.895	1161.949	-259.271	493.610	991.725	-242.799	513.577	1018.899	-331.573	584.635	816.796	-385.645	641.676	833.667	-315.953	348.508	1337.020	114.841	244.817	1233.665	19.281	375.732	1217.447	177.712	262.757	1185.353	139.772	445.445	1263.965	47.734	319.218	986.155	157.164	309.391	1013.553	231.517	384.208	999.407	258.231	366.554	798.406	325.601	453.979	808.451	310.899	447.266	918.514	-177.835	431.419	916.858	82.836	302.262	932.027	-197.724	265.565	971.202	53.771	474.094	785.389	-196.890	319.478	771.750	-224.024	551.651	416.282	-184.372	558.374	427.272	-78.786	513.227	266.959	-151.139	377.249	72.453	-139.344	327.466	87.290	-92.652	479.239	19.461	-91.542	460.131	12.168	-149.840	435.957	757.924	193.637	260.515	785.108	104.244	504.607	489.523	321.098	578.477	469.458	246.895	440.786	350.357	269.191	245.624	218.997	168.640	265.710	240.741	106.543	263.035	53.575	116.462	204.101	70.066	144.136	506.576	729.619	355.842	478.632	699.435	402.119	426.081	666.352	365.295	713.300	733.793	-352.767	725.275	728.501	-410.332	667.633	713.085	-433.235	588.426	994.547	-340.941	487.385	1269.660	-95.132	371.342	1521.393	61.171	295.364	1519.624	-50.975	391.403	708.723	357.644	634.668	761.912	-427.494
2045	20.44000	02:12:56:20	360.896	1650.844	-18.416	406.183	1587.178	-130.369	480.307	1587.848	-8.499	286.080	1348.911	-57.629	264.684	1178.916	-75.049	276.151	1060.691	-67.379	262.553	967.053	-75.437	489.072	891.628	-29.316	519.093	1077.160	-4.063	499.592	1211.646	-7.500	293.808	1240.973	-158.254	450.748	1336.112	-209.741	521.726	1177.363	-236.628	408.937	1163.959	-256.457	501.900	993.849	-236.180	526.692	1021.324	-323.834	600.998	819.011	-373.581	653.844	836.536	-301.091	341.986	1339.893	114.923	242.885	1235.507	15.032	365.320	1220.100	178.762	254.181	1188.377	134.961	441.989	1266.179	52.000	308.694	989.128	155.060	294.470	1016.451	229.001	367.694	1001.869	259.903	344.238	800.865	325.688	432.599	810.107	316.435	452.884	920.589	-177.017	429.980	918.771	83.299	308.089	934.378	-201.090	261.959	974.087	49.030	478.908	786.760	-195.875	325.032	774.133	-226.895	551.549	416.662	-183.968	558.024	427.597	-78.312	513.285	267.213	-150.693	377.367	72.638	-138.963	327.579	87.512	-92.231	479.349	19.356	-91.332	460.141	12.174	-149.615	428.431	763.286	196.463	257.232	788.135	100.638	489.611	497.482	332.572	568.495	477.545	263.738	431.469	357.357	278.987	245.382	221.054	168.390	268.695	242.636	107.296	267.529	55.417	118.675	206.620	71.708	142.216	481.076	729.799	363.758	449.664	699.729	408.207	398.891	667.798	367.937	728.591	737.763	-331.723	744.304	731.685	-388.134	687.921	714.280	-413.674	601.655	996.957	-328.836	489.977	1272.167	-89.107	370.671	1523.932	61.038	295.193	1521.673	-51.470	365.982	710.990	358.185	654.312	763.220	-411.706
2046	20.45000	02:12:56:20	360.293	1653.698	-19.111	406.238	1589.526	-130.612	479.764	1591.078	-8.429	286.519	1351.567	-59.844	267.654	1181.042	-77.927	278.335	1063.316	-70.484	265.482	969.714	-79.458	490.591	894.741	-26.836	519.341	1079.879	1.911	498.533	1214.670	-1.178	298.703	1243.583	-159.639	457.079	1338.858	-205.039	530.140	1180.146	-227.817	417.105	1166.689	-253.339	508.562	996.573	-229.563	538.407	1024.380	-315.452	615.703	821.766	-361.169	664.296	839.699	-285.835	335.824	1343.522	114.881	240.883	1238.043	11.191	354.960	1223.707	179.822	246.094	1192.235	130.080	438.761	1269.176	56.393	298.081	992.991	152.060	279.631	1020.093	225.490	350.675	1004.949	260.851	321.368	803.992	324.083	410.875	812.500	320.407	459.676	923.685	-174.994	427.515	921.321	83.690	314.700	937.321	-203.342	260.868	977.076	45.204	483.720	788.551	-194.554	330.870	776.988	-228.862	551.193	417.164	-182.971	557.066	428.267	-77.301	513.068	267.771	-150.087	377.424	72.919	-139.089	327.488	87.727	-92.476	479.306	19.297	-91.313	460.188	12.195	-149.620	421.720	769.443	198.656	253.483	792.353	97.227	474.458	505.240	342.254	556.903	485.403	278.429	421.470	363.837	287.016	244.806	222.771	167.685	270.851	244.315	107.708	271.864	57.005	120.653	209.555	72.809	140.348	455.083	730.450	369.859	420.490	700.236	411.721	370.699	669.963	368.118	740.978	741.763	-309.869	760.664	734.957	-364.848	706.125	716.187	-393.550	613.568	999.832	-316.227	492.074	1275.469	-82.890	370.034	1527.111	60.933	294.968	1524.124	-51.815	339.395	714.134	357.436	672.159	765.179	-395.482
2047	20.46000	02:12:56:20	359.508	1657.328	-19.838	406.017	1592.827	-130.778	479.222	1595.116	-8.285	288.751	1354.196	-61.210	270.011	1184.272	-80.394	281.495	1066.578	-73.151	268.480	973.310	-83.205	491.990	898.696	-23.711	518.897	1083.331	8.232	497.636	1218.849	5.357	303.389	1246.754	-160.319	462.916	1342.374	-200.150	536.272	1183.404	-219.480	424.785	1170.120	-249.723	516.349	1000.104	-221.835	549.040	1028.014	-306.495	628.500	825.392	-348.891	672.713	843.124	-270.411	329.915	1348.135	114.860	238.938	1241.529	7.701	344.637	1228.065	180.668	238.517	1197.010	124.938	435.252	1273.261	60.919	287.958	997.466	148.484	265.576	1024.346	220.982	333.300	1009.005	260.909	299.056	807.813	320.921	389.461	815.885	323.351	464.606	926.991	-173.936	425.705	925.326	85.052	321.472	940.843	-205.310	259.530	980.957	41.710	489.583	790.651	-191.595	337.012	780.618	-229.962	550.385	418.198	-181.271	555.249	428.970	-75.469	512.436	268.761	-149.032	377.499	73.329	-139.478	327.258	87.847	-93.135	479.313	19.377	-91.319	460.294	12.198	-149.740	413.252	775.321	200.602	250.211	797.483	93.796	459.177	512.590	349.546	545.143	493.245	290.506	411.246	369.818	292.889	244.031	223.893	166.276	272.387	245.666	107.311	276.027	58.303	122.129	212.505	73.434	138.483	428.707	731.930	373.996	390.614	701.089	412.930	343.358	672.662	365.945	749.822	745.507	-287.469	774.744	738.704	-341.040	722.092	719.071	-372.941	624.089	1003.297	-303.296	493.759	1279.680	-76.694	369.437	1531.298	60.954	294.702	1527.416	-52.150	313.966	717.615	353.624	687.703	767.953	-378.563
2048	20.47000	02:12:56:21	358.736	1661.841	-20.515	406.167	1596.861	-130.844	478.663	1600.107	-8.065	289.439	1358.883	-62.493	272.468	1188.447	-82.549	283.923	1071.130	-75.548	271.727	977.797	-86.773	493.265	903.817	-19.493	517.792	1087.872	14.876	496.108	1223.631	11.907	307.964	1250.811	-160.640	468.066	1346.744	-195.329	541.454	1187.541	-211.512	431.713	1174.244	-245.631	520.961	1004.285	-214.669	558.264	1032.188	-297.317	641.100	829.729	-336.096	679.359	846.973	-255.274	324.523	1353.528	114.942	236.945	1246.252	4.476	334.902	1233.117	181.180	231.383	1202.823	119.758	431.735	1278.603	65.197	277.945	1003.090	144.623	251.483	1029.457	215.823	316.266	1013.596	259.971	277.756	812.333	316.216	367.430	819.508	324.293	471.570	931.201	-170.137	423.008	930.361	86.589	329.026	944.838	-206.815	258.325	985.771	37.748	494.454	793.062	-188.707	343.555	784.695	-229.956	549.139	419.652	-178.495	552.600	430.277	-72.585	512.305	270.231	-146.800	377.555	73.971	-139.782	326.869	88.090	-93.770	479.312	19.373	-91.364	460.395	12.195	-149.813	405.330	782.009	202.526	246.289	803.745	90.077	443.585	519.049	354.312	532.559	500.663	299.826	401.205	375.240	296.295	243.654	224.309	163.609	273.785	246.188	105.726	279.799	59.063	122.964	215.662	73.845	136.671	402.324	733.912	376.079	361.519	702.912	411.572	316.960	676.071	361.852	757.327	750.079	-266.497	785.387	742.425	-317.378	735.270	722.578	-353.005	632.946	1007.245	-290.529	495.114	1284.769	-70.408	368.773	1536.192	60.982	294.552	1531.581	-52.345	288.740	722.002	348.221	701.297	771.333	-361.696
2049	20.48000	02:12:56:21	358.119	1667.421	-21.247	406.236	1601.799	-130.907	478.104	1606.214	-7.740	290.039	1364.657	-63.430	274.355	1194.198	-84.545	286.291	1076.729	-77.798	275.249	983.108	-90.550	494.165	909.995	-14.269	515.926	1093.633	22.101	494.312	1229.693	18.370	312.206	1255.971	-160.580	472.686	1351.913	-190.556	546.091	1192.612	-203.891	437.880	1179.150	-241.142	524.388	1009.341	-207.510	566.091	1036.966	-288.068	650.395	834.168	-322.778	684.802	851.456	-239.976	319.031	1360.092	114.939	234.380	1252.420	1.476	325.559	1239.030	181.211	224.691	1209.917	114.691	428.234	1284.739	69.261	268.120	1009.790	140.199	237.508	1035.590	209.984	299.544	1018.987	257.964	256.291	817.618	309.711	346.005	823.651	322.991	478.777	936.222	-165.907	419.310	936.760	89.289	337.459	949.686	-208.069	261.039	991.078	34.531	500.370	796.129	-184.556	350.648	789.510	-229.166	546.930	421.887	-174.477	548.937	431.908	-68.554	510.481	272.404	-143.932	377.544	75.060	-139.808	326.332	88.497	-94.227	479.350	19.348	-91.278	460.532	12.257	-149.787	397.115	788.783	204.512	244.647	809.965	85.987	428.260	524.676	356.895	519.679	507.669	306.419	391.297	379.830	298.022	243.073	224.269	160.399	275.730	245.870	103.889	283.320	59.470	122.718	218.472	73.557	133.822	376.108	736.693	375.765	332.818	705.675	408.205	290.597	680.524	355.775	761.893	754.282	-245.930	793.259	746.439	-294.756	745.589	726.641	-333.720	640.390	1011.708	-277.971	496.078	1290.728	-64.276	368.091	1542.296	61.293	294.024	1536.766	-52.680	264.162	727.097	341.047	712.031	775.196	-344.723
2050	20.49000	02:12:56:21	357.602	1673.828	-21.959	406.371	1607.532	-130.839	477.639	1612.965	-7.273	290.660	1371.532	-64.230	276.641	1200.811	-86.166	288.523	1083.424	-80.280	279.086	989.122	-94.379	494.720	917.374	-7.881	513.104	1100.359	29.715	492.064	1236.657	24.983	316.142	1262.007	-160.294	477.062	1357.961	-185.624	550.309	1198.252	-196.015	443.219	1185.028	-236.391	527.700	1015.248	-199.816	572.585	1042.302	-278.754	657.940	839.153	-309.323	688.782	856.646	-225.040	314.007	1367.441	115.060	233.830	1259.509	-1.374	316.836	1245.692	180.840	218.645	1218.065	110.318	424.535	1291.912	73.194	258.744	1017.426	135.322	225.013	1042.915	203.626	283.419	1025.458	254.775	235.850	823.791	301.701	324.884	828.538	319.591	485.418	941.745	-161.066	414.910	944.549	92.170	346.682	955.168	-208.866	259.394	997.848	29.358	506.336	800.004	-179.255	358.371	795.046	-227.975	544.001	424.835	-168.925	544.540	434.205	-62.670	508.147	275.577	-140.287	377.584	76.672	-139.892	325.614	89.267	-94.852	479.566	19.315	-91.101	460.795	12.376	-149.703	388.435	795.623	206.517	240.679	817.719	82.067	413.311	529.505	357.395	506.686	513.878	310.521	381.715	383.693	297.854	242.493	223.490	156.440	276.271	245.649	100.865	286.937	59.415	121.369	221.602	72.751	130.522	350.599	740.663	373.126	304.880	709.596	402.681	265.448	685.931	347.478	764.862	758.854	-226.386	798.769	750.589	-273.267	753.170	730.852	-314.757	646.400	1016.750	-265.574	496.835	1297.776	-58.116	367.191	1549.331	61.556	293.864	1542.869	-52.884	240.477	733.180	332.177	720.436	779.499	-327.887
2051	20.50000	02:12:56:21	357.186	1680.907	-22.673	407.002	1613.804	-130.639	476.917	1620.264	-6.703	290.074	1380.173	-65.187	278.356	1208.765	-87.878	290.599	1090.875	-82.726	282.944	995.890	-98.383	494.811	925.915	-0.468	509.613	1108.050	37.553	489.365	1244.556	31.643	319.774	1269.156	-159.900	480.993	1364.864	-180.640	553.876	1204.753	-188.444	447.829	1191.819	-231.381	530.101	1021.849	-192.214	577.974	1048.296	-269.552	663.681	844.630	-295.880	690.848	862.260	-210.621	309.141	1375.889	115.071	231.524	1268.276	-4.391	308.661	1253.314	180.193	211.983	1227.705	106.167	420.312	1299.861	76.904	249.303	1026.245	129.928	212.506	1051.718	195.980	268.333	1032.747	250.484	216.025	831.311	291.731	304.269	834.208	314.118	493.423	948.751	-154.095	409.687	953.502	94.921	356.745	961.294	-208.798	255.053	1005.764	24.626	513.053	804.894	-172.037	366.892	801.474	-225.750	540.700	428.973	-161.837	538.878	437.326	-55.602	505.338	279.771	-136.008	377.752	78.993	-140.195	324.961	90.775	-95.812	479.861	19.309	-90.851	461.302	12.612	-149.598	379.267	802.266	208.166	237.242	825.740	77.784	398.632	533.447	355.648	493.706	519.330	312.248	372.626	386.603	295.935	242.022	221.951	151.796	276.521	244.645	97.014	290.896	58.872	119.079	225.113	71.010	126.592	325.904	745.149	368.073	277.922	714.591	395.066	241.073	692.220	337.575	765.710	763.533	-208.059	801.407	754.582	-252.761	757.894	735.176	-296.302	651.050	1022.443	-253.497	497.315	1305.644	-51.978	366.427	1557.193	61.843	293.801	1549.717	-53.015	217.665	740.112	321.674	726.649	784.097	-311.526
2052	20.51000	02:12:56:22	356.987	1688.797	-23.468	407.667	1620.747	-130.356	476.525	1628.260	-5.846	290.159	1389.160	-65.963	280.537	1217.475	-89.094	292.639	1099.191	-85.229	287.632	1002.895	-101.398	493.938	935.540	7.954	505.247	1116.445	45.697	486.118	1253.076	38.369	323.231	1277.116	-159.471	484.667	1372.426	-175.415	556.859	1211.895	-180.924	451.878	1199.497	-226.455	531.508	1029.114	-184.904	582.219	1054.959	-260.761	667.871	850.545	-282.726	692.003	868.509	-196.605	304.140	1385.140	115.121	229.178	1278.174	-7.470	300.402	1261.888	179.391	205.860	1238.314	102.361	416.087	1308.748	80.688	240.126	1036.122	123.824	200.778	1061.510	189.327	254.424	1040.701	245.197	197.334	839.439	280.984	284.269	840.590	307.096	502.651	956.520	-145.068	403.688	963.520	98.119	367.206	968.071	-207.793	253.046	1013.527	19.184	519.938	810.790	-163.005	376.439	808.540	-222.822	537.198	434.400	-153.385	532.531	441.467	-47.332	502.627	285.161	-131.021	378.505	82.763	-140.591	324.671	93.500	-97.160	480.375	19.459	-90.495	462.042	13.050	-149.527	369.295	808.460	209.631	233.333	834.266	73.266	384.173	536.362	351.620	480.695	523.957	311.774	363.874	388.798	292.293	241.823	219.448	146.609	276.508	242.817	92.323	295.795	57.261	116.408	229.398	68.123	122.206	302.375	750.585	361.478	252.552	720.463	385.470	217.840	699.387	325.868	765.461	768.753	-190.369	802.623	758.742	-233.685	760.446	739.699	-278.276	654.649	1028.646	-241.606	497.495	1314.207	-45.766	365.437	1565.742	62.207	293.768	1557.273	-53.140	196.083	748.028	309.867	730.759	789.300	-295.608
2053	20.52000	02:12:56:22	356.840	1697.224	-24.231	408.567	1628.109	-129.963	476.219	1636.790	-4.795	290.731	1398.585	-66.511	282.467	1226.750	-89.774	294.693	1108.217	-87.584	292.047	1010.240	-104.688	492.531	945.865	17.578	500.214	1125.685	53.772	482.353	1262.430	45.058	325.634	1286.124	-159.660	488.081	1380.561	-170.063	559.257	1219.446	-173.435	455.400	1207.757	-221.611	532.152	1036.722	-177.920	585.490	1061.997	-252.126	670.830	856.867	-269.990	692.031	875.113	-183.242	299.308	1394.966	115.201	226.808	1289.017	-10.703	291.929	1271.312	178.429	199.418	1249.866	98.682	411.298	1318.354	84.430	230.159	1047.270	116.995	190.007	1071.821	181.976	241.057	1049.671	239.226	180.055	848.229	269.714	265.885	847.776	298.634	509.209	964.830	-135.543	397.237	974.130	101.669	377.976	975.254	-205.589	251.095	1022.277	13.639	526.877	817.651	-152.525	387.126	816.065	-218.444	534.513	441.056	-143.809	525.847	446.721	-38.236	500.718	291.919	-125.097	380.089	87.883	-141.021	325.025	97.601	-98.695	481.245	19.757	-90.116	463.163	13.770	-149.239	357.195	814.426	210.669	229.103	842.942	68.417	370.154	538.506	345.892	467.827	527.710	309.107	355.331	390.349	286.873	241.992	215.922	140.717	277.115	239.813	86.894	300.992	55.155	113.315	234.269	64.309	117.715	280.287	756.595	352.568	228.674	726.852	374.067	195.761	707.268	312.615	763.530	774.521	-173.523	802.010	763.163	-215.876	760.916	744.368	-261.414	657.206	1035.333	-230.113	496.645	1323.280	-39.690	364.341	1575.007	62.804	293.823	1565.532	-53.290	175.484	756.776	296.815	733.029	794.306	-280.261
2054	20.53000	02:12:56:22	356.987	1706.051	-25.020	409.873	1635.779	-129.389	476.024	1645.527	-3.541	291.174	1408.577	-66.948	283.598	1236.973	-90.921	296.246	1117.635	-89.208	295.642	1018.598	-107.479	489.771	956.443	27.798	494.129	1135.639	61.766	477.983	1271.958	51.427	328.605	1295.466	-159.086	491.157	1389.014	-164.613	561.196	1227.158	-166.086	458.382	1216.466	-216.832	532.206	1044.813	-170.971	587.723	1069.351	-243.890	672.230	863.365	-257.888	690.333	881.489	-170.210	294.332	1405.258	115.131	224.450	1300.409	-14.097	283.870	1281.062	177.239	193.147	1261.930	94.767	406.728	1328.595	88.348	221.387	1058.510	110.347	179.903	1082.572	174.365	229.136	1058.656	232.635	163.641	857.656	257.365	248.565	855.455	288.875	515.529	973.737	-123.255	389.077	984.578	105.315	388.834	982.893	-202.127	245.967	1031.195	7.096	533.331	825.038	-140.054	397.995	824.501	-213.480	533.188	448.830	-133.347	519.701	453.212	-28.304	499.786	299.758	-118.392	381.897	94.541	-142.081	326.427	103.119	-100.561	482.230	19.337	-89.898	464.841	15.008	-148.243	347.976	819.418	211.745	225.164	851.308	63.284	356.257	539.782	338.149	454.996	530.818	304.559	347.129	391.204	279.867	242.861	211.617	133.941	277.597	236.007	79.880	305.965	51.850	110.518	239.296	59.919	113.484	259.714	762.902	341.878	206.597	733.363	361.048	175.013	715.640	298.052	760.317	780.320	-157.567	800.038	767.627	-198.825	759.831	749.060	-245.336	658.880	1042.219	-219.214	495.663	1332.763	-33.623	363.038	1584.839	63.294	294.038	1574.306	-53.595	156.307	765.961	282.810	733.643	799.540	-265.689
2055	20.54000	02:12:56:22	357.383	1715.315	-25.711	411.535	1643.748	-128.562	475.748	1654.405	-1.868	291.749	1419.082	-67.545	284.154	1247.758	-93.067	297.265	1127.809	-90.599	300.680	1026.708	-108.471	485.957	966.865	38.813	487.561	1146.120	69.997	472.995	1281.868	57.765	331.406	1305.182	-158.416	493.948	1397.645	-159.140	562.638	1235.132	-158.785	460.959	1225.475	-212.438	531.828	1053.157	-164.193	589.991	1077.251	-235.517	672.575	870.058	-246.690	688.019	888.410	-158.210	289.237	1415.830	114.890	222.058	1312.093	-17.716	275.399	1291.184	176.071	186.951	1274.300	90.694	401.316	1338.808	91.662	212.285	1070.371	103.299	170.010	1093.843	166.999	217.936	1067.819	225.572	147.830	867.850	245.207	232.112	863.285	278.040	521.129	982.845	-110.785	377.665	993.793	108.502	399.840	991.037	-197.507	243.565	1039.928	2.499	539.120	833.430	-125.421	409.691	833.239	-207.693	533.150	457.752	-122.276	514.793	460.702	-17.993	500.054	308.632	-110.909	386.933	102.346	-141.873	329.416	110.187	-102.071	483.781	19.571	-89.306	467.040	16.570	-147.807	337.294	823.893	212.010	221.028	859.615	57.749	342.684	540.237	328.563	442.206	533.271	298.230	339.436	391.300	271.321	244.649	206.665	126.133	280.272	231.087	72.587	310.728	47.822	108.021	243.956	55.378	109.812	240.335	768.964	329.616	186.319	740.083	346.702	155.715	724.350	282.467	756.061	786.617	-142.651	796.704	772.338	-182.762	757.405	753.762	-230.091	659.729	1049.226	-209.017	494.280	1342.445	-27.654	361.675	1594.632	63.783	294.418	1583.406	-53.892	138.534	775.555	268.018	733.186	805.086	-252.110
2056	20.55000	02:12:56:23	357.993	1724.504	-26.143	413.441	1651.882	-127.445	475.557	1663.261	0.226	291.921	1429.720	-68.436	284.323	1258.693	-95.251	297.909	1138.624	-92.266	305.682	1034.955	-108.504	480.552	977.203	50.351	480.447	1157.272	78.084	467.712	1292.093	63.758	334.111	1314.826	-157.704	496.451	1406.291	-153.851	563.637	1243.119	-151.714	463.198	1234.556	-208.156	531.073	1061.721	-157.586	591.248	1084.857	-227.341	672.046	876.690	-236.025	685.189	895.368	-147.182	284.075	1426.427	114.256	220.030	1323.759	-21.263	267.306	1301.318	174.215	180.825	1286.791	86.578	395.903	1349.193	94.798	203.609	1082.484	95.966	160.711	1105.198	159.740	208.069	1076.914	218.664	133.529	877.900	231.681	216.903	871.270	266.573	525.688	992.348	-96.879	370.253	1005.406	113.311	410.229	999.596	-190.952	242.551	1048.357	-1.670	544.431	842.581	-109.766	421.317	842.353	-200.750	535.033	467.425	-110.789	510.814	469.152	-7.800	501.931	318.442	-103.453	392.490	111.395	-141.640	333.966	118.468	-103.113	485.511	19.924	-88.591	469.895	18.943	-147.166	325.392	827.660	211.187	216.825	867.843	51.961	328.310	540.341	317.230	429.733	535.130	290.185	332.093	390.976	261.405	247.220	201.517	117.182	282.618	226.116	63.328	314.700	43.106	105.962	248.003	51.230	106.432	222.582	775.161	316.080	167.582	746.743	331.101	137.824	733.387	265.757	751.283	792.722	-128.837	792.490	776.975	-167.730	753.919	758.578	-215.940	660.052	1056.168	-199.269	492.585	1352.266	-21.821	359.945	1604.680	64.410	295.036	1592.684	-54.404	122.006	785.304	252.552	731.578	810.315	-239.832
2057	20.56000	02:12:56:23	358.704	1733.545	-26.308	415.789	1659.951	-126.044	475.270	1671.769	2.860	292.215	1439.997	-69.328	284.857	1269.508	-96.856	298.431	1149.295	-93.612	310.054	1043.587	-107.913	474.287	986.942	62.017	473.096	1168.506	86.245	462.313	1302.347	70.045	336.488	1324.218	-156.909	498.625	1414.798	-148.707	564.394	1251.070	-144.774	465.185	1243.347	-203.683	530.171	1070.010	-150.991	592.196	1092.428	-219.372	670.609	883.081	-226.041	682.008	902.083	-137.055	278.814	1436.787	113.306	217.899	1335.209	-24.966	259.204	1311.390	171.926	174.655	1299.054	82.290	390.333	1359.444	98.045	195.380	1094.529	88.508	151.735	1116.501	151.943	196.919	1086.476	210.809	120.067	888.095	219.131	203.155	879.793	254.651	529.280	1002.311	-81.631	360.384	1014.945	117.863	419.894	1008.871	-183.056	239.779	1056.989	-5.349	548.801	852.404	-92.854	432.951	852.073	-193.598	538.323	477.680	-99.176	508.402	478.171	2.226	505.338	328.780	-95.750	399.473	121.097	-140.716	339.542	127.943	-103.884	487.436	20.417	-87.007	473.599	21.919	-146.075	313.423	830.658	209.500	212.812	875.553	45.792	315.519	539.572	304.204	417.449	536.596	280.550	325.114	390.155	250.241	249.945	196.057	107.679	286.770	220.049	54.226	318.054	37.784	104.204	251.409	47.080	102.789	206.205	781.291	301.358	150.607	752.994	314.672	121.480	742.421	248.346	745.573	798.669	-116.063	787.342	781.301	-153.709	749.572	763.015	-202.771	660.105	1062.965	-189.823	490.696	1361.908	-16.177	358.153	1614.203	64.999	295.570	1601.977	-55.082	106.929	795.063	236.673	728.644	814.916	-226.661
