NO_OF_FRAMES	344
NO_OF_CAMERAS	16
NO_OF_MARKERS	35
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-07-08, 12:03:12.336	11520.91516330
DATA_INCLUDED	3D
MARKER_NAMES	RKneeIn	RKneeOut	HeadFront	LKneeIn	HeadL	HeadR	Chest	WaistLFront	WaistRFront	LShoulderTop	RShoulderTop	SpineThoracic2	SpineThoracic12	WaistL	WaistR	WaistBack	LHeelBack	RHeelBack	LAnkleOut	RAnkleOut	LForefoot2	RForefoot2	LForefoot5	RForefoot5	LHand2	RHand2	LWristIn	RWristIn	LWristOut	RWristOut	LElbowIn	RElbowIn	LElbowOut	RElbowOut	LKneeOut
TRAJECTORY_TYPES	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	RKneeIn X	RKneeIn Y	RKneeIn Z	RKneeOut X	RKneeOut Y	RKneeOut Z	HeadFront X	HeadFront Y	HeadFront Z	LKneeIn X	LKneeIn Y	LKneeIn Z	HeadL X	HeadL Y	HeadL Z	HeadR X	HeadR Y	HeadR Z	Chest X	Chest Y	Chest Z	WaistLFront X	WaistLFront Y	WaistLFront Z	WaistRFront X	WaistRFront Y	WaistRFront Z	LShoulderTop X	LShoulderTop Y	LShoulderTop Z	RShoulderTop X	RShoulderTop Y	RShoulderTop Z	SpineThoracic2 X	SpineThoracic2 Y	SpineThoracic2 Z	SpineThoracic12 X	SpineThoracic12 Y	SpineThoracic12 Z	WaistL X	WaistL Y	WaistL Z	WaistR X	WaistR Y	WaistR Z	WaistBack X	WaistBack Y	WaistBack Z	LHeelBack X	LHeelBack Y	LHeelBack Z	RHeelBack X	RHeelBack Y	RHeelBack Z	LAnkleOut X	LAnkleOut Y	LAnkleOut Z	RAnkleOut X	RAnkleOut Y	RAnkleOut Z	LForefoot2 X	LForefoot2 Y	LForefoot2 Z	RForefoot2 X	RForefoot2 Y	RForefoot2 Z	LForefoot5 X	LForefoot5 Y	LForefoot5 Z	RForefoot5 X	RForefoot5 Y	RForefoot5 Z	LHand2 X	LHand2 Y	LHand2 Z	RHand2 X	RHand2 Y	RHand2 Z	LWristIn X	LWristIn Y	LWristIn Z	RWristIn X	RWristIn Y	RWristIn Z	LWristOut X	LWristOut Y	LWristOut Z	RWristOut X	RWristOut Y	RWristOut Z	LElbowIn X	LElbowIn Y	LElbowIn Z	RElbowIn X	RElbowIn Y	RElbowIn Z	LElbowOut X	LElbowOut Y	LElbowOut Z	RElbowOut X	RElbowOut Y	RElbowOut Z	LKneeOut X	LKneeOut Y	LKneeOut Z	
2945	29.44000	01:20:37:06	333.876	1414.443	401.709	203.058	1467.541	424.595	467.335	1348.084	1559.359	389.790	1467.471	445.804	536.502	1467.036	1513.854	333.339	1409.191	1503.743	452.819	1351.977	1208.704	519.627	1388.162	856.836	283.404	1359.056	874.864	559.712	1480.681	1280.396	277.531	1369.378	1285.706	372.274	1561.560	1312.113	357.496	1590.397	1193.508	529.886	1563.228	931.758	241.600	1488.179	953.051	359.350	1583.281	1044.709	430.964	1604.727	26.862	274.837	1591.964	23.815	485.395	1538.372	69.094	211.666	1528.389	63.586	449.712	1368.536	28.517	192.318	1385.563	31.935	488.421	1404.166	25.826	148.085	1428.116	23.537	638.950	1472.107	748.424	279.204	1120.643	865.537	579.760	1463.617	802.792	327.129	1177.492	907.382	620.194	1537.329	760.444	252.837	1185.425	840.626	548.392	1524.088	968.859	251.579	1332.366	1002.495	620.961	1603.158	966.986	143.356	1337.573	998.652	525.174	1476.404	438.549
2946	29.45000	01:20:37:06	333.726	1414.683	401.793	203.071	1468.201	424.659	466.882	1348.589	1559.631	389.706	1467.641	445.797	536.528	1467.254	1514.073	333.190	1410.074	1503.692	451.785	1351.814	1208.923	519.075	1386.991	856.862	284.368	1359.572	875.958	560.134	1479.367	1280.355	276.356	1371.465	1285.811	373.752	1562.492	1312.091	359.232	1591.379	1193.452	531.519	1561.023	931.507	241.931	1489.569	953.131	360.817	1583.381	1044.535	430.981	1604.745	26.833	274.885	1591.943	23.739	485.395	1538.359	69.092	211.671	1528.455	63.565	449.700	1368.545	28.502	192.294	1385.575	31.948	488.410	1404.174	25.859	148.077	1428.143	23.524	639.073	1469.467	748.408	274.260	1126.962	862.790	579.902	1461.625	802.763	322.288	1183.280	905.420	621.090	1534.899	760.374	247.031	1192.171	839.509	549.166	1522.458	968.620	248.272	1337.743	1002.223	622.613	1600.847	966.737	139.885	1344.032	998.841	525.163	1476.034	438.491
2947	29.46000	01:20:37:06	333.554	1414.940	401.894	203.111	1468.885	424.717	466.419	1349.111	1559.931	389.637	1467.754	445.802	536.548	1467.470	1514.265	333.058	1410.999	1503.623	450.587	1351.265	1209.213	518.263	1385.934	856.795	283.562	1360.400	876.200	560.531	1478.053	1280.276	275.227	1373.546	1285.860	375.139	1563.340	1312.035	360.943	1592.267	1193.366	532.474	1559.856	931.377	242.236	1490.985	953.201	362.152	1583.957	1044.375	431.021	1604.763	26.797	274.903	1591.938	23.711	485.415	1538.338	69.085	211.659	1528.561	63.551	449.642	1368.550	28.490	192.256	1385.600	31.956	488.372	1404.181	25.887	148.061	1428.148	23.503	639.079	1466.738	748.371	269.314	1133.327	860.174	579.930	1459.661	802.697	317.408	1189.281	903.605	622.013	1532.435	760.254	242.041	1198.983	837.883	550.262	1520.741	968.631	245.053	1343.100	1001.965	624.265	1598.570	966.517	136.677	1350.689	999.124	525.330	1475.546	438.522
2948	29.47000	01:20:37:07	333.398	1415.229	402.065	203.140	1469.604	424.807	465.922	1349.646	1560.282	389.603	1467.842	445.792	536.582	1467.682	1514.505	332.892	1411.849	1503.566	449.576	1351.156	1209.354	516.837	1385.205	856.418	282.489	1361.404	876.281	560.875	1476.756	1280.052	274.111	1375.613	1285.942	376.473	1564.146	1312.005	362.654	1593.171	1193.266	533.416	1558.638	931.192	242.543	1492.408	953.306	363.492	1584.503	1044.280	431.045	1604.772	26.767	274.954	1591.938	23.659	485.415	1538.309	69.035	211.641	1528.619	63.540	449.606	1368.575	28.515	192.228	1385.606	31.965	488.357	1404.189	25.865	148.017	1428.161	23.497	639.122	1463.982	748.380	264.418	1139.709	857.641	579.816	1457.707	802.543	312.589	1195.240	901.744	623.006	1529.937	760.162	237.153	1205.812	836.361	551.178	1518.970	968.642	242.049	1348.545	1001.776	625.849	1596.286	966.369	133.656	1357.329	999.394	525.329	1475.155	438.457
2949	29.48000	01:20:37:07	333.258	1415.523	402.216	203.179	1470.352	424.897	465.413	1350.187	1560.595	389.550	1467.918	445.809	536.585	1467.908	1514.755	332.761	1412.714	1503.519	448.554	1351.128	1209.574	516.683	1383.981	856.999	281.301	1362.513	876.317	561.219	1475.446	1279.988	273.080	1377.738	1286.047	377.798	1564.931	1311.955	364.361	1594.107	1193.178	534.363	1557.479	931.038	242.866	1493.813	953.387	364.821	1585.085	1044.129	431.081	1604.785	26.763	274.979	1591.931	23.613	485.429	1538.297	69.040	211.631	1528.727	63.511	449.583	1368.585	28.501	192.206	1385.628	31.981	488.349	1404.206	25.889	148.013	1428.187	23.476	639.749	1461.055	748.542	259.510	1146.198	855.132	579.835	1455.758	802.624	307.879	1201.182	899.762	624.040	1527.459	760.122	232.161	1212.689	834.982	552.022	1517.360	968.283	239.206	1354.012	1001.548	627.405	1593.906	966.213	130.836	1364.029	999.802	525.125	1474.788	438.357
2950	29.49000	01:20:37:07	333.060	1415.883	402.335	203.211	1471.076	424.983	464.925	1350.744	1560.928	389.476	1468.029	445.802	536.586	1468.129	1514.974	332.605	1413.637	1503.460	447.526	1351.153	1209.752	515.636	1383.022	856.573	280.701	1363.267	877.059	561.525	1474.182	1279.973	272.035	1379.919	1286.097	379.202	1565.701	1311.953	366.047	1594.958	1193.052	535.260	1556.281	930.875	243.189	1495.249	953.522	366.160	1585.571	1044.037	431.115	1604.805	26.738	275.031	1591.923	23.570	485.440	1538.286	69.023	211.635	1528.793	63.477	449.571	1368.606	28.545	192.155	1385.666	31.994	488.310	1404.192	25.898	147.971	1428.211	23.479	639.724	1458.253	748.524	254.614	1152.776	852.740	578.481	1453.972	801.645	303.270	1207.213	897.761	625.076	1525.007	760.115	227.190	1219.656	833.616	552.827	1515.729	968.149	236.505	1359.472	1001.486	628.942	1591.532	966.018	128.181	1370.679	1000.228	525.122	1474.373	438.309
2951	29.50000	01:20:37:07	332.924	1416.275	402.448	203.241	1471.857	425.076	464.427	1351.306	1561.272	389.414	1468.061	445.800	536.572	1468.374	1515.273	332.394	1414.551	1503.433	446.529	1351.195	1209.935	514.770	1382.018	856.433	280.009	1364.091	877.237	561.829	1472.956	1279.944	271.091	1382.106	1286.210	380.540	1566.449	1311.840	367.786	1595.776	1192.981	536.133	1555.098	930.727	243.519	1496.659	953.622	367.560	1585.926	1043.785	431.140	1604.807	26.718	275.017	1591.921	23.530	485.453	1538.243	69.009	211.607	1528.887	63.510	449.547	1368.596	28.512	192.131	1385.678	32.025	488.302	1404.198	25.885	147.949	1428.221	23.468	639.741	1455.484	748.572	249.288	1159.420	850.501	578.257	1452.046	801.582	298.713	1213.205	895.907	626.042	1522.588	760.141	222.391	1226.724	832.327	553.665	1514.142	967.972	233.884	1364.867	1001.356	630.413	1589.176	965.854	125.648	1377.341	1000.784	525.292	1473.779	438.353
2952	29.51000	01:20:37:08	332.627	1416.649	402.610	203.276	1472.659	425.195	463.923	1351.887	1561.603	389.355	1468.038	445.772	536.542	1468.597	1515.508	332.180	1415.465	1503.435	445.561	1351.161	1210.149	514.071	1380.993	856.406	279.039	1365.108	877.518	562.147	1471.700	1279.909	270.265	1384.216	1286.298	381.874	1567.196	1311.817	369.480	1596.622	1192.862	536.975	1553.914	930.581	243.864	1498.087	953.659	369.001	1586.125	1043.603	431.183	1604.822	26.706	275.057	1591.923	23.487	485.481	1538.217	69.006	211.609	1528.955	63.485	449.536	1368.619	28.540	192.104	1385.697	32.025	488.288	1404.210	25.906	147.929	1428.244	23.436	639.576	1452.430	748.539	244.840	1166.228	847.807	578.234	1450.076	801.867	294.362	1219.212	893.963	627.022	1520.145	760.119	217.728	1233.963	830.943	552.330	1513.157	967.297	231.448	1370.359	1001.349	631.824	1586.944	965.747	123.297	1383.976	1001.438	525.227	1473.309	438.219
2953	29.52000	01:20:37:08	331.909	1416.852	402.751	203.321	1473.450	425.342	461.959	1352.228	1560.827	389.268	1468.044	445.773	536.523	1468.840	1515.721	331.977	1416.431	1503.438	444.541	1351.093	1210.370	513.393	1380.000	856.391	278.098	1366.136	877.806	562.510	1470.447	1279.904	269.386	1386.423	1286.469	383.198	1567.890	1311.761	371.072	1597.557	1192.754	537.759	1552.739	930.465	244.440	1499.603	953.669	370.815	1585.609	1043.201	431.239	1604.832	26.696	275.084	1591.916	23.434	485.488	1538.172	68.994	211.575	1529.048	63.460	449.498	1368.600	28.522	192.082	1385.719	32.042	488.257	1404.224	25.902	147.900	1428.242	23.428	639.555	1449.773	748.541	239.172	1173.015	845.593	578.027	1448.160	801.818	290.052	1225.210	892.127	627.892	1517.806	760.114	213.296	1241.281	829.554	552.577	1512.439	966.854	228.970	1376.438	1000.936	633.250	1584.538	965.624	121.062	1390.576	1002.027	525.197	1472.849	438.171
2954	29.53000	01:20:37:08	331.862	1417.286	403.001	203.437	1474.697	425.300	462.796	1353.085	1562.310	389.173	1467.993	445.740	536.475	1469.070	1515.895	331.779	1417.406	1503.446	443.471	1351.034	1210.585	512.677	1379.000	856.400	277.425	1366.928	877.968	562.811	1469.305	1279.864	268.551	1388.583	1286.645	384.525	1568.585	1311.699	372.745	1598.407	1192.721	538.699	1551.582	930.204	244.719	1500.975	953.832	372.100	1586.017	1043.044	431.266	1604.831	26.662	275.108	1591.909	23.378	485.508	1538.130	68.982	211.577	1529.125	63.459	449.473	1368.616	28.531	192.037	1385.726	32.091	488.263	1404.212	25.917	147.874	1428.277	23.435	639.559	1447.071	748.550	235.189	1179.974	843.094	578.714	1446.056	802.568	285.903	1231.184	890.121	628.478	1515.274	760.036	208.940	1248.740	828.382	553.153	1510.851	966.876	227.002	1381.711	1000.886	634.616	1582.194	965.461	118.953	1397.019	1002.725	525.121	1472.371	438.130
2955	29.54000	01:20:37:08	331.754	1417.697	403.149	203.465	1475.616	425.412	462.201	1353.723	1562.726	389.054	1468.009	445.733	536.450	1469.279	1516.083	331.574	1418.453	1503.450	442.403	1350.997	1210.843	511.913	1378.045	856.421	276.270	1368.163	878.011	563.100	1468.081	1279.887	267.679	1390.830	1286.841	385.883	1569.282	1311.663	374.367	1599.234	1192.623	539.491	1550.416	929.996	245.145	1502.366	954.151	373.377	1586.417	1042.924	431.328	1604.850	26.667	275.108	1591.922	23.347	485.529	1538.074	68.989	211.557	1529.217	63.428	449.468	1368.612	28.532	192.010	1385.772	32.095	488.242	1404.208	25.898	147.852	1428.301	23.414	639.528	1444.573	748.622	230.929	1186.936	840.693	577.982	1444.339	802.013	281.739	1237.245	888.405	628.250	1512.414	759.317	204.868	1256.227	826.910	553.809	1509.233	966.856	224.893	1387.025	1000.966	635.898	1579.871	965.330	116.984	1403.445	1003.391	525.039	1471.911	438.071
2956	29.55000	01:20:37:09	331.684	1418.110	403.316	203.507	1476.542	425.501	461.566	1354.377	1563.135	388.930	1467.972	445.700	536.463	1469.495	1516.306	331.339	1419.588	1503.502	441.432	1350.969	1211.076	511.168	1377.081	856.429	274.610	1369.854	877.844	563.328	1466.925	1279.885	266.979	1392.949	1286.996	387.230	1569.962	1311.569	375.999	1600.018	1192.582	540.506	1549.131	929.716	245.167	1504.047	954.381	374.634	1586.777	1042.775	431.351	1604.855	26.667	275.165	1591.930	23.273	485.560	1538.044	68.945	211.531	1529.320	63.396	449.387	1368.607	28.535	191.982	1385.813	32.115	488.205	1404.210	25.940	147.807	1428.328	23.409	639.366	1442.098	748.560	226.612	1194.062	838.341	578.081	1442.404	802.138	278.304	1243.076	886.249	628.752	1510.021	759.254	200.815	1263.711	825.603	555.277	1507.427	966.995	222.839	1392.189	1000.924	637.124	1577.536	965.217	115.045	1409.818	1004.231	525.019	1471.439	437.983
2957	29.56000	01:20:37:09	331.598	1418.485	403.457	203.542	1477.394	425.566	460.791	1354.987	1563.747	388.784	1468.024	445.706	536.409	1469.679	1516.492	331.086	1420.710	1503.526	440.400	1350.951	1211.324	510.361	1376.148	856.430	275.024	1370.474	878.511	563.596	1465.738	1279.948	266.110	1395.084	1287.182	388.449	1570.651	1311.553	377.611	1600.769	1192.537	541.288	1547.916	929.480	245.330	1505.623	954.635	375.942	1587.174	1042.634	431.404	1604.853	26.656	275.164	1591.935	23.235	485.555	1537.988	68.963	211.500	1529.382	63.367	449.374	1368.612	28.532	191.953	1385.817	32.133	488.180	1404.195	25.946	147.789	1428.347	23.394	639.231	1439.686	748.538	222.390	1201.106	835.929	577.856	1440.543	802.145	274.408	1249.029	884.490	629.200	1507.719	759.083	196.894	1271.179	824.395	555.763	1505.871	967.024	220.813	1396.950	1000.862	638.311	1575.272	965.098	112.878	1416.559	1004.997	524.889	1470.994	437.930
2958	29.57000	01:20:37:09	331.533	1418.869	403.660	203.585	1478.280	425.692	460.116	1355.711	1564.219	388.644	1467.987	445.667	536.438	1469.868	1516.729	330.835	1421.945	1503.591	439.350	1350.952	1211.579	509.577	1375.269	856.435	274.849	1370.417	879.072	563.835	1464.601	1279.987	265.342	1397.238	1287.349	389.741	1571.294	1311.471	379.193	1601.526	1192.465	542.136	1546.732	929.255	246.356	1506.054	954.544	377.174	1587.532	1042.466	431.448	1604.881	26.630	275.150	1591.930	23.177	485.560	1537.959	68.966	211.491	1529.500	63.327	449.320	1368.618	28.526	191.919	1385.870	32.169	488.144	1404.204	25.947	147.752	1428.360	23.374	639.071	1437.311	748.492	218.078	1208.505	833.213	577.658	1438.734	802.176	270.403	1255.605	882.849	629.576	1505.381	758.992	193.141	1278.574	823.175	556.215	1504.783	967.161	218.851	1400.426	1001.662	639.451	1573.015	964.992	111.158	1422.852	1005.782	524.746	1470.591	437.903
2959	29.58000	01:20:37:09	331.427	1419.300	403.818	203.615	1479.210	425.782	459.375	1356.420	1564.659	388.464	1468.078	445.672	536.400	1470.022	1516.987	330.526	1423.210	1503.681	438.356	1350.952	1211.840	508.782	1374.356	856.440	273.520	1372.361	878.724	564.069	1463.447	1280.016	264.549	1399.347	1287.563	391.047	1571.943	1311.389	380.782	1602.265	1192.365	542.891	1545.505	929.110	246.698	1507.303	954.691	378.363	1587.840	1042.340	431.503	1604.895	26.630	275.176	1591.944	23.115	485.569	1537.926	68.980	211.457	1529.575	63.298	449.313	1368.624	28.529	191.879	1385.914	32.195	488.115	1404.211	25.949	147.715	1428.388	23.352	638.877	1434.944	748.448	214.212	1215.583	830.867	577.275	1436.935	802.119	266.804	1261.812	881.146	630.004	1503.072	758.994	189.425	1285.910	822.042	556.370	1505.331	967.520	216.911	1404.944	1001.823	640.494	1570.740	964.882	109.567	1429.093	1006.629	524.614	1470.208	437.876
2960	29.59000	01:20:37:10	331.302	1419.774	403.989	203.625	1480.096	425.880	458.605	1357.175	1565.117	388.292	1468.084	445.677	536.330	1470.001	1517.215	330.296	1424.505	1503.747	437.319	1350.978	1212.107	507.981	1373.505	856.435	272.225	1373.781	878.513	564.244	1462.345	1280.093	263.749	1401.514	1287.720	392.317	1572.534	1311.330	382.399	1602.561	1192.225	543.611	1544.325	928.921	247.023	1508.535	954.814	379.561	1588.170	1042.229	431.544	1604.897	26.633	275.181	1591.957	23.043	485.584	1537.893	68.968	211.412	1529.690	63.283	449.259	1368.623	28.550	191.852	1385.973	32.225	488.072	1404.208	25.981	147.693	1428.416	23.361	638.600	1432.631	748.512	210.507	1222.608	828.566	577.045	1435.159	802.160	263.554	1267.910	879.376	630.343	1500.787	758.925	185.859	1293.172	820.968	556.043	1507.456	968.399	215.935	1411.639	1002.082	641.569	1568.492	964.772	108.190	1435.204	1007.369	524.434	1469.805	437.829
2961	29.60000	01:20:37:10	331.168	1420.247	404.189	203.659	1480.974	425.972	457.879	1357.937	1565.586	388.118	1468.141	445.640	536.324	1470.157	1517.379	330.026	1425.802	1503.866	436.292	1351.005	1212.390	507.164	1372.660	856.460	274.436	1371.178	880.954	564.229	1461.164	1280.004	262.991	1403.661	1287.915	393.616	1573.097	1311.276	384.083	1602.811	1191.974	543.699	1543.344	928.959	247.566	1509.728	955.159	380.700	1588.468	1042.106	431.580	1604.907	26.623	275.185	1591.964	22.995	485.582	1537.858	68.988	211.358	1529.776	63.245	449.228	1368.653	28.553	191.818	1385.993	32.244	488.056	1404.206	25.968	147.646	1428.442	23.336	638.361	1430.420	748.448	206.937	1229.622	826.429	575.792	1433.487	801.810	260.248	1274.057	877.728	630.671	1498.525	758.914	182.501	1300.390	819.884	556.516	1506.008	968.392	213.904	1416.898	1002.239	642.487	1566.337	964.713	106.941	1441.409	1008.038	524.238	1469.430	437.777
2962	29.61000	01:20:37:10	331.093	1420.700	404.421	203.682	1481.914	426.119	457.124	1358.724	1566.067	387.930	1468.167	445.630	536.242	1470.149	1517.550	329.740	1427.213	1503.999	435.274	1351.025	1212.661	506.377	1371.833	856.443	272.456	1373.175	880.675	563.764	1459.776	1279.648	262.372	1405.502	1288.049	394.937	1573.659	1311.139	385.528	1603.910	1192.033	543.928	1542.707	928.979	247.747	1510.934	955.268	381.771	1588.744	1041.988	431.634	1604.918	26.611	275.190	1591.979	22.934	485.585	1537.819	68.965	211.337	1529.903	63.217	449.213	1368.661	28.562	191.779	1386.062	32.275	488.032	1404.217	25.996	147.623	1428.475	23.295	638.009	1428.172	748.382	203.443	1236.610	824.194	575.258	1431.803	801.778	257.195	1280.115	875.889	630.976	1496.319	758.938	179.138	1307.604	818.933	556.977	1504.831	968.348	212.584	1421.811	1002.200	643.419	1564.109	964.606	105.805	1447.294	1008.851	524.050	1469.044	437.726
2963	29.62000	01:20:37:10	331.006	1421.212	404.581	203.699	1482.794	426.252	456.328	1359.563	1566.605	387.752	1468.189	445.581	536.181	1470.219	1517.659	329.436	1428.576	1504.143	434.255	1350.806	1213.189	505.538	1371.065	856.430	270.713	1374.881	880.390	563.788	1458.641	1279.681	261.713	1407.430	1288.359	395.975	1574.264	1311.146	386.978	1604.477	1191.937	544.408	1541.720	928.836	247.843	1512.228	955.353	382.897	1589.052	1041.935	431.662	1604.927	26.606	275.169	1591.998	22.846	485.602	1537.801	68.979	211.277	1530.032	63.174	449.158	1368.673	28.561	191.747	1386.115	32.308	488.007	1404.221	25.984	147.569	1428.496	23.284	637.694	1425.976	748.491	200.091	1243.552	822.039	574.839	1430.132	801.828	252.838	1286.248	874.607	631.308	1494.171	759.013	176.053	1314.784	817.807	557.373	1503.612	968.349	211.346	1426.651	1002.288	644.314	1562.008	964.537	104.776	1453.042	1009.677	523.847	1468.717	437.693
2964	29.63000	01:20:37:11	330.915	1421.768	404.786	203.667	1483.714	426.383	455.530	1360.391	1567.107	387.555	1468.229	445.550	536.148	1470.274	1517.845	329.131	1429.997	1504.310	433.155	1350.742	1213.528	504.707	1370.329	856.446	269.880	1375.649	880.803	563.804	1457.565	1279.760	261.153	1409.433	1288.499	397.132	1574.779	1311.066	388.392	1604.850	1191.808	544.835	1540.731	928.716	247.904	1513.781	955.487	383.899	1589.304	1041.877	431.690	1604.944	26.619	275.196	1592.020	22.786	485.597	1537.766	68.999	211.221	1530.155	63.113	449.127	1368.696	28.567	191.706	1386.192	32.339	487.984	1404.208	26.007	147.513	1428.557	23.262	637.340	1423.814	748.513	196.786	1250.511	819.896	574.760	1428.458	802.049	249.817	1292.211	872.848	631.562	1492.064	759.071	173.050	1321.877	816.723	557.736	1502.121	968.370	210.184	1431.508	1002.334	645.171	1559.874	964.495	103.934	1458.679	1010.513	523.633	1468.375	437.647
2965	29.64000	01:20:37:11	330.854	1421.862	404.964	203.713	1484.644	426.493	454.762	1361.212	1567.602	387.364	1468.276	445.543	536.027	1470.152	1517.989	328.799	1431.378	1504.465	432.086	1350.806	1213.777	503.868	1369.627	856.453	269.761	1375.490	881.849	563.777	1456.453	1279.812	260.410	1411.390	1288.722	398.248	1575.313	1311.035	389.748	1605.225	1191.770	545.198	1539.797	928.635	247.978	1515.475	955.692	384.903	1589.567	1041.719	431.741	1604.948	26.603	275.192	1592.034	22.734	485.574	1537.732	68.987	211.162	1530.291	63.072	449.116	1368.693	28.554	191.638	1386.257	32.383	487.963	1404.218	26.007	147.475	1428.588	23.216	636.879	1421.694	748.566	193.606	1257.369	817.767	574.347	1426.887	802.088	247.307	1297.978	871.160	631.788	1490.043	759.111	170.350	1329.571	815.009	558.066	1500.841	968.473	209.231	1436.120	1002.268	645.952	1557.754	964.391	103.228	1464.227	1011.228	523.448	1468.049	437.629
2966	29.65000	01:20:37:11	330.581	1422.882	405.289	203.686	1485.536	426.611	453.921	1362.060	1568.082	387.155	1468.351	445.523	535.958	1470.297	1518.120	328.503	1432.779	1504.675	431.079	1350.892	1214.011	503.060	1368.989	856.496	268.564	1376.907	881.827	563.717	1455.382	1279.865	259.745	1413.339	1288.947	399.289	1575.821	1310.939	391.106	1605.578	1191.651	545.526	1538.912	928.565	248.099	1516.704	955.850	385.798	1589.730	1041.745	431.811	1604.956	26.600	275.162	1592.083	22.654	485.575	1537.703	69.017	211.098	1530.441	63.009	449.077	1368.712	28.538	191.589	1386.319	32.437	487.921	1404.214	26.014	147.404	1428.635	23.225	636.490	1419.697	748.723	190.546	1264.132	815.586	573.956	1425.351	802.219	244.940	1303.747	869.249	631.957	1488.025	759.175	167.485	1336.418	814.140	558.361	1499.708	968.533	207.795	1443.004	1002.056	646.674	1555.747	964.356	102.561	1469.549	1012.032	523.250	1467.743	437.614
2967	29.66000	01:20:37:11	330.394	1423.515	405.534	203.650	1486.412	426.728	453.094	1362.959	1568.571	386.945	1468.437	445.512	535.868	1470.439	1518.229	328.189	1434.159	1504.806	430.108	1350.997	1214.236	502.270	1368.382	856.534	267.311	1378.368	881.674	563.629	1454.322	1279.953	259.149	1415.249	1289.136	400.484	1576.288	1310.864	392.374	1605.919	1191.529	545.850	1538.018	928.474	248.506	1516.795	955.881	386.771	1590.066	1041.606	431.827	1604.969	26.593	275.157	1592.089	22.587	485.581	1537.665	69.044	211.021	1530.551	62.946	449.034	1368.729	28.543	191.552	1386.401	32.467	487.919	1404.216	26.036	147.355	1428.672	23.196	636.034	1417.670	748.767	187.556	1270.803	813.399	573.564	1423.853	802.315	242.560	1309.557	867.355	632.048	1486.085	759.184	164.790	1343.191	813.105	558.622	1498.217	968.434	207.147	1447.084	1002.154	647.336	1553.754	964.366	102.194	1474.994	1012.694	523.053	1467.443	437.593
2968	29.67000	01:20:37:12	330.316	1424.265	405.717	203.600	1487.246	426.859	452.334	1363.844	1569.053	386.752	1468.456	445.483	535.753	1470.624	1518.358	327.821	1435.608	1505.007	429.019	1351.135	1214.451	501.475	1367.796	856.569	266.249	1379.568	881.585	563.481	1453.258	1280.032	258.464	1417.139	1289.300	401.442	1576.771	1310.821	393.594	1606.647	1191.508	546.082	1537.219	928.417	248.667	1517.875	955.997	387.616	1590.326	1041.538	431.881	1604.976	26.578	275.149	1592.119	22.512	485.599	1537.653	69.031	210.960	1530.682	62.917	449.040	1368.739	28.548	191.502	1386.448	32.512	487.904	1404.193	26.026	147.305	1428.727	23.180	635.449	1415.704	748.791	184.695	1277.400	811.283	573.129	1422.372	802.428	240.416	1315.192	865.293	632.119	1484.115	759.294	162.090	1349.989	812.111	558.819	1496.662	968.502	206.717	1450.941	1002.072	648.094	1551.606	964.120	101.884	1480.012	1013.293	522.853	1467.188	437.555
2969	29.68000	01:20:37:12	330.332	1426.630	405.547	203.525	1488.064	426.964	451.509	1364.741	1569.568	386.554	1468.536	445.468	535.643	1470.819	1518.481	327.432	1436.952	1505.199	427.961	1351.267	1214.663	500.710	1367.285	856.669	265.437	1380.596	881.759	563.305	1452.260	1280.106	257.831	1418.963	1289.504	402.374	1577.224	1310.768	394.793	1606.964	1191.400	546.282	1536.438	928.357	248.787	1518.870	956.118	388.440	1591.471	1041.634	431.931	1604.987	26.577	275.141	1592.129	22.472	485.605	1537.619	69.047	210.888	1530.807	62.901	449.014	1368.739	28.556	191.468	1386.519	32.554	487.891	1404.218	26.026	147.265	1428.761	23.187	634.901	1413.860	748.896	181.902	1283.866	809.104	572.633	1420.953	802.528	238.215	1320.739	863.248	632.131	1482.264	759.345	159.511	1356.443	811.127	558.944	1492.255	967.837	206.268	1454.750	1001.951	648.640	1549.705	964.159	101.755	1485.100	1013.926	522.661	1466.927	437.557
2970	29.69000	01:20:37:12	330.162	1427.204	405.697	203.428	1488.798	427.113	450.694	1365.663	1570.068	386.315	1468.560	445.436	535.454	1471.039	1518.572	327.079	1438.331	1505.379	426.898	1351.411	1214.891	499.856	1366.784	856.677	264.783	1381.684	881.771	563.122	1451.290	1280.363	257.179	1420.792	1289.727	403.251	1577.681	1310.729	395.839	1607.215	1191.249	546.474	1535.711	928.260	248.915	1519.922	956.256	389.378	1591.663	1041.438	431.962	1605.000	26.550	275.121	1592.163	22.417	485.613	1537.622	69.051	210.804	1530.925	62.848	449.011	1368.739	28.571	191.420	1386.579	32.580	487.873	1404.199	26.018	147.210	1428.817	23.148	634.375	1412.030	749.074	179.215	1290.221	807.059	572.130	1419.585	802.638	236.158	1325.952	861.065	632.065	1480.351	759.490	157.019	1362.789	810.218	559.084	1490.884	967.810	206.462	1459.543	1001.517	649.066	1547.942	964.310	101.797	1490.021	1014.478	522.462	1466.701	437.572
