NO_OF_FRAMES	344
NO_OF_CAMERAS	16
NO_OF_MARKERS	35
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-07-08, 12:03:12.336	11520.91516330
DATA_INCLUDED	3D
MARKER_NAMES	RKneeIn	RKneeOut	HeadFront	LKneeIn	HeadL	HeadR	Chest	WaistLFront	WaistRFront	LShoulderTop	RShoulderTop	SpineThoracic2	SpineThoracic12	WaistL	WaistR	WaistBack	LHeelBack	RHeelBack	LAnkleOut	RAnkleOut	LForefoot2	RForefoot2	LForefoot5	RForefoot5	LHand2	RHand2	LWristIn	RWristIn	LWristOut	RWristOut	LElbowIn	RElbowIn	LElbowOut	RElbowOut	LKneeOut
TRAJECTORY_TYPES	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	RKneeIn X	RKneeIn Y	RKneeIn Z	RKneeOut X	RKneeOut Y	RKneeOut Z	HeadFront X	HeadFront Y	HeadFront Z	LKneeIn X	LKneeIn Y	LKneeIn Z	HeadL X	HeadL Y	HeadL Z	HeadR X	HeadR Y	HeadR Z	Chest X	Chest Y	Chest Z	WaistLFront X	WaistLFront Y	WaistLFront Z	WaistRFront X	WaistRFront Y	WaistRFront Z	LShoulderTop X	LShoulderTop Y	LShoulderTop Z	RShoulderTop X	RShoulderTop Y	RShoulderTop Z	SpineThoracic2 X	SpineThoracic2 Y	SpineThoracic2 Z	SpineThoracic12 X	SpineThoracic12 Y	SpineThoracic12 Z	WaistL X	WaistL Y	WaistL Z	WaistR X	WaistR Y	WaistR Z	WaistBack X	WaistBack Y	WaistBack Z	LHeelBack X	LHeelBack Y	LHeelBack Z	RHeelBack X	RHeelBack Y	RHeelBack Z	LAnkleOut X	LAnkleOut Y	LAnkleOut Z	RAnkleOut X	RAnkleOut Y	RAnkleOut Z	LForefoot2 X	LForefoot2 Y	LForefoot2 Z	RForefoot2 X	RForefoot2 Y	RForefoot2 Z	LForefoot5 X	LForefoot5 Y	LForefoot5 Z	RForefoot5 X	RForefoot5 Y	RForefoot5 Z	LHand2 X	LHand2 Y	LHand2 Z	RHand2 X	RHand2 Y	RHand2 Z	LWristIn X	LWristIn Y	LWristIn Z	RWristIn X	RWristIn Y	RWristIn Z	LWristOut X	LWristOut Y	LWristOut Z	RWristOut X	RWristOut Y	RWristOut Z	LElbowIn X	LElbowIn Y	LElbowIn Z	RElbowIn X	RElbowIn Y	RElbowIn Z	LElbowOut X	LElbowOut Y	LElbowOut Z	RElbowOut X	RElbowOut Y	RElbowOut Z	LKneeOut X	LKneeOut Y	LKneeOut Z	
3028	30.27000	01:20:38:02	311.824	1439.611	411.191	184.884	1502.540	424.492	404.618	1400.668	1574.232	363.929	1470.175	443.154	492.056	1501.380	1518.191	282.549	1474.959	1508.594	367.278	1376.249	1220.983	452.877	1367.846	861.622	220.171	1410.853	884.959	515.848	1455.733	1285.910	204.940	1474.304	1285.207	376.833	1607.733	1306.169	376.758	1630.038	1184.539	517.554	1534.116	928.872	221.136	1553.475	954.673	369.975	1611.375	1036.466	430.604	1605.236	25.425	273.319	1594.314	19.989	481.689	1537.484	70.442	207.732	1533.336	59.844	448.234	1370.147	30.620	190.165	1388.104	32.828	488.243	1405.188	27.425	145.932	1429.546	22.176	580.746	1390.025	753.950	98.792	1435.338	723.378	523.201	1408.016	808.305	169.603	1427.585	773.416	590.610	1457.883	763.378	101.802	1501.981	759.956	520.743	1482.690	971.585	208.064	1500.196	963.667	617.781	1526.545	967.327	122.891	1560.136	988.521	499.998	1464.923	440.858
3029	30.28000	01:20:38:02	311.479	1441.318	410.894	184.517	1502.587	424.415	403.857	1400.859	1574.151	363.612	1470.073	443.020	491.049	1501.757	1518.223	281.634	1475.027	1508.573	366.570	1376.589	1220.971	452.336	1368.237	861.690	219.577	1411.068	884.908	514.979	1456.274	1286.039	204.096	1474.335	1285.115	375.713	1608.101	1306.164	375.667	1630.373	1184.535	516.866	1534.576	928.965	220.361	1553.453	954.571	369.102	1612.295	1036.536	430.585	1605.248	25.411	273.261	1594.360	19.944	481.621	1537.459	70.457	207.696	1533.341	59.758	448.188	1370.340	30.817	190.186	1388.150	32.836	488.259	1405.256	27.498	145.952	1429.552	22.193	580.469	1390.505	754.166	98.467	1434.464	723.100	522.884	1408.409	808.467	169.229	1426.903	773.193	590.206	1458.355	763.578	101.101	1501.021	759.835	520.157	1483.116	971.717	207.471	1499.845	963.568	617.094	1527.113	967.491	121.839	1558.678	988.316	499.664	1464.905	440.891
3030	30.29000	01:20:38:02	311.305	1440.074	411.240	184.195	1502.623	424.336	403.122	1401.048	1574.102	363.306	1470.097	443.031	490.080	1502.176	1518.225	280.709	1475.061	1508.607	365.902	1376.916	1220.991	451.815	1368.593	861.736	219.024	1411.270	884.840	514.138	1456.828	1286.177	203.235	1474.344	1285.038	374.601	1608.449	1306.150	374.539	1630.701	1184.519	516.198	1535.085	929.010	219.604	1553.359	954.486	368.163	1612.617	1036.478	430.537	1605.260	25.374	273.214	1594.386	19.895	481.535	1537.456	70.478	207.630	1533.390	59.714	448.150	1370.500	30.993	190.206	1388.155	32.839	488.240	1405.310	27.589	145.956	1429.559	22.178	580.177	1390.952	754.327	97.789	1433.520	722.994	522.513	1408.795	808.595	168.862	1426.242	773.096	589.808	1458.800	763.786	100.409	1500.052	759.695	519.572	1483.609	971.818	206.794	1499.357	963.224	616.512	1527.874	967.721	120.932	1557.830	988.107	499.328	1464.888	440.949
3031	30.30000	01:20:38:02	310.898	1441.605	411.102	183.834	1502.650	424.294	402.376	1401.221	1573.977	362.994	1470.009	442.925	489.163	1502.568	1518.278	279.832	1475.059	1508.566	365.208	1377.224	1220.968	451.338	1368.951	861.794	218.541	1411.438	884.718	513.277	1457.378	1286.258	202.384	1474.341	1285.036	373.508	1608.776	1306.156	373.456	1631.027	1184.494	515.511	1535.501	929.050	218.832	1553.321	954.404	367.148	1612.355	1036.341	430.493	1605.259	25.336	273.163	1594.421	19.836	481.448	1537.434	70.550	207.594	1533.393	59.678	448.114	1370.757	31.173	190.215	1388.184	32.835	488.295	1405.372	27.680	145.979	1429.570	22.180	579.870	1391.367	754.478	97.419	1432.548	722.747	522.205	1409.178	808.799	169.097	1425.833	772.652	589.462	1459.256	764.005	99.690	1499.087	759.538	518.958	1484.117	971.891	206.486	1499.151	963.238	615.886	1528.534	967.900	120.045	1557.037	987.961	499.014	1464.875	440.982
3032	30.31000	01:20:38:03	310.655	1441.752	411.088	183.487	1502.679	424.205	401.621	1401.381	1573.861	362.708	1470.023	442.847	488.272	1502.955	1518.270	278.963	1475.056	1508.542	364.534	1377.560	1220.965	450.877	1369.307	861.860	218.039	1411.597	884.662	512.409	1457.939	1286.344	201.607	1474.309	1284.997	372.422	1609.128	1306.142	372.342	1631.326	1184.474	514.853	1535.960	929.095	218.130	1553.181	954.418	366.313	1613.245	1036.379	430.459	1605.276	25.333	273.091	1594.456	19.786	481.347	1537.410	70.595	207.551	1533.394	59.591	448.059	1370.977	31.302	190.240	1388.212	32.854	488.305	1405.447	27.785	146.000	1429.573	22.191	579.527	1391.775	754.590	97.112	1431.729	722.574	521.843	1409.538	808.910	168.896	1425.242	772.426	589.094	1459.667	764.178	99.030	1498.354	759.345	518.356	1484.637	972.138	208.603	1499.766	961.693	615.227	1529.138	967.979	119.116	1556.219	987.818	498.645	1464.894	441.087
3033	30.32000	01:20:38:03	311.477	1442.333	411.136	183.124	1502.666	424.163	400.924	1401.505	1573.742	362.405	1469.963	442.774	487.309	1503.340	1518.271	278.114	1474.979	1508.482	363.900	1377.863	1220.929	450.419	1369.590	861.924	217.570	1411.713	884.600	511.596	1458.482	1286.448	200.844	1474.249	1284.929	371.317	1609.447	1306.106	371.289	1631.622	1184.450	514.148	1536.413	929.138	217.438	1553.081	954.270	365.440	1613.565	1036.400	430.389	1605.293	25.240	273.056	1594.494	19.741	481.251	1537.391	70.633	207.557	1533.403	59.489	448.054	1371.164	31.508	190.295	1388.248	32.852	488.336	1405.531	27.869	146.053	1429.576	22.196	579.208	1392.181	754.693	96.822	1430.902	722.410	521.466	1409.902	809.035	168.644	1424.645	772.300	588.712	1460.085	764.325	98.368	1497.273	759.293	517.770	1485.124	972.175	207.908	1499.336	961.656	614.634	1529.838	968.154	118.268	1555.472	987.634	498.295	1464.848	441.104
3034	30.33000	01:20:38:03	311.288	1442.483	411.264	182.729	1502.609	424.078	400.229	1401.589	1573.596	362.094	1469.936	442.699	486.391	1503.736	1518.291	277.281	1474.902	1508.448	363.269	1378.129	1220.902	449.925	1369.911	861.955	217.071	1411.796	884.499	510.829	1459.019	1286.535	200.180	1473.797	1284.656	370.272	1609.768	1306.076	370.240	1631.907	1184.445	513.485	1536.788	929.167	216.728	1553.037	954.180	364.527	1613.811	1036.341	430.365	1605.313	25.218	272.981	1594.521	19.677	481.152	1537.378	70.656	207.624	1533.099	59.371	447.664	1371.802	31.608	190.317	1388.270	32.858	488.368	1405.580	27.947	146.079	1429.585	22.195	578.879	1392.546	754.785	96.493	1429.977	722.160	521.154	1410.228	809.183	168.447	1424.071	772.149	588.342	1460.456	764.466	97.721	1496.426	759.227	517.201	1485.482	972.081	207.200	1498.981	961.626	614.063	1530.438	968.317	117.388	1554.757	987.431	497.955	1464.813	441.138
3035	30.34000	01:20:38:03	311.036	1442.580	411.320	182.359	1502.535	424.011	399.576	1401.645	1573.441	361.740	1469.885	442.644	485.520	1504.089	1518.274	276.460	1474.801	1508.385	362.651	1378.416	1220.887	449.439	1370.210	862.002	216.556	1411.929	884.376	510.030	1459.566	1286.560	199.460	1473.612	1284.511	369.210	1610.062	1306.063	369.169	1632.188	1184.405	512.802	1537.179	929.192	216.061	1552.969	954.073	363.680	1614.089	1036.360	430.313	1605.317	25.200	272.918	1594.566	19.617	481.061	1537.358	70.699	207.571	1533.140	59.339	447.646	1371.942	31.774	190.324	1388.301	32.868	488.384	1405.658	28.104	146.090	1429.589	22.188	578.502	1392.913	754.889	96.568	1429.193	721.794	520.822	1410.530	809.306	168.202	1423.543	772.009	587.947	1460.842	764.558	97.084	1495.531	759.129	516.661	1485.961	972.181	206.479	1498.596	961.456	613.404	1531.007	968.443	116.524	1554.043	987.309	497.655	1464.738	441.078
3036	30.35000	01:20:38:04	310.793	1442.738	411.358	181.995	1502.424	423.922	398.944	1401.684	1573.247	361.400	1469.855	442.545	484.631	1504.411	1518.266	275.643	1474.615	1508.309	362.034	1378.668	1220.903	448.972	1370.461	862.004	216.038	1412.008	884.340	509.225	1460.079	1286.588	198.789	1473.553	1284.368	368.177	1610.364	1306.060	368.158	1632.463	1184.388	512.169	1537.545	929.206	215.381	1552.991	953.982	362.841	1614.357	1036.312	430.296	1605.351	25.164	272.861	1594.594	19.559	480.961	1537.313	70.729	207.533	1533.171	59.282	447.658	1372.075	31.965	190.360	1388.319	32.873	488.410	1405.715	28.209	146.119	1429.593	22.213	578.174	1393.297	755.002	96.313	1428.395	721.555	520.475	1410.832	809.441	167.939	1422.982	771.828	587.512	1461.236	764.679	96.440	1494.655	759.047	516.066	1486.451	972.276	205.798	1498.301	961.441	612.811	1531.723	968.545	115.612	1553.340	987.126	497.294	1464.695	441.105
3037	30.36000	01:20:38:04	310.579	1442.860	411.315	181.620	1502.305	423.847	398.321	1401.658	1573.052	361.100	1469.841	442.510	483.732	1504.735	1518.271	274.830	1474.460	1508.216	361.448	1378.924	1220.909	448.545	1370.824	862.046	215.531	1412.080	884.290	508.498	1460.586	1286.620	198.071	1473.471	1284.304	367.202	1610.645	1306.005	367.145	1632.722	1184.304	511.477	1537.876	929.225	214.713	1552.975	953.884	361.973	1614.576	1036.296	430.222	1605.375	25.145	272.778	1594.625	19.523	480.880	1537.290	70.764	207.449	1533.200	59.251	447.686	1372.213	32.138	190.521	1388.561	32.866	488.436	1405.783	28.326	146.218	1429.654	22.136	577.814	1393.668	755.077	96.064	1427.574	721.398	520.171	1411.092	809.599	167.730	1422.528	771.727	587.059	1461.656	764.780	95.810	1493.824	758.929	515.454	1486.940	972.383	205.049	1497.981	961.372	612.202	1532.280	968.560	114.737	1552.715	986.995	496.946	1464.624	441.132
3038	30.37000	01:20:38:04	310.347	1442.960	411.324	181.280	1502.146	423.740	397.723	1401.617	1572.812	360.763	1469.758	442.410	482.881	1505.041	1518.315	274.077	1474.221	1508.083	360.864	1379.195	1220.901	448.065	1371.038	862.084	215.017	1412.119	884.253	507.787	1461.068	1286.647	197.430	1473.377	1284.184	366.212	1610.956	1305.950	366.157	1632.974	1184.249	510.845	1538.220	929.249	214.048	1552.989	953.812	361.200	1614.801	1036.278	430.183	1605.383	25.107	272.725	1594.648	19.499	480.769	1537.263	70.791	207.431	1533.211	59.191	447.687	1372.328	32.337	190.542	1388.572	32.867	488.446	1405.838	28.426	146.243	1429.662	22.163	577.436	1394.070	755.093	95.777	1426.733	721.262	519.781	1411.349	809.659	167.497	1422.058	771.626	586.557	1462.057	764.871	95.179	1492.993	758.881	514.847	1487.287	972.375	204.352	1497.675	961.303	611.456	1532.854	968.583	113.812	1552.060	986.827	496.597	1464.527	441.166
3039	30.38000	01:20:38:04	310.098	1443.035	411.346	180.924	1501.994	423.652	397.142	1401.515	1572.556	360.444	1469.677	442.363	482.083	1505.302	1518.337	273.316	1473.934	1507.943	360.287	1379.435	1220.924	447.629	1371.174	862.163	214.537	1412.142	884.172	507.074	1461.557	1286.661	196.694	1473.379	1284.099	365.269	1611.239	1305.880	365.218	1633.203	1184.180	510.183	1538.525	929.216	213.403	1552.998	953.681	360.419	1614.977	1036.184	430.164	1605.404	25.081	272.693	1594.657	19.450	480.675	1537.232	70.813	207.376	1533.213	59.161	447.720	1372.436	32.504	190.533	1388.578	32.877	488.449	1405.889	28.531	146.229	1429.656	22.152	577.073	1394.445	755.090	95.562	1425.977	721.168	519.396	1411.599	809.717	167.242	1421.658	771.507	586.051	1462.475	764.931	94.462	1492.308	758.761	514.210	1487.620	972.393	203.634	1497.420	961.239	610.752	1533.517	968.675	113.018	1551.480	986.649	496.250	1464.414	441.193
3040	30.39000	01:20:38:05	309.884	1442.990	411.391	180.567	1501.835	423.549	396.586	1401.363	1572.268	360.135	1469.596	442.300	481.222	1505.542	1518.311	272.623	1473.630	1507.754	359.687	1379.669	1220.924	447.173	1371.322	862.238	213.968	1412.124	884.119	506.347	1462.033	1286.662	195.909	1473.473	1284.059	364.348	1611.518	1305.784	364.294	1633.442	1184.068	509.550	1538.765	929.234	212.764	1553.050	953.664	359.651	1615.191	1036.115	430.112	1605.420	25.070	272.660	1594.652	19.424	480.597	1537.233	70.852	207.343	1533.221	59.130	447.728	1372.540	32.629	190.547	1388.579	32.863	488.450	1405.940	28.625	146.249	1429.658	22.128	576.712	1394.834	755.069	95.285	1425.210	721.088	518.987	1411.849	809.766	166.992	1421.257	771.489	585.496	1462.907	764.986	93.858	1491.423	758.712	513.547	1487.925	972.243	202.965	1497.197	961.223	610.069	1534.011	968.710	112.192	1550.932	986.509	495.921	1464.277	441.229
3041	30.40000	01:20:38:05	309.667	1442.876	411.417	180.224	1501.667	423.441	396.041	1401.162	1571.955	359.823	1469.435	442.257	480.352	1505.743	1518.342	271.899	1473.256	1507.575	359.126	1379.901	1220.946	446.678	1371.466	862.295	213.445	1412.106	884.091	505.666	1462.483	1286.664	195.317	1473.406	1283.948	363.496	1611.799	1305.704	363.401	1633.642	1183.977	508.912	1539.031	929.238	212.147	1553.079	953.540	358.880	1615.356	1036.003	430.075	1605.435	25.057	272.630	1594.653	19.418	480.505	1537.185	70.880	207.308	1533.217	59.092	447.727	1372.611	32.758	190.400	1388.400	32.876	488.450	1405.977	28.694	146.144	1429.617	22.193	576.367	1395.206	755.060	94.706	1424.382	721.116	518.585	1412.056	809.780	166.726	1420.845	771.459	584.972	1463.307	765.012	93.252	1490.721	758.659	512.875	1488.238	972.226	202.323	1496.974	961.198	609.251	1534.658	968.695	111.406	1550.409	986.329	495.603	1464.115	441.226
3042	30.41000	01:20:38:05	309.364	1442.837	411.398	179.924	1501.513	423.382	395.500	1400.922	1571.614	359.532	1469.286	442.217	479.568	1505.932	1518.433	271.217	1472.861	1507.355	358.583	1380.125	1220.976	446.220	1371.582	862.423	212.921	1412.054	884.051	505.056	1462.912	1286.672	194.670	1473.454	1283.919	362.639	1612.072	1305.609	362.559	1633.855	1183.894	508.314	1539.351	929.268	211.508	1553.073	953.452	358.137	1615.499	1035.922	430.043	1605.441	25.066	272.617	1594.639	19.385	480.427	1537.156	70.921	207.241	1533.220	59.094	447.735	1372.646	32.832	190.555	1388.608	32.861	488.433	1406.005	28.748	146.240	1429.650	22.143	576.007	1395.535	755.035	94.412	1423.694	721.113	518.223	1412.243	809.827	166.427	1420.485	771.418	584.407	1463.665	764.997	92.658	1489.979	758.593	512.185	1488.613	972.444	201.641	1496.760	961.142	608.558	1535.142	968.666	110.536	1549.950	986.242	495.279	1463.974	441.245
3043	30.42000	01:20:38:05	309.207	1442.806	411.409	179.607	1501.361	423.295	395.003	1400.668	1571.254	359.236	1469.089	442.144	478.779	1506.106	1518.486	270.500	1472.408	1507.145	358.019	1380.346	1221.036	445.695	1371.680	862.421	212.379	1411.991	884.042	504.422	1463.314	1286.653	193.996	1473.515	1283.874	361.835	1612.332	1305.512	361.734	1634.046	1183.797	507.690	1539.540	929.268	210.887	1553.052	953.396	357.376	1615.642	1035.788	430.019	1605.446	25.045	272.586	1594.636	19.387	480.351	1537.125	70.941	207.233	1533.227	59.063	447.725	1372.670	32.873	190.550	1388.605	32.850	488.427	1406.017	28.762	146.259	1429.653	22.137	575.696	1395.883	755.017	94.179	1423.086	721.089	517.853	1412.383	809.850	166.104	1420.136	771.454	583.810	1464.035	764.977	92.069	1489.332	758.576	511.458	1488.889	972.318	201.000	1496.546	961.200	607.668	1535.704	968.682	109.818	1549.626	986.124	494.968	1463.761	441.292
3044	30.43000	01:20:38:06	308.922	1442.745	411.392	179.295	1501.182	423.233	394.471	1400.382	1570.883	358.931	1468.932	442.093	478.016	1506.245	1518.531	269.816	1471.971	1506.934	357.463	1380.560	1221.102	445.248	1371.746	862.444	211.896	1411.892	884.035	503.786	1463.725	1286.635	193.338	1473.629	1283.852	361.036	1612.581	1305.434	360.906	1634.248	1183.770	507.106	1539.670	929.223	210.313	1553.032	953.317	356.709	1615.717	1035.688	429.956	1605.452	25.050	272.542	1594.631	19.386	480.261	1537.083	70.957	207.214	1533.206	59.028	447.746	1372.611	33.077	190.545	1388.614	32.836	488.335	1406.009	28.940	146.250	1429.649	22.122	575.328	1396.187	754.950	93.911	1422.469	721.057	517.494	1412.508	809.846	165.764	1419.810	771.507	583.220	1464.377	764.969	91.529	1488.944	758.541	510.793	1489.110	972.280	200.395	1496.523	961.189	606.819	1536.163	968.580	108.755	1548.641	986.275	494.687	1463.547	441.289
3045	30.44000	01:20:38:06	308.706	1442.650	411.422	178.971	1501.024	423.163	394.003	1400.092	1570.512	358.599	1468.731	442.025	477.235	1506.399	1518.591	269.192	1471.525	1506.689	356.898	1380.751	1221.148	444.864	1371.762	862.555	211.363	1411.794	884.030	503.182	1464.089	1286.632	192.728	1473.728	1283.851	360.313	1612.810	1305.361	360.131	1634.422	1183.669	506.490	1539.812	929.200	209.725	1552.988	953.263	356.038	1615.834	1035.640	429.917	1605.436	25.042	272.522	1594.629	19.405	480.166	1537.022	71.002	207.190	1533.210	59.009	447.688	1372.655	32.922	190.547	1388.616	32.847	488.349	1406.007	28.855	146.245	1429.639	22.116	574.883	1396.479	754.902	93.605	1421.984	721.037	517.113	1412.594	809.831	165.421	1419.567	771.577	582.579	1464.681	764.913	91.047	1488.307	758.554	510.092	1489.273	972.118	199.768	1496.408	961.199	606.043	1536.539	968.419	108.048	1548.374	986.201	494.335	1463.346	441.267
3046	30.45000	01:20:38:06	308.434	1442.623	411.394	178.647	1500.827	423.086	393.500	1399.779	1570.139	358.251	1468.502	441.969	476.437	1506.533	1518.644	268.581	1471.035	1506.365	356.369	1380.931	1221.197	444.412	1371.786	862.591	210.881	1411.710	884.024	502.638	1464.418	1286.598	192.144	1473.848	1283.862	359.618	1613.020	1305.279	359.430	1634.573	1183.574	505.886	1539.906	929.130	209.111	1552.911	953.172	355.427	1615.903	1035.512	429.879	1605.411	25.059	272.495	1594.595	19.399	480.070	1536.984	71.009	207.153	1533.188	59.011	447.655	1372.552	33.061	190.524	1388.590	32.823	488.236	1405.986	28.995	146.237	1429.651	22.123	574.456	1396.762	754.802	93.280	1421.583	720.995	516.699	1412.665	809.810	165.055	1419.304	771.624	581.955	1464.962	764.844	90.534	1487.870	758.540	509.377	1489.460	972.079	199.152	1496.254	961.193	605.203	1536.930	968.355	107.036	1547.949	986.201	493.998	1463.133	441.252
3047	30.46000	01:20:38:06	308.211	1442.594	411.395	178.358	1500.635	423.006	393.052	1399.480	1569.775	357.917	1468.358	441.923	475.732	1506.647	1518.771	267.976	1470.527	1506.041	355.848	1381.115	1221.225	443.963	1371.741	862.654	210.350	1411.597	884.021	502.015	1464.556	1286.600	191.585	1473.943	1283.887	358.963	1613.231	1305.190	358.771	1634.689	1183.446	505.323	1540.022	929.125	208.572	1552.826	953.099	354.787	1615.946	1035.421	429.845	1605.411	25.077	272.492	1594.563	19.417	479.980	1536.909	71.051	207.116	1533.155	59.002	447.616	1372.584	32.869	190.515	1388.587	32.810	488.240	1405.948	28.876	146.223	1429.630	22.108	574.061	1396.993	754.722	92.920	1421.254	720.976	516.267	1412.709	809.744	164.658	1419.065	771.621	581.310	1465.254	764.826	90.030	1487.515	758.522	508.695	1489.635	971.867	198.585	1496.115	961.147	604.420	1537.336	968.224	106.328	1547.718	986.162	493.653	1462.935	441.233
3048	30.47000	01:20:38:07	307.974	1442.520	411.424	178.054	1500.437	422.918	392.625	1399.166	1569.463	357.607	1468.184	441.891	475.020	1506.727	1518.891	267.379	1470.012	1505.734	355.382	1381.283	1221.250	443.507	1371.677	862.695	209.808	1411.478	884.018	501.521	1464.810	1286.575	191.040	1474.073	1283.908	358.342	1613.441	1305.100	358.072	1634.826	1183.317	504.767	1539.993	929.078	208.011	1552.730	953.022	354.194	1615.979	1035.321	429.805	1605.391	25.102	272.471	1594.544	19.437	479.915	1536.868	71.098	207.117	1533.141	58.969	447.549	1372.516	32.803	190.499	1388.573	32.806	488.198	1405.914	28.870	146.220	1429.627	22.094	573.631	1397.201	754.641	92.528	1421.000	720.970	515.808	1412.741	809.689	164.236	1418.854	771.648	580.693	1465.483	764.763	89.572	1487.244	758.492	508.041	1489.787	971.984	198.065	1496.031	961.148	603.620	1537.724	968.183	105.752	1547.518	986.135	493.307	1462.762	441.224
3049	30.48000	01:20:38:07	307.780	1442.450	411.456	177.775	1500.220	422.874	392.182	1398.853	1569.130	357.286	1467.957	441.841	474.321	1506.833	1518.989	266.786	1469.533	1505.455	354.881	1381.448	1221.268	443.021	1371.608	862.740	209.276	1411.336	884.040	501.007	1465.086	1286.507	190.455	1474.195	1283.904	357.793	1613.627	1305.008	357.473	1634.943	1183.185	504.153	1539.899	929.042	207.434	1552.598	952.946	353.623	1616.012	1035.232	429.785	1605.350	25.139	272.468	1594.531	19.474	479.847	1536.846	71.108	207.097	1533.095	58.966	447.527	1372.443	32.692	190.485	1388.565	32.790	488.128	1405.872	28.839	146.210	1429.619	22.069	573.227	1397.395	754.540	92.122	1420.815	720.925	515.413	1412.754	809.665	163.800	1418.695	771.675	580.045	1465.724	764.675	89.103	1487.058	758.526	507.414	1489.909	971.998	197.542	1495.933	961.194	602.854	1538.020	967.957	105.248	1547.370	986.123	492.982	1462.625	441.245
3050	30.49000	01:20:38:07	307.524	1442.387	411.467	177.474	1500.004	422.823	391.738	1398.554	1568.826	357.002	1467.817	441.764	473.627	1506.909	1519.087	266.233	1469.066	1505.138	354.400	1381.563	1221.339	442.550	1371.510	862.804	208.745	1411.182	884.060	500.492	1465.305	1286.444	189.913	1474.353	1283.944	357.247	1613.789	1304.896	356.907	1635.029	1183.087	503.597	1539.847	928.974	206.944	1552.463	952.864	353.038	1615.996	1035.089	429.755	1605.317	25.200	272.455	1594.504	19.482	479.820	1536.798	71.150	207.092	1533.078	58.957	447.515	1372.351	32.579	190.451	1388.530	32.762	488.075	1405.821	28.805	146.201	1429.594	22.057	572.854	1397.551	754.464	91.683	1420.727	720.850	515.004	1412.725	809.628	163.365	1418.578	771.668	579.429	1465.904	764.569	88.654	1486.916	758.519	506.784	1489.985	971.866	197.086	1495.816	961.136	602.076	1538.382	967.808	104.812	1547.251	986.126	492.683	1462.574	441.264
3051	30.50000	01:20:38:07	307.329	1442.278	411.475	177.181	1499.792	422.747	391.330	1398.279	1568.523	356.693	1467.657	441.719	472.933	1506.970	1519.193	265.707	1468.606	1504.841	353.915	1381.696	1221.418	442.082	1371.389	862.891	208.258	1411.024	884.012	500.062	1465.514	1286.391	189.410	1474.488	1284.012	356.737	1613.970	1304.788	356.354	1635.098	1182.956	503.050	1539.781	928.928	206.397	1552.396	952.810	352.474	1616.007	1034.983	429.723	1605.276	25.218	272.447	1594.492	19.519	479.772	1536.770	71.188	207.079	1533.038	58.973	447.499	1372.223	32.438	190.288	1388.320	32.761	488.032	1405.750	28.769	146.081	1429.558	22.097	572.487	1397.672	754.370	91.236	1420.646	720.747	514.619	1412.695	809.604	162.927	1418.491	771.632	578.788	1466.087	764.505	88.223	1486.843	758.527	506.155	1490.001	971.806	196.614	1495.726	961.124	600.959	1538.912	967.525	104.417	1547.131	986.079	492.389	1462.545	441.299
3052	30.51000	01:20:38:08	307.170	1442.192	411.514	176.909	1499.586	422.687	390.894	1397.990	1568.247	356.415	1467.607	441.636	472.398	1507.326	1519.275	265.179	1468.096	1504.522	353.436	1381.826	1221.487	441.620	1371.244	863.009	207.794	1410.864	884.024	499.654	1465.674	1286.358	188.964	1474.618	1284.070	356.273	1614.095	1304.680	355.854	1635.169	1182.842	502.508	1539.744	928.876	205.870	1552.223	952.733	352.000	1615.978	1034.879	429.696	1605.252	25.288	272.473	1594.472	19.568	479.720	1536.741	71.176	207.073	1533.001	58.971	447.495	1372.094	32.300	190.270	1388.297	32.750	487.975	1405.680	28.661	146.073	1429.540	22.093	572.146	1397.782	754.297	90.775	1420.679	720.683	514.225	1412.649	809.550	162.447	1418.445	771.595	578.195	1466.219	764.402	87.786	1486.852	758.543	505.551	1489.989	971.666	196.185	1495.597	961.089	600.168	1539.254	967.404	104.007	1547.016	986.082	492.116	1462.549	441.349
3053	30.52000	01:20:38:08	306.942	1442.045	411.543	176.649	1499.390	422.638	390.491	1397.720	1568.023	356.141	1467.552	441.590	471.770	1507.368	1519.367	264.726	1467.604	1504.111	352.996	1381.910	1221.539	441.138	1371.084	863.008	207.323	1410.689	884.057	499.272	1465.820	1286.301	188.538	1474.725	1284.130	355.827	1614.226	1304.591	355.385	1635.231	1182.772	502.003	1539.573	928.822	205.383	1552.049	952.673	351.456	1615.914	1034.775	429.704	1605.197	25.332	272.484	1594.456	19.627	479.688	1536.719	71.184	207.083	1532.959	58.960	447.481	1371.954	32.107	190.248	1388.264	32.734	487.932	1405.627	28.615	146.041	1429.541	22.080	571.781	1397.867	754.232	90.315	1420.754	720.646	513.801	1412.568	809.494	161.981	1418.390	771.553	577.601	1466.332	764.310	87.373	1486.854	758.548	504.873	1489.968	971.467	195.756	1495.475	961.110	599.392	1539.498	967.293	103.679	1546.930	986.049	491.845	1462.587	441.380
