NO_OF_FRAMES	1592
NO_OF_CAMERAS	13
NO_OF_MARKERS	58
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-05-26, 16:01:39.212	1310851.58625936
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RMT5	RTHMB	RINDX	RPNKY	LTHMB	LINDX	LPNKY	LFRM	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
11	0.10000	06:35:58:23	-149.737	1799.295	-259.033	-199.170	1767.573	-407.871	-75.540	1747.378	-378.646	-145.549	1489.242	-190.046	-143.234	1281.079	-142.721	-144.653	1100.795	-169.001	-156.460	995.162	-148.544	-159.728	988.026	-440.066	-164.175	1136.834	-434.561	-155.513	1295.222	-414.905	-229.869	1351.295	-145.847	-303.948	1495.351	-228.248	-424.803	1486.881	-312.875	-438.777	1375.416	-258.300	-614.899	1526.825	-320.140	-595.988	1453.707	-285.446	-806.534	1438.001	-330.125	-792.305	1516.513	-372.427	-0.884	1508.142	-238.110	-66.873	1365.060	-140.537	112.279	1497.059	-326.545	160.434	1402.471	-256.583	313.850	1560.165	-314.223	303.348	1486.073	-283.643	299.445	1433.046	-351.698	510.979	1492.750	-330.369	487.236	1575.179	-362.428	-279.258	978.640	-390.548	-25.710	997.851	-381.688	-283.096	978.497	-181.467	-40.633	1004.251	-164.038	-302.539	782.330	-383.141	-320.597	887.084	-244.260	-321.657	450.597	-281.570	-224.059	440.562	-273.494	-314.622	307.796	-276.013	-342.980	55.201	-216.815	-311.353	19.591	-169.011	-372.576	7.948	-337.568	22.342	724.668	-342.414	3.651	888.254	-219.530	10.563	480.777	-259.502	-88.678	471.322	-270.135	-2.163	310.780	-247.116	4.516	53.354	-170.362	-49.790	22.575	-143.810	70.128	7.340	-288.883	558.727	1621.445	-410.246	686.858	1543.462	-383.109	640.704	1477.041	-411.785	-881.574	1554.596	-398.578	-979.196	1462.736	-386.769	-921.009	1404.518	-390.862	-591.467	1399.738	-337.730	-100.450	1658.197	-236.682	-234.960	1679.873	-272.480	610.074	1507.072	-368.408	-899.210	1431.440	-371.109
12	0.11000	06:35:58:24	-149.598	1799.234	-258.953	-199.099	1767.655	-407.813	-75.336	1747.390	-378.587	-145.556	1489.288	-190.157	-143.269	1281.166	-142.799	-144.695	1100.861	-168.963	-156.501	995.204	-148.516	-159.715	988.036	-440.004	-164.190	1136.829	-434.490	-155.518	1295.206	-414.944	-229.860	1351.395	-145.893	-303.896	1495.435	-228.346	-424.702	1486.972	-312.941	-438.720	1375.513	-258.385	-614.847	1526.879	-320.229	-595.922	1453.758	-285.542	-806.464	1437.999	-330.263	-792.181	1516.652	-372.636	-0.911	1508.188	-238.223	-66.883	1365.114	-140.585	112.187	1497.149	-326.663	160.374	1402.571	-256.673	313.803	1560.212	-314.297	303.468	1486.496	-283.564	299.416	1433.107	-351.775	511.359	1492.669	-330.182	487.218	1575.171	-362.521	-279.227	978.625	-390.551	-25.693	997.860	-381.631	-283.136	978.527	-181.452	-40.699	1004.273	-163.993	-302.527	782.324	-383.137	-320.611	887.102	-244.241	-321.629	450.581	-281.542	-224.057	440.583	-273.494	-314.612	307.791	-276.009	-342.960	55.173	-216.826	-311.345	19.583	-169.013	-372.573	7.941	-337.559	22.386	724.682	-342.347	3.627	888.307	-219.454	10.580	480.789	-259.487	-88.662	471.321	-270.116	-2.139	310.784	-247.090	4.548	53.318	-170.396	-49.780	22.578	-143.810	70.133	7.340	-288.888	558.749	1621.388	-410.354	686.822	1543.382	-383.116	640.689	1476.952	-411.720	-881.558	1554.544	-398.747	-979.086	1462.633	-387.015	-920.865	1404.479	-391.034	-591.388	1399.826	-337.821	-100.346	1658.117	-236.758	-234.834	1679.851	-272.505	610.038	1507.013	-368.408	-899.118	1431.398	-371.292
13	0.12000	06:35:58:24	-149.436	1799.181	-258.906	-198.956	1767.758	-407.770	-75.161	1747.403	-378.525	-145.520	1489.338	-190.272	-143.261	1281.221	-142.874	-144.718	1100.922	-168.919	-156.518	995.251	-148.500	-159.699	988.046	-439.936	-164.156	1136.797	-434.424	-155.511	1295.202	-414.978	-229.853	1351.479	-145.952	-303.847	1495.511	-228.471	-424.621	1487.076	-313.008	-438.680	1375.618	-258.483	-614.807	1526.952	-320.358	-595.878	1453.824	-285.666	-806.398	1438.060	-330.392	-792.130	1516.599	-372.808	-0.931	1508.238	-238.328	-66.895	1365.177	-140.649	112.126	1497.246	-326.742	160.369	1402.606	-256.782	313.894	1560.447	-314.244	303.449	1486.579	-283.648	299.393	1433.136	-351.904	511.367	1492.679	-330.199	487.217	1575.162	-362.609	-279.240	978.622	-390.537	-25.669	997.868	-381.591	-283.134	978.546	-181.423	-40.719	1004.324	-163.945	-302.497	782.313	-383.107	-320.616	887.137	-244.220	-321.619	450.578	-281.515	-224.033	440.612	-273.502	-314.611	307.793	-276.001	-342.747	55.152	-216.845	-311.347	19.569	-169.021	-372.571	7.950	-337.558	22.416	724.693	-342.255	3.614	888.329	-219.384	10.586	480.794	-259.431	-88.636	471.346	-270.085	-2.137	310.782	-247.087	4.541	53.349	-170.383	-49.790	22.590	-143.805	70.150	7.340	-288.866	558.808	1621.321	-410.454	686.796	1543.283	-383.099	640.671	1476.886	-411.709	-881.308	1554.627	-399.058	-979.017	1462.616	-387.198	-920.758	1404.472	-391.176	-591.295	1399.896	-337.950	-100.179	1658.004	-236.857	-234.688	1679.832	-272.527	610.022	1506.980	-368.438	-899.036	1431.410	-371.445
14	0.13000	06:35:58:24	-149.234	1799.138	-258.866	-198.844	1767.828	-407.740	-75.006	1747.396	-378.517	-145.510	1489.374	-190.373	-143.269	1281.275	-142.961	-144.739	1100.974	-168.852	-156.524	995.289	-148.474	-159.651	988.027	-439.867	-164.125	1136.786	-434.354	-155.501	1295.209	-415.034	-229.838	1351.539	-146.001	-303.814	1495.574	-228.541	-424.126	1487.620	-312.379	-438.663	1375.694	-258.572	-614.744	1527.020	-320.529	-595.824	1453.915	-285.774	-806.357	1438.152	-330.513	-792.092	1516.491	-373.142	-0.968	1508.268	-238.430	-66.892	1365.227	-140.724	112.102	1497.312	-326.874	160.371	1402.632	-256.851	313.774	1560.322	-314.533	303.252	1486.276	-283.917	299.254	1433.185	-352.081	511.350	1492.702	-330.250	487.647	1575.116	-362.144	-279.216	978.622	-390.543	-25.655	997.859	-381.546	-283.179	978.606	-181.418	-40.741	1004.376	-163.919	-302.500	782.318	-383.073	-320.643	887.145	-244.188	-321.614	450.584	-281.497	-224.060	440.611	-273.493	-314.618	307.796	-275.992	-342.716	55.153	-216.853	-311.328	19.573	-169.019	-372.564	7.942	-337.562	22.436	724.687	-342.188	3.588	888.353	-219.320	10.613	480.777	-259.366	-88.616	471.344	-270.075	-2.130	310.804	-247.043	4.523	53.318	-170.397	-49.780	22.607	-143.802	70.145	7.329	-288.857	559.422	1621.539	-409.903	686.803	1543.204	-383.106	640.680	1476.805	-411.681	-881.429	1554.652	-399.245	-978.939	1462.698	-387.343	-920.689	1404.550	-391.287	-591.234	1399.986	-338.067	-100.022	1657.938	-236.934	-234.539	1679.846	-272.533	609.976	1506.926	-368.458	-898.965	1431.491	-371.582
15	0.14000	06:35:58:24	-149.038	1799.109	-258.844	-198.735	1767.899	-407.711	-74.846	1747.406	-378.543	-145.497	1489.431	-190.455	-143.252	1281.336	-143.032	-144.746	1101.007	-168.816	-156.570	995.357	-148.468	-159.638	988.010	-439.802	-164.098	1136.765	-434.275	-155.472	1295.181	-415.052	-229.827	1351.586	-146.084	-303.770	1495.605	-228.646	-424.014	1487.706	-312.430	-438.628	1375.728	-258.645	-614.703	1527.111	-320.711	-595.782	1454.016	-285.929	-806.312	1438.297	-330.661	-792.029	1516.612	-373.348	-0.994	1508.315	-238.553	-66.883	1365.272	-140.783	112.064	1497.371	-326.994	160.330	1402.765	-256.971	313.759	1560.355	-314.672	303.214	1486.333	-284.028	299.230	1433.232	-352.174	511.344	1492.726	-330.314	487.674	1575.128	-362.191	-279.202	978.636	-390.538	-25.631	997.859	-381.486	-283.204	978.648	-181.414	-40.785	1004.413	-163.892	-302.515	782.319	-383.046	-320.647	887.166	-244.171	-321.608	450.589	-281.471	-224.074	440.610	-273.479	-314.627	307.794	-275.988	-342.723	55.159	-216.870	-311.344	19.589	-169.020	-372.560	7.945	-337.568	22.461	724.702	-342.097	3.566	888.350	-219.261	10.613	480.776	-259.280	-88.604	471.337	-270.029	-2.130	310.793	-247.016	4.538	53.344	-170.345	-49.778	22.585	-143.803	70.167	7.322	-288.858	559.513	1621.532	-409.978	686.777	1543.163	-383.187	640.650	1476.790	-411.713	-881.398	1554.779	-399.483	-978.901	1462.859	-387.426	-920.671	1404.695	-391.375	-591.202	1400.061	-338.158	-99.915	1657.874	-237.029	-234.374	1679.871	-272.552	609.974	1506.910	-368.526	-898.913	1431.625	-371.712
16	0.15000	06:35:59:00	-148.828	1799.092	-258.842	-198.593	1767.986	-407.692	-74.700	1747.345	-378.552	-145.479	1489.456	-190.528	-143.231	1281.353	-143.112	-144.732	1101.021	-168.768	-156.589	995.378	-148.455	-159.625	988.006	-439.731	-164.072	1136.736	-434.224	-155.443	1295.186	-415.096	-229.819	1351.602	-146.133	-303.756	1495.643	-228.763	-423.927	1487.781	-312.523	-438.648	1375.807	-258.718	-614.638	1527.216	-320.871	-595.744	1454.120	-286.073	-806.262	1438.470	-330.827	-791.975	1516.764	-373.533	-1.002	1508.351	-238.671	-66.873	1365.319	-140.848	112.069	1497.391	-327.094	160.054	1402.950	-257.226	313.732	1560.404	-314.785	303.184	1486.373	-284.147	299.202	1433.254	-352.260	511.301	1492.783	-330.417	487.674	1575.130	-362.303	-279.209	978.661	-390.531	-25.605	997.848	-381.435	-283.189	978.663	-181.428	-40.812	1004.448	-163.861	-302.526	782.324	-383.004	-320.643	887.173	-244.173	-321.609	450.589	-281.442	-224.105	440.608	-273.470	-314.615	307.793	-275.972	-342.693	55.138	-216.862	-311.331	19.567	-169.012	-372.574	7.943	-337.564	22.481	724.685	-341.987	3.537	888.377	-219.217	10.628	480.783	-259.203	-88.602	471.335	-269.993	-2.114	310.813	-246.976	4.469	53.318	-170.366	-49.756	22.578	-143.804	70.160	7.336	-288.863	559.539	1621.555	-410.144	686.772	1543.175	-383.344	640.628	1476.779	-411.776	-881.308	1554.954	-399.677	-978.857	1463.104	-387.471	-920.667	1404.867	-391.467	-591.196	1400.144	-338.270	-99.801	1657.811	-237.108	-234.229	1679.892	-272.568	609.950	1506.946	-368.620	-898.874	1431.824	-371.832
17	0.16000	06:35:59:00	-148.649	1799.076	-258.845	-198.422	1768.038	-407.715	-74.568	1747.317	-378.668	-145.482	1489.505	-190.615	-143.212	1281.390	-143.166	-144.712	1101.036	-168.719	-156.616	995.405	-148.443	-159.599	987.964	-439.660	-164.026	1136.689	-434.166	-155.448	1295.160	-415.126	-229.811	1351.641	-146.216	-303.740	1495.642	-228.890	-424.288	1487.361	-313.315	-438.658	1375.859	-258.793	-614.570	1527.334	-321.056	-595.719	1454.249	-286.203	-806.204	1438.676	-330.978	-791.876	1517.125	-373.436	-1.013	1508.367	-238.795	-66.868	1365.352	-140.924	112.047	1497.443	-327.206	160.231	1402.912	-257.213	313.708	1560.453	-314.896	303.184	1486.419	-284.225	299.195	1433.292	-352.347	511.274	1492.848	-330.512	487.657	1575.216	-362.440	-279.202	978.655	-390.524	-25.598	997.838	-381.411	-283.191	978.672	-181.430	-40.822	1004.492	-163.833	-302.542	782.305	-382.988	-320.638	887.192	-244.159	-321.664	450.593	-281.438	-224.122	440.581	-273.456	-314.625	307.812	-275.955	-342.706	55.139	-216.856	-311.336	19.562	-169.013	-372.568	7.949	-337.573	22.486	724.699	-341.885	3.536	888.374	-219.160	10.630	480.779	-259.148	-88.640	471.345	-269.992	-2.101	310.805	-246.920	4.578	53.366	-170.347	-49.773	22.562	-143.798	70.167	7.333	-288.849	559.510	1621.578	-410.339	686.752	1543.228	-383.486	640.622	1476.815	-411.851	-881.248	1555.155	-399.859	-978.813	1463.404	-387.524	-920.698	1405.140	-391.576	-591.180	1400.221	-338.393	-99.682	1657.763	-237.172	-233.368	1679.893	-272.642	609.944	1506.974	-368.713	-898.843	1432.082	-371.965
18	0.17000	06:35:59:00	-148.463	1799.067	-258.863	-198.222	1768.100	-407.751	-74.392	1747.305	-378.649	-145.443	1489.537	-190.701	-143.212	1281.422	-143.236	-144.690	1101.036	-168.695	-156.622	995.437	-148.432	-159.577	987.948	-439.605	-164.030	1136.649	-434.095	-155.429	1295.121	-415.168	-229.793	1351.659	-146.306	-303.727	1495.678	-228.966	-424.167	1487.534	-313.479	-438.652	1375.886	-258.883	-614.490	1527.441	-321.237	-595.689	1454.386	-286.357	-806.199	1438.891	-331.135	-791.794	1517.360	-373.597	-1.001	1508.368	-238.878	-66.858	1365.379	-140.987	112.057	1497.436	-327.302	160.100	1402.986	-257.388	313.692	1560.490	-315.006	303.174	1486.461	-284.323	299.188	1433.331	-352.439	511.270	1492.906	-330.625	487.641	1575.263	-362.580	-279.171	978.635	-390.511	-25.570	997.802	-381.370	-283.218	978.703	-181.425	-40.840	1004.502	-163.804	-302.547	782.312	-382.959	-320.659	887.193	-244.137	-321.634	450.577	-281.413	-224.116	440.595	-273.468	-314.636	307.804	-275.937	-342.708	55.137	-216.860	-311.355	19.577	-169.004	-372.579	7.943	-337.564	22.497	724.673	-341.807	3.514	888.398	-219.099	10.671	480.797	-259.070	-88.603	471.356	-269.931	-2.120	310.810	-246.879	4.541	53.366	-170.332	-49.771	22.566	-143.776	70.181	7.324	-288.830	559.450	1621.635	-410.510	686.724	1543.307	-383.667	640.627	1476.924	-411.969	-881.092	1555.409	-400.010	-978.818	1463.799	-387.576	-920.776	1405.446	-391.682	-591.187	1400.327	-338.497	-99.591	1657.724	-237.227	-233.918	1680.154	-272.679	609.909	1507.039	-368.871	-898.846	1432.370	-372.078
19	0.18000	06:35:59:00	-148.307	1799.065	-258.884	-198.093	1768.136	-407.774	-74.279	1747.264	-378.693	-145.410	1489.546	-190.782	-143.210	1281.454	-143.296	-144.667	1101.039	-168.684	-156.640	995.452	-148.427	-159.556	987.933	-439.549	-163.994	1136.607	-433.996	-155.407	1295.090	-415.200	-229.806	1351.688	-146.374	-303.705	1495.701	-229.055	-424.120	1487.589	-313.632	-438.668	1375.951	-258.968	-614.418	1527.558	-321.385	-595.661	1454.517	-286.473	-806.191	1439.119	-331.303	-791.709	1517.595	-373.791	-0.993	1508.370	-238.945	-66.868	1365.391	-141.049	112.061	1497.394	-327.389	160.036	1403.055	-257.495	313.684	1560.495	-315.124	303.179	1486.476	-284.383	299.303	1433.387	-352.492	511.248	1493.002	-330.764	487.607	1575.332	-362.710	-279.190	978.634	-390.506	-25.541	997.795	-381.328	-283.224	978.717	-181.435	-40.860	1004.507	-163.778	-302.564	782.310	-382.942	-320.693	887.208	-244.129	-321.668	450.585	-281.390	-224.145	440.589	-273.402	-314.666	307.810	-275.933	-342.729	55.150	-216.842	-311.352	19.568	-168.995	-372.585	7.955	-337.568	22.501	724.690	-341.756	3.526	888.389	-219.036	10.663	480.779	-258.975	-88.626	471.342	-269.887	-2.108	310.800	-246.857	4.463	53.327	-170.340	-49.795	22.542	-143.797	70.167	7.335	-288.834	559.349	1621.728	-410.629	686.698	1543.459	-383.853	640.669	1477.056	-412.108	-880.958	1555.690	-400.170	-978.784	1464.228	-387.685	-920.830	1405.803	-391.825	-591.225	1400.433	-338.626	-99.527	1657.687	-237.255	-233.881	1680.218	-272.734	609.935	1507.163	-369.011	-898.863	1432.684	-372.227
20	0.19000	06:35:59:01	-148.166	1799.052	-258.913	-197.952	1768.180	-407.807	-74.172	1747.253	-378.722	-145.424	1489.528	-190.857	-143.197	1281.452	-143.330	-144.664	1101.076	-168.675	-156.666	995.464	-148.436	-159.551	987.924	-439.514	-163.997	1136.580	-433.928	-155.375	1295.035	-415.211	-229.802	1351.719	-146.461	-303.684	1495.711	-229.149	-424.054	1487.670	-313.704	-438.658	1376.016	-259.069	-614.341	1527.700	-321.525	-595.632	1454.666	-286.611	-806.196	1439.381	-331.450	-791.641	1517.844	-373.919	-0.969	1508.338	-239.014	-66.861	1365.398	-141.100	112.101	1497.384	-327.438	160.105	1402.987	-257.535	313.679	1560.518	-315.233	303.210	1486.502	-284.488	299.336	1433.377	-352.557	511.317	1493.123	-330.858	487.584	1575.408	-362.849	-279.151	978.619	-390.513	-25.522	997.780	-381.313	-283.256	978.728	-181.430	-40.882	1004.533	-163.782	-302.580	782.295	-382.909	-320.718	887.222	-244.118	-321.670	450.558	-281.365	-224.162	440.591	-273.443	-314.652	307.795	-275.902	-342.722	55.130	-216.853	-311.327	19.541	-168.997	-372.587	7.959	-337.560	22.489	724.663	-341.696	3.515	888.394	-219.005	10.628	480.771	-258.928	-88.635	471.337	-269.816	-2.116	310.804	-246.833	4.487	53.330	-170.322	-49.791	22.553	-143.781	70.180	7.326	-288.809	559.272	1621.861	-410.790	686.711	1543.667	-384.045	640.696	1477.227	-412.277	-880.800	1555.983	-400.353	-978.787	1464.687	-387.863	-920.858	1406.221	-391.979	-591.248	1400.541	-338.741	-99.447	1657.639	-237.301	-233.836	1680.273	-272.791	609.953	1507.313	-369.190	-898.852	1433.028	-372.388
21	0.20000	06:35:59:01	-148.032	1799.027	-258.944	-197.786	1768.214	-407.850	-74.129	1747.225	-378.811	-145.399	1489.551	-190.940	-143.183	1281.466	-143.393	-144.690	1101.084	-168.704	-156.663	995.484	-148.421	-159.558	987.915	-439.494	-163.968	1136.516	-433.844	-155.327	1294.988	-415.210	-229.802	1351.738	-146.518	-303.661	1495.733	-229.296	-424.014	1487.695	-313.785	-438.631	1376.069	-259.185	-614.263	1527.844	-321.647	-595.584	1454.790	-286.718	-806.164	1439.640	-331.587	-791.568	1518.089	-374.072	-0.927	1508.312	-239.079	-66.854	1365.411	-141.148	112.112	1497.377	-327.552	160.151	1402.969	-257.578	313.671	1560.520	-315.349	303.233	1486.499	-284.584	299.349	1433.357	-352.662	511.316	1493.201	-331.035	487.125	1575.539	-363.591	-279.123	978.594	-390.529	-25.518	997.760	-381.309	-283.238	978.718	-181.437	-40.900	1004.550	-163.769	-302.572	782.280	-382.905	-320.723	887.219	-244.124	-321.658	450.588	-281.336	-224.162	440.586	-273.386	-314.649	307.789	-275.900	-342.735	55.144	-216.838	-311.369	19.570	-169.005	-372.573	7.942	-337.549	22.455	724.622	-341.674	3.487	888.392	-218.973	10.623	480.766	-258.902	-88.691	471.304	-269.818	-2.107	310.802	-246.826	4.462	53.305	-170.352	-49.804	22.564	-143.764	70.182	7.329	-288.823	558.587	1621.728	-411.612	686.727	1543.998	-384.259	640.734	1477.438	-412.491	-880.666	1556.307	-400.517	-978.753	1465.094	-388.080	-920.870	1406.586	-392.149	-591.244	1400.665	-338.851	-99.397	1657.600	-237.367	-233.793	1680.287	-272.865	609.979	1507.471	-369.408	-898.863	1433.383	-372.552
22	0.21000	06:35:59:01	-147.939	1799.004	-258.972	-197.694	1768.227	-407.884	-74.023	1747.238	-378.827	-145.339	1489.564	-191.026	-143.208	1281.471	-143.436	-144.731	1101.088	-168.713	-156.649	995.486	-148.450	-159.539	987.882	-439.467	-163.942	1136.486	-433.769	-155.310	1294.953	-415.214	-229.818	1351.754	-146.593	-303.626	1495.760	-229.376	-424.243	1487.405	-314.334	-438.630	1376.137	-259.286	-614.171	1527.970	-321.744	-595.568	1454.920	-286.810	-806.134	1439.938	-331.743	-791.373	1518.459	-374.428	-0.902	1508.296	-239.135	-66.850	1365.400	-141.198	112.145	1497.333	-327.654	160.159	1402.899	-257.615	313.681	1560.521	-315.432	303.246	1486.456	-284.669	299.276	1433.309	-352.789	511.370	1493.299	-331.175	487.507	1575.562	-363.233	-279.150	978.588	-390.556	-25.499	997.749	-381.281	-283.227	978.731	-181.467	-40.913	1004.559	-163.766	-302.544	782.262	-382.911	-320.716	887.212	-244.130	-321.854	450.674	-281.509	-224.168	440.563	-273.380	-314.669	307.796	-275.884	-342.728	55.122	-216.845	-311.370	19.561	-169.007	-372.569	7.935	-337.555	22.432	724.614	-341.672	3.486	888.379	-218.952	10.621	480.773	-258.871	-88.678	471.320	-269.790	-2.121	310.824	-246.794	4.453	53.287	-170.352	-49.773	22.541	-143.752	70.184	7.330	-288.819	559.025	1622.100	-411.133	686.729	1544.264	-384.442	640.761	1477.671	-412.737	-880.566	1556.614	-400.689	-978.716	1465.500	-388.274	-920.861	1406.939	-392.291	-591.214	1400.821	-338.957	-99.338	1657.560	-237.395	-233.738	1680.298	-272.952	609.987	1507.680	-369.630	-898.822	1433.711	-372.718
23	0.22000	06:35:59:01	-147.890	1798.966	-258.982	-197.550	1768.237	-407.926	-74.039	1747.194	-378.948	-145.331	1489.560	-191.085	-143.211	1281.478	-143.474	-144.760	1101.094	-168.746	-156.682	995.531	-148.461	-159.539	987.863	-439.456	-163.916	1136.444	-433.685	-155.304	1294.891	-415.236	-229.802	1351.770	-146.667	-303.559	1495.795	-229.475	-424.221	1487.444	-314.471	-438.633	1376.220	-259.367	-614.063	1528.122	-321.846	-595.506	1455.046	-286.929	-806.103	1440.242	-331.904	-791.259	1518.826	-374.594	-0.864	1508.278	-239.196	-66.823	1365.408	-141.256	112.185	1497.274	-327.711	160.202	1402.893	-257.620	313.686	1560.502	-315.547	303.292	1486.477	-284.762	299.301	1433.319	-352.901	511.391	1493.365	-331.346	487.519	1575.637	-363.322	-279.131	978.561	-390.569	-25.501	997.734	-381.279	-283.230	978.732	-181.497	-40.918	1004.575	-163.767	-302.551	782.255	-382.928	-320.705	887.209	-244.138	-321.693	450.586	-281.357	-224.142	440.608	-273.348	-314.666	307.795	-275.873	-342.740	55.121	-216.844	-311.349	19.573	-168.989	-372.582	7.939	-337.553	22.413	724.596	-341.655	3.473	888.360	-218.964	10.631	480.775	-258.855	-88.723	471.299	-269.772	-2.119	310.815	-246.783	4.551	53.334	-170.294	-49.754	22.554	-143.760	70.183	7.318	-288.804	559.019	1622.214	-411.211	686.737	1544.478	-384.659	640.736	1477.852	-412.996	-880.255	1557.002	-401.009	-978.643	1465.850	-388.394	-920.795	1407.246	-392.408	-591.199	1400.964	-339.092	-99.300	1657.510	-237.451	-233.675	1680.261	-273.021	609.976	1507.862	-369.856	-898.762	1434.023	-372.851
24	0.23000	06:35:59:02	-147.846	1798.932	-259.007	-197.465	1768.239	-407.980	-73.971	1747.230	-378.952	-145.281	1489.567	-191.153	-143.222	1281.484	-143.528	-144.804	1101.100	-168.761	-156.687	995.534	-148.477	-159.530	987.859	-439.452	-163.919	1136.410	-433.618	-155.260	1294.855	-415.262	-229.814	1351.796	-146.737	-303.501	1495.809	-229.581	-424.015	1487.679	-314.259	-438.605	1376.306	-259.456	-613.973	1528.294	-321.966	-595.477	1455.200	-287.056	-806.051	1440.513	-332.053	-791.159	1519.124	-374.692	-0.819	1508.261	-239.259	-66.804	1365.411	-141.281	112.227	1497.231	-327.823	160.280	1402.920	-257.658	313.691	1560.487	-315.669	303.341	1486.483	-284.854	299.309	1433.292	-352.984	511.419	1493.465	-331.542	487.048	1575.762	-364.057	-279.123	978.547	-390.585	-25.509	997.727	-381.320	-283.236	978.711	-181.526	-40.928	1004.574	-163.802	-302.501	782.235	-382.935	-320.674	887.196	-244.167	-321.644	450.562	-281.313	-224.142	440.589	-273.345	-314.682	307.798	-275.867	-342.745	55.128	-216.850	-311.367	19.557	-168.997	-372.568	7.944	-337.559	22.416	724.598	-341.675	3.480	888.370	-218.949	10.637	480.783	-258.849	-88.702	471.303	-269.769	-2.110	310.811	-246.776	4.491	53.287	-170.331	-49.754	22.553	-143.756	70.187	7.318	-288.807	558.368	1622.088	-412.060	686.689	1544.679	-384.829	640.762	1477.983	-413.216	-880.140	1557.271	-401.206	-978.553	1466.177	-388.503	-920.755	1407.527	-392.497	-591.149	1401.142	-339.217	-99.248	1657.461	-237.510	-233.636	1680.248	-273.108	609.968	1508.013	-370.047	-898.713	1434.331	-372.983
