NO_OF_FRAMES	276
NO_OF_CAMERAS	13
NO_OF_MARKERS	62
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-05-26, 15:45:55.236	1309907.60930455
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RINDX	RPNKY	LINDX	LPNKY	LFRM	LFSH	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
1024	10.23000	06:20:25:03	-346.102	1931.932	-295.566	-400.947	1804.202	-376.618	-274.770	1815.596	-363.653	-327.652	1671.697	-42.172	-320.975	1470.850	33.835	-310.952	1289.527	27.311	-320.735	1185.928	72.748	-310.805	1144.780	-205.987	-331.090	1284.892	-238.381	-329.456	1437.618	-245.485	-421.859	1533.517	8.777	-507.443	1636.210	-133.367	-497.998	1486.643	-251.339	-575.781	1450.178	-164.503	-480.052	1333.934	-345.170	-565.556	1353.451	-345.637	-462.428	1171.119	-449.721	-410.183	1165.637	-374.350	-148.570	1637.791	-150.362	-238.816	1550.768	15.250	-180.577	1457.526	-229.397	-98.693	1424.931	-140.219	-242.303	1543.433	-226.620	-206.490	1259.616	-272.982	-125.237	1280.130	-267.366	-120.764	1262.313	-184.982	-170.998	1067.686	-307.405	-241.816	1082.422	-252.165	-435.418	1148.584	-174.666	-178.933	1167.863	-148.732	-444.164	1169.666	31.403	-205.071	1198.973	62.224	-454.133	965.736	-174.318	-485.959	1069.401	-27.815	-475.226	629.668	-119.111	-376.373	621.671	-117.680	-472.910	476.263	-122.426	-501.914	217.778	-56.142	-463.266	212.567	-6.898	-444.041	49.483	-171.333	-462.151	98.389	-169.719	-514.157	90.120	-133.325	-128.666	905.955	-122.141	-144.102	1072.088	20.824	-135.287	660.921	-61.868	-234.397	649.228	-84.217	-142.771	478.937	-76.218	-130.550	217.235	-6.305	-189.053	216.372	19.995	-151.899	55.776	-147.459	-154.993	91.214	-148.918	-100.789	94.580	-95.580	-350.678	976.783	-318.739	-296.541	960.021	-332.842	-282.094	1126.542	-430.856	-321.194	1115.709	-469.960	-584.569	1307.602	-287.960	-416.643	1545.622	-222.854	-284.452	1839.075	-192.660	-423.215	1833.999	-213.944	-255.833	990.713	-333.103	-362.788	1134.515	-469.096
1025	10.24000	06:20:25:03	-345.621	1953.363	-294.268	-400.598	1826.015	-375.855	-274.453	1837.342	-363.071	-326.533	1692.752	-40.840	-320.224	1490.840	33.508	-311.264	1312.643	23.416	-319.787	1210.438	69.918	-314.514	1166.354	-210.051	-335.564	1307.715	-241.394	-329.024	1459.253	-246.810	-420.757	1554.033	9.646	-506.845	1657.797	-131.880	-497.412	1506.525	-250.038	-574.419	1470.898	-162.244	-478.682	1351.675	-342.144	-564.117	1372.359	-342.004	-464.704	1187.947	-445.041	-412.515	1181.490	-369.657	-147.165	1658.292	-148.726	-238.257	1570.486	16.076	-176.728	1477.093	-226.039	-91.572	1445.633	-138.510	-240.487	1564.657	-225.832	-201.462	1279.096	-269.128	-120.722	1299.654	-265.149	-114.081	1281.568	-181.265	-167.162	1086.780	-301.967	-238.516	1102.711	-247.145	-438.026	1169.457	-176.101	-180.695	1186.168	-153.678	-443.521	1193.582	29.281	-203.649	1222.571	56.572	-458.289	984.809	-172.143	-486.581	1091.862	-27.821	-477.888	650.936	-118.689	-378.935	642.786	-117.631	-474.971	498.359	-122.553	-502.501	239.083	-57.632	-463.143	234.370	-8.656	-445.938	68.747	-170.382	-463.128	118.078	-170.882	-515.040	110.309	-133.704	-128.322	927.289	-120.785	-145.281	1094.847	18.362	-133.448	682.855	-66.401	-233.249	671.135	-85.700	-140.960	500.624	-76.592	-126.007	239.609	-3.413	-184.866	239.414	22.255	-144.608	70.594	-135.256	-148.350	108.395	-142.099	-92.790	116.750	-88.302	-348.343	999.761	-313.286	-294.475	981.922	-327.199	-285.463	1141.895	-424.330	-324.088	1131.581	-463.940	-583.468	1327.411	-283.889	-415.795	1566.502	-222.147	-283.899	1859.720	-191.852	-422.657	1855.036	-213.023	-253.183	1011.293	-327.304	-365.354	1150.204	-463.688
1026	10.25000	06:20:25:03	-345.240	1973.783	-294.342	-400.078	1846.488	-375.835	-274.062	1857.974	-363.354	-325.383	1713.003	-40.133	-319.467	1509.548	33.379	-312.287	1335.440	21.181	-319.552	1233.285	68.881	-315.656	1185.174	-211.174	-339.272	1327.794	-241.628	-329.141	1479.408	-248.246	-419.446	1573.980	10.283	-506.331	1678.549	-130.864	-497.264	1525.736	-248.361	-574.626	1490.791	-160.074	-478.594	1369.210	-338.235	-563.618	1390.695	-338.785	-466.360	1204.764	-440.145	-414.340	1197.861	-364.659	-145.562	1677.453	-147.006	-237.733	1589.395	16.709	-173.368	1495.765	-223.658	-85.881	1465.927	-137.516	-238.724	1584.729	-224.637	-196.628	1297.928	-265.323	-114.445	1317.830	-262.482	-106.166	1299.476	-177.746	-164.003	1105.443	-297.507	-235.516	1122.408	-243.002	-438.107	1187.230	-175.225	-184.269	1203.581	-156.478	-443.569	1215.748	28.996	-202.856	1244.684	53.231	-461.834	1004.821	-169.976	-486.799	1112.437	-26.171	-480.807	671.244	-121.412	-381.582	663.242	-119.633	-475.233	518.531	-124.492	-502.848	259.271	-56.260	-462.500	255.995	-7.208	-444.496	85.506	-162.521	-463.148	135.997	-166.576	-515.342	128.938	-129.751	-126.646	950.245	-122.064	-147.020	1115.954	17.522	-130.609	703.486	-71.445	-231.142	691.896	-90.480	-138.238	520.080	-77.159	-123.457	260.846	3.012	-183.605	262.149	27.300	-138.483	86.713	-120.856	-141.702	123.525	-129.887	-87.796	134.809	-77.257	-346.528	1022.614	-307.587	-293.138	1004.179	-322.529	-287.760	1158.568	-418.373	-326.224	1148.443	-457.503	-583.839	1346.622	-280.295	-414.550	1585.867	-221.447	-283.538	1880.144	-192.108	-422.013	1875.117	-213.054	-251.438	1031.369	-321.976	-369.289	1165.360	-458.592
1027	10.26000	06:20:25:04	-344.645	1993.196	-295.588	-399.441	1865.741	-376.711	-273.773	1877.013	-364.759	-324.260	1732.747	-40.306	-319.293	1528.072	33.204	-312.709	1355.393	21.197	-318.895	1253.647	69.915	-318.269	1202.414	-210.820	-342.450	1345.455	-240.460	-328.787	1498.112	-248.681	-419.606	1593.319	10.498	-505.760	1698.602	-130.558	-497.225	1543.149	-244.346	-575.847	1510.794	-158.339	-479.385	1386.296	-333.683	-564.278	1408.449	-335.820	-467.635	1221.155	-435.129	-416.118	1214.408	-359.501	-144.132	1695.671	-145.487	-237.386	1608.040	17.210	-170.285	1513.279	-221.177	-81.529	1485.837	-136.625	-237.229	1603.463	-223.369	-192.116	1316.294	-261.941	-113.764	1337.121	-263.043	-98.780	1317.705	-174.147	-161.171	1123.522	-293.899	-233.904	1140.695	-238.367	-440.322	1204.481	-172.816	-186.253	1221.560	-156.264	-443.980	1235.390	30.714	-203.156	1264.931	53.068	-465.094	1026.004	-169.378	-487.159	1131.628	-23.606	-484.444	690.548	-126.134	-384.344	682.859	-123.835	-475.327	536.682	-126.173	-503.163	278.877	-52.970	-462.907	277.181	-3.523	-441.408	102.039	-152.071	-460.892	152.777	-159.786	-513.477	146.408	-123.473	-124.120	972.624	-124.051	-149.065	1135.580	17.587	-126.777	723.040	-77.179	-227.084	711.336	-97.977	-134.768	537.648	-78.036	-121.928	281.460	10.949	-182.166	283.894	34.787	-135.952	102.241	-104.224	-138.632	138.577	-115.679	-85.271	153.182	-64.611	-344.645	1043.496	-301.725	-291.965	1024.597	-317.551	-289.355	1176.015	-412.955	-327.831	1165.601	-452.916	-584.967	1365.040	-276.914	-413.727	1604.494	-220.888	-282.713	1899.744	-193.369	-421.180	1894.664	-213.979	-249.663	1050.668	-317.134	-367.924	1183.349	-453.129
1028	10.27000	06:20:25:04	-343.614	2011.363	-297.667	-398.803	1883.624	-378.043	-273.073	1894.792	-366.631	-323.103	1751.992	-41.006	-319.654	1546.991	32.866	-312.224	1372.878	22.870	-319.097	1271.802	71.941	-320.681	1218.915	-209.288	-345.019	1361.313	-238.591	-328.785	1515.333	-248.094	-418.822	1612.966	10.652	-504.883	1717.665	-131.081	-497.789	1560.519	-242.895	-577.329	1530.716	-156.994	-480.603	1402.917	-329.759	-565.198	1425.429	-332.961	-468.957	1236.845	-430.041	-417.321	1230.900	-354.370	-143.196	1713.206	-144.907	-237.246	1626.886	17.538	-168.003	1530.573	-219.535	-78.649	1504.941	-135.334	-236.078	1621.016	-222.451	-188.363	1333.661	-258.898	-110.531	1354.766	-261.073	-94.271	1335.942	-172.018	-158.329	1140.823	-290.587	-225.998	1158.485	-233.978	-442.151	1221.992	-169.856	-189.364	1240.237	-155.063	-444.918	1252.674	33.564	-204.091	1282.751	55.045	-468.562	1047.208	-170.169	-487.864	1149.168	-20.986	-487.851	707.578	-130.708	-387.691	701.458	-129.583	-476.986	554.101	-127.500	-503.283	297.878	-49.169	-463.333	298.296	0.647	-438.886	117.928	-139.874	-458.233	167.846	-151.225	-511.523	163.134	-115.939	-121.713	993.672	-125.414	-150.900	1153.272	17.890	-122.047	741.420	-83.022	-221.672	729.246	-106.879	-131.003	554.759	-78.371	-120.797	301.812	18.813	-180.786	305.651	42.340	-136.409	117.389	-86.762	-139.415	153.550	-101.928	-84.416	171.139	-52.203	-342.262	1062.341	-296.575	-290.367	1043.661	-313.044	-290.565	1193.567	-408.104	-329.485	1182.486	-447.957	-586.672	1382.741	-273.616	-413.533	1622.658	-220.847	-281.461	1918.299	-195.243	-420.058	1913.364	-215.416	-247.100	1069.295	-312.704	-372.355	1197.936	-448.088
1029	10.28000	06:20:25:04	-340.656	2026.837	-299.603	-397.978	1900.304	-379.623	-272.811	1911.629	-369.624	-322.228	1770.382	-42.132	-319.721	1565.881	32.443	-312.168	1389.048	25.277	-319.695	1287.839	74.488	-322.941	1234.854	-205.721	-346.724	1376.265	-236.623	-328.679	1531.613	-246.461	-418.535	1632.386	10.869	-503.842	1735.769	-132.162	-498.023	1577.333	-242.168	-578.925	1549.846	-155.862	-481.922	1418.988	-326.935	-566.649	1441.417	-330.093	-470.059	1251.484	-424.910	-420.821	1246.462	-348.594	-142.623	1730.071	-145.059	-237.126	1645.503	17.772	-166.968	1547.194	-218.637	-77.541	1522.974	-133.269	-235.290	1637.440	-221.964	-185.480	1349.751	-256.383	-108.312	1371.602	-258.877	-92.305	1353.207	-170.518	-155.602	1157.094	-288.454	-223.666	1175.223	-229.972	-442.350	1239.810	-167.403	-191.368	1259.278	-152.726	-445.926	1267.764	36.702	-205.342	1297.930	58.161	-472.505	1067.101	-170.900	-488.900	1165.443	-18.913	-491.129	724.326	-133.932	-391.083	719.179	-135.145	-479.149	571.229	-128.117	-503.671	316.031	-45.605	-463.975	318.329	4.577	-437.653	133.603	-128.932	-456.076	180.569	-141.391	-510.590	179.647	-109.152	-119.500	1013.126	-126.429	-152.547	1169.219	17.911	-116.109	758.498	-88.368	-215.942	746.065	-115.187	-127.628	571.427	-78.560	-119.462	320.902	24.986	-179.282	326.783	48.936	-140.098	132.860	-71.324	-142.017	168.331	-88.691	-85.827	187.717	-42.287	-339.708	1079.349	-292.402	-287.802	1060.438	-309.017	-291.959	1210.780	-403.302	-330.755	1198.356	-442.575	-588.383	1399.584	-270.213	-413.304	1639.923	-221.150	-279.716	1935.413	-197.548	-418.456	1930.860	-217.082	-244.400	1085.885	-308.786	-373.861	1213.435	-442.685
1030	10.29000	06:20:25:04	-339.137	2042.150	-302.765	-396.897	1915.399	-381.293	-271.517	1926.437	-371.933	-321.564	1787.847	-43.273	-319.683	1583.999	32.434	-312.270	1404.088	27.783	-320.172	1301.609	77.187	-322.824	1252.146	-204.182	-347.439	1391.005	-234.952	-328.457	1546.713	-244.257	-420.177	1651.317	10.543	-502.867	1752.724	-133.213	-497.945	1593.011	-240.967	-580.465	1567.841	-154.418	-483.222	1434.045	-324.573	-568.028	1456.467	-327.156	-471.059	1265.599	-420.092	-421.779	1261.508	-343.705	-142.331	1746.128	-145.703	-236.987	1663.286	17.847	-166.339	1562.908	-217.978	-77.521	1539.143	-131.178	-234.774	1652.908	-221.744	-182.865	1365.078	-254.557	-106.534	1387.201	-256.733	-91.206	1369.306	-167.994	-152.510	1171.971	-285.389	-221.186	1190.624	-226.940	-444.278	1257.223	-166.605	-192.846	1276.909	-152.683	-447.031	1280.947	39.088	-206.812	1310.536	61.426	-476.406	1085.236	-170.981	-489.868	1180.503	-17.748	-493.608	741.484	-135.356	-393.357	735.996	-139.171	-480.623	587.810	-128.055	-504.600	333.125	-43.171	-464.868	336.329	7.288	-437.932	149.321	-121.479	-455.319	193.951	-135.279	-510.747	195.869	-104.723	-117.806	1030.798	-127.130	-153.778	1183.476	17.593	-110.917	774.249	-92.120	-211.504	761.751	-120.390	-125.640	587.589	-78.783	-116.786	338.876	28.665	-176.153	346.172	53.672	-144.621	148.667	-61.575	-145.709	183.773	-80.590	-88.473	202.688	-34.780	-336.608	1094.653	-289.347	-284.951	1075.910	-305.759	-293.060	1226.903	-398.056	-331.419	1214.172	-437.268	-589.796	1415.475	-266.734	-412.786	1655.901	-221.515	-277.565	1951.208	-200.060	-416.331	1947.166	-217.887	-241.213	1101.061	-305.481	-374.817	1228.249	-437.454
1031	10.30000	06:20:25:05	-336.551	2056.474	-305.188	-395.629	1929.294	-383.074	-270.117	1939.718	-374.136	-320.949	1804.269	-44.178	-319.921	1600.824	33.111	-312.610	1418.880	30.200	-320.862	1313.421	79.236	-322.597	1268.834	-204.786	-347.063	1405.919	-234.303	-328.904	1561.291	-243.400	-420.314	1668.714	10.782	-502.006	1768.787	-133.883	-498.211	1608.791	-241.624	-581.995	1583.852	-152.384	-484.330	1448.278	-321.313	-569.359	1470.684	-324.290	-472.039	1279.173	-415.224	-422.941	1275.705	-338.871	-142.017	1761.052	-146.304	-236.772	1679.848	17.926	-165.725	1577.389	-217.464	-78.369	1554.006	-128.903	-234.341	1667.433	-221.674	-180.929	1379.111	-253.030	-104.789	1401.488	-254.465	-90.316	1384.072	-165.251	-149.466	1186.040	-281.219	-218.812	1204.772	-224.248	-445.155	1273.697	-166.878	-191.549	1292.547	-152.484	-448.067	1292.308	39.996	-207.691	1320.846	63.544	-478.989	1101.155	-170.305	-490.604	1194.628	-17.766	-494.957	757.589	-134.475	-394.545	751.260	-139.856	-481.893	603.517	-127.254	-505.770	349.035	-42.010	-465.929	352.573	8.281	-438.475	165.114	-116.348	-456.908	209.354	-133.443	-512.578	211.251	-103.214	-117.581	1046.745	-127.360	-154.414	1196.155	17.042	-108.155	789.426	-95.108	-210.192	776.545	-120.315	-125.105	603.358	-78.850	-113.008	354.980	29.467	-171.794	363.104	56.071	-147.121	164.678	-57.691	-147.557	199.259	-77.388	-89.923	216.360	-32.938	-333.460	1108.623	-287.169	-281.641	1089.909	-303.246	-293.791	1241.572	-392.330	-332.313	1228.479	-431.675	-590.947	1430.218	-263.299	-412.493	1670.827	-221.719	-274.874	1966.435	-202.551	-414.351	1962.305	-219.882	-237.977	1114.963	-302.664	-375.547	1242.173	-432.068
1032	10.31000	06:20:25:05	-334.329	2069.363	-308.187	-394.190	1941.802	-385.005	-268.565	1951.793	-376.265	-320.444	1819.541	-44.782	-320.258	1616.761	34.038	-313.357	1433.902	32.532	-321.740	1323.439	79.743	-321.958	1284.189	-206.267	-345.747	1420.858	-234.890	-329.484	1575.240	-242.502	-420.202	1684.627	11.094	-501.608	1783.851	-134.040	-498.557	1623.085	-240.678	-582.613	1598.649	-150.261	-485.635	1461.873	-318.203	-570.594	1483.992	-321.422	-472.741	1291.907	-410.446	-421.318	1289.407	-334.633	-141.581	1774.938	-146.387	-236.664	1695.132	18.150	-164.989	1590.151	-215.894	-79.315	1567.285	-126.711	-233.985	1681.060	-221.638	-179.459	1392.150	-251.414	-102.998	1414.765	-251.790	-89.647	1397.662	-162.459	-146.792	1199.338	-278.063	-217.136	1217.989	-221.936	-445.294	1289.072	-167.863	-190.870	1308.339	-151.630	-448.550	1302.492	39.356	-208.012	1329.852	64.101	-479.894	1114.963	-169.344	-490.915	1207.931	-18.946	-494.836	772.007	-130.860	-394.825	765.284	-137.608	-483.119	618.649	-125.867	-507.218	363.719	-41.987	-466.499	366.710	7.770	-442.057	179.493	-118.165	-460.352	223.949	-135.056	-515.611	226.424	-104.488	-118.574	1060.575	-127.809	-154.619	1208.016	16.059	-108.669	804.251	-95.157	-211.414	790.731	-115.879	-125.152	618.696	-78.557	-109.646	369.841	28.270	-167.648	377.270	56.321	-144.984	179.800	-58.738	-147.265	215.316	-81.294	-87.665	231.187	-35.812	-330.802	1121.364	-285.780	-278.616	1102.945	-301.217	-294.699	1255.074	-386.585	-332.829	1241.912	-426.169	-592.039	1444.255	-260.030	-412.613	1685.075	-221.626	-272.996	1979.926	-204.910	-412.548	1976.228	-222.101	-234.964	1127.918	-300.324	-376.213	1255.123	-426.573
1033	10.32000	06:20:25:05	-332.221	2081.204	-311.423	-392.640	1952.946	-386.890	-266.643	1962.421	-377.894	-320.034	1833.704	-45.126	-320.365	1631.428	34.905	-315.075	1448.687	34.868	-322.847	1332.013	78.414	-321.836	1298.529	-207.124	-343.473	1435.498	-236.066	-329.576	1588.825	-241.795	-420.075	1699.168	11.296	-501.532	1798.115	-133.911	-499.407	1636.383	-239.756	-582.534	1612.633	-148.404	-486.260	1474.303	-314.999	-571.397	1496.589	-318.697	-473.341	1303.809	-405.854	-422.513	1301.617	-329.715	-141.005	1787.849	-145.877	-236.831	1709.143	18.472	-164.207	1602.713	-214.692	-80.303	1580.183	-124.441	-233.935	1693.945	-221.274	-178.271	1404.763	-249.798	-102.159	1427.403	-249.318	-89.759	1410.323	-159.484	-144.923	1211.796	-275.289	-215.935	1230.626	-219.894	-445.181	1303.140	-169.048	-190.280	1322.638	-151.921	-448.195	1312.588	37.683	-207.968	1339.071	63.371	-479.561	1127.110	-169.144	-491.078	1220.724	-20.863	-496.795	786.309	-126.777	-395.587	778.667	-134.026	-484.935	632.899	-123.911	-508.553	377.160	-42.905	-466.625	379.094	6.003	-446.910	193.460	-122.670	-465.061	238.264	-138.948	-519.627	241.025	-107.545	-120.467	1072.653	-128.926	-153.933	1219.607	14.688	-111.386	817.869	-92.755	-213.659	804.330	-109.918	-125.993	633.199	-78.345	-107.221	383.563	25.729	-164.925	389.619	54.425	-139.312	193.794	-62.802	-141.423	229.130	-83.892	-82.210	246.329	-41.593	-328.209	1132.642	-284.476	-275.997	1114.811	-299.037	-295.838	1267.102	-380.790	-333.823	1253.582	-420.380	-592.845	1457.418	-256.923	-412.899	1699.055	-221.360	-271.635	1992.513	-207.100	-411.191	1989.216	-224.387	-232.299	1140.235	-298.234	-376.710	1267.055	-421.196
1034	10.33000	06:20:25:05	-330.734	2092.031	-314.819	-391.324	1962.950	-388.765	-265.241	1972.099	-379.540	-319.724	1846.710	-45.297	-320.448	1644.251	35.127	-316.306	1462.846	36.923	-322.870	1340.417	76.581	-322.228	1312.059	-207.450	-341.531	1449.331	-237.281	-329.452	1601.516	-241.195	-420.051	1712.285	11.321	-501.521	1811.434	-133.761	-500.635	1648.917	-238.957	-581.829	1625.534	-146.774	-487.153	1486.143	-312.166	-572.158	1508.388	-316.146	-474.036	1314.584	-401.085	-423.080	1313.183	-324.872	-140.324	1800.034	-144.753	-237.137	1721.756	18.774	-163.591	1614.965	-214.128	-80.934	1592.151	-122.322	-233.750	1706.348	-220.962	-177.680	1416.656	-248.006	-95.271	1437.659	-243.027	-90.012	1422.596	-157.065	-143.626	1223.792	-272.820	-214.665	1242.418	-217.869	-444.753	1315.686	-170.291	-189.976	1335.322	-152.734	-446.322	1324.081	36.505	-207.813	1349.581	61.833	-478.817	1138.725	-169.231	-491.217	1233.033	-22.688	-497.656	799.674	-122.898	-397.042	791.465	-130.479	-487.127	646.308	-121.754	-510.044	389.648	-44.194	-466.686	390.451	3.467	-452.751	206.675	-129.202	-470.695	252.304	-143.870	-524.032	254.846	-110.610	-122.593	1083.788	-130.202	-152.700	1231.533	13.206	-115.403	830.998	-89.194	-216.259	817.488	-104.027	-126.725	646.784	-78.356	-105.230	396.045	22.243	-163.175	400.956	51.335	-134.221	206.911	-68.518	-136.704	242.632	-89.387	-76.953	261.089	-47.023	-326.611	1143.732	-283.232	-273.720	1126.202	-297.166	-296.079	1278.107	-375.405	-334.337	1264.503	-415.136	-593.688	1469.884	-253.957	-413.073	1712.497	-221.198	-270.672	2004.401	-209.140	-410.157	2001.460	-226.850	-230.558	1152.027	-296.324	-377.228	1277.756	-415.933
1035	10.34000	06:20:25:06	-329.147	2101.950	-318.112	-390.136	1972.194	-390.545	-263.991	1980.920	-380.966	-319.685	1858.658	-45.630	-320.812	1655.504	34.552	-316.893	1476.092	38.767	-322.168	1351.657	75.100	-322.468	1323.899	-207.797	-340.425	1461.951	-238.342	-329.336	1613.403	-240.485	-419.948	1724.089	11.113	-501.576	1823.713	-133.753	-501.338	1659.844	-236.410	-581.018	1637.579	-145.481	-487.922	1497.062	-309.546	-573.146	1519.090	-313.758	-474.608	1324.457	-396.569	-423.631	1323.894	-320.373	-139.719	1811.423	-143.578	-237.028	1733.352	19.171	-162.642	1626.453	-212.842	-81.253	1603.534	-120.230	-233.427	1718.179	-220.539	-176.897	1428.056	-246.428	-95.000	1449.387	-241.057	-90.374	1434.194	-154.964	-142.857	1235.159	-270.597	-214.183	1253.848	-216.035	-444.837	1326.984	-171.194	-189.644	1346.435	-153.631	-446.235	1337.199	35.489	-207.816	1361.605	60.004	-478.439	1149.446	-168.797	-491.850	1244.907	-23.320	-498.260	812.179	-118.797	-398.749	803.221	-127.500	-489.215	658.727	-119.532	-511.220	401.194	-45.757	-466.524	400.816	0.755	-457.830	219.130	-134.546	-475.991	265.601	-148.853	-528.219	267.700	-114.020	-124.834	1094.269	-130.707	-151.540	1243.255	12.040	-120.782	843.924	-83.170	-218.436	829.941	-99.343	-126.551	659.072	-78.471	-103.889	407.139	18.826	-161.869	411.444	47.811	-131.975	219.208	-74.414	-134.334	255.578	-96.222	-73.928	274.447	-52.218	-325.789	1154.928	-281.762	-272.760	1137.487	-295.464	-296.771	1287.973	-370.195	-334.695	1274.285	-409.683	-594.300	1481.225	-251.236	-413.217	1725.081	-221.477	-269.872	2015.560	-211.227	-408.671	2012.719	-227.831	-229.795	1163.628	-294.620	-376.898	1287.809	-410.632
1036	10.35000	06:20:25:06	-328.064	2111.081	-321.142	-389.226	1980.486	-392.025	-263.019	1989.113	-382.412	-319.682	1869.497	-45.871	-321.613	1665.918	33.422	-317.440	1488.233	40.555	-322.363	1365.137	73.651	-322.966	1334.403	-208.184	-340.644	1473.515	-239.150	-329.070	1625.146	-241.691	-419.894	1734.651	10.671	-501.568	1834.850	-134.069	-501.940	1670.599	-236.249	-580.383	1648.567	-144.573	-488.663	1506.612	-307.176	-573.916	1528.833	-311.859	-475.024	1333.407	-392.323	-424.070	1333.599	-316.044	-139.176	1822.006	-142.299	-237.591	1743.753	19.311	-161.719	1637.209	-211.873	-81.089	1614.086	-118.378	-232.753	1729.441	-220.348	-176.129	1438.888	-244.980	-93.657	1459.728	-238.926	-87.679	1444.728	-154.091	-142.928	1246.026	-268.153	-214.446	1265.102	-214.538	-444.857	1336.892	-171.804	-189.987	1356.540	-154.522	-447.550	1350.624	34.496	-207.964	1374.655	58.157	-478.464	1159.284	-168.113	-493.112	1256.400	-22.686	-498.869	823.841	-115.726	-399.869	814.587	-126.124	-492.311	670.451	-119.183	-512.086	411.729	-47.098	-466.373	410.725	-1.606	-461.523	230.421	-138.725	-480.672	278.479	-153.433	-531.589	279.285	-116.624	-126.127	1104.388	-131.284	-150.153	1255.230	11.668	-119.805	856.583	-79.070	-219.804	841.775	-97.453	-125.630	670.328	-79.032	-103.464	417.266	15.534	-161.648	421.404	44.442	-132.095	230.173	-79.254	-134.373	266.859	-101.451	-74.068	284.915	-56.759	-325.829	1166.048	-280.343	-273.257	1148.931	-294.201	-296.891	1296.964	-365.008	-334.786	1282.727	-404.344	-595.114	1491.400	-248.822	-412.825	1736.776	-222.090	-269.492	2024.997	-213.025	-408.369	2022.593	-230.262	-229.855	1174.767	-293.137	-377.274	1296.648	-405.856
