NO_OF_FRAMES	276
NO_OF_CAMERAS	13
NO_OF_MARKERS	62
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-05-26, 15:45:55.236	1309907.60930455
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RINDX	RPNKY	LINDX	LPNKY	LFRM	LFSH	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
1114	11.13000	06:20:26:00	-319.885	1229.903	-482.743	-373.480	1079.382	-498.108	-247.217	1097.421	-492.814	-268.647	1148.440	-155.281	-235.272	1037.167	35.741	-222.316	869.586	151.709	-224.564	739.937	246.603	-260.929	656.409	-36.096	-295.194	721.362	-90.224	-300.011	846.373	-177.521	-338.474	1079.937	-5.569	-457.321	1104.152	-162.488	-499.493	936.640	-205.387	-536.672	943.614	-88.247	-552.833	781.212	-261.044	-623.206	809.596	-213.050	-605.896	593.766	-304.071	-516.074	604.381	-285.272	-128.446	1068.696	-276.098	-159.399	1079.828	-61.178	-113.465	889.603	-313.834	-17.666	900.590	-237.540	-226.467	946.429	-238.975	-55.042	732.017	-374.099	27.025	757.243	-367.735	29.559	735.528	-280.272	-27.110	537.595	-387.573	-105.236	566.436	-357.605	-374.347	699.216	12.431	-122.847	698.186	0.168	-355.553	726.882	214.513	-114.197	751.724	205.184	-392.330	655.198	-40.004	-428.190	640.767	142.633	-428.172	409.115	-285.546	-325.485	393.997	-275.103	-433.555	246.064	-224.241	-481.561	55.932	-34.992	-449.894	25.493	29.342	-443.433	5.614	-208.376	-459.663	24.959	-170.809	-509.734	8.813	-139.912	-91.765	609.654	-84.862	-48.145	613.842	139.151	-132.217	437.295	-285.357	-245.296	444.039	-268.869	-173.937	244.152	-215.485	-159.229	57.038	-21.591	-214.071	30.506	31.739	-184.119	6.240	-205.918	-194.325	27.019	-182.335	-134.193	8.664	-135.530	-200.961	424.491	-401.869	-135.620	405.923	-406.125	-481.723	487.195	-397.759	-549.243	480.883	-384.993	-604.560	777.570	-146.100	-388.170	953.562	-201.406	-255.725	1195.167	-350.342	-395.124	1177.219	-365.912	-105.234	453.702	-414.935	-562.511	519.749	-364.640
1115	11.14000	06:20:26:01	-319.253	1253.916	-474.242	-372.217	1103.292	-494.937	-246.103	1121.573	-489.608	-265.133	1161.509	-151.526	-229.841	1046.928	37.110	-217.443	878.199	150.696	-221.021	747.875	243.971	-256.862	666.171	-38.985	-292.616	734.093	-91.939	-297.311	860.546	-178.344	-333.157	1090.184	-2.658	-454.117	1116.709	-157.367	-496.967	948.812	-199.717	-532.133	955.289	-83.133	-551.788	791.606	-256.217	-619.787	821.196	-206.325	-610.936	603.940	-294.289	-520.194	613.467	-280.873	-126.329	1085.897	-275.756	-154.785	1090.935	-60.037	-113.670	907.096	-319.582	-15.167	916.327	-244.618	-224.505	961.905	-239.156	-56.570	752.618	-385.277	26.153	776.674	-380.031	30.205	752.444	-293.581	-31.854	558.608	-405.681	-109.342	587.883	-374.096	-369.752	707.952	8.989	-118.843	707.012	-1.778	-351.815	734.680	211.630	-110.677	759.813	202.917	-388.335	660.038	-43.988	-423.586	648.426	139.261	-425.281	409.423	-284.461	-322.950	393.896	-273.972	-430.195	245.807	-222.109	-481.142	56.142	-34.994	-449.808	25.529	29.367	-443.569	5.567	-208.352	-459.195	24.926	-171.019	-509.478	9.100	-140.328	-85.569	613.825	-86.825	-45.028	621.607	137.674	-123.151	437.288	-284.330	-236.286	444.242	-269.097	-166.855	244.668	-213.994	-156.408	57.246	-20.583	-211.443	31.168	32.146	-184.207	6.680	-205.624	-193.144	27.745	-181.757	-133.345	7.896	-136.474	-205.032	443.309	-416.872	-137.413	424.723	-422.682	-496.608	489.366	-392.239	-564.681	485.030	-373.536	-600.122	789.608	-139.400	-385.593	967.610	-199.911	-254.110	1213.890	-343.640	-393.505	1196.106	-359.102	-109.089	473.972	-431.491	-574.258	525.665	-354.220
1116	11.15000	06:20:26:01	-318.235	1278.782	-464.359	-370.816	1129.073	-491.188	-244.755	1147.549	-485.698	-261.560	1174.780	-147.281	-224.743	1056.701	38.648	-212.820	886.880	149.660	-217.416	756.065	241.175	-252.318	676.109	-42.343	-289.502	747.037	-94.304	-293.485	875.261	-179.461	-328.226	1100.431	0.243	-450.766	1129.097	-152.472	-494.186	960.668	-195.604	-527.807	966.993	-78.257	-550.698	802.005	-251.546	-616.193	832.535	-199.921	-615.661	614.470	-284.963	-524.309	622.524	-275.851	-124.223	1103.522	-274.451	-150.390	1102.395	-58.380	-112.300	927.034	-323.893	-12.319	933.632	-251.413	-221.849	978.429	-239.161	-57.333	776.197	-397.645	25.599	798.714	-392.696	31.131	771.023	-307.658	-36.685	582.924	-426.433	-113.985	612.836	-393.383	-366.789	716.899	4.371	-114.409	716.035	-4.029	-348.201	742.607	208.304	-107.180	768.152	200.530	-384.444	665.206	-48.198	-418.899	656.130	135.467	-422.622	409.624	-283.751	-320.526	393.713	-273.311	-428.249	246.169	-221.285	-480.714	56.307	-35.040	-449.704	25.571	29.373	-443.806	5.549	-208.315	-459.201	24.988	-170.645	-509.209	9.372	-140.923	-78.614	618.251	-88.724	-41.865	629.695	136.270	-112.502	437.365	-283.096	-226.105	444.603	-270.123	-158.598	245.209	-212.414	-152.895	57.359	-19.415	-208.257	32.210	32.706	-184.472	7.322	-205.101	-191.938	28.346	-181.100	-132.019	7.370	-136.490	-209.358	465.249	-434.841	-139.993	447.025	-441.227	-511.712	492.296	-385.877	-579.654	490.608	-361.427	-595.813	801.425	-133.009	-382.402	981.736	-198.770	-252.339	1233.675	-336.167	-391.770	1215.995	-351.239	-113.734	497.483	-451.239	-585.282	532.423	-343.798
1117	11.16000	06:20:26:01	-317.087	1305.017	-452.968	-368.743	1156.443	-486.933	-243.026	1175.325	-481.082	-258.013	1188.538	-142.680	-220.251	1066.322	40.054	-208.446	895.628	148.467	-213.753	763.827	238.060	-247.518	685.969	-46.109	-285.945	760.002	-97.026	-289.325	890.555	-181.510	-323.496	1110.376	3.118	-447.335	1141.219	-147.790	-490.383	971.556	-191.172	-523.816	977.844	-73.455	-549.573	812.178	-246.643	-613.015	843.535	-193.499	-620.239	625.348	-276.384	-528.600	632.108	-271.742	-121.931	1122.119	-272.428	-146.160	1114.211	-56.328	-110.362	948.569	-328.636	-9.396	952.277	-257.809	-218.554	995.809	-238.839	-58.061	803.021	-411.119	25.598	823.433	-406.191	31.867	791.547	-322.588	-41.798	610.548	-448.417	-118.618	641.324	-414.607	-362.285	725.587	0.068	-109.939	725.217	-6.682	-344.713	750.493	204.619	-103.844	776.584	197.864	-380.322	670.185	-52.642	-414.336	663.876	131.201	-420.123	409.631	-282.769	-317.905	393.394	-270.687	-426.697	246.606	-220.741	-480.213	56.496	-35.132	-449.476	25.589	29.286	-444.022	5.465	-208.382	-458.766	24.858	-170.868	-509.005	9.684	-141.315	-70.781	622.657	-90.521	-38.778	638.038	134.789	-100.368	437.323	-281.732	-214.342	445.273	-271.953	-149.581	246.006	-210.750	-148.524	58.137	-17.952	-204.463	33.806	33.456	-184.735	8.040	-204.149	-190.932	29.203	-180.073	-130.252	7.079	-135.475	-213.965	491.501	-455.917	-143.667	474.023	-463.297	-526.014	495.536	-377.758	-593.940	497.291	-349.017	-591.617	813.067	-127.122	-379.019	996.109	-198.242	-250.245	1253.726	-327.918	-390.016	1236.880	-342.101	-119.059	525.121	-473.632	-595.526	539.963	-333.541
1118	11.17000	06:20:26:01	-315.772	1332.019	-440.239	-366.366	1185.688	-481.759	-240.708	1205.081	-475.181	-254.539	1202.115	-137.676	-215.741	1075.907	41.581	-204.180	904.218	147.078	-210.640	771.898	234.602	-242.249	695.956	-50.050	-281.012	772.631	-99.405	-283.958	905.648	-183.725	-318.960	1120.042	5.950	-443.897	1153.164	-143.399	-487.628	982.757	-187.823	-521.107	989.080	-67.946	-548.720	822.678	-242.902	-609.911	854.552	-187.434	-624.508	636.448	-268.074	-532.855	641.443	-267.107	-119.219	1141.507	-269.641	-142.065	1126.265	-53.800	-108.035	971.470	-333.352	-6.309	971.981	-264.176	-214.315	1013.802	-237.710	-58.146	832.373	-424.982	25.995	851.321	-420.600	33.308	814.435	-338.221	-47.102	641.523	-470.910	-123.204	673.838	-437.115	-357.715	734.427	-4.600	-105.296	734.717	-9.264	-341.324	758.400	200.486	-100.645	785.114	195.218	-376.657	675.361	-57.416	-409.532	671.604	126.597	-417.840	409.803	-282.055	-315.601	393.224	-269.605	-425.019	247.051	-220.255	-479.592	56.735	-35.258	-449.035	25.680	29.159	-444.074	5.371	-208.424	-458.105	24.703	-171.239	-508.620	10.191	-141.548	-62.955	626.295	-91.416	-35.604	646.520	133.346	-86.872	437.654	-280.116	-200.979	445.854	-273.253	-138.727	246.897	-209.285	-143.489	59.442	-16.262	-199.518	36.301	34.780	-185.741	8.823	-202.901	-189.885	30.920	-178.910	-129.201	6.777	-135.189	-220.116	523.228	-479.825	-146.908	505.158	-488.307	-539.054	499.171	-368.947	-607.700	505.191	-336.284	-587.501	824.187	-121.082	-374.925	1010.718	-198.251	-247.592	1274.622	-318.099	-387.524	1257.905	-332.629	-124.886	557.416	-498.108	-605.120	548.245	-323.340
1119	11.18000	06:20:26:02	-313.574	1360.729	-424.980	-363.638	1216.612	-475.688	-237.885	1236.273	-468.759	-251.333	1215.788	-132.505	-211.472	1085.347	42.953	-200.115	912.723	145.252	-207.415	779.849	230.826	-236.882	706.001	-54.368	-275.504	785.691	-105.037	-278.134	920.934	-186.481	-314.689	1129.445	8.517	-440.487	1164.748	-139.401	-485.047	993.455	-185.267	-516.327	999.333	-64.207	-547.774	832.763	-238.439	-606.835	865.356	-181.635	-628.447	647.860	-260.103	-536.914	650.783	-262.516	-116.552	1161.683	-266.255	-138.054	1138.386	-51.096	-105.571	995.896	-338.135	-3.281	992.892	-270.713	-209.454	1032.009	-236.910	-57.642	864.298	-439.350	27.014	881.511	-434.648	34.974	839.597	-355.034	-51.731	676.277	-495.415	-127.723	709.805	-459.723	-353.000	743.327	-9.743	-100.387	744.179	-12.273	-337.869	766.252	195.854	-98.057	793.547	192.299	-373.263	680.397	-62.543	-404.860	679.229	121.541	-416.003	409.883	-282.023	-314.052	393.283	-269.206	-423.475	247.574	-219.816	-478.987	56.960	-35.430	-448.471	25.800	28.923	-444.270	5.345	-208.648	-457.348	24.554	-171.980	-508.263	10.598	-141.785	-53.620	630.985	-92.960	-32.390	655.069	131.761	-72.249	438.426	-278.486	-186.440	446.989	-274.831	-126.825	248.139	-207.419	-137.469	61.467	-14.989	-192.727	39.747	36.392	-185.825	10.308	-201.081	-188.799	33.348	-177.391	-128.893	6.020	-134.770	-226.876	559.845	-505.241	-150.793	540.146	-513.630	-551.475	503.743	-359.845	-619.968	513.635	-323.347	-583.488	835.081	-115.517	-370.375	1025.115	-198.751	-244.662	1295.838	-307.058	-384.407	1279.054	-322.103	-129.922	593.189	-523.471	-613.849	556.954	-313.242
1120	11.19000	06:20:26:02	-310.763	1389.215	-407.622	-360.088	1248.876	-468.483	-234.482	1268.814	-460.321	-248.117	1229.167	-127.020	-207.688	1094.533	44.276	-196.144	920.939	143.160	-204.872	787.843	226.388	-231.150	716.043	-58.980	-268.963	799.210	-110.593	-272.120	936.241	-189.730	-310.554	1138.449	10.887	-436.931	1175.666	-136.096	-482.295	1003.675	-182.848	-510.995	1009.063	-60.930	-547.018	842.737	-234.422	-603.753	875.931	-176.035	-632.256	659.122	-252.061	-540.907	660.050	-257.562	-113.520	1182.175	-262.298	-134.058	1150.447	-48.174	-103.337	1021.993	-342.753	-0.237	1014.989	-277.123	-203.766	1050.301	-236.804	-55.232	899.311	-453.663	28.682	914.162	-448.397	36.884	867.012	-371.778	-56.763	714.769	-519.979	-132.732	750.589	-483.413	-347.978	751.976	-15.271	-95.258	753.713	-15.290	-334.675	774.034	190.816	-94.850	802.111	189.437	-369.867	685.299	-67.831	-400.079	686.896	116.163	-414.753	409.622	-280.541	-312.488	393.308	-268.814	-422.279	248.054	-219.329	-478.243	57.178	-35.580	-447.900	25.838	28.713	-444.468	5.304	-208.849	-457.024	24.877	-172.709	-507.903	10.934	-141.990	-44.050	636.111	-94.265	-29.007	663.584	130.079	-56.622	439.631	-276.157	-170.501	447.908	-275.565	-113.916	250.184	-205.542	-130.360	64.153	-12.992	-185.187	44.629	38.003	-184.190	12.998	-198.839	-186.206	36.595	-175.679	-127.169	5.747	-134.280	-233.047	599.900	-529.824	-154.890	578.811	-536.836	-563.008	509.030	-350.207	-630.638	522.330	-310.043	-579.546	845.673	-110.297	-365.315	1039.270	-199.508	-241.467	1316.682	-294.779	-381.054	1300.262	-310.858	-135.619	632.888	-548.823	-623.198	566.119	-302.933
1121	11.20000	06:20:26:02	-307.362	1417.551	-388.409	-356.173	1282.274	-459.866	-230.369	1302.096	-450.215	-244.695	1242.256	-121.453	-203.743	1103.319	45.267	-192.487	929.043	140.663	-202.037	795.657	221.919	-225.138	726.118	-63.898	-263.697	814.371	-115.397	-265.563	951.309	-193.251	-306.451	1147.101	12.932	-432.923	1186.341	-133.021	-479.235	1013.728	-180.682	-505.492	1018.521	-58.105	-546.323	852.480	-230.267	-600.763	886.493	-170.800	-635.590	670.319	-243.540	-544.716	669.293	-252.606	-110.564	1202.999	-257.623	-130.164	1162.320	-45.195	-101.402	1049.080	-347.255	3.045	1038.349	-283.118	-196.776	1068.600	-236.740	-53.742	938.019	-467.413	30.968	949.162	-461.268	38.983	896.835	-388.599	-62.045	757.126	-544.007	-136.763	795.139	-506.902	-342.766	760.318	-21.116	-89.687	762.803	-18.478	-331.324	781.778	185.350	-91.787	810.565	186.035	-366.095	689.876	-73.401	-394.960	694.471	110.356	-413.098	409.919	-279.557	-311.691	393.120	-266.063	-421.158	248.652	-218.945	-477.474	57.475	-35.748	-447.224	25.928	28.474	-444.815	5.290	-209.053	-455.894	23.619	-172.784	-507.537	11.363	-142.144	-33.944	641.590	-95.480	-25.435	672.171	128.227	-40.461	441.470	-274.067	-154.107	449.867	-276.995	-100.210	252.924	-203.970	-121.266	67.641	-11.025	-176.020	49.501	39.787	-180.235	17.001	-196.025	-181.501	40.259	-173.383	-124.859	5.436	-133.930	-239.017	643.602	-552.605	-159.091	621.702	-557.912	-574.163	514.824	-340.549	-640.179	531.515	-296.480	-575.774	856.337	-105.361	-360.814	1053.509	-201.581	-237.740	1337.181	-281.523	-377.777	1321.197	-298.939	-141.132	676.651	-573.559	-630.773	575.325	-292.040
1122	11.21000	06:20:26:02	-303.435	1445.174	-367.403	-352.077	1316.291	-449.563	-226.060	1335.895	-438.380	-241.145	1255.006	-116.037	-199.641	1111.777	45.870	-188.744	937.015	137.702	-199.469	803.584	216.895	-219.027	736.281	-69.401	-255.027	827.988	-121.974	-258.785	966.390	-197.110	-302.322	1155.457	14.635	-428.757	1196.776	-130.190	-476.242	1023.550	-178.966	-499.832	1027.955	-55.774	-545.683	862.240	-226.666	-597.866	897.078	-165.929	-638.565	681.196	-234.940	-548.630	678.639	-249.430	-107.200	1223.663	-252.616	-126.070	1173.897	-42.298	-99.009	1077.447	-351.536	6.962	1062.867	-288.695	-189.304	1087.027	-236.418	-51.805	979.184	-480.095	34.026	986.751	-473.331	41.590	929.081	-405.551	-66.632	803.646	-568.163	-139.884	843.551	-529.335	-337.059	768.380	-27.345	-83.619	771.016	-22.009	-327.701	789.589	179.480	-89.268	818.922	182.170	-362.426	694.368	-79.148	-390.147	701.881	104.253	-412.606	410.891	-280.186	-310.625	393.673	-267.364	-420.566	249.197	-218.297	-476.657	57.738	-35.940	-446.326	25.984	28.240	-445.142	5.322	-209.266	-455.738	23.742	-173.058	-507.095	11.616	-142.245	-23.619	647.293	-96.859	-21.493	680.573	126.285	-23.714	443.706	-271.903	-137.259	451.660	-278.290	-85.757	255.862	-202.330	-111.404	71.114	-9.103	-165.642	54.351	41.753	-173.516	21.513	-193.683	-173.646	43.757	-170.687	-120.746	5.397	-132.857	-244.568	691.778	-572.710	-163.408	668.937	-577.948	-584.739	521.770	-330.463	-648.530	540.786	-282.346	-571.865	866.854	-100.508	-355.177	1067.043	-202.554	-233.701	1356.977	-267.426	-373.640	1341.713	-286.272	-148.233	725.210	-597.618	-637.678	584.968	-280.807
1123	11.22000	06:20:26:03	-299.050	1471.607	-344.929	-347.278	1350.236	-437.905	-221.481	1369.254	-425.030	-237.367	1267.294	-110.786	-194.929	1119.974	46.001	-184.970	944.645	134.442	-196.614	811.232	211.672	-212.253	745.986	-74.961	-244.421	841.434	-129.854	-252.049	981.764	-201.262	-297.982	1163.476	15.894	-424.218	1206.991	-127.737	-473.000	1033.337	-177.727	-493.950	1037.327	-54.019	-545.187	871.921	-223.380	-594.894	907.384	-161.520	-641.253	692.224	-226.272	-552.130	688.008	-245.817	-103.962	1244.040	-247.395	-121.552	1185.113	-39.709	-95.472	1106.860	-354.246	12.200	1088.230	-293.997	-181.651	1105.412	-235.732	-48.420	1022.112	-491.099	37.527	1026.985	-484.802	44.792	963.564	-421.348	-71.010	853.839	-590.584	-142.219	895.451	-549.560	-330.963	776.009	-33.905	-77.599	780.400	-25.639	-324.343	797.250	173.042	-86.304	827.261	178.296	-358.027	698.992	-85.650	-385.044	709.234	97.875	-412.001	411.223	-278.908	-310.052	393.869	-267.515	-419.944	249.645	-217.773	-475.909	57.975	-35.991	-445.436	26.041	28.052	-445.393	5.311	-209.444	-455.442	23.754	-173.274	-506.633	11.952	-142.280	-13.623	653.561	-98.175	-17.566	689.212	124.142	-6.675	446.146	-269.598	-120.084	453.508	-279.458	-70.678	258.789	-200.512	-100.531	74.808	-6.878	-154.891	59.160	43.722	-163.422	25.193	-190.808	-163.509	46.619	-168.388	-112.901	4.344	-131.089	-249.756	744.366	-590.321	-167.918	721.405	-598.068	-594.883	529.004	-319.889	-655.904	550.615	-268.006	-567.956	877.565	-96.076	-349.249	1080.529	-204.042	-228.856	1375.597	-252.969	-368.830	1361.547	-273.016	-154.058	778.022	-619.742	-643.877	594.703	-269.310
1124	11.23000	06:20:26:03	-294.149	1496.497	-321.568	-342.350	1383.530	-424.527	-216.380	1401.699	-410.129	-233.422	1279.229	-105.728	-190.280	1127.756	45.687	-181.093	952.232	130.712	-193.712	818.923	206.177	-205.064	755.320	-80.753	-235.534	854.966	-137.307	-244.678	996.672	-205.337	-293.074	1171.045	16.747	-419.398	1217.098	-125.770	-469.264	1042.926	-176.902	-487.909	1046.809	-52.664	-544.528	881.464	-219.773	-592.084	917.860	-156.997	-643.435	703.249	-217.496	-555.159	697.553	-240.583	-100.454	1263.880	-241.817	-117.009	1195.789	-37.425	-92.204	1136.477	-356.672	17.434	1114.492	-298.759	-175.074	1122.784	-235.496	-44.247	1067.205	-499.778	41.407	1069.534	-495.139	48.434	1000.305	-436.877	-74.782	907.725	-610.758	-143.898	950.399	-566.831	-324.067	782.818	-40.978	-71.931	789.193	-29.624	-320.756	804.725	166.163	-83.077	835.485	174.108	-354.112	703.461	-91.394	-379.817	716.448	91.193	-411.531	411.436	-277.783	-309.604	393.954	-267.479	-419.416	250.232	-217.205	-475.249	58.199	-36.050	-444.613	26.024	27.854	-445.668	5.316	-209.588	-455.229	23.758	-173.556	-506.239	12.173	-142.278	-2.878	660.141	-99.690	-13.498	698.035	121.653	11.242	448.870	-266.553	-102.495	455.544	-280.317	-55.235	261.645	-198.431	-89.530	79.181	-3.857	-145.276	64.975	45.863	-149.416	27.577	-187.911	-151.394	48.571	-166.143	-101.438	7.080	-126.124	-251.543	798.837	-604.093	-171.877	777.561	-617.753	-604.570	536.919	-308.924	-662.276	560.724	-253.305	-564.049	888.531	-92.063	-342.954	1094.069	-206.104	-223.620	1393.276	-238.282	-363.000	1380.690	-259.281	-159.242	835.094	-639.656	-649.370	604.775	-257.370
1125	11.24000	06:20:26:03	-288.872	1519.409	-297.847	-336.993	1415.484	-409.853	-211.233	1432.678	-394.188	-229.069	1290.620	-101.033	-185.781	1135.229	44.849	-176.661	959.716	126.485	-190.367	826.344	200.191	-197.679	764.198	-86.589	-226.579	868.401	-144.380	-236.836	1011.232	-209.450	-288.174	1178.663	17.067	-414.315	1227.022	-124.137	-465.291	1052.748	-176.232	-482.802	1056.592	-51.872	-543.620	891.159	-215.818	-588.247	927.960	-152.241	-645.232	714.410	-208.531	-557.228	707.274	-232.675	-97.281	1283.122	-235.997	-111.728	1205.729	-35.901	-88.364	1165.873	-358.549	23.229	1141.633	-302.919	-169.214	1138.934	-236.743	-39.738	1113.691	-505.895	46.047	1113.882	-503.133	52.708	1039.560	-451.372	-78.098	965.218	-628.435	-145.225	1007.694	-581.039	-317.215	789.687	-48.457	-65.009	798.201	-34.230	-317.438	811.970	158.943	-79.687	843.651	169.527	-349.678	707.718	-97.520	-374.464	723.545	84.373	-410.997	411.747	-277.176	-309.212	394.033	-267.339	-419.051	250.881	-216.560	-474.589	58.394	-36.151	-443.895	26.026	27.648	-446.025	5.435	-209.788	-455.059	23.670	-173.892	-505.982	12.474	-142.352	6.864	666.492	-101.671	-9.239	706.757	118.790	27.949	451.448	-264.073	-85.224	457.079	-281.132	-39.614	264.706	-195.767	-77.025	84.531	1.303	-135.366	70.513	48.663	-125.094	27.865	-183.525	-131.692	48.931	-164.609	-81.750	10.756	-118.787	-257.372	860.449	-619.608	-176.328	837.324	-637.120	-613.624	545.064	-297.306	-667.648	571.461	-238.230	-561.301	899.592	-87.243	-336.459	1107.563	-208.531	-218.007	1409.835	-223.745	-357.306	1398.808	-245.464	-163.602	895.837	-657.074	-654.265	615.042	-245.160
1126	11.25000	06:20:26:03	-283.219	1540.348	-274.298	-331.156	1445.688	-394.316	-205.787	1461.820	-377.436	-224.401	1301.526	-96.670	-180.356	1142.453	43.374	-171.913	966.943	121.642	-186.853	833.751	193.814	-190.528	773.150	-92.976	-217.685	880.952	-152.951	-229.324	1025.740	-214.021	-282.491	1185.722	16.990	-408.697	1236.761	-122.766	-460.875	1062.334	-176.033	-475.354	1065.485	-49.116	-543.049	901.167	-212.317	-584.438	938.327	-147.131	-646.547	725.726	-199.265	-559.620	717.155	-226.725	-93.746	1301.659	-230.054	-106.687	1215.365	-34.589	-84.096	1195.345	-359.194	28.782	1169.613	-306.574	-163.102	1155.025	-238.648	-34.915	1161.218	-509.401	50.307	1160.716	-509.380	57.535	1080.780	-464.208	-80.528	1025.560	-642.882	-145.313	1066.851	-591.359	-310.767	796.380	-55.344	-58.111	806.675	-39.371	-313.820	819.439	151.365	-76.090	851.736	164.395	-345.152	711.839	-103.615	-368.968	730.390	77.468	-410.338	412.483	-276.304	-308.854	394.180	-267.092	-418.605	251.536	-215.855	-473.920	58.662	-36.201	-443.057	26.003	27.444	-446.290	5.466	-209.931	-455.131	23.760	-174.130	-505.745	12.790	-142.377	16.270	672.583	-104.048	-4.727	715.301	115.384	44.468	454.150	-261.417	-68.147	458.145	-281.863	-21.669	267.405	-191.494	-62.514	90.380	7.655	-123.794	75.560	51.642	-93.875	26.484	-176.910	-101.717	48.698	-158.476	-56.795	13.427	-109.935	-263.160	922.594	-634.723	-178.643	899.808	-652.801	-622.698	553.686	-284.895	-671.847	582.223	-223.030	-555.933	909.951	-83.163	-329.708	1120.960	-211.234	-212.087	1425.372	-209.461	-351.413	1415.926	-231.695	-167.001	959.259	-671.522	-658.551	625.489	-232.569
